GEOID17,facility_id,facility_name,lon,lat,emis,stkhgt,stkdiam,stktemp,stkvel,sector,type,tribal_fips,poll,marginal_damage
06031,16711,ALTAGAS SAN JOAQUIN ENERGY INC.,-119.904318,36.24002,0.5832038112522685,12.191405059433102,0.6095702529716549,394.26111111111106,15.239256324291373,egu,elevated,NA,PM25-PRI,128929.02720027241
06031,17611,ALTAGAS SAN JOAQUIN ENERGY INC.,-119.647676,36.269528,0.2786621597096189,12.1914050594331,0.6095702529716549,394.26111111111106,15.239256324291373,egu,elevated,NA,PM25-PRI,198049.25925227354
06035,53211,MT. LASSEN POWER,-121.018,40.297,17.32867513611615,38.09814081072844,1.5239256324291375,380.37222222222215,1.0344102407802498,egu,elevated,NA,PM25-PRI,40670.925597131994
06011,75711,WADHAM ENERGY LTD PARTNERSHIP,-122.1104,39.1055,16.916987295825766,64.61444681499543,2.133495885400792,434.8166666666666,18.21136848521792,egu,elevated,NA,PM25-PRI,68075.07149780511
06007,124511,"OROVILLE COGENERATION, L.P.",-121.60517,39.51628,9.074410163339382e-5,70.54962168792595,3.835434186864128,412.39600290496907,20.199595772615847,egu,elevated,NA,PM25-PRI,82131.35340165423
06013,148911,LOS MEDANOS ENERGY CENTER,-121.8727,38.0298,16.765919328493645,12.1914050594331,0.6095702529716549,394.26111111111106,15.239256324291373,egu,elevated,NA,PM25-PRI,386680.9736782142
06013,150711,DELTA ENERGY CENTER,-121.84376,38.0151,20.3245390199637,12.1914050594331,0.6095702529716549,394.26111111111106,15.239256324291373,egu,elevated,NA,PM25-PRI,382619.44963467505
06023,155111,PG&E - HUMBOLDT BAY GENERATING STATION,-124.2084,40.7411,3.8001286907441014,30.478512648582747,1.6153611703748858,663.7055555555555,25.241420298689423,egu,elevated,NA,PM25-PRI,26666.45291921457
06023,155811,DG FAIRHAVEN POWER COMPANY,-124.2027,40.7998,0.11233860254083483,30.478512648582747,2.133495885400792,434.8166666666666,15.569094788174338,egu,elevated,NA,PM25-PRI,36191.017022445034
06013,203111,MARTINEZ COGEN LIMITED PARTNERSHIP,-122.06755,38.02209000000001,15.359876588021775,70.54962168792595,3.835434186864128,412.39600290496907,20.199595772615847,egu,elevated,NA,PM25-PRI,97510.00538796128
