GEOID17,observations,network,species
42095,10.549608777777777,AQS,PM_25
42101,8.933109594594594,AQS,PM_25
42117,10.1196052,AQS,PM_25
42125,8.912129291666666,AQS,PM_25
42129,9.14599065,AQS,PM_25
42133,9.009828200000001,AQS,PM_25
44003,4.622822222222222,AQS,PM_25
44007,6.3664194,AQS,PM_25
44009,5.0559342,AQS,PM_25
45019,7.4453819999999995,AQS,PM_25
45025,6.9705259999999996,AQS,PM_25
45037,7.857,AQS,PM_25
45041,7.637363,AQS,PM_25
45045,8.253022470588235,AQS,PM_25
45063,8.321333777777777,AQS,PM_25
45073,6.0840254,AQS,PM_25
45079,7.986766749999999,AQS,PM_25
45083,7.980345,AQS,PM_25
46011,4.7293449999999995,AQS,PM_25
46013,5.677595666666667,AQS,PM_25
46029,7.5004438,AQS,PM_25
46033,5.1985908,AQS,PM_25
46065,3.5610826,AQS,PM_25
46071,3.7003687999999997,AQS,PM_25
46099,6.297299384615385,AQS,PM_25
46103,6.456585769230769,AQS,PM_25
46127,6.4056966,AQS,PM_25
47009,7.780266777777778,AQS,PM_25
47037,8.231137222222221,AQS,PM_25
47045,6.955301111111111,AQS,PM_25
47065,8.874795047619047,AQS,PM_25
47093,8.2307328,AQS,PM_25
47099,6.053347111111111,AQS,PM_25
47105,6.598518111111111,AQS,PM_25
47107,7.576304222222222,AQS,PM_25
47113,6.885696846153846,AQS,PM_25
47119,7.0144152222222225,AQS,PM_25
47125,8.0444928,AQS,PM_25
47141,7.361606,AQS,PM_25
47145,7.439713222222222,AQS,PM_25
47157,8.046065500000001,AQS,PM_25
47163,7.232431888888889,AQS,PM_25
47165,7.424295923076923,AQS,PM_25
48029,8.555744,AQS,PM_25
48037,8.965574,AQS,PM_25
48043,6.527327199999999,AQS,PM_25
48061,9.480357,AQS,PM_25
48113,8.777354117647059,AQS,PM_25
48139,8.565517,AQS,PM_25
48141,8.699929235294118,AQS,PM_25
48167,6.611409,AQS,PM_25
48201,9.04095082051282,AQS,PM_25
48203,8.452459,AQS,PM_25
48215,9.654717,AQS,PM_25
48245,9.1920698,AQS,PM_25
48355,7.942644666666666,AQS,PM_25
48361,10.47682,AQS,PM_25
48439,8.469376,AQS,PM_25
48453,9.108193588235293,AQS,PM_25
49003,7.6064478518518515,AQS,PM_25
49005,9.27838984375,AQS,PM_25
49011,9.141033629629629,AQS,PM_25
49013,6.2323366,AQS,PM_25
49035,7.991051153846154,AQS,PM_25
49045,6.460980666666667,AQS,PM_25
49047,5.662721599999999,AQS,PM_25
49049,7.214989408163265,AQS,PM_25
49053,4.8961434,AQS,PM_25
49057,8.4690860625,AQS,PM_25
50003,5.3205616,AQS,PM_25
50007,4.598423888888889,AQS,PM_25
50021,6.814353,AQS,PM_25
51003,6.538752,AQS,PM_25
51013,7.533889,AQS,PM_25
51036,6.95082,AQS,PM_25
51041,7.158197,AQS,PM_25
51059,8.153310888888889,AQS,PM_25
51069,7.5667495,AQS,PM_25
51087,7.239546333333333,AQS,PM_25
51107,7.317094,AQS,PM_25
51161,6.593113,AQS,PM_25
51165,6.848739,AQS,PM_25
51520,7.207965,AQS,PM_25
51650,6.808633666666666,AQS,PM_25
51680,6.435965,AQS,PM_25
51710,6.914876,AQS,PM_25
51760,8.301226555555557,AQS,PM_25
51775,6.941071,AQS,PM_25
51810,6.619313,AQS,PM_25
53007,9.642942399999999,AQS,PM_25
53011,8.7054988,AQS,PM_25
53033,7.670849827586207,AQS,PM_25
53035,4.90946,AQS,PM_25
53037,11.0623296,AQS,PM_25
53047,11.5124998,AQS,PM_25
53053,8.046757888888889,AQS,PM_25
53057,5.7595256,AQS,PM_25
53061,7.91564505,AQS,PM_25
53063,10.8810582,AQS,PM_25
53073,5.300178799999999,AQS,PM_25
53077,11.948162071428571,AQS,PM_25
54003,8.52623,AQS,PM_25
54009,8.998036333333333,AQS,PM_25
54011,7.6859795,AQS,PM_25
54029,8.334167,AQS,PM_25
54033,7.518852,AQS,PM_25
54039,7.700500923076923,AQS,PM_25
54049,7.762281,AQS,PM_25
54051,9.271074,AQS,PM_25
54061,7.298319,AQS,PM_25
54069,7.904167,AQS,PM_25
54107,8.168966,AQS,PM_25
55003,3.9000000000000004,AQS,PM_25
55009,6.38771423076923,AQS,PM_25
55025,7.404815076923077,AQS,PM_25
55027,6.237032777777777,AQS,PM_25
55035,6.5892434444444445,AQS,PM_25
55041,4.113336888888889,AQS,PM_25
55043,6.946872333333333,AQS,PM_25
55059,6.8315075555555556,AQS,PM_25
55063,6.5687533333333334,AQS,PM_25
55079,7.768343909090909,AQS,PM_25
55087,6.062393777777777,AQS,PM_25
55089,5.642365444444445,AQS,PM_25
55111,6.216668888888889,AQS,PM_25
55119,4.718775333333333,AQS,PM_25
55125,4.505133444444445,AQS,PM_25
55133,8.034788666666667,AQS,PM_25
56001,4.85474064516129,AQS,PM_25
56005,5.36062078,AQS,PM_25
56009,5.028138266666667,AQS,PM_25
56013,4.788429857142857,AQS,PM_25
56021,4.271415264705882,AQS,PM_25
56025,4.370076,AQS,PM_25
56029,5.064522500000001,AQS,PM_25
56033,6.8879269019607845,AQS,PM_25
56035,5.691911866666667,AQS,PM_25
56037,5.587705,AQS,PM_25
56039,3.7480246153846153,AQS,PM_25
72001,7.874468,AQS,PM_25
72021,17.355943,AQS,PM_25
72053,9.759259333333333,AQS,PM_25
72057,7.643182,AQS,PM_25
72059,7.544681,AQS,PM_25
72061,9.963415,AQS,PM_25
72113,10.542214,AQS,PM_25
78010,6.092308,AQS,PM_25
80002,21.349770666666668,AQS,PM_25
01073,18.100458,AQS,NOX
02090,27.538596,AQS,NOX
04013,25.20099,AQS,NOX
04019,10.0032855,AQS,NOX
05035,9.189549,AQS,NOX
05119,11.780989,AQS,NOX
06001,22.7653498,AQS,NOX
06007,9.27711,AQS,NOX
06013,8.51415575,AQS,NOX
06019,13.0666442,AQS,NOX
06025,14.7781855,AQS,NOX
06029,13.9250535,AQS,NOX
06031,11.547447,AQS,NOX
06037,23.774816,AQS,NOX
06039,7.929254,AQS,NOX
06041,14.510017,AQS,NOX
06047,9.13918,AQS,NOX
06053,5.087266,AQS,NOX
06055,12.569861,AQS,NOX
06059,24.73188925,AQS,NOX
06061,10.70467,AQS,NOX
06065,13.362754333333333,AQS,NOX
06067,10.26244942857143,AQS,NOX
06071,28.6571,AQS,NOX
06073,12.231307,AQS,NOX
06075,18.012228,AQS,NOX
06077,12.792766499999999,AQS,NOX
06079,3.9722014999999997,AQS,NOX
06081,17.698968,AQS,NOX
06083,3.2656196363636365,AQS,NOX
06085,24.839878,AQS,NOX
06095,14.720656,AQS,NOX
06097,7.839041,AQS,NOX
06099,14.948813,AQS,NOX
06101,11.873029,AQS,NOX
06107,14.842955,AQS,NOX
06111,8.1054975,AQS,NOX
06113,5.326121,AQS,NOX
08001,26.713935,AQS,NOX
08007,3.327944,AQS,NOX
08031,49.530454000000006,AQS,NOX
08045,5.535316,AQS,NOX
08067,4.680758666666667,AQS,NOX
08093,0.796367,AQS,NOX
08103,1.006513,AQS,NOX
09009,15.896526,AQS,NOX
10003,15.841629,AQS,NOX
11001,18.826482000000002,AQS,NOX
12011,23.775063000000003,AQS,NOX
12031,14.103550499999999,AQS,NOX
12057,10.04673,AQS,NOX
12086,12.758339333333332,AQS,NOX
12095,17.4350735,AQS,NOX
12099,5.111325,AQS,NOX
12103,5.511821,AQS,NOX
12115,1.976195,AQS,NOX
13089,27.455827,AQS,NOX
13121,41.916665,AQS,NOX
16001,33.617939,AQS,NOX
17031,23.5545195,AQS,NOX
17163,13.484908,AQS,NOX
18089,15.276388,AQS,NOX
18097,19.280603,AQS,NOX
18141,11.24809,AQS,NOX
18163,10.773923,AQS,NOX
19153,8.477935,AQS,NOX
19163,6.907007,AQS,NOX
19177,2.295128,AQS,NOX
20133,3.383432,AQS,NOX
20173,9.744976,AQS,NOX
20191,5.100829,AQS,NOX
20195,3.63949,AQS,NOX
20209,13.978364,AQS,NOX
21019,6.516314,AQS,NOX
21037,3.614662,AQS,NOX
21059,4.998279,AQS,NOX
21067,5.92651,AQS,NOX
21111,17.5715955,AQS,NOX
21145,5.837298,AQS,NOX
22005,9.702053,AQS,NOX
22019,10.716398,AQS,NOX
22033,8.0397875,AQS,NOX
22047,5.86857,AQS,NOX
22051,7.153373,AQS,NOX
22063,4.533342,AQS,NOX
22071,15.716055,AQS,NOX
22121,12.724066,AQS,NOX
23003,2.647806,AQS,NOX
23005,12.296998,AQS,NOX
23011,3.948017,AQS,NOX
24005,21.6537515,AQS,NOX
24023,1.86603,AQS,NOX
24027,33.531911,AQS,NOX
24033,8.244065,AQS,NOX
24510,20.64539,AQS,NOX
25009,3.980137,AQS,NOX
25013,13.511576999999999,AQS,NOX
25015,3.224157,AQS,NOX
25021,4.887155,AQS,NOX
25025,19.785959666666667,AQS,NOX
25027,19.1388,AQS,NOX
26065,7.346503,AQS,NOX
26113,2.315837,AQS,NOX
26163,18.643394375,AQS,NOX
27003,8.039055,AQS,NOX
27037,9.439099,AQS,NOX
27053,22.481842,AQS,NOX
28059,4.813156,AQS,NOX
29095,18.5705385,AQS,NOX
29137,2.213494,AQS,NOX
29189,17.260021,AQS,NOX
29510,14.881245666666667,AQS,NOX
30027,1.203943,AQS,NOX
30031,4.048734,AQS,NOX
30071,1.115417,AQS,NOX
30075,1.03961,AQS,NOX
30083,1.3351419999999998,AQS,NOX
30087,3.232214,AQS,NOX
32031,19.728332,AQS,NOX
33015,2.28911,AQS,NOX
34003,28.574134,AQS,NOX
34007,17.71375,AQS,NOX
34011,9.706876,AQS,NOX
34013,23.351454,AQS,NOX
34017,30.476642,AQS,NOX
34023,11.705731,AQS,NOX
34027,3.677288,AQS,NOX
34039,36.484295,AQS,NOX
34041,26.699027,AQS,NOX
35001,15.171293,AQS,NOX
35013,7.043068,AQS,NOX
35015,3.666947,AQS,NOX
35025,5.196933,AQS,NOX
35045,7.48227725,AQS,NOX
36005,21.2029315,AQS,NOX
36029,14.795168499999999,AQS,NOX
36033,2.089116,AQS,NOX
36055,15.82455,AQS,NOX
36081,19.60784,AQS,NOX
37067,8.843927,AQS,NOX
37105,1.573162,AQS,NOX
37119,14.206760000000001,AQS,NOX
37183,12.4231715,AQS,NOX
38013,2.201882,AQS,NOX
38015,6.565769,AQS,NOX
38017,5.496362,AQS,NOX
38025,2.768259,AQS,NOX
38053,1.660345,AQS,NOX
38057,3.267103,AQS,NOX
38065,2.62474,AQS,NOX
38101,1.940176,AQS,NOX
39013,9.954725,AQS,NOX
39035,15.0024905,AQS,NOX
39049,15.5514575,AQS,NOX
39061,30.850120999999998,AQS,NOX
40001,2.382387,AQS,NOX
40017,7.23325,AQS,NOX
40051,4.908609,AQS,NOX
40109,16.8743165,AQS,NOX
40135,5.572,AQS,NOX
40143,9.279306,AQS,NOX
41051,13.053032,AQS,NOX
41067,25.608405,AQS,NOX
42001,0.899381,AQS,NOX
42003,12.201199500000001,AQS,NOX
42007,14.018839,AQS,NOX
42015,5.300109,AQS,NOX
42021,8.542801,AQS,NOX
42027,4.221541,AQS,NOX
42045,14.962059,AQS,NOX
42049,4.391781,AQS,NOX
42069,16.894116,AQS,NOX
42095,10.64061,AQS,NOX
42101,23.90716666666667,AQS,NOX
42117,2.847509,AQS,NOX
42125,6.5210894999999995,AQS,NOX
42133,12.237205,AQS,NOX
44003,1.503799,AQS,NOX
44007,23.187401,AQS,NOX
46071,0.756588,AQS,NOX
46099,5.365273,AQS,NOX
46103,8.464948,AQS,NOX
46127,1.873318,AQS,NOX
47037,19.403251,AQS,NOX
47157,19.033642,AQS,NOX
48029,9.672369333333334,AQS,NOX
48039,4.3350575,AQS,NOX
48113,9.223911,AQS,NOX
48121,5.732539,AQS,NOX
48139,4.0944865,AQS,NOX
48141,20.935788,AQS,NOX
48167,2.603223,AQS,NOX
48183,3.595614,AQS,NOX
48201,14.071988538461538,AQS,NOX
48203,2.826254,AQS,NOX
48231,3.860301,AQS,NOX
48245,4.431111,AQS,NOX
48257,3.354407,AQS,NOX
48309,2.723435,AQS,NOX
48339,3.677447,AQS,NOX
48349,2.576329,AQS,NOX
48361,4.321747,AQS,NOX
48423,1.714282,AQS,NOX
48439,10.6453035,AQS,NOX
48453,14.872012000000002,AQS,NOX
49005,6.477678,AQS,NOX
49007,3.266542,AQS,NOX
49011,16.352495,AQS,NOX
49013,6.1833515000000006,AQS,NOX
49035,13.0257105,AQS,NOX
49045,4.428571,AQS,NOX
49047,4.084028,AQS,NOX
49049,22.072667,AQS,NOX
49053,3.065979,AQS,NOX
49057,32.404488,AQS,NOX
50007,8.35166,AQS,NOX
50021,10.579566,AQS,NOX
51013,12.119158,AQS,NOX
51036,4.271648,AQS,NOX
51059,26.891529,AQS,NOX
51087,9.595232,AQS,NOX
51107,7.628711,AQS,NOX
51153,5.008437,AQS,NOX
51161,6.815561,AQS,NOX
51165,12.269546,AQS,NOX
51650,3.598738,AQS,NOX
51710,9.714187,AQS,NOX
51760,20.04224,AQS,NOX
53025,5.49709,AQS,NOX
53033,32.813957,AQS,NOX
53053,40.565682,AQS,NOX
55071,0.612112,AQS,NOX
55079,18.437186,AQS,NOX
56001,8.542035,AQS,NOX
56005,3.725379,AQS,NOX
56007,0.94832,AQS,NOX
56009,1.9771345,AQS,NOX
56013,0.350146,AQS,NOX
56021,8.625101,AQS,NOX
56025,6.3505123333333335,AQS,NOX
56033,9.816143,AQS,NOX
56035,3.4129196,AQS,NOX
56037,2.9127829999999997,AQS,NOX
56041,2.2446990000000002,AQS,NOX
72025,15.027929,AQS,NOX
72061,36.773346,AQS,NOX
08083,0.249,CASTNET,SO2
42047,0.795,CASTNET,SO2
51071,1.252,CASTNET,SO2
26161,0.733,CASTNET,SO2
27007,0.341,CASTNET,SO2
48043,0.542,CASTNET,SO2
48373,0.687,CASTNET,SO2
54093,0.651,CASTNET,SO2
06071,0.44,CASTNET,SO2
47025,0.485,CASTNET,SO2
50007,0.348,CASTNET,SO2
06107,0.777,CASTNET,SO2
46033,0.308,CASTNET,SO2
34021,0.72,CASTNET,SO2
51113,0.579,CASTNET,SO2
56039,0.645,CASTNET,SO2
56005,0.398,CASTNET,SO2
06089,0.248,CASTNET,SO2
32033,0.193,CASTNET,SO2
31107,0.512,CASTNET,SO2
24033,0.767,CASTNET,SO2
21221,0.931,CASTNET,SO2
24019,1.06,CASTNET,SO2
01049,0.613,CASTNET,SO2
56035,0.221,CASTNET,SO2
36031,0.354,CASTNET,SO2
39121,1.24,CASTNET,SO2
47041,0.481,CASTNET,SO2
48381,0.775,CASTNET,SO2
13231,0.531,CASTNET,SO2
16049,0.213,CASTNET,SO2
37011,0.419,CASTNET,SO2
17119,0.995,CASTNET,SO2
37123,0.568,CASTNET,SO2
17019,0.876,CASTNET,SO2
28161,0.568,CASTNET,SO2
30029,0.247,CASTNET,SO2
38007,0.669,CASTNET,SO2
56033,0.365,CASTNET,SO2
47009,0.406,CASTNET,SO2
37031,0.59,CASTNET,SO2
20013,0.597,CASTNET,SO2
04003,0.309,CASTNET,SO2
49047,0.365,CASTNET,SO2
18169,0.887,CASTNET,SO2
08069,0.195,CASTNET,SO2
09015,0.515,CASTNET,SO2
26165,0.477,CASTNET,SO2
21229,0.725,CASTNET,SO2
08051,0.17,CASTNET,SO2
21061,0.752,CASTNET,SO2
42085,0.907,CASTNET,SO2
36109,0.668,CASTNET,SO2
54021,0.586,CASTNET,SO2
51147,0.581,CASTNET,SO2
20161,0.511,CASTNET,SO2
33009,0.375,CASTNET,SO2
49037,0.255,CASTNET,SO2
56001,0.21,CASTNET,SO2
23019,0.411,CASTNET,SO2
12061,0.944,CASTNET,SO2
39047,0.82,CASTNET,SO2
42027,0.914,CASTNET,SO2
12077,0.432,CASTNET,SO2
37113,0.294,CASTNET,SO2
21175,0.718,CASTNET,SO2
17085,0.694,CASTNET,SO2
08069,0.198,CASTNET,SO2
36111,0.53,CASTNET,SO2
42111,0.837,CASTNET,SO2
06043,0.386,CASTNET,SO2
23009,0.513,CASTNET,SO2
23003,0.456,CASTNET,SO2
56019,0.373,CASTNET,SO2
55119,0.471,CASTNET,SO2
18083,1.452,CASTNET,SO2
36031,0.365,CASTNET,SO2
42001,0.931,CASTNET,SO2
56003,1.713,CASTNET,SO2
04005,0.246,CASTNET,SO2
21229,0.714,CASTNET,SO2
26157,0.824,CASTNET,SO2
39017,1.078,CASTNET,SO2
36043,0.241,CASTNET,SO2
06069,0.344,CASTNET,SO2
40001,0.71,CASTNET,SO2
27137,0.301,CASTNET,SO2
05019,0.625,CASTNET,SO2
08083,0.406,CASTNET,SO4
42047,1.12,CASTNET,SO4
51071,1.098,CASTNET,SO4
26161,1.1,CASTNET,SO4
27007,0.656,CASTNET,SO4
48043,1.486,CASTNET,SO4
48373,1.859,CASTNET,SO4
54093,1.22,CASTNET,SO4
06071,0.721,CASTNET,SO4
47025,1.168,CASTNET,SO4
50007,0.639,CASTNET,SO4
06107,1.075,CASTNET,SO4
46033,0.505,CASTNET,SO4
34021,1.03,CASTNET,SO4
51113,0.986,CASTNET,SO4
56039,0.278,CASTNET,SO4
56005,0.491,CASTNET,SO4
06089,0.292,CASTNET,SO4
32033,0.379,CASTNET,SO4
31107,0.939,CASTNET,SO4
24033,1.108,CASTNET,SO4
21221,1.476,CASTNET,SO4
24019,1.127,CASTNET,SO4
01049,1.264,CASTNET,SO4
56035,0.314,CASTNET,SO4
36031,0.644,CASTNET,SO4
39121,1.388,CASTNET,SO4
47041,1.222,CASTNET,SO4
48381,1.121,CASTNET,SO4
13231,1.198,CASTNET,SO4
16049,0.277,CASTNET,SO4
37011,1.008,CASTNET,SO4
17119,1.4,CASTNET,SO4
37123,1.081,CASTNET,SO4
17019,1.334,CASTNET,SO4
28161,1.329,CASTNET,SO4
30029,0.368,CASTNET,SO4
38007,0.761,CASTNET,SO4
56033,0.487,CASTNET,SO4
47009,1.065,CASTNET,SO4
37031,1.18,CASTNET,SO4
20013,1.323,CASTNET,SO4
04003,0.72,CASTNET,SO4
49047,0.487,CASTNET,SO4
18169,1.274,CASTNET,SO4
08069,0.344,CASTNET,SO4
09015,0.771,CASTNET,SO4
26165,0.813,CASTNET,SO4
21229,1.456,CASTNET,SO4
08051,0.31,CASTNET,SO4
21061,1.371,CASTNET,SO4
42085,1.204,CASTNET,SO4
36109,0.945,CASTNET,SO4
54021,1.212,CASTNET,SO4
51147,1.081,CASTNET,SO4
20161,1.214,CASTNET,SO4
33009,0.578,CASTNET,SO4
49037,0.398,CASTNET,SO4
56001,0.32,CASTNET,SO4
23019,0.566,CASTNET,SO4
12061,1.904,CASTNET,SO4
39047,1.304,CASTNET,SO4
42027,1.253,CASTNET,SO4
12077,1.291,CASTNET,SO4
37113,0.877,CASTNET,SO4
21175,1.284,CASTNET,SO4
17085,0.993,CASTNET,SO4
08069,0.343,CASTNET,SO4
36111,0.768,CASTNET,SO4
42111,1.287,CASTNET,SO4
06043,0.586,CASTNET,SO4
23009,0.622,CASTNET,SO4
23003,0.513,CASTNET,SO4
56019,0.465,CASTNET,SO4
55119,0.717,CASTNET,SO4
18083,1.563,CASTNET,SO4
36031,0.62,CASTNET,SO4
42001,1.18,CASTNET,SO4
56003,0.676,CASTNET,SO4
04005,0.452,CASTNET,SO4
21229,1.384,CASTNET,SO4
26157,0.987,CASTNET,SO4
39017,1.432,CASTNET,SO4
36043,0.704,CASTNET,SO4
06069,0.711,CASTNET,SO4
40001,1.492,CASTNET,SO4
27137,0.593,CASTNET,SO4
05019,1.518,CASTNET,SO4
08083,0.149,CASTNET,NO3
42047,0.541,CASTNET,NO3
51071,0.502,CASTNET,NO3
26161,1.233,CASTNET,NO3
27007,0.659,CASTNET,NO3
48043,0.421,CASTNET,NO3
48373,0.615,CASTNET,NO3
54093,0.473,CASTNET,NO3
06071,0.621,CASTNET,NO3
47025,0.494,CASTNET,NO3
50007,0.354,CASTNET,NO3
06107,0.992,CASTNET,NO3
46033,0.215,CASTNET,NO3
34021,1.027,CASTNET,NO3
51113,0.561,CASTNET,NO3
56039,0.103,CASTNET,NO3
56005,0.195,CASTNET,NO3
06089,0.119,CASTNET,NO3
32033,0.146,CASTNET,NO3
31107,1.18,CASTNET,NO3
24033,0.821,CASTNET,NO3
21221,0.726,CASTNET,NO3
24019,0.919,CASTNET,NO3
01049,0.785,CASTNET,NO3
56035,0.109,CASTNET,NO3
36031,0.279,CASTNET,NO3
39121,0.913,CASTNET,NO3
47041,0.449,CASTNET,NO3
48381,0.685,CASTNET,NO3
13231,0.438,CASTNET,NO3
16049,0.123,CASTNET,NO3
37011,0.366,CASTNET,NO3
17119,1.275,CASTNET,NO3
37123,0.499,CASTNET,NO3
17019,1.476,CASTNET,NO3
28161,0.467,CASTNET,NO3
30029,0.32,CASTNET,NO3
38007,0.448,CASTNET,NO3
56033,0.344,CASTNET,NO3
47009,0.367,CASTNET,NO3
37031,0.825,CASTNET,NO3
20013,1.513,CASTNET,NO3
04003,0.291,CASTNET,NO3
49047,0.759,CASTNET,NO3
18169,1.542,CASTNET,NO3
08069,0.147,CASTNET,NO3
09015,0.708,CASTNET,NO3
26165,0.675,CASTNET,NO3
21229,0.855,CASTNET,NO3
08051,0.102,CASTNET,NO3
21061,0.775,CASTNET,NO3
42085,0.829,CASTNET,NO3
36109,0.656,CASTNET,NO3
54021,0.321,CASTNET,NO3
51147,0.372,CASTNET,NO3
20161,1.162,CASTNET,NO3
33009,0.183,CASTNET,NO3
49037,0.157,CASTNET,NO3
56001,0.112,CASTNET,NO3
23019,0.219,CASTNET,NO3
12061,1.342,CASTNET,NO3
39047,1.102,CASTNET,NO3
42027,1.02,CASTNET,NO3
12077,0.474,CASTNET,NO3
37113,0.201,CASTNET,NO3
21175,0.483,CASTNET,NO3
17085,1.523,CASTNET,NO3
08069,0.148,CASTNET,NO3
36111,0.529,CASTNET,NO3
42111,0.506,CASTNET,NO3
06043,0.346,CASTNET,NO3
23009,0.372,CASTNET,NO3
23003,0.189,CASTNET,NO3
56019,0.154,CASTNET,NO3
55119,0.987,CASTNET,NO3
18083,1.315,CASTNET,NO3
36031,0.218,CASTNET,NO3
42001,1.164,CASTNET,NO3
56003,0.582,CASTNET,NO3
04005,0.193,CASTNET,NO3
21229,0.858,CASTNET,NO3
26157,1.229,CASTNET,NO3
39017,1.23,CASTNET,NO3
36043,0.312,CASTNET,NO3
06069,0.664,CASTNET,NO3
40001,0.719,CASTNET,NO3
27137,0.535,CASTNET,NO3
05019,0.378,CASTNET,NO3
08083,0.153,CASTNET,NH4
42047,0.469,CASTNET,NH4
51071,0.436,CASTNET,NH4
26161,0.601,CASTNET,NH4
27007,0.332,CASTNET,NH4
48043,0.453,CASTNET,NH4
48373,0.325,CASTNET,NH4
54093,0.431,CASTNET,NH4
06071,0.247,CASTNET,NH4
47025,0.424,CASTNET,NH4
50007,0.277,CASTNET,NH4
06107,0.537,CASTNET,NH4
46033,0.21,CASTNET,NH4
34021,0.483,CASTNET,NH4
51113,0.427,CASTNET,NH4
56039,0.137,CASTNET,NH4
56005,0.214,CASTNET,NH4
06089,0.127,CASTNET,NH4
32033,0.142,CASTNET,NH4
31107,0.495,CASTNET,NH4
24033,0.475,CASTNET,NH4
21221,0.57,CASTNET,NH4
24019,0.469,CASTNET,NH4
01049,0.538,CASTNET,NH4
56035,0.136,CASTNET,NH4
36031,0.266,CASTNET,NH4
39121,0.612,CASTNET,NH4
47041,0.436,CASTNET,NH4
48381,0.418,CASTNET,NH4
13231,0.391,CASTNET,NH4
16049,0.163,CASTNET,NH4
37011,0.387,CASTNET,NH4
17119,0.668,CASTNET,NH4
37123,0.392,CASTNET,NH4
17019,0.725,CASTNET,NH4
28161,0.42,CASTNET,NH4
30029,0.232,CASTNET,NH4
38007,0.315,CASTNET,NH4
56033,0.253,CASTNET,NH4
47009,0.334,CASTNET,NH4
37031,0.291,CASTNET,NH4
20013,0.44,CASTNET,NH4
04003,0.24,CASTNET,NH4
49047,0.329,CASTNET,NH4
18169,0.751,CASTNET,NH4
08069,0.15,CASTNET,NH4
09015,0.34,CASTNET,NH4
26165,0.423,CASTNET,NH4
21229,0.637,CASTNET,NH4
08051,0.124,CASTNET,NH4
21061,0.584,CASTNET,NH4
42085,0.543,CASTNET,NH4
36109,0.463,CASTNET,NH4
54021,0.457,CASTNET,NH4
51147,0.401,CASTNET,NH4
20161,0.409,CASTNET,NH4
33009,0.219,CASTNET,NH4
49037,0.148,CASTNET,NH4
56001,0.137,CASTNET,NH4
23019,0.202,CASTNET,NH4
12061,0.334,CASTNET,NH4
39047,0.676,CASTNET,NH4
42027,0.646,CASTNET,NH4
12077,0.253,CASTNET,NH4
37113,0.306,CASTNET,NH4
21175,0.502,CASTNET,NH4
17085,0.591,CASTNET,NH4
08069,0.151,CASTNET,NH4
36111,0.372,CASTNET,NH4
42111,0.512,CASTNET,NH4
06043,0.257,CASTNET,NH4
23009,0.182,CASTNET,NH4
23003,0.184,CASTNET,NH4
56019,0.202,CASTNET,NH4
55119,0.466,CASTNET,NH4
18083,0.691,CASTNET,NH4
36031,0.249,CASTNET,NH4
42001,0.64,CASTNET,NH4
56003,0.394,CASTNET,NH4
04005,0.164,CASTNET,NH4
21229,0.614,CASTNET,NH4
26157,0.613,CASTNET,NH4
39017,0.713,CASTNET,NH4
36043,0.281,CASTNET,NH4
06069,0.17,CASTNET,NH4
40001,0.506,CASTNET,NH4
27137,0.308,CASTNET,NH4
05019,0.449,CASTNET,NH4
01073,1.462739,IMPROVE,SO4
01079,1.1486129166666668,IMPROVE,SO4
02013,0.5486510280373832,IMPROVE,SO4
02068,0.25982893805309737,IMPROVE,SO4
02122,0.32292045454545454,IMPROVE,SO4
02170,0.24462841121495327,IMPROVE,SO4
04001,0.4361485849056604,IMPROVE,SO4
04003,0.651040756302521,IMPROVE,SO4
04005,0.4099400913242009,IMPROVE,SO4
04007,0.6442346794871795,IMPROVE,SO4
04013,0.7623424644549763,IMPROVE,SO4
04015,0.4483571818181818,IMPROVE,SO4
04017,0.43310759259259257,IMPROVE,SO4
04019,0.6898603963414635,IMPROVE,SO4
04023,0.7114472566371681,IMPROVE,SO4
04025,0.5375116161616161,IMPROVE,SO4
05101,1.084131238938053,IMPROVE,SO4
05113,1.2715374576271186,IMPROVE,SO4
06015,0.42834938053097343,IMPROVE,SO4
06017,0.3602052358490566,IMPROVE,SO4
06019,0.7302414516129032,IMPROVE,SO4
06027,0.40042168224299063,IMPROVE,SO4
06029,0.7234877777777777,IMPROVE,SO4
06037,0.5234854545454546,IMPROVE,SO4
06041,0.6733638888888889,IMPROVE,SO4
06043,0.5201835087719299,IMPROVE,SO4
06051,0.34026633333333334,IMPROVE,SO4
06065,0.8671780952380952,IMPROVE,SO4
06069,0.5594455932203389,IMPROVE,SO4
06071,0.5653832882882883,IMPROVE,SO4
06083,0.6555614150943396,IMPROVE,SO4
06089,0.2988465254237288,IMPROVE,SO4
06093,0.24734534482758622,IMPROVE,SO4
06105,0.33257984126984125,IMPROVE,SO4
06107,0.8622145871559633,IMPROVE,SO4
08003,0.3026748623853211,IMPROVE,SO4
08057,0.31517754545454546,IMPROVE,SO4
08067,0.33934803418803416,IMPROVE,SO4
08069,0.354840625,IMPROVE,SO4
08083,0.3516817924528302,IMPROVE,SO4
08097,0.2587862385321101,IMPROVE,SO4
08103,0.32098254545454546,IMPROVE,SO4
08111,0.30605169642857144,IMPROVE,SO4
09005,0.6912893220338983,IMPROVE,SO4
12017,1.2237016822429907,IMPROVE,SO4
12086,1.2294968932038834,IMPROVE,SO4
12129,1.1843755555555555,IMPROVE,SO4
13049,1.1645290566037736,IMPROVE,SO4
13213,0.9874000934579439,IMPROVE,SO4
15001,1.800156886792453,IMPROVE,SO4
