census_id,emissions
0001,2924.2744000113107
0002,2302.8578176928345
0003,7401.30788920711
0004,2033.1149049558824
0005,8243.83721179212
0006,734.5845326145292
0007,4.106854866661025
0008,6744.668213475648
0009,62.713142111483236
0010,10555.071086279593
0011,1003.0180857950182
0012,32.285433248896645
0013,2848.537776367673
0014,4072.8061605731473
0015,9757.683465682148
0016,1263.6141994427828
0017,25168.6728215493
0018,18006.48402676591
0019,4772.739531261833
0020,6523.909403889108
0021,37107.34448949176
0022,24327.745027623194
0023,9800.522038192836
0024,4172.766090213577
0025,14979.201423797767
0026,371.2903583390585
0027,32.54047548634997
0028,754.4966875929331
0029,109.1007805460052
0030,8607.213445990272
0031,18619.627652840725
0032,20760.741822110696
0033,40280.32856189043
0034,25147.326251925377
0035,69815.71229391858
0036,35251.19379969893
0037,14085.95287207674
0038,40687.763190411984
0039,7050.604785526419
0040,2554.748610749582
0041,2691.952500211464
0042,7530.358756583131
0043,4115.721781166768
0044,2824.301036542886
0045,3850.7453729840304
0046,2620.385152691986
0047,616.5002108868797
0048,8033.295877526832
0049,1595.5275747418427
0050,10264.07284205024
0051,12153.33815458989
0052,4639.387213139423
0053,4336.925665937934
0054,15276.801950223478
0055,41612.669723997235
0056,2781.85272010053
0057,29754.540294321952
0058,4797.138671696109
0059,7045.363645725015
0060,3386.8407630409615
0061,1825.43143514791
0062,6597.3879198258965
0063,8.60344180051826
0064,14315.472779873615
0065,1622.6400132180054
0066,612.6329912439296
0067,11679.375776200684
0068,3529.115448389626
0069,4164.7340032836555
0070,1862.6955727410423
0071,3764.549185617991
0072,3748.663325156292
0073,1938.480804461903
0074,5358.880565833858
0075,5775.809365935724
0076,2901.819638161877
0077,2439.598204372267
0078,1802.8560437162607
0079,277.2745580215532
0080,547.3775719328062
0081,60.33304050056295
0082,874.7223614117202
0083,5462.163520815191
0084,14913.56625436297
0085,1442.0647502289303
0086,10.287418373570972
0087,15472.301190435304
0088,78.32193012444051
0089,10930.670659646179
0090,1034.9004507073685
0091,6760.997999881274
0092,20.95802819827787
0093,11.863994999657208
0094,0.8936031783977701
0095,1835.3082188043172
0096,1.4963158543023471
0097,9778.303825096382
0098,53.60599116782017
0099,30389.78273441663
0100,21789.651082593737
0101,32024.259983837346
0102,18187.13511284058
0103,21033.086385561106
0104,53573.12171834462
0105,39328.33479782678
0106,37167.29947327272
0107,72048.76074814572
0108,37909.27779026123
0109,33665.97081356787
0110,39625.879803322656
0111,99248.46818291875
0112,73964.69454138757
0113,21017.03900920764
0114,12825.518242290911
0115,17094.58751209048
0116,37739.57106917791
0117,18112.47968515269
0118,10475.85446420426
0119,6445.496313177663
0120,34684.65025247958
0121,5439.2049898224595
0122,14870.49110227351
0123,20038.801384166407
0124,4610.780547034724
0125,15001.74456647229
0126,25474.664643813343
0127,130313.67239317091
0128,68635.76325913705
0129,4398.362781421354
0130,16249.50309628739
0131,4067.292134132023
0132,31464.03931931795
0133,12028.421643298941
0134,77714.90243162472
0135,66274.79729254579
0136,168.77121667342203
0137,44.2439010280937
0138,0
0139,0.29355125838438334
0140,1.9908595081563918
0141,6207.705938829327
0142,7236.3859661633405
0143,5344.505637025678
0144,4621.127863752338
0145,7469.162058655204
0146,14278.195072266059
0147,14117.27295671265
0148,13376.634811879981
0149,2024.6265935023227
0150,3141.5759820962417
0151,3167.059032644883
0152,18035.439341883077
0153,6336.182606034633
0154,12883.207911877027
0155,4015.9212453970026
0156,2133.7279251512427
0157,5630.324303586296
0158,7375.487481924424
0159,7514.698377962677
0160,4888.986396176226
0161,2382.3635757543166
0162,8152.046998978088
0163,1.1916983918940882
0164,0.1554481489143854
0165,0
0166,0.02332134875985357
0167,0
0168,0
0169,0.09376233417818791
0170,79.227649643468
0171,0.6813097155563133
0172,0.07982424219685207
0173,0.00360144945468723
0174,0
0175,0.6316559110629547
0176,0
0177,0
0178,0.421506690014004
0179,0
0180,2.8111520565043846
0181,35.33069206701305
0182,0
0183,448.9267879661629
0184,18.80500044343816
0185,0.04491179182433964
0186,6.1487750343650305
0187,0
0188,7.930568200172752
0189,6.9761255150787465
0190,11.497733517811655
0191,10.86885732786223
0192,0
0193,22.079258423671284
0194,47.83212300124248
0195,0.096684392731113
0196,149.83104484119582
0197,0
0198,0
0199,0
0200,0.2719603689360758
0201,0
0202,0.002761026741005801
0203,0
0204,2.527526968768046
0205,0.053952424640538066
0206,0.11269192951811675
0207,0.08309154556328696
0208,0
0209,0.6198686568511492
0210,0
0211,0.16237951830437636
0212,0
0213,0
0214,0
0215,0
0216,0
0217,0
0218,0.6121964047854543
0219,0
0220,0.5000203865453676
0221,0.11754417031482853
0222,1.6166970290753877
0223,0
0224,0.13982175259476204
0225,0
0226,0.004280932226561455
0227,0
0228,0
0229,0
0230,5.993225940801473
0231,0
0232,0
0233,12.658709535976632
0234,0.013344287543580824
0235,12.850180624633131
0236,0.016700642094235437
0237,0
0238,1.6652696794649686
0239,0.4588534507882514
0240,0.10067019204153399
0241,11.790090607206798
0242,0.7968212788240431
0243,0.24996346053941784
0244,0.8188208905456132
0245,0.54749686399851
0246,0.6512382847787623
0247,0
0248,0.30168067497252865
0249,248.83906996657652
0250,0.08981163136396192
0251,0.036350779740947234
0252,3.5475709685342824
0253,98.63608113508812
0254,0
0255,3.8749994430832198
0256,12.171308456176803
0257,0
0258,0
0259,17.655992763082246
0260,0
0261,0.3757827054902674
0262,0
0263,1.677463850284692
0264,1.855690758860577
0265,0
0266,0
0267,0
0268,3.348595732800434
0269,0
0270,0.46735571795845393
0271,0
0272,0
0273,415.5061335416238
0274,1.4973221465906463
0275,0.25336287402030166
0276,0
0277,7.9806142641511295
0278,1.1151826001765412
0279,4.276174777640583
0280,0.05760746847376879
0281,0.17853321258594634
0282,0.06682289649008469
0283,0.03957743440369894
0284,0.12756586344830984
0285,10.937019818159564
0286,0.9350211770029674
0287,461.86349804985883
0288,0
0289,0.03159102110465563
0290,0.09272665985657791
0291,0
0292,0.05290862605581221
0293,4.075294226791826
0294,0.002726461285049558
0295,1.2159075299162685
0296,0.022161185574257294
0297,25.663059066459923
0298,0.07580437505290095
0299,0.010648248061129533
0300,0.09874304038696988
0301,2.47522226401734
0302,0.3964785952365453
0303,5.081006858722606
0304,0.4785589253550985
0305,0.004860503633433055
0306,0.05915494202773768
0307,28.315299653902308
0308,0.08908620934708851
