date_time,SPD,DIR,t_chem,t_SO2,TEMP,stab_class
2010-01-01T00:00:00Z,2.9073074855011183,120,240000.00000000003,91116.62531017371,282.264947916586,E
2010-01-01T01:00:00Z,2.942184040491339,110,240000.00000000003,91116.62531017371,281.6772196383212,E
2010-01-01T02:00:00Z,2.848461331845031,100,240000.00000000003,91116.62531017371,281.48882818117994,E
2010-01-01T03:00:00Z,2.680856210024963,100,240000.00000000003,91116.62531017371,280.6357598224346,E
2010-01-01T04:00:00Z,2.5619034945540187,100,240000.00000000003,91116.62531017371,280.4380814624765,E
2010-01-01T05:00:00Z,2.531225876224407,100,240000.00000000003,91116.62531017371,280.08385245503473,E
2010-01-01T06:00:00Z,2.8809438655449426,100,240000.00000000003,91116.62531017371,280.20723559245823,E
2010-01-01T07:00:00Z,3.42591653395841,90,240000.00000000003,91116.62531017371,280.63841322323935,D
2010-01-01T08:00:00Z,3.6531753044385558,90,240000.00000000003,91116.62531017371,280.55748449869276,D
2010-01-01T09:00:00Z,3.6335569313671394,100,240000.00000000003,91116.62531017371,279.52133148441567,D
2010-01-01T10:00:00Z,3.450148046549558,110,240000.00000000003,91116.62531017371,278.19197768120745,D
2010-01-01T11:00:00Z,3.456328439230479,110,240000.00000000003,91116.62531017371,277.9266376007268,D
2010-01-01T12:00:00Z,3.758429545326529,110,240000.00000000003,91116.62531017371,277.8311151717537,D
2010-01-01T13:00:00Z,4.05369754556606,120,240000.00000000003,91116.62531017371,277.99960612285895,D
2010-01-01T14:00:00Z,4.236424483311391,120,240000.00000000003,91116.62531017371,278.0486940377479,D
2010-01-01T15:00:00Z,4.668557151224957,110,240000.00000000003,91116.62531017371,278.788992862289,D
2010-01-01T16:00:00Z,4.85051453528565,110,255092.6022761877,93210.33625217795,279.3899881445777,C
2010-01-01T17:00:00Z,4.38770458069294,110,340898.95193838765,102651.4938000748,280.12630686791164,C
2010-01-01T18:00:00Z,4.321229794655156,110,438281.2250807987,110011.98230620782,281.01121603631475,C
2010-01-01T19:00:00Z,4.554498721473151,120,542150.7025570775,115569.73426011755,281.76212846407503,C
2010-01-01T20:00:00Z,4.776429650597752,120,647207.4450356641,119712.04194340199,282.120337572724,C
2010-01-01T21:00:00Z,4.824099228073094,110,711988.7628358209,121761.22128371785,282.13360457674804,C
2010-01-01T22:00:00Z,3.970931412238026,120,486706.3522904525,112829.81201534776,279.8397395809925,E
2010-01-01T23:00:00Z,3.6434788544909553,120,416445.53435197903,108582.89986088182,278.7120442389496,E
2010-01-02T00:00:00Z,3.5770007929965955,120,363250.5575178691,104589.38619130985,277.76876025284076,E
2010-01-02T01:00:00Z,3.700315447371164,120,317955.0269771245,100468.4063206328,276.9382458009362,E
2010-01-02T02:00:00Z,3.771934776829737,120,310309.53600883775,99692.27433957944,276.27887570094174,E
2010-01-02T03:00:00Z,3.639618163303045,110,262894.38494734134,94232.16452640796,274.2782114941174,E
2010-01-02T04:00:00Z,3.512864426417652,110,255646.9572708473,93284.24942897989,273.67986961263347,E
2010-01-02T05:00:00Z,3.3697565359099793,110,254779.2860362483,93168.47097524082,273.29114639472925,E
2010-01-02T06:00:00Z,3.2786234019668536,120,258662.33565477649,93682.756449169,272.90507657762987,E
2010-01-02T07:00:00Z,3.2504934344259744,110,253241.26280460958,92962.00961683194,272.1873316599296,E
2010-01-02T08:00:00Z,3.049352774100815,110,243515.9472928022,91618.83617490678,271.82248904926865,E
2010-01-02T09:00:00Z,2.9801199167190737,110,243927.24582249112,91676.99485971397,271.32497639836737,F
2010-01-02T10:00:00Z,2.3324025097937837,120,240000.00000000003,91116.62531017371,270.35383170380805,F
2010-01-02T11:00:00Z,2.5012479216343046,120,240000.00000000003,91116.62531017371,270.383019112661,F
2010-01-02T12:00:00Z,2.889369467606356,120,240000.00000000003,91116.62531017371,270.5209959545109,F
2010-01-02T13:00:00Z,2.766371520820938,120,240000.00000000003,91116.62531017371,270.3670987078321,F
2010-01-02T14:00:00Z,3.2862778870042852,120,245846.89587725003,91946.82728767564,270.9959546985713,D
2010-01-02T15:00:00Z,3.554743957171294,110,321357.465092053,100805.65523188385,272.95416449251877,C
2010-01-02T16:00:00Z,3.559492643277212,110,352755.2595697925,103701.0329699791,274.0102180128319,C
2010-01-02T17:00:00Z,3.4219028864904555,110,418572.4067740228,108726.9492011169,274.75980374018985,C
2010-01-02T18:00:00Z,3.42622776968737,110,503926.5395395028,113730.7719432796,275.62481240255687,C
2010-01-02T19:00:00Z,3.634850346981762,110,603986.0956218619,118148.20011478507,276.3797049315244,C
2010-01-02T20:00:00Z,3.6606234029285716,110,720000,121993.35548172759,276.6901528256868,C
2010-01-02T21:00:00Z,3.567990129625279,100,720000,121993.35548172759,276.9753934122035,C
2010-01-02T22:00:00Z,2.9045677854245207,100,652263.0485654359,119883.91408180598,275.1432201564844,F
2010-01-02T23:00:00Z,2.556263197268739,110,526307.9467017669,114832.88075833968,274.2874983969342,F
