date_time,SPD,DIR,t_chem,t_SO2,TEMP,stab_class
2010-01-01T00:00:00Z,2.513043115946604,60,240000.00000000003,91116.62531017371,285.5445513113272,F
2010-01-01T01:00:00Z,2.209649148181327,50,240000.00000000003,91116.62531017371,285.2354301175672,F
2010-01-01T02:00:00Z,2.2733740673142258,40,240000.00000000003,91116.62531017371,285.4291283763181,F
2010-01-01T03:00:00Z,2.465454282775669,30,240000.00000000003,91116.62531017371,284.78833208195726,F
2010-01-01T04:00:00Z,2.6594734427481472,40,240000.00000000003,91116.62531017371,284.47523078699004,F
2010-01-01T05:00:00Z,2.8283045508105453,40,240000.00000000003,91116.62531017371,284.0599735610378,F
2010-01-01T06:00:00Z,3.21080364747759,60,240000.00000000003,91116.62531017371,283.665943541524,E
2010-01-01T07:00:00Z,3.916806640483043,60,240000.00000000003,91116.62531017371,283.3873364570193,E
2010-01-01T08:00:00Z,4.214494362311373,60,240000.00000000003,91116.62531017371,282.92033791537324,E
2010-01-01T09:00:00Z,4.589482844616851,100,240000.00000000003,91116.62531017371,282.37373734958305,D
2010-01-01T10:00:00Z,6.286459447556671,100,240000.00000000003,91116.62531017371,282.5979497175892,D
2010-01-01T11:00:00Z,5.792531280334945,90,240000.00000000003,91116.62531017371,281.893471803913,D
2010-01-01T12:00:00Z,5.507734197657151,80,240000.00000000003,91116.62531017371,281.4729077763511,D
2010-01-01T13:00:00Z,5.908736954850382,90,240000.00000000003,91116.62531017371,281.23144830311367,D
2010-01-01T14:00:00Z,6.710922380570158,100,240000.00000000003,91116.62531017371,281.37207854576843,D
2010-01-01T15:00:00Z,6.851430984538302,100,240000.00000000003,91116.62531017371,281.597617614177,D
2010-01-01T16:00:00Z,7.154605047894746,90,240000.00000000003,91116.62531017371,282.23045370612346,D
2010-01-01T17:00:00Z,7.332469534769474,100,242823.6547059081,91520.66697993703,282.0407355485798,D
2010-01-01T18:00:00Z,7.067886818114737,100,272407.98659555434,95426.7385431912,282.70010564857427,D
2010-01-01T19:00:00Z,6.901799499699438,100,285911.1108184513,97032.08524222711,282.99993993951745,D
2010-01-01T20:00:00Z,6.822650978498938,100,313816.32824799966,100051.46441769222,283.4722452827731,D
2010-01-01T21:00:00Z,6.395484331891098,100,379690.0178721633,105909.69468869852,283.7535057680826,D
2010-01-01T22:00:00Z,5.479156609241569,100,379647.3088820693,105906.3714035922,282.9959598383102,D
2010-01-01T23:00:00Z,5.226767350656451,100,385373.26402304723,106347.16373905445,282.2344338073307,D
2010-01-02T00:00:00Z,5.322240418116322,100,373225.04261717177,105400.42831301762,281.30574352564827,D
2010-01-02T01:00:00Z,5.421475689663513,100,353015.7459999503,103723.53273131845,280.8175177775638,D
2010-01-02T02:00:00Z,5.3736430108479585,100,351434.70354137366,103586.60679550108,280.4062406528188,D
2010-01-02T03:00:00Z,5.045128356818986,100,306905.9337215432,99338.34479030305,278.98667122224714,D
2010-01-02T04:00:00Z,4.605905708658803,100,292556.65540910495,97785.92891046977,278.5302862838203,E
2010-01-02T05:00:00Z,4.678286254816572,90,284804.36390667316,96904.2857889009,278.14156306591616,E
2010-01-02T06:00:00Z,4.717738347400285,90,276515.0169808168,95925.84717637935,277.5472012856394,E
2010-01-02T07:00:00Z,4.756025223565286,90,266496.38966306916,94690.9177508079,276.5813633926897,E
2010-01-02T08:00:00Z,4.857942821134607,90,256709.33010713058,93425.33013974038,276.20723387921197,E
2010-01-02T09:00:00Z,4.964551703008367,90,257080.01598045256,93474.3817542478,275.8636184749895,E
2010-01-02T10:00:00Z,4.937642437883728,80,242100.88928342686,91417.80379868347,275.0105501162441,E
2010-01-02T11:00:00Z,5.242813217927592,90,240687.2133581597,91215.50192992404,274.75582363898263,D
2010-01-02T12:00:00Z,5.285310647330571,80,250912.85148042347,92646.41003046857,274.8685931731869,D
2010-01-02T13:00:00Z,5.311384145398698,80,251832.5004141349,92771.50232914247,274.586005987475,D
2010-01-02T14:00:00Z,5.320498279753327,80,259594.18966804678,93804.71269179844,275.0264705210729,D
2010-01-02T15:00:00Z,5.477221151205404,80,332215.056002051,101849.82461053065,277.1306173592847,D
2010-01-02T16:00:00Z,5.377958710677586,80,381044.0994458084,106014.78012720548,278.7054107369376,D
2010-01-02T17:00:00Z,5.326580571719222,80,409357.55072324345,108094.89034325545,279.58766650453583,D
2010-01-02T18:00:00Z,5.293408457316863,90,467919.128557944,111789.29573923963,281.16643998339595,D
2010-01-02T19:00:00Z,5.035152541473219,90,507111.69808575674,113892.21978329902,281.95317332202114,D
2010-01-02T20:00:00Z,4.742332599888693,100,535608.6217973242,115269.6057590149,282.3949645560215,C
2010-01-02T21:00:00Z,4.536180300754347,100,551876.4053117459,116005.52895973095,282.37506404998544,C
2010-01-02T22:00:00Z,3.8862719648224435,90,451242.447668988,110810.9066495038,281.25665561075937,C
2010-01-02T23:00:00Z,3.728495045340061,100,460630.21496217494,111368.27712083288,280.50441648259664,E
