date_time,SPD,DIR,t_chem,t_SO2,TEMP,stab_class
2010-01-01T00:00:00Z,2.3706914819533234,120,240000.00000000003,91116.62531017371,284.9528429318553,E
2010-01-01T01:00:00Z,1.7683029770888055,110,240000.00000000003,91116.62531017371,284.05334005902574,E
2010-01-01T02:00:00Z,1.7975949024306634,100,240000.00000000003,91116.62531017371,283.4443845743226,E
2010-01-01T03:00:00Z,1.8516707227547655,100,240000.00000000003,91116.62531017371,282.49712048700655,F
2010-01-01T04:00:00Z,1.9846479905504326,100,240000.00000000003,91116.62531017371,282.2423940097451,F
2010-01-01T05:00:00Z,1.7880865675742805,100,240000.00000000003,91116.62531017371,281.5286291932521,E
2010-01-01T06:00:00Z,1.9748623075064797,100,240000.00000000003,91116.62531017371,281.3773853473781,E
2010-01-01T07:00:00Z,2.2178015187414104,110,240000.00000000003,91116.62531017371,281.32564403168436,F
2010-01-01T08:00:00Z,2.5872035926673496,110,240000.00000000003,91116.62531017371,281.2606357119666,F
2010-01-01T09:00:00Z,2.77497177550492,100,240000.00000000003,91116.62531017371,280.9939689310835,F
2010-01-01T10:00:00Z,3.5209243094993594,100,240000.00000000003,91116.62531017371,279.78932496570116,D
2010-01-01T11:00:00Z,3.888490346832224,110,240000.00000000003,91116.62531017371,280.01486403410973,D
2010-01-01T12:00:00Z,3.8275978486942184,110,240000.00000000003,91116.62531017371,279.6062403101695,D
2010-01-01T13:00:00Z,3.172719168098451,100,240000.00000000003,91116.62531017371,279.5306183872325,D
2010-01-01T14:00:00Z,3.772067510724649,110,240000.00000000003,91116.62531017371,279.8357594797853,D
2010-01-01T15:00:00Z,4.705251383283586,120,240000.00000000003,91116.62531017371,280.4009338512092,D
2010-01-01T16:00:00Z,5.252497183925696,120,240000.00000000003,91116.62531017371,280.38634014678274,D
2010-01-01T17:00:00Z,5.238006808511129,120,240000.00000000003,91116.62531017371,281.42381986146216,D
2010-01-01T18:00:00Z,5.625507585340103,120,257730.2950363607,93560.2138634133,282.284848422622,D
2010-01-01T19:00:00Z,5.393184353443944,120,280132.97045734647,96357.56650835747,282.3591436451566,D
