"","country","cause_name","adj_factor","new_mort","base_mort","sector_mort","sector"
"1","Angola","Chronic obstructive pulmonary disease",0.574637384,152.208290716116,152.961487465387,0.753196749270614,"NMM"
"2","Angola","Diabetes mellitus type 2",0.574637384,209.192222631129,210.244627465622,1.05240483449325,"NMM"
"3","Angola","Lower respiratory infections",0.574637384,182.684968622434,183.725654565237,1.04068594280326,"NMM"
"4","Angola","Tracheal, bronchus, and lung cancer",0.574637384,37.7211987049705,37.9236549105192,0.202456205548728,"NMM"
"5","Botswana","Chronic obstructive pulmonary disease",0.805646529,23.7535277491087,23.8105033104799,0.0569755613712246,"NMM"
"6","Botswana","Diabetes mellitus type 2",0.805646529,61.2187270548939,61.3335491316802,0.11482207678629,"NMM"
"7","Botswana","Lower respiratory infections",0.805646529,38.595220096976,38.6956874701242,0.100467373148277,"NMM"
"8","Botswana","Tracheal, bronchus, and lung cancer",0.805646529,3.97700667858258,3.9866669256037,0.00966024702112067,"NMM"
"9","Eswatini","Chronic obstructive pulmonary disease",0.663761291,10.2152436468522,10.2256979678416,0.0104543209893784,"NMM"
"10","Eswatini","Diabetes mellitus type 2",0.663761291,26.8287018003712,26.8490973591724,0.0203955588012512,"NMM"
"11","Eswatini","Lower respiratory infections",0.663761291,16.9998378434288,17.0178398880175,0.0180020445887443,"NMM"
"12","Eswatini","Tracheal, bronchus, and lung cancer",0.663761291,1.15834211271639,1.15943081190194,0.00108869918555277,"NMM"
"13","Lesotho","Chronic obstructive pulmonary disease",0.557042913,36.5116653939982,36.5402360136781,0.0285706196799111,"NMM"
"14","Lesotho","Diabetes mellitus type 2",0.557042913,60.6968608457786,60.7315081723609,0.034647326582288,"NMM"
"15","Lesotho","Lower respiratory infections",0.557042913,44.7200760475611,44.7562759809409,0.0361999333798266,"NMM"
"16","Lesotho","Tracheal, bronchus, and lung cancer",0.557042913,7.23112799757431,7.23628824550506,0.00516024793075154,"NMM"
"17","Malawi","Chronic obstructive pulmonary disease",0.2784701,14.3155539501722,14.3283033443982,0.0127493942260024,"NMM"
"18","Malawi","Diabetes mellitus type 2",0.2784701,86.8022983154849,86.8664887734339,0.0641904579489534,"NMM"
"19","Malawi","Lower respiratory infections",0.2784701,73.4319911967599,73.4998458299445,0.0678546331846093,"NMM"
