"","country","cause_name","adj_factor","new_mort","base_mort","sector_mort","sector"
"1","Angola","Chronic obstructive pulmonary disease",0.574637384,152.62409186113,152.961487465387,0.337395604257267,"NFE"
"2","Angola","Diabetes mellitus type 2",0.574637384,209.860988830414,210.244627465622,0.383638635208086,"NFE"
"3","Angola","Lower respiratory infections",0.574637384,183.312152902066,183.725654565237,0.413501663171331,"NFE"
"4","Angola","Tracheal, bronchus, and lung cancer",0.574637384,37.8455107921852,37.9236549105192,0.0781441183340306,"NFE"
"5","Botswana","Chronic obstructive pulmonary disease",0.805646529,23.6509488061545,23.8105033104799,0.159554504325452,"NFE"
"6","Botswana","Diabetes mellitus type 2",0.805646529,60.9845623667683,61.3335491316802,0.348986764911906,"NFE"
"7","Botswana","Lower respiratory infections",0.805646529,38.4359544687653,38.6956874701242,0.259733001358981,"NFE"
"8","Botswana","Tracheal, bronchus, and lung cancer",0.805646529,3.96234813783492,3.9866669256037,0.0243187877687858,"NFE"
"9","Eswatini","Chronic obstructive pulmonary disease",0.663761291,10.165913814963,10.2256979678416,0.0597841528786045,"NFE"
"10","Eswatini","Diabetes mellitus type 2",0.663761291,26.7319619963423,26.8490973591724,0.117135362830126,"NFE"
"11","Eswatini","Lower respiratory infections",0.663761291,16.914951416869,17.0178398880175,0.102888471148535,"NFE"
"12","Eswatini","Tracheal, bronchus, and lung cancer",0.663761291,1.15319705430777,1.15943081190194,0.00623375759417355,"NFE"
"13","Lesotho","Chronic obstructive pulmonary disease",0.557042913,36.4325015641494,36.5402360136781,0.107734449528728,"NFE"
"14","Lesotho","Diabetes mellitus type 2",0.557042913,60.6011224486112,60.7315081723609,0.130385723749711,"NFE"
"15","Lesotho","Lower respiratory infections",0.557042913,44.6197624236365,44.7562759809409,0.136513557304383,"NFE"
"16","Lesotho","Tracheal, bronchus, and lung cancer",0.557042913,7.21686414006261,7.23628824550506,0.019424105442452,"NFE"
"17","Malawi","Chronic obstructive pulmonary disease",0.2784701,14.1679815172016,14.3283033443982,0.160321827196618,"NFE"
"18","Malawi","Diabetes mellitus type 2",0.2784701,86.0356857124802,86.8664887734339,0.830803060953627,"NFE"
"19","Malawi","Lower respiratory infections",0.2784701,72.6580002752905,73.4998458299445,0.841845554654014,"NFE"
"20","Malawi","Tracheal, bronchus, and lung cancer",0.2784701,4.00254961808848,4.04604939374451,0.0434997756560289,"NFE"
"21","Mozambique","Chronic obstructive pulmonary disease",0.2134770455,17.2781132023145,17.4307946023801,0.152681400065553,"NFE"
"22","Mozambique","Diabetes mellitus type 2",0.2134770455,66.6881250711442,67.1531816242446,0.465056553100467,"NFE"
"23","Mozambique","Lower respiratory infections",0.2134770455,77.2077898520862,77.9091770014642,0.701387149377979,"NFE"
"24","Mozambique","Tracheal, bronchus, and lung cancer",0.2134770455,6.47600387408232,6.52894260538045,0.0529387312981244,"NFE"
"25","Namibia","Chronic obstructive pulmonary disease",0.757584391,5.86770723699423,5.93818852693906,0.0704812899448237,"NFE"
"26","Namibia","Diabetes mellitus type 2",0.757584391,16.1671735584642,16.3458741720761,0.178700613611941,"NFE"
"27","Namibia","Lower respiratory infections",0.757584391,9.71252915943979,9.82757994391827,0.115050784478482,"NFE"
"28","Namibia","Tracheal, bronchus, and lung cancer",0.757584391,0.91458458117246,0.924881175138752,0.0102965939662921,"NFE"
"29","South Africa","Chronic obstructive pulmonary disease",0.8956019715,1286.90077165019,1290.81741187277,3.91664022258033,"NFE"
"30","South Africa","Diabetes mellitus type 2",0.8956019715,3713.90229167412,3722.92233294465,9.02004127052669,"NFE"
"31","South Africa","Lower respiratory infections",0.8956019715,1914.20057824704,1919.99476148144,5.79418323439495,"NFE"
"32","South Africa","Tracheal, bronchus, and lung cancer",0.8956019715,980.470892399807,983.103150494338,2.63225809453093,"NFE"
"33","Zambia","Chronic obstructive pulmonary disease",0.5005237915,30.444462838473,33.3207029287227,2.87624009024969,"NFE"
"34","Zambia","Diabetes mellitus type 2",0.5005237915,161.592996725099,173.979362698637,12.3863659735377,"NFE"
"35","Zambia","Lower respiratory infections",0.5005237915,138.464526922222,152.472301381148,14.0077744589254,"NFE"
"36","Zambia","Tracheal, bronchus, and lung cancer",0.5005237915,9.4028097852066,10.3006440673391,0.897834282132463,"NFE"
"37","Zimbabwe","Chronic obstructive pulmonary disease",0.482071896,47.8188892047293,49.6020351893963,1.78314598466708,"NFE"
"38","Zimbabwe","Diabetes mellitus type 2",0.482071896,98.5075547603268,101.494937617726,2.98738285739968,"NFE"
"39","Zimbabwe","Lower respiratory infections",0.482071896,131.710280737304,136.710892751104,5.00061201379975,"NFE"
"40","Zimbabwe","Tracheal, bronchus, and lung cancer",0.482071896,35.3938441362501,36.6262379763129,1.23239384006282,"NFE"
"41","Angola","Stroke",0.574637384,581.219008112802,582.424658178563,1.20565006576123,"NFE"
"42","Botswana","Stroke",0.805646529,50.3848819126362,50.7065378724469,0.321655959810634,"NFE"
"43","Eswatini","Stroke",0.663761291,34.9605964473673,35.148380974631,0.187784527263773,"NFE"
"44","Lesotho","Stroke",0.557042913,109.535163179566,109.834119706177,0.298956526611448,"NFE"
"45","Malawi","Stroke",0.2784701,165.965552633295,167.759897759554,1.79434512625974,"NFE"
"46","Mozambique","Stroke",0.2134770455,212.59433772337,214.344909437331,1.75057171396131,"NFE"
"47","Namibia","Stroke",0.757584391,17.9556147331082,18.1596892793946,0.204074546286328,"NFE"
"48","South Africa","Stroke",0.8956019715,4433.67148937856,4446.30543037906,12.6339410004994,"NFE"
"49","Zambia","Stroke",0.5005237915,487.996914422251,532.88720862805,44.8902942057987,"NFE"
"50","Zimbabwe","Stroke",0.482071896,304.737394902708,315.245554538857,10.5081596361484,"NFE"
"51","Angola","Ischemic heart disease",0.574637384,390.630910996674,391.419341057635,0.788430060960764,"NFE"
"52","Botswana","Ischemic heart disease",0.805646529,39.3437365285131,39.5883260859473,0.244589557434225,"NFE"
"53","Eswatini","Ischemic heart disease",0.663761291,18.1704346016401,18.2641081471498,0.0936735455097164,"NFE"
"54","Lesotho","Ischemic heart disease",0.557042913,39.939569032534,40.0434878306307,0.103918798096721,"NFE"
"55","Malawi","Ischemic heart disease",0.2784701,101.561773577023,102.631134843759,1.06936126673558,"NFE"
"56","Mozambique","Ischemic heart disease",0.2134770455,111.188104281146,112.068695224462,0.880590943316264,"NFE"
"57","Namibia","Ischemic heart disease",0.757584391,12.9031243146355,13.0480108130298,0.144886498394284,"NFE"
"58","South Africa","Ischemic heart disease",0.8956019715,3126.9693525047,3135.48492383632,8.51557133161396,"NFE"
"59","Zambia","Ischemic heart disease",0.5005237915,259.388392416517,282.445142680415,23.0567502638981,"NFE"
"60","Zimbabwe","Ischemic heart disease",0.482071896,159.172377758425,164.529711874804,5.35733411637895,"NFE"
