lon,lat,emissions,grid_area
9.375,-0.125,0.2090987839844713,771581504.0
9.625,-0.125,0.0,771581504.0
9.875,-0.125,0.0,771581504.0
10.125,-0.125,0.11746423912589693,771581504.0
10.375,-0.125,0.0,771581504.0
10.625,-0.125,0.6880048160019029,771581504.0
10.875,-0.125,0.0,771581504.0
11.125,-0.125,0.25239871445342316,771581504.0
11.375,-0.125,0.0,771581504.0
11.625,-0.125,8.81324603906498,771581504.0
11.875,-0.125,4.225031240704914,771581504.0
12.125,-0.125,0.0,771581504.0
12.375,-0.125,0.0,771581504.0
12.625,-0.125,0.0,771581504.0
12.875,-0.125,0.0,771581504.0
13.125,-0.125,0.0,771581504.0
13.375,-0.125,0.0,771581504.0
13.625,-0.125,0.0,771581504.0
13.875,-0.125,0.0,771581504.0
14.125,-0.125,2.2479049894379566,771581504.0
14.375,-0.125,3.0626329507926555,771581504.0
14.625,-0.125,4.235803154760167,771581504.0
14.875,-0.125,11.972661769742098,771581504.0
15.125,-0.125,0.9133483707890659,771581504.0
15.375,-0.125,22.517984582162864,771581504.0
15.625,-0.125,32.48150137745565,771581504.0
15.875,-0.125,28.15539792196344,771581504.0
16.125,-0.125,1.6314167337331809,771581504.0
16.375,-0.125,2.39067334213039,771581504.0
16.625,-0.125,8.174815694282213,771581504.0
16.875,-0.125,0.0,771581504.0
17.125,-0.125,13.505245787600222,771581504.0
17.375,-0.125,16.663658669507377,771581504.0
17.625,-0.125,5.20270189105339,771581504.0
17.875,-0.125,7.176341418868943,771581504.0
18.125,-0.125,4.23365787454968,771581504.0
18.375,-0.125,8.948631327566076,771581504.0
18.625,-0.125,7.795323529796718,771581504.0
18.875,-0.125,6.45860172090649,771581504.0
19.125,-0.125,6.470117741137003,771581504.0
19.375,-0.125,1.4299851017892855,771581504.0
19.625,-0.125,5.765104025846409,771581504.0
19.875,-0.125,0.0,771581504.0
20.125,-0.125,4.853179218052786,771581504.0
20.375,-0.125,0.2951337669192459,771581504.0
20.625,-0.125,0.9192976440767767,771581504.0
20.875,-0.125,1.8721937192500606,771581504.0
21.125,-0.125,1.7669450049678699,771581504.0
21.375,-0.125,1.5576839470741097,771581504.0
21.625,-0.125,3.33407768272371,771581504.0
21.875,-0.125,1.9356507629875355,771581504.0
22.125,-0.125,0.13083038745590114,771581504.0
22.375,-0.125,0.7180718211646154,771581504.0
22.625,-0.125,0.8365346015917547,771581504.0
22.875,-0.125,0.18849217222581244,771581504.0
23.125,-0.125,0.9526012618756163,771581504.0
23.375,-0.125,0.0,771581504.0
23.625,-0.125,18.331133978576805,771581504.0
23.875,-0.125,47.041272326761934,771581504.0
24.125,-0.125,51.24131969512735,771581504.0
24.375,-0.125,30.00221044754883,771581504.0
24.625,-0.125,2.3908089004442132,771581504.0
24.875,-0.125,0.0,771581504.0
25.125,-0.125,0.7200280736250114,771581504.0
25.375,-0.125,4.418186739065734,771581504.0
25.625,-0.125,9.824584370796543,771581504.0
25.875,-0.125,0.0,771581504.0
26.125,-0.125,0.0,771581504.0
26.375,-0.125,0.13204238532106075,771581504.0
26.625,-0.125,0.0,771581504.0
26.875,-0.125,0.0,771581504.0
27.125,-0.125,0.40048853306286875,771581504.0
27.375,-0.125,0.0,771581504.0
27.625,-0.125,1.144514680835343,771581504.0
27.875,-0.125,0.5374833557527503,771581504.0
28.125,-0.125,0.31364668791733774,771581504.0
28.375,-0.125,0.0,771581504.0
28.625,-0.125,0.27556082274183075,771581504.0
28.875,-0.125,0.0,771581504.0
29.125,-0.125,0.3909842848895683,771581504.0
29.375,-0.125,8.966834490024155,771581504.0
29.625,-0.125,20.86497788240862,771581504.0
29.875,-0.125,66.10066377604412,771581504.0
30.125,-0.125,67.16563678328163,771581504.0
30.375,-0.125,1.1273521275747642,771581504.0
30.625,-0.125,0.09007311150469328,771581504.0
30.875,-0.125,0.940474218713919,771581504.0
31.125,-0.125,0.8748990893053133,771581504.0
31.375,-0.125,1.3004844113438148,771581504.0
31.625,-0.125,6.077457305612594,771581504.0
31.875,-0.125,4.823498769732028,771581504.0
32.125,-0.125,0.028265639993098002,771581504.0
32.375,-0.125,0.0,771581504.0
32.625,-0.125,0.0,771581504.0
32.875,-0.125,0.0,771581504.0
34.125,-0.125,0.04855055619864986,771581504.0
34.375,-0.125,0.0,771581504.0
34.625,-0.125,0.0,771581504.0
34.875,-0.125,4.264384650359746,771581504.0
35.125,-0.125,11.007261689320046,771581504.0
35.375,-0.125,2.2337254938127113,771581504.0
35.625,-0.125,10.119434311443595,771581504.0
35.875,-0.125,4.112540367787081,771581504.0
36.125,-0.125,0.08782317345773866,771581504.0
36.375,-0.125,0.14449673031642427,771581504.0
36.625,-0.125,0.05091050217479904,771581504.0
36.875,-0.125,0.12994148377952494,771581504.0
37.125,-0.125,0.0,771581504.0
37.375,-0.125,0.0,771581504.0
37.625,-0.125,0.0,771581504.0
37.875,-0.125,0.9464101219232844,771581504.0
38.125,-0.125,0.5239862467509732,771581504.0
38.375,-0.125,2.4824575598055514,771581504.0
38.625,-0.125,0.0,771581504.0
38.875,-0.125,0.0,771581504.0
39.125,-0.125,0.0,771581504.0
39.375,-0.125,0.0,771581504.0
39.625,-0.125,0.0,771581504.0
39.875,-0.125,0.0,771581504.0
40.125,-0.125,0.0,771581504.0
40.375,-0.125,0.0,771581504.0
40.625,-0.125,0.0,771581504.0
40.875,-0.125,0.0,771581504.0
41.125,-0.125,0.0,771581504.0
41.375,-0.125,0.0,771581504.0
41.625,-0.125,0.11021842766590416,771581504.0
41.875,-0.125,0.0,771581504.0
42.125,-0.125,0.0,771581504.0
42.375,-0.125,0.0,771581504.0
42.625,-0.125,0.3444297513888194,771581504.0
42.875,-0.125,0.0,771581504.0
9.375,-0.375,10.234479898405315,771566784.0
9.625,-0.375,0.9809286267206697,771566784.0
9.875,-0.375,0.0,771566784.0
10.125,-0.375,0.522697709940766,771566784.0
10.375,-0.375,0.6081062258787574,771566784.0
10.625,-0.375,0.0,771566784.0
10.875,-0.375,0.0,771566784.0
11.125,-0.375,0.0,771566784.0
11.375,-0.375,0.0,771566784.0
11.625,-0.375,4.747858873154213,771566784.0
11.875,-0.375,0.0,771566784.0
12.125,-0.375,0.0,771566784.0
12.375,-0.375,0.0,771566784.0
12.625,-0.375,0.0,771566784.0
12.875,-0.375,0.0,771566784.0
13.125,-0.375,0.0,771566784.0
13.375,-0.375,0.0,771566784.0
13.625,-0.375,0.0,771566784.0
13.875,-0.375,0.11524389778783545,771566784.0
14.125,-0.375,0.4518243206185461,771566784.0
14.375,-0.375,13.3610115239337,771566784.0
14.625,-0.375,8.534837824483631,771566784.0
14.875,-0.375,52.19522292680923,771566784.0
15.125,-0.375,20.426144783513337,771566784.0
15.375,-0.375,33.536498871213595,771566784.0
15.625,-0.375,29.803059601919784,771566784.0
15.875,-0.375,32.1342325131327,771566784.0
16.125,-0.375,1.757734676383412,771566784.0
16.375,-0.375,0.0,771566784.0
16.625,-0.375,10.799757862212946,771566784.0
16.875,-0.375,0.0,771566784.0
17.125,-0.375,0.5531019939986035,771566784.0
17.375,-0.375,47.95743198959969,771566784.0
17.625,-0.375,3.4579066135413825,771566784.0
17.875,-0.375,14.393604754711463,771566784.0
18.125,-0.375,2.9196725352875603,771566784.0
18.375,-0.375,10.932212613330401,771566784.0
18.625,-0.375,9.515646933650661,771566784.0
18.875,-0.375,18.16022561139965,771566784.0
19.125,-0.375,6.152306190191752,771566784.0
19.375,-0.375,2.054210618555987,771566784.0
19.625,-0.375,4.537952160732178,771566784.0
19.875,-0.375,4.698909807393903,771566784.0
20.125,-0.375,2.3493949136981516,771566784.0
20.375,-0.375,2.8736152221298843,771566784.0
20.625,-0.375,2.4909210890305165,771566784.0
20.875,-0.375,10.09171655180062,771566784.0
21.125,-0.375,5.6103233073488,771566784.0
21.375,-0.375,8.578998499616647,771566784.0
21.625,-0.375,1.6128330825917703,771566784.0
21.875,-0.375,1.8262084587362828,771566784.0
22.125,-0.375,1.5486325561016052,771566784.0
22.375,-0.375,1.2668357176296114,771566784.0
22.625,-0.375,12.572068198179572,771566784.0
22.875,-0.375,3.3801187986271084,771566784.0
23.125,-0.375,0.5518896652298123,771566784.0
23.375,-0.375,1.0543956712343059,771566784.0
23.625,-0.375,10.370570974793925,771566784.0
23.875,-0.375,48.73617221287735,771566784.0
24.125,-0.375,47.72887078411061,771566784.0
24.375,-0.375,10.968871869473226,771566784.0
24.625,-0.375,0.0,771566784.0
24.875,-0.375,0.27234374852075616,771566784.0
25.125,-0.375,1.7128101842642138,771566784.0
25.375,-0.375,5.106708437832678,771566784.0
25.625,-0.375,0.0,771566784.0
25.875,-0.375,2.0308573784214765,771566784.0
26.125,-0.375,4.665832331994031,771566784.0
26.375,-0.375,1.0740380759550103,771566784.0
26.625,-0.375,2.7781885932287285,771566784.0
26.875,-0.375,0.0,771566784.0
27.125,-0.375,0.13804713561126267,771566784.0
27.375,-0.375,0.0,771566784.0
27.625,-0.375,0.7158082107430213,771566784.0
27.875,-0.375,0.0,771566784.0
28.125,-0.375,0.2450378439036649,771566784.0
28.375,-0.375,0.0,771566784.0
28.625,-0.375,0.0,771566784.0
28.875,-0.375,2.239640970953012,771566784.0
29.125,-0.375,8.980753770905281,771566784.0
29.375,-0.375,4.6455166495689895,771566784.0
29.625,-0.375,0.0,771566784.0
29.875,-0.375,26.058382787923225,771566784.0
30.125,-0.375,14.226990445819192,771566784.0
30.375,-0.375,8.742155007219619,771566784.0
30.625,-0.375,0.07252572404503292,771566784.0
30.875,-0.375,0.9776859163447846,771566784.0
31.125,-0.375,0.1706111032650926,771566784.0
31.375,-0.375,2.1799098621761575,771566784.0
31.625,-0.375,7.3818625540646545,771566784.0
31.875,-0.375,9.070485179995016,771566784.0
32.125,-0.375,0.13017627183477326,771566784.0
32.375,-0.375,0.0,771566784.0
32.625,-0.375,0.0,771566784.0
33.875,-0.375,0.0,771566784.0
34.125,-0.375,0.0,771566784.0
34.375,-0.375,0.0,771566784.0
34.625,-0.375,0.0,771566784.0
34.875,-0.375,0.21969099645657675,771566784.0
35.125,-0.375,0.9299233849449763,771566784.0
35.375,-0.375,0.0,771566784.0
35.625,-0.375,0.9631126496809975,771566784.0
35.875,-0.375,7.929332833947504,771566784.0
36.125,-0.375,0.13055092687857112,771566784.0
36.375,-0.375,0.0,771566784.0
36.625,-0.375,0.0,771566784.0
36.875,-0.375,0.0,771566784.0
37.125,-0.375,1.800195889175315,771566784.0
37.375,-0.375,0.0,771566784.0
37.625,-0.375,0.0,771566784.0
37.875,-0.375,1.185035160516969,771566784.0
38.125,-0.375,0.09794928245399637,771566784.0
38.375,-0.375,0.0,771566784.0
38.625,-0.375,0.34299697504561344,771566784.0
38.875,-0.375,0.0,771566784.0
39.125,-0.375,0.0,771566784.0
39.375,-0.375,0.0,771566784.0
39.625,-0.375,0.0,771566784.0
39.875,-0.375,0.0,771566784.0
40.125,-0.375,0.0,771566784.0
40.375,-0.375,0.0,771566784.0
40.625,-0.375,0.0,771566784.0
40.875,-0.375,0.0,771566784.0
41.125,-0.375,0.0,771566784.0
41.375,-0.375,0.0,771566784.0
41.625,-0.375,0.0,771566784.0
41.875,-0.375,0.0,771566784.0
42.125,-0.375,0.03687469643300117,771566784.0
42.375,-0.375,0.0,771566784.0
42.625,-0.375,0.0,771566784.0
8.625,-0.625,0.0,771537408.0
8.875,-0.625,0.7705015794423377,771537408.0
9.125,-0.625,2.6129988057618814,771537408.0
9.375,-0.625,0.8162176598668992,771537408.0
9.625,-0.625,0.9449722277908092,771537408.0
9.875,-0.625,3.9878422637486457,771537408.0
10.125,-0.625,0.52652418316455,771537408.0
10.375,-0.625,0.0,771537408.0
10.625,-0.625,0.0,771537408.0
10.875,-0.625,0.0,771537408.0
11.125,-0.625,0.0,771537408.0
11.375,-0.625,0.0,771537408.0
11.625,-0.625,0.0,771537408.0
11.875,-0.625,0.0,771537408.0
12.125,-0.625,0.0,771537408.0
12.375,-0.625,0.0,771537408.0
12.625,-0.625,0.0,771537408.0
12.875,-0.625,8.62067336317343,771537408.0
13.125,-0.625,0.0,771537408.0
13.375,-0.625,0.0,771537408.0
13.625,-0.625,2.7625827393136415,771537408.0
13.875,-0.625,0.4519018826524615,771537408.0
14.125,-0.625,7.725739171790827,771537408.0
14.375,-0.625,13.388617608297572,771537408.0
14.625,-0.625,22.074601923009293,771537408.0
14.875,-0.625,39.30511064082864,771537408.0
15.125,-0.625,45.710525157847265,771537408.0
15.375,-0.625,52.19480956913418,771537408.0
15.625,-0.625,30.018017799293503,771537408.0
15.875,-0.625,44.613858529645114,771537408.0
16.125,-0.625,28.595866995665528,771537408.0
16.375,-0.625,4.891915615898439,771537408.0
16.625,-0.625,35.47120926857125,771537408.0
16.875,-0.625,0.0,771537408.0
17.125,-0.625,17.243069874296246,771537408.0
17.375,-0.625,25.888651959971547,771537408.0
17.625,-0.625,10.31520766520679,771537408.0
17.875,-0.625,6.1372769177417625,771537408.0
18.125,-0.625,0.06853906324597006,771537408.0
18.375,-0.625,12.433740153143393,771537408.0
18.625,-0.625,14.750754323571458,771537408.0
18.875,-0.625,6.327510959801182,771537408.0
19.125,-0.625,9.822134086592518,771537408.0
19.375,-0.625,5.39614895284076,771537408.0
19.625,-0.625,3.2138805878929944,771537408.0
19.875,-0.625,2.642802224897705,771537408.0
20.125,-0.625,2.527171812272385,771537408.0
20.375,-0.625,1.2586348369931728,771537408.0
20.625,-0.625,1.6512946578766108,771537408.0
20.875,-0.625,1.3410259367208481,771537408.0
21.125,-0.625,2.8968285956169963,771537408.0
21.375,-0.625,1.056546678526327,771537408.0
21.625,-0.625,2.482215494135186,771537408.0
21.875,-0.625,1.2770308649804865,771537408.0
22.125,-0.625,0.6524337848755941,771537408.0
22.375,-0.625,9.54235196139852,771537408.0
22.625,-0.625,15.941019147657215,771537408.0
22.875,-0.625,4.926920803817734,771537408.0
23.125,-0.625,1.070535301648289,771537408.0
23.375,-0.625,2.1249818375622778,771537408.0
23.625,-0.625,3.40728802553555,771537408.0
23.875,-0.625,37.88715617811801,771537408.0
24.125,-0.625,45.28643638113476,771537408.0
24.375,-0.625,0.7111391906874329,771537408.0
24.625,-0.625,0.0,771537408.0
24.875,-0.625,0.16615085795876383,771537408.0
25.125,-0.625,0.5414297352919578,771537408.0
25.375,-0.625,2.648609237413206,771537408.0
25.625,-0.625,0.432058175637871,771537408.0
25.875,-0.625,0.0,771537408.0
26.125,-0.625,0.0,771537408.0
26.375,-0.625,5.210644596290231,771537408.0
26.625,-0.625,5.090645986449404,771537408.0
26.875,-0.625,0.0,771537408.0
27.125,-0.625,0.0,771537408.0
27.375,-0.625,0.0,771537408.0
27.625,-0.625,0.0,771537408.0
27.875,-0.625,0.40609068607418275,771537408.0
28.125,-0.625,1.2856964032739997,771537408.0
28.375,-0.625,0.0,771537408.0
28.625,-0.625,0.0,771537408.0
28.875,-0.625,28.190840338945762,771537408.0
29.125,-0.625,26.921477906839023,771537408.0
29.375,-0.625,57.30751565561688,771537408.0
29.625,-0.625,66.21707217891793,771537408.0
29.875,-0.625,16.716817078562332,771537408.0
30.125,-0.625,1.1990295102031092,771537408.0
30.375,-0.625,2.0431475721411054,771537408.0
30.625,-0.625,0.24119020669407024,771537408.0
30.875,-0.625,2.1446942182995157,771537408.0
31.125,-0.625,8.006076900975843,771537408.0
31.375,-0.625,0.8476141272624135,771537408.0
31.625,-0.625,11.161988839808737,771537408.0
31.875,-0.625,0.0,771537408.0
34.125,-0.625,18.050338903578936,771537408.0
34.375,-0.625,5.149079326979533,771537408.0
34.625,-0.625,0.0,771537408.0
34.875,-0.625,0.0,771537408.0
