GEOID17,facility_id,facility_name,lon,lat,emis,stkhgt,stkdiam,stktemp,stkvel,sector,type,tribal_fips,poll
30051,NA,NA,-111.02458014772661,48.56175465201878,2.6028940789473682,1.8961186465800823,0.0877969616438247,267.2383868410622,1.253284847975281,nonegu,elevated,NA,PM25-PRI
30053,NA,NA,-115.37081735957459,48.56510014074398,2.7740664156079853,5.181347150259067,0.4967997561718987,933.15,9.935995123437976,nonegu,elevated,NA,PM25-PRI
30055,NA,NA,-105.79542440731942,47.64522477623821,1.1116859065335751,9.072191762456452,0.3494920311468274,586.0227148251554,21.076676660774503,nonegu,elevated,NA,PM25-PRI
30057,NA,NA,-111.90855306927128,45.302399284760824,34.02184211444646,5.677644769255074,0.603965008901076,329.0205831991766,9.423522274085405,nonegu,elevated,NA,PM25-PRI
30059,NA,NA,-110.88566138497693,46.598224078150736,0.24825236932849362,70.54962168792595,3.835434186864128,412.39600290496907,20.199595772615847,nonegu,elevated,NA,PM25-PRI
30061,NA,NA,-114.96023931004379,47.118855809864606,20.660119624101632,12.825500715399796,0.9687614529746783,342.93768978238023,9.084087480499772,nonegu,elevated,NA,PM25-PRI
30063,NA,NA,-114.03823181381472,46.88644515053741,177.20335885324863,15.915085902001854,1.430444962626264,342.10327285359864,29.355909656325487,nonegu,elevated,NA,PM25-PRI
30065,NA,NA,-108.46380972305037,46.480822377944335,57.56566967059891,4.7231827460920615,0.22106240639917202,272.59444444444443,0.06095702529716549,nonegu,elevated,NA,PM25-PRI
30067,NA,NA,-110.5469574805548,45.581092677841525,18.018971927404717,17.14632776570114,1.0399813581841029,386.9754359271642,13.458109749789037,nonegu,elevated,NA,PM25-PRI
30069,NA,NA,-108.25021694075909,47.117540677244406,0.005373714156079854,70.54962168792595,3.835434186864128,412.39600290496907,20.199595772615847,nonegu,elevated,NA,PM25-PRI
30071,NA,NA,-107.91323567249432,48.25918249413115,0.9108625149727768,6.899475038880164,0.31511841348161185,456.18606693690884,16.279871681510905,nonegu,elevated,NA,PM25-PRI
30073,NA,NA,-112.03827240530109,48.19784569066345,4.615827725499093,4.261148261817497,0.2278937748483686,480.8319150128938,7.415228368944393,nonegu,elevated,NA,PM25-PRI
30075,NA,NA,-105.6301907036812,45.39499178095603,0.2621154736842105,0.30478512648582745,0.17677537336177992,708.7055555555555,36.11703748857055,nonegu,elevated,NA,PM25-PRI
30077,NA,NA,-112.79403019899848,46.49541704055103,20.374417486388385,11.739206773163279,0.7619628162145687,434.33510257073294,13.621166266865275,nonegu,elevated,NA,PM25-PRI
30079,NA,NA,-105.37800701907456,46.86052849355223,0.04144068239564428,70.54962168792595,3.835434186864128,412.39600290496907,20.199595772615847,nonegu,elevated,NA,PM25-PRI
30081,NA,NA,-114.1107642936647,46.32861448201968,5.143068465426497,5.621592332960819,0.3950595782354392,266.7425925925926,0.183258104623542,nonegu,elevated,NA,PM25-PRI
30083,NA,NA,-104.30312592107762,47.75146740582923,62.979550181397464,18.21061371168595,1.6228260418198828,371.29275289064964,4.451919880645732,nonegu,elevated,NA,PM25-PRI
30085,NA,NA,-105.16981464877925,48.29903629411103,7.129934901088928,16.46320262608219,3.019284748631516,319.3383115043961,1.5947939179845543,nonegu,elevated,NA,PM25-PRI
30087,NA,NA,-106.66895898753108,46.00681229809935,341.8900595671506,70.54962168792595,3.835434186864128,412.39600290496907,20.199595772615847,nonegu,elevated,NA,PM25-PRI
30089,NA,NA,-115.25646748003612,47.714868960081816,13.326698800090744,5.922210287922652,0.4139553412699166,272.93527305634245,0.065274095077418,nonegu,elevated,NA,PM25-PRI
30091,NA,NA,-104.5852622753717,48.765021800519264,0.4931802050816696,70.54962168792595,3.835434186864128,412.39600290496907,20.199595772615847,nonegu,elevated,NA,PM25-PRI
30093,NA,NA,-112.54520461311797,45.97330417475769,63.17901037082577,18.62296601278776,1.3831226968308679,285.1280534036979,17.09261361122663,nonegu,elevated,NA,PM25-PRI
30095,NA,NA,-109.39186341467044,45.637727006964354,21.94248352566243,18.088659059026913,1.7651751513508067,555.5637302314819,14.596977970429897,nonegu,elevated,NA,PM25-PRI
30097,NA,NA,-109.94101389888989,45.81389375810267,10.235505569001814,70.54962168792595,3.835434186864128,412.39600290496907,20.199595772615847,nonegu,elevated,NA,PM25-PRI
30099,NA,NA,-112.22034708369006,47.78993925549033,6.9305798448275855,5.998761058076631,0.24203552682941293,275.12177429825243,3.273501949762949,nonegu,elevated,NA,PM25-PRI
30101,NA,NA,-111.70216479996377,48.5780426544579,4.667530531760435,5.748635434200673,0.12615493416782692,351.89154611348675,4.242065223157425,nonegu,elevated,NA,PM25-PRI
30103,NA,NA,-107.27162316544938,46.21146984691358,0.028935381125226856,70.54962168792595,3.835434186864128,412.39600290496907,20.199595772615847,nonegu,elevated,NA,PM25-PRI
30105,NA,NA,-106.53069188452676,48.30870172064657,4.462271355807622,11.26887934627311,0.6745200592006614,383.43192732253647,12.954898219670293,nonegu,elevated,NA,PM25-PRI
30107,NA,NA,-109.84452232656965,46.46628094012963,0.11786009800362976,70.54962168792595,3.835434186864128,412.39600290496907,20.199595772615847,nonegu,elevated,NA,PM25-PRI
30109,NA,NA,-104.2491638252724,46.965308543060104,1.267513611615245,5.486132276744895,0.365742151782993,272.59444444444443,0.060957025297165505,nonegu,elevated,NA,PM25-PRI
30111,NA,NA,-108.5484792532666,45.79334929738826,257.883707724265,53.60743639830802,1.7163748722016468,496.3518501390654,19.785165647044796,nonegu,elevated,NA,PM25-PRI
31001,NA,NA,-98.42322572302015,40.58671245546269,82.1771252049861,26.9324161845372,1.5384111546812782,369.845797995962,0.29235020309101417,nonegu,elevated,NA,PM25-PRI
31003,NA,NA,-98.0622205080119,42.13293594219711,0.6315023176043556,14.589879921518628,0.7211689828403197,464.2973899937492,17.05861398249307,nonegu,elevated,NA,PM25-PRI
31005,NA,NA,-101.69591070791807,41.56890318015591,0,70.54962168792595,3.835434186864128,412.39600290496907,20.199595772615847,nonegu,elevated,NA,PM25-PRI
31007,NA,NA,-103.71047677115662,41.54597467028417,0,70.54962168792595,3.835434186864128,412.39600290496907,20.199595772615847,nonegu,elevated,NA,PM25-PRI
31009,NA,NA,-99.97689912229718,41.91275942865501,7.410299455535389e-5,70.54962168792595,3.835434186864128,412.39600290496907,20.199595772615847,nonegu,elevated,NA,PM25-PRI
