"","census_id","SO4","Tot_HNO3","Tot_NH3","OC_secondary","OC_primary","PM","BC"
"1","0001",0.78326613226572,1.08780695702832,1.60659611734025,119.692028040397,2.73667965340862,13.3543473032199,0.884187049700711
"2","0002",1.34279609479898,3.03960734244596,2.49917021474861,213.432996843381,5.78969666884561,27.9078997921341,1.67371789580332
"3","0003",1.42810471349654,2.03115997186512,2.58716706046478,126.623661696301,2.96556261424476,14.5162961853093,1.13975668817956
"4","0004",1.30647494517565,2.38557934859685,2.01324157921806,188.86968489086,4.17094216599726,20.2910646526683,1.29443290960109
"5","0005",1.14617475947823,1.90429859725877,1.65482355899102,145.062706257565,3.33867873504918,16.2626074230235,1.05382782526549
"6","0006",1.39739775927449,2.46107364132252,2.13474803235353,216.89617505964,4.2704213795932,20.837838739639,1.33827426504697
"7","0007",0.552358946421089,0.454500883563731,1.04608073884169,66.9600396770009,0.96263173454523,4.59567001999371,0.354169118039178
"8","0008",1.63994697300404,3.00809337806533,3.29625262468628,155.579262539292,6.99185427786977,33.9419538135426,2.02384389546273
"9","0009",0.740443106710151,0.791206000958657,1.07760340542716,71.3186232760676,1.26419414004926,6.02444679180951,0.482536996634967
"10","0010",2.33470060409909,3.16624628173176,1.82913887077768,99.1320419623458,3.57162549996024,17.370578221454,1.11301163098531
"11","0011",1.02539078322752,1.08761008821661,2.07124604516828,129.628879966261,2.32380156736029,11.0038827209205,0.853436303358766
"12","0012",0.932911839422713,1.08141522222892,1.3322896521321,75.469458064111,1.55685714838813,7.36809941746045,0.629920042953752
"13","0013",0.699349959966767,0.730717596268639,1.49654378956422,86.537357014766,1.65656016859794,7.9917043768841,0.545932476959187
"14","0014",1.28573695058894,1.62417156522957,1.54183317967491,91.9096410150751,2.53766384731107,12.3599167546016,0.792923092150073
"15","0015",1.37564420553474,2.3117780644078,2.06757207574331,105.613332484233,3.99687655342822,19.0960404030576,1.15787758883425
"16","0016",1.32273583369716,1.73705198593345,1.25704455742231,68.15708798478,2.05858297186739,9.96596309539693,0.696575297048666
"17","0017",0.910835717862476,2.37250859377702,1.80129397352791,126.435418254333,4.93467802914528,24.085500319873,1.35453668632581
"18","0018",0.722058828206769,1.87068695778445,1.45029559812568,137.875188252566,4.1587987659069,20.2339398753123,1.12615623885808
"19","0019",0.753437586196009,1.89832741882835,1.65135931484058,125.52254893434,4.25119670446927,20.7171393898469,1.18239060651633
"20","0020",0.857140787391706,2.03735397534584,1.95299703225442,113.215362792328,4.35854347430267,21.2750644867437,1.23616100401354
