census_id,Base_TotHNO3_mol,Base_NH3f_mol,Base_NO3_mol,Base_SO4_mol,Base_TotNH3_mol
0085,0.0017945700148863325,0.01659453918928367,0.0017707857211417364,0.005393859165381255,0.02468532793735555
0086,0.0019475985706821014,0.03810963226904639,0.0019475985706821014,0.005621230949316505,0.046541478693021145
0087,0.0070807597415884415,0.015287615964455464,0.0030126908176219356,0.008683951305865014,0.028313542923252985
0088,0.0023971123795587025,0.035914198719301585,0.0023971123795587025,0.006316986307238477,0.0453896781801593
0089,0.005114615489862813,0.016424526573891124,0.002613334435120943,0.007553305799155753,0.02775448527262475
0090,0.004032937797150483,0.03961543480974854,0.004032937797150483,0.008227063534284536,0.05195603011117534
0091,0.00433203547172099,0.022205260958186254,0.0029239651796632384,0.007267768283194973,0.03310691338297871
0092,0.005175015830432902,0.03243634405627077,0.004079465412703004,0.010491651532818723,0.04817382135549886
0093,0.011541368914834333,0.0954504467669177,0.011541368914834333,0.019213646387473186,0.12427091634812748
0094,0.0076889820499118485,0.03671448047206463,0.00523226974630203,0.012317225352805378,0.0551903185012727
0095,0.009475100005507974,0.016031276244582046,0.003698934651871396,0.01718130204223842,0.04180322930793968
0096,0.006419516767488608,0.02464434698140318,0.0037180575434866804,0.011283401634197582,0.04156944943269955
0097,0.006540427765716509,1e-20,0.0014420293082901227,0.013326709396849587,0.01589431643537035
0098,0.010678230415226033,0.10336476071628353,0.010678230415226033,0.017796808346386323,0.13005997323586302
0099,0.011500509244575682,0.025782463595485895,0.005244071212720745,0.007312226681612424,0.03675080361790453
0100,0.01609208404060057,0.016503127128792212,0.005454818818970501,0.010387559993798732,0.03208446711949031
0101,0.015537508276954779,0.022086186021199383,0.0059496429877363725,0.010389277679389334,0.037670102540283384
0102,0.01678100111266561,0.0440060044016779,0.008853810603062303,0.009075523844106226,0.05761929016783724
0103,0.016365904700840584,0.02138864802304021,0.006093072064931927,0.011350297189253357,0.03841409380692024
0104,0.019226430832135752,0.0439948379934942,0.009637571328996964,0.010746529807090647,0.06011463270413017
0105,0.015830379308229586,0.042034146072597776,0.008321945462650892,0.009279826564673457,0.05595388591960796
0106,0.01545872719424317,0.021600480060907867,0.0058728788968558585,0.00988205297977691,0.03642355953057323
0107,0.0178981833295513,0.03812130378819957,0.00850825617864128,0.009345065904517615,0.05213890264497599
0108,0.019507501681633524,0.026425939179031896,0.007560665180597325,0.012538639023495715,0.04523389771427547
0109,0.012423157222593835,0.010930179466983186,0.003910314292479684,0.0092522929907861,0.024808618953162335
0110,0.011816688785960807,0.014036478199026196,0.004090010884804392,0.008474047175659702,0.02674754896251575
0111,0.012501903989448832,0.016176059983975095,0.004492729883066047,0.007985317118491556,0.02815403566171243
0112,0.012641488075463756,0.012315876450104967,0.004113087216624086,0.00852879633389285,0.025109070950944244
0113,0.015410574047157006,0.02217709096925681,0.0059256108518402385,0.01455782363295855,0.044013826418694633
0114,0.016729719990641226,0.020373183021385053,0.006072260059707849,0.013129007541877348,0.040066694334201076
0115,0.016610384979533134,0.01411641844965723,0.005310045171260553,0.014457257959013313,0.0358023053881772
0116,0.01605103844550657,0.017011312504903297,0.005502891253017509,0.011565043859643305,0.034358878294368254
0117,0.017809211353894357,0.020540127985195743,0.006380477390924252,0.013466525635716958,0.04073991643877118
0118,0.019317742380331262,0.028348924629072257,0.007743733736247983,0.012835456209367551,0.04760210894312358
0119,0.01649979628680288,0.013560950028415081,0.005217395543628733,0.013781690050833779,0.03423348510466575
0120,0.016523393541735445,0.017273649902895698,0.005655971928699899,0.011832135131502039,0.035021852600148756
0121,0.02164404890760536,0.028542564411631607,0.008432200523780816,0.015298601294860568,0.05149046635392246
0122,0.019093279596431475,0.023786304345531587,0.007121216570743013,0.01300636816253297,0.04329585658933104
0123,0.015896959240456688,0.02557395831521928,0.006448477458241644,0.01248779815660117,0.04430565555012103
0124,0.015793914690788283,0.025283361859178004,0.00638635626065872,0.012747020213246002,0.04440389217904701
0125,0.021084751860186334,0.026698512219994936,0.008038286563698347,0.01365258578066681,0.04717739089099515
0126,0.01580142450713452,0.019949113724957748,0.005775646418747531,0.010558724914030386,0.03578720109600333
0127,0.012053312239973156,0.01327058895748319,0.004068348528744082,0.009004179067425289,0.026776857558621123
0128,0.00893665184971165,0.008041959946512259,0.002768028696707332,0.008798688307937189,0.02123999240841804
0129,0.010545559020936112,0.010020640157276366,0.003355874130404701,0.008413301202948241,0.02264059196169873
0130,0.011116090433836667,0.010502844912335312,0.003544963544656054,0.008331735059411384,0.023000447501452387
0131,0.010502903642146948,0.017763903855371972,0.004141266145765195,0.008367199575432995,0.030314703218521463
0132,0.009370439355769198,0.0148454788721777,0.0035532293730626803,0.00792995818139139,0.026740416144264787
0133,0.00870813421458094,0.015637311135548025,0.00346286017666245,0.007281020379795657,0.02655884170524151
0134,0.010683648514178959,0.010738565098328198,0.00346356031587402,0.008710772540341203,0.023804723908840003
0135,0.009935115420692824,0.006949963383047347,0.002895714834658149,0.008585978429331348,0.019828931027044368
0136,0.001638147151536893,0.027252152266459453,0.001638147151536893,0.00506322738857025,0.03484699334931483
0137,0.001593697505534109,0.013832849431415536,0.001491296872904798,0.005130407440899949,0.02152846059276546
0138,8.965139513214307e-4,0.004620545395509872,5.710638818049582e-4,0.003927218141909276,0.010511372608373785
0139,3.876554352037916e-4,1e-20,8.547002109128713e-5,0.0036497487653187246,0.004350029279248934
0140,7.088624747156602e-4,0.012408848818083,7.088624747156602e-4,0.004146731756328273,0.01862894645257541
0141,0.011793964460280007,0.012844354827731542,0.003958239513002634,0.012811551349359589,0.032061681851770926
0142,0.007680759602003281,0.006013934315672815,0.0022727076809355724,0.00955073303278452,0.020340033864849595
0143,0.014055824805734425,0.021682808599502185,0.0055034352401726085,0.011656402995667782,0.03916741309300386
0144,0.013958742554301693,0.013938593946392075,0.004620178411780887,0.013298620624015748,0.0338865248824157
0145,0.01574366590327336,0.01637515496660211,0.005350172926230962,0.013650621965251346,0.03685108791447913
0146,0.013130550988266971,0.016462640187441174,0.004685749082989523,0.011516456585198542,0.033737325065238986
0147,0.014954047337501997,0.02327499282726256,0.0059258162929485495,0.010788003928383366,0.039456998719837606
0148,0.013183972348261415,0.015493490872847505,0.00459399935982713,0.011258759070833783,0.03238162947909818
0149,0.014765704567553257,0.019586732441288626,0.005459294106903611,0.012819954144011525,0.03881666365730591
0150,0.01767237210168228,0.019942628348852576,0.0062726870033956664,0.015635261234137974,0.04339552020005954
0151,0.01713705090488468,0.021876698921538148,0.006358349730514051,0.01463318956799272,0.04382648327352723
0152,0.01767124570441905,0.034505980596593266,0.008007667880565787,0.012000240263173674,0.05250634099135378
0153,0.01496201400371213,0.012890969813016712,0.004755000318440252,0.01564394081129826,0.0363568810299641
0154,0.014538099194350384,0.017402902879074245,0.005154349371104838,0.012310741124043982,0.03586901456514022
0155,0.013539994301242753,0.01777543763024709,0.004935458063951645,0.012275125855576047,0.03618812641361116
0156,0.01456588921143758,0.02743102795360923,0.00628529595404415,0.014150749783018585,0.04865715262813711
0157,0.009660321118860137,0.017787418210053467,0.003923655176285698,0.008900968072514245,0.031138870318824834
0158,0.007248793986126251,0.012687420239578383,0.0028077281318814092,0.007662086325932127,0.024180549728476573
0159,0.004560974517825298,0.0016764948422112215,0.0011551252558722476,0.007709740883249358,0.013241106167085258
0160,0.004609079331682501,0.008868842757787538,0.0018081832231883616,0.0061936275507012825,0.01815928408383946
0161,0.0017620638977118288,0.0034178321642282152,6.714662422811887e-4,0.004387393962534697,0.00999892310803026
0162,0.004671082794263567,0.004611805136599562,0.0014423592320150411,0.00675097321465215,0.014738264958577786
0163,0.005324587459705062,1e-20,0.0011739616194060354,0.026866922425543543,0.02176347317595439
0164,0.005661544834629394,1e-20,0.0012482537647657602,0.027607709990789403,0.019024633676202364
0165,0.005270862632645809,1e-20,0.0011621164040810754,0.026268246355665284,0.026453372895034973
0166,0.005483366768604603,1e-20,0.0012089691793371105,0.027324369070577646,0.020497690917831126
0167,0.005249908987589059,1e-20,0.0011574965578921568,0.026172260110775517,0.02262588011504948
0168,0.0054146961680861016,1e-20,0.0011938287294899876,0.0263872860475011,0.02585301308916433
0169,0.005614422221243666,1e-20,0.0012378642012663152,0.028345337985122714,0.021145430517393565
0170,0.005500990614917569,1e-20,0.0012128548736400602,0.026465733760261286,0.019761260784833493
0171,0.005710903393187827,1e-20,0.0012591363080191702,0.029130756318728687,0.019001789840480343
0172,0.006317998087771732,1e-20,0.001392988155919141,0.03154087888178349,0.019657088729285722
0173,0.005465194594504604,1e-20,0.0012049625900762508,0.027571766410007664,0.022732670977995445
0174,0.005214973355973939,1e-20,0.0011497939722972662,0.02531096695812743,0.025658283795387718
0175,0.005873072032960566,1e-20,0.0012948911454418283,0.02885090255485645,0.019372144367409982
0176,0.00529508035167703,1e-20,0.0011674559112010855,0.02676402730863656,0.023139385293939902
0177,0.0053221432093687685,1e-20,0.0011734227126635425,0.02627461191438823,0.0241199398112474
0178,0.005950427962263751,1e-20,0.001311946530994732,0.02976711311760372,0.019338108416612106
0179,0.005353638822418854,1e-20,0.0011803668451771461,0.026567960282671162,0.023670163603390314
0180,0.006056839354145085,1e-20,0.0013354080462542038,0.03073381615018614,0.018773952137118827
0181,0.0036039487222482994,1e-20,7.945962969422766e-4,0.019724649121129503,0.008208317938881873
0182,0.00404413102507904,1e-20,8.916474080331775e-4,0.023427765644625342,0.009212310068761914
0183,0.004360866504206131,1e-20,9.614810428102057e-4,0.01792779155490215,0.010946065489164325
0184,0.0039173206389318625,1e-20,8.636883356345263e-4,0.02248557110133738,0.00847746614585118
0185,0.004202261453441592,1e-20,9.265119032006876e-4,0.017014266651892672,0.009063593906627367
0186,0.003606284560498689,1e-20,7.951113010577785e-4,0.018112027216044053,0.008381122895828689
0187,0.004005850623355344,1e-20,8.832073696754353e-4,0.01970372544930243,0.011559222332445619
0188,0.003720784509222864,1e-20,8.203561761290176e-4,0.02036991378288574,0.00878031315263783
0189,0.0038991429838766477,1e-20,8.596805379361846e-4,0.018727683490821826,0.010487324861079918
0190,0.004225860658769289,1e-20,9.317150408170492e-4,0.016869901148556965,0.009577446517273882
0191,0.0041310855072739325,1e-20,9.108190763557754e-4,0.020983231880453312,0.013336414259385108
0192,0.004265418844147962,1e-20,9.404368040934257e-4,0.016586466621354885,0.009547851162627354
0193,0.0037246719028159766,1e-20,8.212132661688331e-4,0.018868293599092954,0.00874151529903749
0194,0.0038036226247970275,1e-20,8.386202705859009e-4,0.017667316896133756,0.008543497438519515
0195,0.003525346696617669,1e-20,7.772661728723376e-4,0.017748310033689672,0.009720640293095328
0196,0.003517392772224817,1e-20,7.755124967365751e-4,0.01938973917977604,0.007768961942003091
0197,0.007430310612414947,1e-20,0.0016382301061355236,0.03460699393029551,0.016575931298821192
0198,0.008317307740731177,1e-20,0.0018337946626475325,0.03778554226796714,0.020564716102539158
0199,0.008490257375760066,1e-20,0.0018719264869720869,0.038634215956837394,0.01887005981895986
0200,0.011340908842846043,1e-20,0.0025004362894663094,0.048528864474130455,0.017793404320785595
0201,0.009833402003533491,1e-20,0.002168062150861576,0.04200325176854781,0.01827690315217337
0202,0.007445716943524948,1e-20,0.001641626884112386,0.03664602834568444,0.015376574421329272
0203,0.006946400265505011,1e-20,0.001531537864003174,0.03320433214964801,0.015176436045190549
0204,0.006064117763545504,1e-20,0.0013370127852787906,0.032480851567270395,0.011710157714650355
0205,0.009282762379481498,1e-20,0.0020466574806118705,0.03996241292551991,0.018268316893936345
0206,0.0072227877484335335,1e-20,0.0015924755985221033,0.033979267885758974,0.01773906421299974
0207,0.00844879774518256,1e-20,0.0018627854942809008,0.03800928567913701,0.018960072722511555
0208,0.009285535639499028,1e-20,0.0020472689271973294,0.03945022680361124,0.01899726861324933
0209,0.008797550954934057,1e-20,0.0019396783777185969,0.03861534079007011,0.018605340312766273
0210,0.008547246226117897,1e-20,0.0018844913520551505,0.03851086412862318,0.020212479893199277
0211,0.007042880028861252,1e-20,0.0015528096601914703,0.03298598303305365,0.01799162364041594
0212,0.010638830555534348,1e-20,0.0023456425201161656,0.0471343340271811,0.017191657109075262
0213,0.007037795841986073,1e-20,0.001551688701938363,0.03365099345520918,0.016346194843496545
0214,0.007954711134043328,1e-20,0.0017538495959546136,0.03922301111719111,0.014872395221851005
0215,0.00829194873900416,1e-20,0.001828203526252598,0.038004287571585145,0.019342697228824778
0216,0.009546048508415277,1e-20,0.002104706637026209,0.040926783608674154,0.01831274848814495
0217,0.011525785163299255,1e-20,0.0025411977017243594,0.04881772409060034,0.019894195588631744
0218,0.0062653717416671474,1e-20,0.001381385132968743,0.03282384101143029,0.013222840082747558
0219,0.007774003039626453,1e-20,0.0017140071914928858,0.035859946969881824,0.01840574187369272
0220,0.006489389646294769,1e-20,0.001430776456537528,0.031708992570552916,0.015153948336487387
0221,0.0077380245618785875,1e-20,0.0017060746798531977,0.035523803979958114,0.018639236038681117
0222,0.006954174722688891,1e-20,0.0015332519713241002,0.03607577237639887,0.01314788492689328
0223,0.009916719397010644,1e-20,0.0021864319162023345,0.042765805386257565,0.01831568169280101
0224,0.007574007048096133,1e-20,0.0016699122038777033,0.03360560825864082,0.018712660670127928
0225,0.009564016607491496,1e-20,0.0021086682319570466,0.04458861836183211,0.016366988792286118
0226,0.007391298473976693,1e-20,0.0016296287349374626,0.03450896018969356,0.01869592149631986
0227,0.008301847055848181,1e-20,0.00183038590078575,0.037836833560678566,0.01921210300240096
0228,0.007788902076623463,1e-20,0.001717292121589906,0.036208756745764396,0.0191437365378027
0229,0.007807948255363385,1e-20,0.001721491410831791,0.03515325481038411,0.017551103888540046
0230,0.007850699222586134,1e-20,0.0017309171165961908,0.03783010016780791,0.01544694770377264
0231,0.008596031396296396,1e-20,0.0018952474750072415,0.037732316449520055,0.017285660803624155
0232,0.007352459064275748,1e-20,0.0016210654468603385,0.03407346607657912,0.016229350780058403
0233,0.00921671209738565,1e-20,0.0020320947568857094,0.03953965757642313,0.017204747644754048
0234,0.007677347911637154,1e-20,0.0016926967310230525,0.035535925645147716,0.019238123536553697
0235,0.006475484266767793,1e-20,0.0014277106074005793,0.031451405719077875,0.020731271790030176
0236,0.004827607772341094,1e-20,0.0010643878574939666,0.024522747132631983,0.01272437891368886
0237,0.005695075181958551,1e-20,0.0012556465141848792,0.0291253830368414,0.015327615976935629
0238,0.005403179878879783,1e-20,0.0011912896254507525,0.02620062831647908,0.017798414812778406
0239,0.00674133790861274,1e-20,0.0014863258474106618,0.03204308367553545,0.018504207756591316
0240,0.006811558235923987,1e-20,0.001501807980024575,0.03235769807066564,0.018931412266664623
0241,0.006136847502516448,1e-20,0.0013530481913618822,0.03010890798857263,0.019649688689190665
0242,0.007174270872879984,1e-20,0.0015817786289964075,0.033000396992360743,0.021186534761869248
0243,0.007275411506517533,1e-20,0.001604078050867387,0.035173035992828096,0.018702367170919852
0244,0.0069286591292848755,1e-20,0.0015276263096969092,0.033821951692483816,0.020310607487681622
0245,0.0052748786232815455,1e-20,0.0011630018471141604,0.027114414182254177,0.013842176978247958
0246,0.005326056304224505,1e-20,0.0011742854693012152,0.026754761213491445,0.014045420934621562
0247,0.007228958101924686,1e-20,0.0015938360340922953,0.03426247943662176,0.019903750589349827
0248,0.006594337532040556,1e-20,0.0014539152989052689,0.03178911392877781,0.017188126952459658
0249,0.004496765501347817,1e-20,9.914439663169493e-4,0.02405696870016076,0.01173464487570005
0250,0.007130955155683342,1e-20,0.0015722284075208983,0.03379629600299789,0.022297229636716515
0251,0.00702712330521006,1e-20,0.0015493356278924288,0.03325086117406368,0.01792259207746371
0252,0.006593446157830577,1e-20,0.0014537187692926063,0.0323951127699205,0.02146052705398483
0253,0.004943761337550186,1e-20,0.001089997320864525,0.025147979008917156,0.016379222745646564
0254,0.007158020886089393,1e-20,0.0015781958423575595,0.034517187851972796,0.019718090171596467
0255,0.006122571682731113,1e-20,0.0013499006677949637,0.03010770494870509,0.019817005635693954
0256,0.006403042156003063,1e-20,0.001411738617399449,0.031030589792004654,0.01985108882369035
0257,0.007076782983626992,1e-20,0.0015602845618586207,0.03246667759017625,0.015546233274521155
0258,0.005644699103930988,1e-20,0.0012445396288931806,0.029273115416108508,0.01785204351739925
0259,0.004762416256509654,1e-20,0.0010500144740015955,0.027207531608086675,0.009144228341261423
0260,0.007071267436738509,1e-20,0.0015590684976271448,0.03404545496503727,0.015233919588689419
0261,0.006815264942626314,1e-20,0.0015026252323348918,0.03259158765525553,0.018742343273984354
0262,0.006954096768674096,1e-20,0.0015332347840730422,0.03375399287690067,0.01992071434165884
0263,0.006925206685284624,1e-20,0.0015268651170636553,0.03366199588232428,0.02013292923812456
0264,0.00547305911213786,1e-20,0.0012066965538671463,0.027292176499703946,0.016170792226820323
0265,0.007001959347551124,1e-20,0.0015437874946882112,0.03409600368052035,0.01946323726556483
0266,0.005726771742597919,1e-20,0.0012626349514937587,0.02937772713642124,0.01928402532673669
0267,0.005359397564897052,1e-20,0.0011816365290158678,0.027264837320222553,0.014023960588240823
0268,0.006662438341518655,1e-20,0.0014689301215901793,0.031342654063762056,0.02262904756405111
0269,0.007934758429370655,1e-20,0.001749450436457972,0.034495943521978954,0.01823407275989531
0270,0.007036157579572279,1e-20,0.0015513274988947724,0.03363105097034943,0.01919319374436899
0271,0.0056865327052010115,1e-20,0.0012537630744021895,0.029096049718058948,0.01665943173223278
0272,0.00712941439214387,1e-20,0.0015718887009664262,0.03468770830273742,0.02275736811575505
0273,0.004870139702291952,1e-20,0.001073765270061501,0.025265282754751473,0.014223897831677415
0274,0.005408202130760863,1e-20,0.001192396928316185,0.026757098594090988,0.017530913339984168
0275,0.006296169711487517,1e-20,0.0013881754495516433,0.03080694801041964,0.01732198257455128
0276,0.005766980974806959,1e-20,0.0012715002571566712,0.029672758435129332,0.01825444657694198
0277,0.005752571378086055,1e-20,0.0012683232385370172,0.028779409199022502,0.015723667236330185
0278,0.0055699995039686,1e-20,0.0012280699091253159,0.02784672876001931,0.01445487712847323
0279,0.006765811317155729,1e-20,0.001491721728789818,0.03262211437094204,0.01756180088109701
0280,0.00509848668692678,1e-20,0.0011241110664066767,0.022950870206135874,0.02298373726876956
0281,0.005053759724276788,1e-20,0.0011142496944410436,0.02268637874641197,0.020656612977117097
0282,0.005095203159209173,1e-20,0.0011233871163268071,0.022889575128446766,0.024039184405122694
0283,0.004982465788436938,1e-20,0.0010985308533090741,0.021234146026000152,0.01994872732453447
0284,0.005058187299570759,1e-20,0.0011152258833949274,0.02127923693096272,0.02256677725225356
0285,0.004355288363449838,1e-20,9.602511779230025e-4,0.020723598817898082,0.013240246677353166
0286,0.004880376895057816,1e-20,0.0010760223597400037,0.021595106830629276,0.01839361779063224
0287,0.005230113448365494,1e-20,0.0011531320501326767,0.019448947002507263,0.014211134497501181
0288,0.0052056010795120755,1e-20,0.0011477275788093282,0.02384583782266544,0.01869367138944635
0289,0.0050491976870795435,1e-20,0.0011132438594131848,0.02260684662361116,0.014890470158908447
0290,0.004674176081739198,1e-20,0.0010305593370066378,0.021589818911573647,0.013120134752334566
0291,0.004828872887006419,1e-20,0.001064666789161909,0.023006092609614854,0.014114235526791065
0292,0.005029345329707741,1e-20,0.0011088668244249157,0.022459275373659982,0.01930076755286934
0293,0.005047947922857134,1e-20,0.0011129683122010265,0.021633314753708815,0.01840553565037684
0294,0.005172029476138357,1e-20,0.0011403257332840318,0.023678042914099428,0.01758850870049305
0295,0.00503047906765822,1e-20,0.0011091167902392439,0.022536279463171147,0.01590614956811584
