lon,lat,grid_area,emissions
8.625,-0.625,771537408,0
8.875,-1.125,771434624,0
8.875,-0.875,771493376,0
8.875,-0.625,771537408,44.36036277913146
9.125,-1.625,771273024,0
9.125,-1.375,771361152,0
9.125,-1.125,771434624,6.746751603401445
9.125,-0.875,771493376,97.388781531467
9.125,-0.625,771537408,16.549345516905845
9.375,-2.125,771052736,0
9.375,-1.875,771170240,0
9.375,-1.625,771273024,45.76871458929828
9.375,-1.375,771361152,212.3126201423824
9.375,-1.125,771434624,0
9.375,-0.875,771493376,0
9.375,-0.625,771537408,219.8288768068156
9.375,-0.375,771566784,282.0607109068084
9.375,-0.125,771581504,0
9.625,-2.375,770920576,0
9.625,-2.125,771052736,0
9.625,-1.875,771170240,0
9.625,-1.625,771273024,0
9.625,-1.375,771361152,42.19349872135325
9.625,-1.125,771434624,0
9.625,-0.875,771493376,0
9.625,-0.625,771537408,68.34837309855419
9.625,-0.375,771566784,214.22263437775007
9.625,-0.125,771581504,0
9.875,-2.625,770773696,0
9.875,-2.375,770920576,0
9.875,-2.125,771052736,0
9.875,-1.875,771170240,29.598694706854793
9.875,-1.625,771273024,923.3816581272662
9.875,-1.375,771361152,0
9.875,-1.125,771434624,0
9.875,-0.875,771493376,0
9.875,-0.625,771537408,223.4019269406147
9.875,-0.375,771566784,0
9.875,-0.125,771581504,0
10.125,-2.875,770612160,44.44033730499641
10.125,-2.625,770773696,178.1481065872991
10.125,-2.375,770920576,0
10.125,-2.125,771052736,0
10.125,-1.875,771170240,0
10.125,-1.625,771273024,0
10.125,-1.375,771361152,0
10.125,-1.125,771434624,25.791452228030497
10.125,-0.875,771493376,11.123749716015462
10.125,-0.625,771537408,64.1646880115842
10.125,-0.375,771566784,0
10.125,-0.125,771581504,0
10.375,-3.125,770435968,0
10.375,-2.875,770612160,17.16228849514922
10.375,-2.625,770773696,0
10.375,-2.375,770920576,0
10.375,-2.125,771052736,0
10.375,-1.875,771170240,39.924738911363306
10.375,-1.625,771273024,0
10.375,-1.375,771361152,0
10.375,-1.125,771434624,0
10.375,-0.875,771493376,0
10.375,-0.625,771537408,11.264776293057091
10.375,-0.375,771566784,0
10.375,-0.125,771581504,10.730264159818573
10.625,-3.375,770245120,0
10.625,-3.125,770435968,75.26524924649152
10.625,-2.875,770612160,155.45008336610763
10.625,-2.625,770773696,96.74485275847425
10.625,-2.375,770920576,121.05681798565115
10.625,-2.125,771052736,38.798881661636834
10.625,-1.875,771170240,0
10.625,-1.625,771273024,43.694317763584955
10.625,-1.375,771361152,0
10.625,-1.125,771434624,6.693802855314978
10.625,-0.875,771493376,0
10.625,-0.625,771537408,0
10.625,-0.375,771566784,29.08313569923397
10.625,-0.125,771581504,0
10.875,-3.625,770039552,0
10.875,-3.375,770245120,0
10.875,-3.125,770435968,98.36679141662557
10.875,-2.875,770612160,267.98051176203273
10.875,-2.625,770773696,133.87266671644787
10.875,-2.375,770920576,15.7328821749072
10.875,-2.125,771052736,0
10.875,-1.875,771170240,234.32786312989433
10.875,-1.625,771273024,275.3040265707919
10.875,-1.375,771361152,0
