GEOID17,SO4,Tot_HNO3,Tot_NH3,OC_secondary,OC_primary,PM
48049,0.5701038390782345,0.8368285083271183,2.7130323495790076,32.46239349973723,0.21959050822956777,2.6283667981808536
48051,0.719280834858845,1.7044833229689398,4.79653019191518,54.79933964991398,0.44852557265100923,4.799097424694695
48053,0.6012773969004773,1.0118396570099968,2.5273952814775265,40.02276410590846,0.28377549412065217,3.1335877983366847
48055,0.6326476278541323,1.375380894898348,3.554399957830985,46.479353997892005,0.3917363233090203,3.9417691112258475
48057,0.7075721927627806,1.4513688345821594,2.9165461565083732,42.18697597787677,0.25953342509257443,2.791970174160472
48059,0.5433387660188236,0.8411510210216415,3.082076433381736,33.31977351179201,0.23160449278700973,2.9363938318931178
48061,0.33521734200106507,0.71683400082599,2.4233868270866847,25.22281228325591,0.15634956819212084,1.6240785334741439
48063,0.8206292076493917,2.0195096536838504,9.044933392340859,85.97671046334258,0.5400317694806811,5.718480316804113
48065,0.4803669625420588,0.7598695722885952,5.038358693954781,26.669303075129015,0.28757381044709884,3.5272005249515113
48067,0.9740173158853098,2.0024311503777055,6.1639318529972,110.09499212095781,0.5283684583953117,5.443523194840877
48069,0.4173284472889771,0.5829350711239181,13.569807121474263,24.41417819980848,0.4443235581745506,4.34209732011203
48071,1.0711249518308588,3.3572954122717755,3.1694618776854506,86.17757090122025,0.7155154312408321,6.823227773151867
48073,1.05438147765951,1.8274081796646822,4.771576785962574,79.74606085926344,0.42346136782823207,4.520874702367588
48075,0.5089341324808558,0.7221174372277991,3.647163804764797,25.84079495028699,0.22565423608334836,3.288794341830787
48077,0.6286425004515395,1.1455046276617542,4.087357041052272,38.43694304543522,0.321510077553522,4.1656814170825935
48079,0.40387552893196327,0.5084749821002492,2.995078327575805,28.243349822395295,0.17497210284594222,2.5294049266569982
48081,0.4899919183079446,0.7216805503119649,1.771893054490928,34.77293523676537,0.16359995405152966,2.1739837376390168
48083,0.5379802977537661,0.7742674307604276,2.501117773618834,31.96587214162373,0.19704325155148808,2.5032825681598507
48085,0.7664458765226114,2.1296201322173265,5.1210313590437915,63.88037606178158,0.8170079366658761,9.26672393694296
48087,0.5200493383646161,0.7544739325881982,3.5187328117628747,25.402447206152406,0.23609322400147773,3.079141338882605
48089,0.7401384855327159,1.8090764999988305,3.9581634827462944,49.174759118899715,0.40007054759537786,4.077692957844063
48091,0.5529593218316583,1.197047341205185,2.6762249024028955,41.39174441245248,0.37064234817428937,3.6065608483774487
48093,0.6064750203610847,0.9565644452119982,3.383904535100794,31.451073648660966,0.2369260441590426,2.76123505371613
48095,0.4973222317690211,0.6949372841516974,2.0218251357374695,30.408068778894364,0.1624459634242073,2.0698936750976813
48097,0.6979921076488764,1.4081403059017672,3.9687188364277577,44.174537132702014,0.3785773805541933,4.511095636936032
48099,0.6376948515833051,1.1225290724606232,3.253292746830048,38.11496706702153,0.27596658338864294,3.1395909605121273
48101,0.49363439438020906,0.7239677693555892,3.3892149327464445,27.05109510506232,0.2096980573168478,2.9870370663050347
48103,0.43333795073241804,0.5917260361205673,1.1235096886092961,42.69607171148686,0.12836283699733642,1.4818851205478787
48105,0.4302200191106837,0.5432875496247414,0.938529819027213,27.803024827653292,0.11008725632976808,1.2291734368215539
48107,0.4596077247546,0.6840193052317048,4.289922029746793,29.405100944163593,0.22377358672455377,3.8299280860928904
48109,0.34464774270033477,0.38759414922116525,1.02333812076728,33.71654700032312,0.09137022430391815,1.0186266150134151
48111,0.42733565837755483,0.6061034388340014,6.587212405764954,22.38675147505446,0.2787871043188878,2.805230177264026
48113,0.8031130430803131,2.7478598326201578,5.216670992672644,86.68628492627401,1.1102451434731586,10.800671412375124
48115,0.48231893030606604,0.6848547824038913,2.309271454147354,38.734221359883804,0.17617169213703648,2.843139116188532
48117,0.43158006437013585,0.5856544389676064,9.805408202044868,22.899142408975273,0.3681223587488865,3.6956894180681856
48119,0.7790987767148746,1.7172437706657762,6.154317889426359,64.89726506560586,0.9070644698451505,6.853252431888265
48121,0.748520590299317,2.0023616636183443,4.634276717682654,59.319538771457694,0.6775965349897874,7.96275385078736
48123,0.6401411538749862,1.5501768907723763,3.9042281500379645,50.363447548153175,0.30956011055512533,3.002761911286929
48125,0.4788825217324999,0.6661605712193652,3.2926743645578864,27.383159853923182,0.19263074944009217,2.870942902195426
48127,0.4110435799223004,0.7451747620024018,2.1812400890240755,44.72626202293847,0.1475275788653824,1.5388151904447438
48129,0.4891121818501584,0.7387032384929544,4.504586269511559,25.97916501200516,0.2587080122739377,3.241193435070034
48131,0.48155282803782073,0.8884874337008938,1.9368113278753987,29.21248753518381,0.1375714348822109,1.500436865544159
48133,0.581872675542881,0.9378780781129088,3.927428274512958,40.224925565906624,0.2792019601313797,3.291497335050206
48135,0.44948582908559703,0.6788729746435256,1.293785718825664,52.53740755333045,0.17066625124109477,2.0793084574805456
48137,0.4215951002293901,0.4982956603040677,1.3157198526439227,23.00261827633553,0.11260712923197957,1.197314731752599
48139,0.7488950613290735,2.1577563968706674,4.991718585798019,57.98212789891194,0.7086288477672794,7.6727471503212215
48141,0.2555174908341603,0.5420010110842891,1.68755411984667,32.40908050050727,0.23567148193941811,2.76160548701243
48143,0.6473354836544549,1.1527199027348314,4.515756707068069,36.26221973848032,0.29702975971224743,3.383918922661733
48145,0.6451117805493757,1.3551145475855026,4.553480358537074,43.52751752416184,0.3358065433170199,3.8802502425293453
48147,0.7781876060353491,1.647398526176327,4.90160846861632,51.9139456012888,0.46180374842473954,5.475234984802831
48149,0.6785134078112736,1.5782902558208138,11.268283618846608,79.07670721643844,0.6047557686815969,6.652880719670993
48151,0.49545041352911057,0.7151888078195134,3.0106406453454673,33.07389470031436,0.19169525149622532,2.8862472116775084
48153,0.46119342973335603,0.651985395730381,5.066972331108736,25.924833039867078,0.2436944493606544,3.8522685523121982
48155,0.5200260301873866,0.7741568753347793,3.454241040604621,27.76497295818161,0.21103238574508792,2.8789403771115047
48157,0.8499771374406961,2.5872823222955152,4.19147615860239,74.64763289231321,0.7912919249030355,7.707997496109305
48159,0.7804802195315618,1.96152809632906,10.251309327769567,79.29327381779464,0.5645296723810378,6.023653987637053
48161,0.745380371428582,1.599867928950192,4.5467329115246224,57.76039624092411,0.37246560297446135,4.320936648071904
