Location,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75 to 79,80 to 84,85 to 89,90 to 94,95 plus,,under 25,over 25
GLOBAL,2078.814858,3558.532159,5639.078253,10429.34359,21327.01518,47787.42808,84187.54025,161573.229,261046.7323,382119.1735,444773.0864,526808.0688,385867.2305,166633.1452,57020.52678,,3370.0829,2560848.945
Afghanistan,30.98025998,29.95557795,35.59488847,57.60500384,151.5202551,189.1268153,161.8954998,163.3120509,235.3172649,273.2620341,283.27285,230.295463,141.619949,49.39779641,11.47118719,,76.66318169,2044.626896
Albania,0.177627486,0.18561438,0.19842449,0.319426673,0.887493456,2.264712526,5.378571012,17.03527781,29.49955395,53.05413568,78.94139146,103.0696757,71.64839607,33.8264094,12.28948632,,0.576765707,408.7761964
Algeria,13.70233633,22.97114587,32.62971731,40.68565477,59.89523152,90.95501902,132.902182,223.7640011,305.9909297,323.4680574,491.4172349,624.7871898,767.7359698,168.2167508,23.23762988,,25.61373797,3322.35905
American Samoa,0.038560316,0.063373554,0.086877436,0.147055372,0.276584226,0.508545571,0.712423804,1.082116137,1.38081894,1.666397584,1.923015241,1.886099934,1.384826014,0.766449516,0.268839562,,0.090832696,12.19198321
Andorra,0.003857286,0.00696877,0.016289182,0.042209943,0.108820461,0.275129528,0.528902745,0.93483917,1.358647139,2.21250101,3.062998848,3.522280897,4.705632404,3.886766757,2.201850522,,0.005691081,22.86769466
Angola,4.167623923,8.285536109,9.156683413,20.51779365,36.97330181,64.17025307,113.2646876,176.5093361,229.5792532,232.6365482,249.9837945,185.9687211,92.77232282,43.3075552,9.876850564,,13.41088979,1477.170261
Antigua and Barbuda,0.003374359,0.003829842,0.007734527,0.014004818,0.034717798,0.0917164,0.198120474,0.425411717,0.535758485,0.763757199,0.908582207,1.031293613,0.811139649,0.452141801,0.178452456,,0.006308528,5.460035345
Argentina,19.36346592,27.16947759,38.36235068,63.30047119,120.2505448,243.9407026,462.2390122,857.2339174,1280.922083,1750.694579,2086.906166,2348.142168,2168.796725,1346.706051,698.8835122,,32.8856314,13512.91123
Armenia,0.37771887,0.649861493,1.117413435,2.701306847,4.530918098,10.85338397,26.76334708,55.9930007,79.96685743,96.46060857,114.5477008,221.619417,155.510834,78.89317282,12.88826203,,0.503655707,862.8738032
Australia,0.846016933,1.437564264,3.334154022,9.431965645,27.00084532,66.55553901,153.6083283,312.1456092,589.8789596,1037.8924,1236.408138,1392.199623,1349.830858,875.2323776,370.4226967,,1.517262262,7426.225076
Austria,0.467200774,0.619915326,1.494204176,2.898226019,9.24798101,28.1242889,68.02266701,130.7069297,227.4997526,323.7543256,439.1251069,465.3048464,433.6751571,289.1174981,135.8660041,,1.161786896,2555.924104
Azerbaijan,5.443624942,7.053362646,8.718501332,12.48249226,19.64368062,41.91041502,78.68927866,119.721181,135.0601164,109.124988,143.3240419,202.3136384,102.1943549,21.46318198,1.450664984,,7.30823016,1008.593523
Bahamas,0.048714887,0.064585711,0.11581251,0.20989194,0.415826237,0.828552017,1.385320181,2.286563109,2.832580258,3.230390707,3.848179032,3.67984189,2.681713115,1.688726662,0.892297264,,0.061876711,24.20899552
Bahrain,0.149467284,0.216876021,0.481637485,0.688770642,1.010600026,1.762045241,3.956436802,7.157099226,10.69741478,11.25361788,15.08620567,15.36896808,9.608086052,2.191751622,0.199121524,,0.343302271,79.82809834
Bangladesh,30.54263704,43.82281962,61.79868039,121.9534738,304.8156287,951.2807291,1554.179298,3200.635166,4577.306383,6635.167617,6681.373593,7051.078154,4110.80946,1451.538841,331.6563596,,39.85629446,37107.95884
Barbados,0.011241122,0.015621199,0.030804696,0.06204358,0.148694793,0.351046026,0.830157269,1.927151462,2.698161878,4.205213955,4.891387871,5.420449489,5.642612433,3.325049149,1.006238007,,0.019124909,30.56587293
Belarus,0.750936162,2.099132369,3.801315871,7.63400641,15.46486606,35.23412329,76.72268648,153.030136,189.2859405,210.1993214,224.2792097,298.2372188,233.4095142,130.6523312,34.84911569,,0.572716797,1615.649854
Belgium,0.828432169,1.265781654,2.638864837,7.312665617,19.92900173,54.65307701,132.5247244,269.3634111,413.4559546,622.6895709,734.1051209,1041.166911,1107.494485,713.469524,327.4060058,,1.499889761,5448.303531
Belize,0.175137868,0.198078381,0.250190606,0.401242378,0.79470735,1.44007719,2.446753787,3.753762057,4.310228767,5.319202683,5.272930694,5.970552306,4.071441099,2.424579083,1.173127712,,0.281300261,38.00201196
Benin,5.189583879,6.246704821,5.965503399,8.462509988,14.84540828,31.36064864,33.21187344,56.54208649,83.81957069,112.3430697,121.2815405,90.49105632,56.7974914,28.01173426,7.565241054,,10.447195,662.1340228
Bermuda,0.002237106,0.00259358,0.005941161,0.01367021,0.037605529,0.096248246,0.219004338,0.466009168,0.668816742,1.03194221,1.461983363,1.822964348,1.662923955,1.03788729,0.533572305,,0.004490133,9.063399551
