25-29 years,95% UI,,30-34 years,95% UI,,35-39 years,95% UI,,40-44 years,95% UI,,45-49 years,95% UI,,50-54 years,95% UI,,55-59 years,95% UI,,60-64 years,95% UI,,65-69 years,95% UI,,70-74 years,95% UI,,75-79 years,95% UI,,80-84 years,95% UI,,85-89 years,95% UI,,90-94 years,95% UI,,95+ years,95% UI,
3.080659134,2.242993193,4.346324681,2.896310063,2.073737231,4.017469133,2.697514676,2.029744636,3.624348355,2.527574001,1.941743248,3.351062885,2.365102859,1.864155939,3.032228954,2.217734242,1.75713812,2.793849379,2.072970216,1.677882664,2.606114516,1.930378069,1.582019374,2.355259873,1.816079143,1.531909372,2.179775798,1.696112792,1.458383258,2.01952716,1.591110128,1.403100541,1.825003962,1.485633603,1.324358676,1.667558605,1.3908308,1.270814706,1.528994032,1.303792859,1.210351901,1.418080759,1.216948161,1.153207674,1.29930381
3.08254176,2.243605591,4.349378683,2.897985774,2.074233932,4.021373625,2.698964956,2.030387254,3.627633829,2.528835466,1.942188322,3.353763859,2.36620117,1.865091907,3.034512251,2.218691478,1.757542176,2.795511126,2.073779687,1.678521225,2.608323434,1.9310637,1.582272691,2.356756877,1.816658944,1.532150658,2.180641779,1.696589283,1.458761586,2.020600121,1.591505539,1.403448706,1.825740073,1.485946452,1.324611562,1.668159704,1.39107478,1.270920384,1.529530864,1.303975924,1.210433299,1.418487831,1.217074524,1.153274914,1.299562725
3.084424404,2.244217537,4.353861577,2.899661437,2.074730224,4.025279535,2.700415122,2.031029484,3.630898354,2.53009677,1.942633048,3.356465306,2.367299297,1.866028043,3.036795888,2.219648523,1.757945871,2.7971719,2.074588949,1.679159775,2.610533791,1.93174913,1.582525794,2.358253967,1.817238546,1.532391742,2.181507373,1.697065587,1.459164903,2.021673249,1.591900783,1.403796817,1.826476158,1.486259152,1.324864384,1.668830065,1.391318635,1.271025964,1.530066107,1.304158888,1.210514619,1.418894884,1.21720081,1.153342094,1.299821452
3.086307068,2.244829032,4.358347333,2.901337053,2.075226109,4.029186862,2.701865177,2.031671327,3.634152602,2.531357913,1.943077427,3.359167224,2.368397241,1.866964349,3.039079863,2.220605376,1.758349207,2.798831699,2.075398001,1.679798312,2.612745589,1.932434361,1.582778684,2.35975114,1.817817949,1.532632626,2.182372583,1.697541704,1.459569905,2.022746544,1.592295859,1.404144875,1.827212219,1.486571705,1.325117143,1.669500446,1.391562366,1.271131447,1.530597423,1.304341749,1.210595862,1.419301917,1.21732702,1.153409214,1.300079988
3.088189751,2.245440078,4.36283595,2.903012622,2.075721587,4.033095602,2.703315119,2.032312784,3.63740643,2.532618898,1.943521458,3.361869612,2.369495001,1.867900824,3.041364173,2.221562039,1.758752184,2.800490524,2.076206844,1.680436836,2.614958828,1.933119391,1.583031361,2.361248397,1.818397154,1.53287331,2.183237408,1.698017633,1.45997486,2.023820006,1.592690768,1.404492881,1.827948254,1.48688411,1.325369838,1.670170847,1.391805972,1.271236833,1.531128746,1.304524509,1.210723043,1.419708932,1.217453155,1.153476275,1.300338334
3.090072454,2.246050676,4.367327428,2.904688144,2.07621666,4.037005752,2.70476495,2.032953856,3.640659837,2.533879723,1.943965144,3.364572466,2.370592578,1.868837468,3.043648818,2.222518512,1.759154804,2.802148374,2.077015477,1.680835952,2.617173508,1.933804223,1.583283825,2.362745736,1.818976162,1.533113795,2.18410185,1.698493376,1.460379769,2.024893635,1.59308551,1.404840833,1.828684265,1.487196367,1.325622469,1.67084127,1.392049454,1.271342122,1.531660078,1.304707167,1.210859338,1.420115927,1.217579214,1.153544166,1.300596491
3.091955177,2.246660826,4.371821769,2.906363621,2.076711329,4.04091731,2.706214669,2.033594543,3.643912818,2.535140389,1.944408485,3.367275786,2.371689973,1.869774281,3.045933796,2.223474795,1.759557069,2.803805248,2.077823902,1.681171649,2.619387333,1.934488855,1.583536076,2.364243156,1.819554971,1.53335408,2.184965908,1.698968932,1.46078463,2.02596743,1.593480085,1.405188732,1.829420249,1.487508478,1.325875036,1.671511712,1.392292812,1.271447315,1.532191417,1.304889724,1.210995435,1.420522177,1.217705197,1.15361217,1.300854458
3.093837921,2.247270529,4.376318971,2.908039053,2.077205594,4.044830272,2.707664278,2.034234846,3.647165371,2.536400897,1.944851481,3.369979569,2.372787185,1.870520932,3.048203557,2.224430888,1.759958978,2.805461146,2.078632119,1.681507089,2.621581777,1.935173288,1.583788117,2.365740657,1.820133583,1.533594167,2.185829583,1.699444301,1.461189445,2.027041391,1.593874494,1.405536578,1.830156209,1.487820442,1.32612754,1.672182175,1.392536046,1.271552411,1.532722764,1.30507218,1.211131337,1.420926327,1.217831104,1.153680113,1.301112235
3.095720686,2.247879786,4.380819034,2.909714439,2.077699457,4.048744636,2.709113777,2.034874766,3.650417493,2.537661246,1.945294133,3.372683813,2.373884215,1.870899449,3.050472391,2.225386792,1.760360535,2.807116067,2.079440127,1.681845489,2.623772213,1.935857523,1.584039945,2.367084427,1.820711999,1.533834055,2.186692876,1.699919485,1.461525657,2.028104408,1.594268736,1.40588437,1.830892143,1.488132259,1.32637998,1.672852657,1.392779155,1.271657412,1.533254118,1.305254534,1.211221231,1.421330457,1.217956936,1.15374769,1.301369822
3.097603473,2.248488599,4.38532196,2.91138978,2.078192919,4.052777196,2.710563166,2.035514303,3.653669181,2.538921438,1.945736443,3.375388518,2.374981064,1.871277665,3.05274149,2.226342507,1.760761739,2.808770011,2.080247928,1.682189265,2.625964058,1.936541559,1.584291563,2.368690817,1.821290217,1.534073745,2.187555788,1.700394483,1.461778857,2.029165872,1.594662812,1.40623211,1.831628051,1.48844393,1.326632356,1.67352316,1.393022142,1.271762316,1.53378548,1.305436787,1.211299908,1.421576856,1.218082693,1.15381115,1.301625294
3.099486282,2.249096967,4.389827746,2.913065077,2.078685981,4.057305795,2.712012445,2.036153458,3.656920431,2.540181473,1.946178409,3.378093679,2.376077732,1.871655582,3.055010853,2.227298034,1.761197067,2.810422977,2.081055522,1.682532792,2.628157313,1.937225398,1.584542971,2.37027317,1.821868238,1.534313238,2.188418319,1.700869295,1.462151246,2.030227493,1.595056722,1.406579797,1.832363934,1.488755454,1.326884669,1.674193683,1.393265004,1.271867125,1.53431685,1.30561894,1.211378512,1.421745905,1.218208374,1.153874553,1.301879282
3.101369114,2.249704892,4.394336395,2.914740331,2.079178644,4.061837725,2.713461616,2.036792231,3.659095976,2.54144135,1.946620034,3.380799297,2.377174218,1.872033199,3.057280478,2.228253372,1.761735521,2.812074965,2.081862908,1.682876072,2.630351978,1.937909039,1.584794168,2.371789172,1.822446064,1.534552534,2.189280469,1.701343922,1.462523572,2.031289272,1.595450467,1.40692743,1.833099791,1.489066832,1.327136918,1.674864225,1.393507744,1.271971838,1.534719607,1.305800992,1.211457042,1.421913045,1.21833398,1.153937899,1.302133081
3.103251969,2.250312376,4.398847906,2.916415541,2.079670908,4.066372986,2.714910677,2.037430624,3.66116838,2.542701071,1.947061319,3.383505369,2.378270525,1.872410518,3.059550364,2.229208522,1.762273648,2.813725974,2.082670088,1.683219104,2.63232792,1.938592483,1.585045156,2.373305274,1.823023693,1.534791633,2.19014224,1.701818364,1.462895832,2.032351207,1.595844046,1.40727501,1.833835621,1.489378065,1.327389103,1.675534788,1.39375036,1.272076456,1.535247868,1.305982943,1.2115355,1.422078425,1.218459511,1.154001187,1.302386689
3.105134847,2.250919417,4.403362278,2.918090708,2.080162775,4.070911579,2.71635963,2.038068637,3.664393391,2.543960636,1.947502262,3.386179888,2.379366651,1.872787538,3.061820509,2.230163485,1.762811451,2.815376004,2.083477061,1.68356189,2.633370022,1.939275729,1.585295935,2.374821476,1.823601127,1.535030536,2.191003631,1.702292621,1.463268029,2.033400369,1.59623746,1.407624705,1.834571426,1.489689151,1.327641225,1.67620537,1.393992853,1.272180978,1.535776133,1.306164794,1.211613885,1.42224366,1.218584967,1.154064419,1.302640108
3.107017749,2.251526019,4.407879512,2.919765832,2.080654246,4.075453504,2.717808475,2.038706271,3.667619165,2.545220044,1.947942867,3.387967268,2.380462598,1.873164261,3.064085145,2.23111826,1.763348929,2.817025055,2.084283828,1.683904429,2.634411614,1.939958779,1.585546505,2.376337776,1.824178365,1.535269243,2.191864644,1.702766694,1.463640161,2.033987604,1.596630709,1.407976808,1.835307205,1.490000093,1.327893284,1.676875971,1.394235224,1.272285406,1.536304401,1.306346545,1.211692198,1.422408752,1.218710348,1.154127592,1.302810028
3.108900675,2.252132181,4.412399608,2.921440915,2.081145322,4.079998762,2.719257213,2.039343526,3.670845699,2.546479298,1.948383132,3.389320451,2.381558365,1.873540687,3.06634362,2.232072848,1.763886084,2.818673125,2.08509039,1.684246722,2.635452697,1.940641632,1.585796866,2.377854173,1.824755408,1.535495643,2.192721603,1.703240582,1.464012228,2.03457448,1.597023792,1.40832886,1.836042958,1.490310888,1.328145278,1.677546592,1.394477471,1.272389739,1.536832672,1.306528195,1.211770438,1.422599107,1.218835655,1.154190623,1.302922046
3.110783626,2.252737904,4.416922565,2.923115955,2.081636004,4.084547355,2.720705844,2.039980403,3.674072992,2.547738396,1.948823059,3.391061267,2.382653953,1.873916817,3.068602362,2.233027249,1.764422917,2.820320215,2.085896746,1.684588769,2.636493271,1.94132429,1.58604702,2.379370667,1.825332256,1.535711029,2.193566687,1.703714287,1.464384231,2.035160997,1.597416712,1.40868086,1.836778684,1.490621539,1.32839721,1.678217233,1.394719597,1.272493978,1.537360947,1.306709746,1.211848606,1.422973974,1.218960887,1.154252199,1.303033963
3.112666602,2.253343189,4.421448384,2.924790954,2.082126292,4.089099281,2.722154367,2.040616902,3.677301041,2.548997339,1.949262649,3.394200067,2.383749362,1.874292651,3.070861369,2.233981464,1.764959429,2.821966323,2.086702897,1.684930571,2.637533338,1.942006751,1.586296966,2.380887256,1.825908909,1.53597143,2.194411378,1.704187808,1.46475617,2.035747155,1.597809467,1.40903281,1.837514384,1.490932045,1.328649077,1.678887893,1.3949616,1.272598122,1.537889226,1.306891196,1.211926702,1.423348799,1.219086044,1.154313719,1.303145776
3.114549604,2.253948037,4.425977065,2.926465912,2.082616189,4.093654543,2.723602784,2.041253025,3.680529844,2.550256127,1.949701901,3.397340692,2.384844593,1.87466819,3.07312064,2.234935493,1.765495621,2.82361145,2.087508843,1.685254746,2.638572898,1.942689016,1.586546705,2.38240394,1.826485368,1.536229349,2.195255675,1.704661145,1.465128044,2.036332955,1.598202058,1.409384708,1.838250057,1.491242406,1.328900881,1.679558571,1.39520348,1.272702172,1.538417508,1.307072547,1.212004726,1.423723583,1.219211127,1.154375184,1.303257488
3.116432631,2.25455245,4.430508608,2.928140829,2.083105694,4.09821314,2.725051096,2.041888772,3.683759398,2.551514762,1.950140818,3.400483144,2.385939646,1.875043434,3.075380172,2.235889336,1.766031493,2.825255596,2.088314584,1.685556263,2.639606154,1.943371086,1.586796238,2.383920717,1.827061632,1.536466834,2.196099579,1.705134299,1.465499854,2.036918399,1.598594484,1.409736556,1.838985704,1.491552623,1.329152622,1.680229269,1.395445239,1.272806128,1.538906053,1.307253799,1.212082678,1.42409708,1.219336135,1.154436593,1.303390905
3.118315685,2.255156427,4.435043012,2.929815706,2.083594808,4.102775074,2.726499301,2.042524143,3.686989702,2.552773242,1.950579399,3.403627423,2.387034521,1.875418384,3.077639965,2.236842993,1.766567047,2.827082328,2.089120121,1.685857548,2.640609111,1.944052961,1.587045564,2.385437587,1.827637703,1.536704126,2.196943091,1.70560727,1.4658716,2.037503486,1.598986747,1.410088352,1.839721324,1.491862695,1.329404299,1.680899986,1.395686876,1.27298249,1.539155751,1.30743495,1.212160558,1.424470465,1.21946107,1.154497948,1.303619881
3.120198765,2.25575997,4.439580277,2.931490544,2.084083534,4.107340345,2.727947401,2.04315914,3.690220751,2.55403157,1.951017645,3.406773527,2.388129219,1.875793041,3.079900018,2.237796465,1.767102284,2.829234557,2.089925455,1.686158601,2.641611515,1.944734642,1.587295237,2.386954549,1.82821358,1.536941225,2.19778621,1.706080059,1.46624328,2.038088217,1.599378847,1.410440097,1.840456917,1.492172623,1.329587944,1.681570722,1.395928391,1.2731945,1.53940526,1.307616003,1.212238367,1.424843809,1.21958593,1.154559247,1.303848797
3.122081873,2.256363079,4.444120405,2.933165341,2.084571871,4.111908953,2.729395396,2.043793763,3.693452546,2.555289744,1.951455557,3.409921458,2.38922374,1.876167405,3.082160327,2.238749752,1.767637205,2.831387184,2.090730584,1.686459423,2.642613364,1.945416127,1.587551716,2.388471602,1.828789264,1.537178132,2.198628939,1.706552664,1.466614897,2.038672593,1.599770783,1.41079179,1.841192483,1.492482407,1.329711656,1.682241477,1.396169785,1.273406341,1.539654582,1.307796956,1.212316104,1.425217111,1.219710716,1.154620491,1.304077654
3.123965008,2.256965755,4.448663394,2.9348401,2.08505982,4.116480899,2.730843287,2.044428012,3.696685082,2.556547765,1.951893136,3.413071215,2.390318084,1.876541476,3.084420893,2.239702855,1.768171809,2.833540208,2.091535511,1.686760015,2.643614662,1.946097419,1.587807986,2.389988745,1.829364754,1.537414846,2.199471276,1.707025088,1.466986449,2.039256614,1.600162556,1.411143433,1.841928022,1.492792048,1.329835257,1.68291225,1.396411057,1.273618014,1.539903715,1.30797781,1.212393771,1.425516886,1.219835428,1.154681681,1.304306451
3.125848171,2.257568,4.453209244,2.93651482,2.085547383,4.121056184,2.732291073,2.045061889,3.699918358,2.557805634,1.952330381,3.415834639,2.391412252,1.876915256,3.086681713,2.240655773,1.7687061,2.835693627,2.092340234,1.687060376,2.644615408,1.946778516,1.588064049,2.391505978,1.829940052,1.537651369,2.200313224,1.70749733,1.467357936,2.039840281,1.600554167,1.411495024,1.842663534,1.493101545,1.329958747,1.683583042,1.396652208,1.273829518,1.540152661,1.308158566,1.212471366,1.425741047,1.219960066,1.154737754,1.304535188
3.127731363,2.258169814,4.457757955,2.938189501,2.086034561,4.125634808,2.733738756,2.045695393,3.703152371,2.559063351,1.952767295,3.417827207,2.392506243,1.877288745,3.088942787,2.241608507,1.769240077,2.837847441,2.093144755,1.687360508,2.645615604,1.94745942,1.588319904,2.393023298,1.830515157,1.537887701,2.201154782,1.707969389,1.467729359,2.040423595,1.600945614,1.411846564,1.843399019,1.493410898,1.330082128,1.684253853,1.396893238,1.274040854,1.54040142,1.308339222,1.21254889,1.426032504,1.220084631,1.154790654,1.304763866
3.129614583,2.258771198,4.462309528,2.939864145,2.086521353,4.130216772,2.735186334,2.046328526,3.706387118,2.560320916,1.953203877,3.41981926,2.393600059,1.877661943,3.090963414,2.242561057,1.769777178,2.840001647,2.093949074,1.687660411,2.64661525,1.94814013,1.588575551,2.394540705,1.831090069,1.538123842,2.201995951,1.708441268,1.468100718,2.041006556,1.601336899,1.412198053,1.844134476,1.493720108,1.330205399,1.684924682,1.397134148,1.274252022,1.540649992,1.30851978,1.212626344,1.426391783,1.220209122,1.154851991,1.304992484
3.131497832,2.259372152,4.466863963,2.941538751,2.087007763,4.134802077,2.73663381,2.046961288,3.709622599,2.56157833,1.953640128,3.421810798,2.3946937,1.878034851,3.092492778,2.243513423,1.77025366,2.842156243,2.09475319,1.687960084,2.647909088,1.948820647,1.588830992,2.396058199,1.83166479,1.538359792,2.202836731,1.708912965,1.468472012,2.041589165,1.601728022,1.41254949,1.844869906,1.494029175,1.33032856,1.685595529,1.397374936,1.274463022,1.541024424,1.30870024,1.212703727,1.426751004,1.220333539,1.154927355,1.305221042
3.13338111,2.259972679,4.471421258,2.94321332,2.087493789,4.139390723,2.738081183,2.047593679,3.712858809,2.562835592,1.954076049,3.423801822,2.395787165,1.878407469,3.094021552,2.244465607,1.77058121,2.844311229,2.095557104,1.68825953,2.649748022,1.949500971,1.589086227,2.397575778,1.832239318,1.538595552,2.203677124,1.709384481,1.468843241,2.042171422,1.602118983,1.412900876,1.845605308,1.4943381,1.330451612,1.686266394,1.397615604,1.274673854,1.541518342,1.3088806,1.212781039,1.427110164,1.220457883,1.154988236,1.305449541
3.135264418,2.260572777,4.475981414,2.944887851,2.087979433,4.14398271,2.739528453,2.048225701,3.716095748,2.564092704,1.954511641,3.425792332,2.396880456,1.878779799,3.095549738,2.245417607,1.770908497,2.846466603,2.096360817,1.688558747,2.651587131,1.950181102,1.589341256,2.399093442,1.832813655,1.538831123,2.204517129,1.709855816,1.469214406,2.042753329,1.602509781,1.413252211,1.846365836,1.494646882,1.330574555,1.686937278,1.397856151,1.274884518,1.542012146,1.309060863,1.212858281,1.427411092,1.220582154,1.155049062,1.305677981
3.137147757,2.261172449,4.480544432,2.946562346,2.088464697,4.14857804,2.740975621,2.048857354,3.719333412,2.565349665,1.954946903,3.427880118,2.397973572,1.87915184,3.097077336,2.246369425,1.771235522,2.848622362,2.097164329,1.688857737,2.653426414,1.950861041,1.589596079,2.400611189,1.833387801,1.539066505,2.205356748,1.71032697,1.469585506,2.043334885,1.602900419,1.413603494,1.84730856,1.494955521,1.330697389,1.687608179,1.398096579,1.275095014,1.542505837,1.309241028,1.212935453,1.427685187,1.220706351,1.155109835,1.30590636
3.139031126,2.261771695,4.48511031,2.948236805,2.08894958,4.153176712,2.742422687,2.049488639,3.722571798,2.566606476,1.955381837,3.430638396,2.399066514,1.879523594,3.098604348,2.24732106,1.771562286,2.850778507,2.09796764,1.6891565,2.655265869,1.951540788,1.589850697,2.402129019,1.833961755,1.539301697,2.20619598,1.710797944,1.469956542,2.044138485,1.603290894,1.413772782,1.848251054,1.495264018,1.330820115,1.688279099,1.398336886,1.275305342,1.542999414,1.309421094,1.213012555,1.427959125,1.220830475,1.155170553,1.30613468
3.140914526,2.262370516,4.489679049,2.949911229,2.089434085,4.157778728,2.743869652,2.050119556,3.725810906,2.567863138,1.955816444,3.433397717,2.400159282,1.87989506,3.100130774,2.248272513,1.771888787,2.852935035,2.09877075,1.689455037,2.657105495,1.952220343,1.59010511,2.403646931,1.834535518,1.539536701,2.207034827,1.711268739,1.470328728,2.045007472,1.603681209,1.413935107,1.849193317,1.495572373,1.330942732,1.688950036,1.398577073,1.275515503,1.543492878,1.309601063,1.213089587,1.428232906,1.220954526,1.155231218,1.306362941
3.142797957,2.262968912,4.494250649,2.951585616,2.089918211,4.162384088,2.745316516,2.050750106,3.729050732,2.56911965,1.956250724,3.436158078,2.401251877,1.88026624,3.101656615,2.249223784,1.772215028,2.855091944,2.09957366,1.689753348,2.658945291,1.952899706,1.590359318,2.405164923,1.835109091,1.539771517,2.207873289,1.711739353,1.470706324,2.04587581,1.604071362,1.414097299,1.85013535,1.495880586,1.331065241,1.689620991,1.39881714,1.275725496,1.543986228,1.309780934,1.213166549,1.428506531,1.221078505,1.155291829,1.306591142
3.14468142,2.263566885,4.498825109,2.953259969,2.09040196,4.166992792,2.746763279,2.051380289,3.732291274,2.570376012,1.956684678,3.438919481,2.402344298,1.880637133,3.103181872,2.250174874,1.772541009,2.857249233,2.100376369,1.690051433,2.660122419,1.953578878,1.590613323,2.406682996,1.835682474,1.540006145,2.208711366,1.712209787,1.471083859,2.046743496,1.604461355,1.414259359,1.851077151,1.496188657,1.331187642,1.690291963,1.399057087,1.275935322,1.544479464,1.309960707,1.213243442,1.42878,1.22120241,1.155352386,1.306819283
3.146564915,2.264164435,4.50340243,2.954934286,2.090885333,4.171604842,2.748209941,2.052010106,3.73553253,2.571632226,1.957118305,3.441681924,2.403436546,1.881007845,3.104706546,2.251125783,1.772866729,2.859406901,2.101178879,1.690349293,2.660954968,1.954257858,1.590867124,2.408201147,1.836255666,1.540240586,2.209549059,1.712680043,1.471461333,2.047610532,1.604851186,1.414421288,1.85201872,1.496496587,1.331309935,1.690962953,1.399296916,1.276144981,1.544885805,1.310140383,1.213320265,1.429053313,1.221326242,1.15541289,1.307047365
3.148448442,2.264776515,4.507982611,2.95660857,2.09136833,4.176220237,2.749656503,2.052639559,3.738774496,2.572888291,1.957551608,3.444445406,2.404528622,1.88138937,3.106230638,2.25207651,1.773192191,2.861564946,2.10198119,1.690646928,2.661786987,1.954936648,1.591120721,2.409719376,1.836828668,1.54047484,2.210386368,1.713150119,1.471838746,2.048476917,1.605240858,1.414583084,1.852960057,1.496804375,1.331432121,1.691633709,1.399536624,1.276354472,1.545134491,1.310319961,1.213397018,1.42932647,1.221450002,1.15547334,1.307274472
3.150332002,2.265388599,4.512565652,2.958282819,2.091850952,4.180838978,2.751102965,2.053268646,3.742017172,2.574144208,1.957984587,3.447209928,2.405620526,1.881770619,3.107754149,2.253027057,1.773725195,2.863723367,2.102783301,1.690944339,2.662618475,1.955615247,1.591451819,2.411237683,1.837401481,1.540708907,2.211223295,1.713620016,1.472216097,2.049342651,1.605630369,1.41474475,1.853901161,1.497112022,1.331554199,1.692303717,1.399776214,1.276563796,1.545501659,1.310499443,1.213473703,1.429599473,1.22157369,1.155533737,1.307500999
3.152215594,2.266000283,4.517151553,2.959957034,2.0923332,4.185461066,2.752549328,2.05389737,3.745260554,2.575399977,1.958417241,3.449975489,2.406712257,1.882151593,3.109277079,2.253977423,1.774272964,2.865882161,2.103585213,1.691247757,2.663449436,1.956293656,1.591974633,2.412756065,1.837974104,1.540942789,2.21205984,1.714089734,1.472593387,2.050207734,1.60601972,1.414906284,1.854842031,1.497419528,1.33167617,1.692973745,1.400015684,1.276772953,1.546003748,1.310678827,1.213550318,1.42987232,1.221697304,1.155594081,1.307727466
3.154099221,2.266611569,4.521740314,2.961631216,2.092815076,4.190048399,2.753995591,2.05452573,3.74850464,2.576655598,1.958849573,3.452742088,2.407803817,1.882532292,3.110799431,2.254927608,1.774820242,2.868041328,2.104386927,1.69188792,2.664279868,1.956971875,1.592497122,2.414274523,1.838546537,1.541176484,2.212896002,1.714559274,1.472970616,2.051072166,1.606408911,1.415067688,1.855782667,1.497726893,1.331798035,1.693643792,1.400255036,1.276981943,1.546505758,1.310858114,1.213626864,1.430145012,1.221820847,1.155654372,1.307953874
3.15598288,2.267222457,4.526331935,2.963305364,2.093420298,4.194638556,2.755441756,2.055153727,3.751749428,2.577911072,1.959281582,3.455509725,2.408895205,1.882912717,3.112321203,2.255877614,1.775367031,2.870195196,2.105188442,1.692528116,2.665109775,1.957649904,1.593019286,2.415788067,1.839118782,1.541409993,2.213731784,1.715028636,1.473347783,2.051935947,1.606797942,1.41522896,1.856723069,1.498034118,1.331919793,1.69431386,1.400494269,1.277190766,1.547007687,1.311037304,1.213703342,1.430417549,1.221944317,1.15571461,1.308180221
3.157866574,2.267832948,4.530926416,2.96497948,2.094085501,4.19923205,2.756887822,2.055781362,3.754994916,2.579166399,1.959713269,3.458278398,2.409986422,1.883292868,3.113842398,2.25682744,1.77591333,2.872331178,2.105989759,1.693034189,2.666324115,1.958327743,1.593541124,2.417291792,1.839690838,1.541643318,2.214567184,1.715497819,1.473582995,2.052799076,1.607186814,1.415390103,1.857663235,1.498341202,1.332041444,1.694983947,1.400733383,1.277399423,1.547509536,1.311216397,1.213779751,1.430689932,1.222067715,1.155774795,1.308406509
3.159750303,2.268443043,4.535523755,2.966653563,2.094750329,4.203655241,2.75833379,2.056408635,3.7582411,2.58042158,1.960144634,3.461048109,2.411077469,1.883672746,3.115363016,2.257777087,1.776459139,2.87446749,2.106790878,1.693360958,2.668223882,1.959005393,1.594062638,2.418795568,1.840262706,1.541876458,2.215402205,1.715966825,1.473770507,2.053661555,1.607575527,1.415551115,1.858603166,1.498648146,1.332162989,1.695654053,1.400972379,1.277607913,1.548011305,1.311395394,1.213856091,1.430962161,1.222191041,1.155834927,1.308632736
3.161634066,2.269052742,4.540123955,2.968327614,2.095414782,4.206086013,2.759779659,2.057035548,3.761487979,2.581676613,1.960575679,3.463818856,2.412168345,1.884052351,3.117460662,2.258726555,1.777004459,2.876604132,2.1075918,1.693687486,2.670124302,1.959682854,1.594583826,2.420299394,1.840834385,1.542109413,2.216236846,1.716435653,1.473957871,2.054523381,1.60796408,1.415711998,1.85954286,1.498954949,1.332284429,1.696324179,1.401211256,1.277816236,1.548512994,1.311574295,1.213932363,1.431234236,1.222314294,1.155895006,1.308858904
3.163517864,2.269662047,4.544727013,2.970001634,2.096078861,4.208516084,2.761225432,2.0576621,3.76473555,2.582931501,1.961006405,3.466590638,2.41325905,1.884431684,3.119862253,2.259675843,1.77754929,2.878741102,2.108392524,1.694013774,2.672025376,1.960360126,1.59510469,2.421803267,1.841405877,1.542342185,2.217071108,1.716904304,1.474145089,2.055384557,1.608352475,1.415872751,1.860476816,1.499261613,1.332405762,1.696994324,1.401450015,1.278024393,1.549014601,1.311753099,1.214008567,1.431506157,1.222437476,1.155955266,1.309085011
3.165401697,2.270270958,4.54933293,2.971675621,2.096742566,4.210945455,2.762671106,2.058288292,3.767983811,2.584186242,1.96143681,3.469363456,2.414349585,1.884810746,3.122264696,2.260624953,1.778093633,2.880878398,2.109193051,1.694339823,2.673927104,1.961037209,1.595625227,2.423307189,1.84197718,1.542574773,2.217904991,1.717372777,1.47433216,2.056245081,1.608740711,1.416033375,1.861407606,1.499568137,1.33252699,1.697660852,1.401688657,1.278232383,1.549516127,1.311931806,1.214084703,1.431777925,1.222560586,1.156015703,1.309311059
3.167285566,2.270879475,4.553941706,2.973349578,2.097405899,4.213374127,2.764116684,2.058914125,3.77123276,2.585440839,1.961866897,3.472137308,2.415439951,1.885414969,3.124661472,2.261573884,1.778637487,2.883016018,2.109993382,1.694649266,2.675829485,1.961714104,1.596145439,2.424766255,1.842548296,1.542807177,2.218738496,1.717841074,1.474519086,2.057104953,1.609128788,1.41628835,1.862338161,1.499874521,1.332648113,1.698322738,1.40192718,1.278440207,1.550017572,1.312110418,1.214160771,1.43204954,1.222683625,1.156076087,1.309537047
3.169169471,2.27196452,4.55855334,2.975023503,2.098068859,4.215802102,2.765562165,2.059539599,3.774482394,2.586695289,1.962296666,3.474912194,2.416530148,1.886257105,3.127057686,2.262522637,1.779180853,2.885153962,2.110793516,1.694925383,2.67773252,1.96239081,1.596665326,2.425804826,1.843119224,1.543039399,2.219571624,1.718309194,1.474705865,2.057964174,1.609516707,1.41662464,1.863268482,1.500180766,1.33276913,1.698984635,1.402165586,1.278647865,1.550518934,1.312288934,1.214236771,1.432321001,1.222806591,1.156136418,1.309762975
3.171053413,2.273128597,4.563167833,2.976697398,2.098731448,4.218229381,2.767007549,2.060164715,3.77773271,2.587949595,1.962726117,3.477688114,2.417620175,1.887099278,3.129454716,2.263471213,1.779723731,2.887292228,2.111593454,1.695201281,2.679636206,1.963067329,1.597184887,2.426842996,1.843689965,1.543271633,2.220404375,1.718777137,1.474892499,2.058822743,1.609904468,1.416960877,1.864198566,1.500486871,1.332890042,1.699646544,1.402403874,1.278855357,1.551020215,1.312467353,1.214312703,1.432634102,1.222929487,1.156196697,1.309988794
3.172937391,2.273706366,4.567785184,2.978371262,2.099393665,4.220655964,2.768452838,2.060783328,3.780983707,2.589203756,1.963155251,3.480465066,2.418710033,1.887941488,3.13185256,2.26441961,1.780266121,2.889430813,2.112393195,1.695479256,2.681540545,1.96374366,1.597704123,2.427880763,1.84426052,1.543503735,2.221236749,1.719244905,1.475078988,2.05968066,1.610292071,1.41729706,1.865128415,1.500792837,1.33301085,1.700308463,1.402642044,1.279062683,1.551521413,1.312645678,1.214388567,1.433025574,1.22305231,1.156256924,1.31021381
3.174821405,2.274283723,4.572405393,2.980045097,2.100055512,4.223081164,2.76989803,2.06125345,3.784235381,2.590457773,1.963584068,3.483243051,2.419799723,1.888783735,3.13425122,2.26536783,1.780808025,2.891569718,2.113192741,1.695765475,2.683445536,1.964419803,1.598223032,2.42891813,1.844830887,1.543735655,2.222068748,1.719712496,1.475265332,2.060537925,1.610679516,1.417633189,1.866058026,1.501098665,1.333131553,1.700970394,1.402880098,1.279217655,1.552022528,1.312823906,1.214464364,1.433416951,1.223175063,1.156317098,1.310438768
