Location,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75 to 79,80 to 84,85 to 89,90 to 94,95 plus,,under 25,over 25
GLOBAL,4480.610312,7253.567916,11136.80781,19673.72012,39329.93471,85273.48052,145866.9855,268583.5257,412856.3527,592279.6204,677307.2438,800179.8755,601689.6101,283417.1458,104050.1099,,9823.311132,4053378.591
Afghanistan,93.72932092,96.50498711,120.798286,164.8675456,383.7449906,483.0367077,426.005725,406.9921188,585.7147508,759.7293264,783.1783104,663.58293,391.7629498,146.209187,38.67993927,,272.0681141,5544.537075
Albania,0.545309491,0.612209959,0.720292256,1.211738879,3.027015846,7.058572084,15.28656654,41.20824684,65.29121416,113.558023,156.5720832,197.5435881,136.5443752,65.24387678,25.62674485,,2.432270579,830.0498572
Algeria,33.20422418,52.40829535,72.62648381,91.88371688,136.3786229,204.6886597,303.4183606,472.5955541,649.3535951,699.8989199,1056.366438,1265.994474,1462.673984,330.6417757,50.07022732,,67.25186783,6882.203331
American Samoa,0.100173738,0.163532031,0.217942352,0.345901058,0.582079305,1.024046252,1.338285628,1.97460141,2.397451197,2.848064173,3.28753926,3.242375021,2.411752397,1.413437523,0.518214774,,0.242332825,21.86539612
Andorra,0.012443956,0.021321274,0.05051907,0.1111041,0.262579952,0.632139589,1.181335904,2.064507179,3.064754263,4.797605722,6.388328143,6.752906835,9.092911864,7.281270102,4.176714992,,0.016889372,45.89044294
Angola,13.33090824,23.2214188,26.21252484,53.5319022,88.5887043,156.8751402,272.3443955,383.4129085,481.7173844,478.5846782,512.0616072,369.667525,209.4681989,98.33734544,30.5855669,,63.37075056,3197.940209
Antigua and Barbuda,0.007968644,0.008734648,0.016387386,0.029392503,0.069583146,0.181661445,0.386909399,0.791393438,0.926069092,1.30649822,1.474998485,1.673178983,1.295674722,0.766642372,0.325698302,,0.015182777,9.260790785
Argentina,34.28121087,45.93129796,63.04606108,94.92335702,177.6577775,342.528711,648.4741115,1215.254433,1769.777623,2412.845044,2869.957717,3283.386629,3176.095503,2075.43922,1133.695989,,63.87173615,19343.29469
Armenia,0.910171553,1.482668282,2.326505513,4.893793911,8.382612223,19.04729725,46.55767422,93.5001111,127.4352949,150.3956811,179.0461024,371.4812543,304.0495229,160.8175961,27.86261321,,1.100159415,1498.188899
Australia,1.868659788,2.946043719,6.533039618,15.79378757,40.84412539,96.15262522,223.8250567,448.3556272,809.0969423,1400.517773,1737.168695,2071.109935,2090.605296,1461.792008,662.370276,,3.510999948,11068.97989
Austria,0.875684161,1.199815691,2.61157543,4.624590301,13.57647696,40.22618542,95.96852611,185.6570465,328.8181299,456.466296,578.8379959,638.2471837,622.0774436,442.3864253,226.7480103,,2.223823558,3638.321385
Azerbaijan,11.64944982,15.43936112,19.0844329,26.76185824,41.67264179,89.8534027,172.5832242,260.4161489,297.2588376,238.4885221,337.3843041,498.9782672,263.1380806,53.38175136,6.463153719,,17.04602341,2332.553436
Bahamas,0.11926114,0.160264037,0.279659836,0.466967179,0.870540657,1.690912354,2.738543872,4.181811851,5.036520641,5.713053118,6.64894539,6.096934416,4.440874774,2.776120085,1.541910635,,0.168366426,42.76231999
Bahrain,0.429281128,0.680577652,1.469258719,1.794967614,2.639794775,4.370828265,8.917411945,15.91458736,20.81954341,20.91247215,25.88660546,26.4590945,16.44368129,3.856532452,0.390177867,,0.986958836,150.9848146
