COPD,95% UI,
1.312956091,1.229082125,1.417317251
1.314499641,1.230390656,1.419120177
1.316044601,1.23170159,1.420911039
1.31759097,1.233014931,1.422693725
1.319138747,1.234330679,1.424477269
1.320687929,1.235648838,1.426261675
1.322238516,1.236969411,1.428046946
1.323790507,1.238292398,1.429833088
1.3253439,1.239617803,1.431623621
1.326898694,1.240945628,1.433673549
1.328454888,1.242275875,1.435725796
1.33001248,1.243608546,1.437506211
1.331571469,1.244943644,1.439215645
1.333131853,1.246281169,1.440925535
1.334693633,1.247621125,1.442635887
1.336256805,1.248963512,1.444346706
1.337821369,1.250308334,1.446057997
1.339387324,1.251655592,1.447806075
1.340954668,1.253005287,1.449611494
1.342523401,1.254357422,1.451417879
1.34409352,1.255711998,1.453225235
1.345665024,1.257069017,1.455033565
1.347237913,1.258428481,1.456842873
1.348812185,1.259790391,1.458644031
1.350387838,1.261154748,1.460443014
1.351964872,1.262521555,1.462242937
1.353543285,1.263890813,1.464043802
1.355123076,1.265138508,1.465845614
1.356704244,1.26629404,1.46780295
1.358286787,1.267451009,1.4707039
1.359870705,1.268730622,1.473596944
1.361455995,1.270084992,1.475235303
1.363042657,1.271441734,1.476873971
1.364630689,1.27280085,1.478512949
1.366220091,1.274162339,1.480152242
1.36781086,1.27539884,1.481787145
1.369402997,1.276546335,1.483407357
1.370996498,1.277697751,1.485028044
1.372591364,1.27885007,1.486829598
1.374187593,1.280003292,1.488764449
1.375785184,1.281157421,1.491483368
1.377384135,1.282474924,1.494483051
1.378984445,1.283845021,1.497480105
1.380586114,1.285217382,1.500474392
1.382189139,1.286592004,1.503465776
1.38379352,1.287968888,1.506454123
1.385399255,1.289352662,1.509439301
1.387006343,1.290740126,1.512419777
1.388614783,1.292132328,1.515361038
1.390224574,1.293526849,1.517154087
1.391835714,1.294923687,1.518937957
1.393448202,1.296322841,1.520719831
1.395062036,1.297724307,1.522487976
1.396677217,1.299128085,1.52425689
1.398293742,1.300534172,1.526026576
1.399911609,1.301942566,1.52779704
1.401530819,1.303353266,1.529374765
1.403151369,1.304783583,1.530815334
1.404773258,1.306313236,1.532251446
1.406396486,1.307846386,1.533683122
1.40802105,1.309383036,1.535110386
1.40964695,1.310923188,1.53653326
1.411274183,1.312282836,1.537951768
1.41290275,1.313610876,1.539365933
1.414532648,1.314940933,1.541697479
1.416163877,1.316273006,1.544283579
1.417796435,1.317607094,1.546862475
1.41943032,1.31898932,1.549218934
1.421065532,1.320421707,1.551029907
1.422702068,1.321958913,1.552841631
1.424339929,1.323474498,1.554654106
1.425979112,1.324741615,1.556467334
1.427619616,1.326179132,1.558281317
1.42926144,1.327618844,1.560096056
1.430904582,1.329074971,1.561911553
1.432549042,1.33070936,1.563727808
1.434194817,1.331984706,1.565536781
1.435841906,1.333434889,1.567331727
1.437490309,1.334887263,1.56912764
1.439140023,1.336341824,1.570924522
1.440791047,1.337798572,1.572770014
1.44244338,1.339257502,1.575143255
1.444097021,1.340719942,1.57751911
1.445751968,1.342188267,1.579897574
1.447408219,1.3436588,1.582278643
1.449065774,1.345131538,1.58466231
1.450724631,1.34660648,1.587048572
1.452384788,1.348083621,1.589437422
1.454046244,1.349562959,1.59130662
1.455708997,1.351044492,1.592926784
1.457373047,1.352528216,1.594547029
1.459038391,1.354014128,1.59616736
1.460705029,1.355503155,1.59778778
1.462372958,1.356751461,1.599402826
1.464042177,1.358175116,1.601008118
1.465712685,1.359986565,1.602937384
1.467384481,1.361485416,1.604971585
1.469057562,1.362986452,1.607000713
1.470731928,1.364489671,1.609024779
1.472407576,1.36599507,1.61120998
1.474084506,1.367502644,1.613488492
1.475762715,1.369012392,1.615758887
1.477442203,1.370510348,1.618021156
1.479122967,1.371952412,1.620275291
1.480805007,1.373541553,1.622521286
1.48248832,1.375051312,1.624759135
1.484172905,1.376563576,1.626988837
1.485858761,1.378087157,1.629172117
1.487545886,1.379612899,1.631003606
1.489234278,1.381050124,1.632835381
1.490923936,1.382480597,1.634667445
1.492614858,1.383912671,1.636499802
1.494307043,1.385533073,1.638693143
1.496000489,1.387197831,1.641285594
1.497695195,1.388795526,1.643872468
1.499391158,1.390330175,1.646453751
1.501088377,1.391866912,1.648924003
1.502786852,1.393405734,1.65108305
1.504486579,1.394949508,1.653233845
1.506187558,1.396495399,1.655376401
1.507889787,1.398043383,1.657510729
1.509593264,1.399593456,1.659636841
1.511297987,1.401145613,1.661754753
1.513003955,1.402699853,1.663864478
1.514711167,1.40425617,1.665966034
1.516419621,1.405814562,1.668059435
1.518129314,1.407375024,1.670144701
1.519840246,1.408937552,1.672221849
1.521552415,1.410502143,1.674290899
1.523265818,1.412068793,1.676351871
1.524980456,1.413637499,1.678395431
1.526696325,1.415208255,1.680424661
1.528413424,1.416656268,1.68244604
1.530131751,1.418091213,1.684459591
1.531851306,1.41952771,1.686465337
1.533572085,1.421252021,1.688463304
1.535294089,1.42307295,1.690453516
1.537017314,1.424507911,1.692435999
1.538741759,1.425944398,1.69441078
1.540467422,1.427446923,1.696377886
1.542194303,1.429100305,1.698337344
1.543922398,1.430760129,1.700289182
1.545651707,1.432423223,1.70223343
1.547382228,1.434089057,1.704170117
1.549113959,1.43575763,1.706099272
1.550846899,1.43741202,1.708020926
1.552581045,1.439013068,1.709935109
1.554316396,1.440616103,1.711841853
1.556052951,1.442122641,1.713741189
1.557790708,1.443627078,1.715633149
1.559529664,1.445132654,1.717517767
1.561269819,1.446639364,1.719395074
1.563011171,1.448200175,1.721265104
1.564753718,1.449828763,1.723127891
1.566497458,1.451459524,1.724983468
1.56824239,1.453092454,1.726831871
1.569988512,1.454583063,1.728673133
1.571735822,1.456035113,1.73050729
1.573484319,1.457455857,1.732334376
1.575234001,1.458727346,1.734154427
1.576984867,1.460216919,1.73596748
1.578736914,1.461725139,1.73777357
1.580490141,1.463234402,1.739572733
1.582244546,1.464744702,1.741365006
1.584000128,1.466206919,1.743150425
1.585756885,1.467663616,1.744929028
1.587514816,1.469121669,1.746700851
1.589273918,1.470613304,1.748465932
1.59103419,1.472360247,1.750224308
1.592795631,1.473868848,1.751976017
1.594558238,1.475252216,1.753721096
1.59632201,1.476636439,1.755459584
1.598086945,1.478021515,1.757191518
1.599853043,1.479438599,1.758916937
1.6016203,1.480910308,1.760635878
1.603388716,1.482383393,1.762670338
1.605158288,1.483857857,1.764768983
1.606929016,1.4853337,1.766868794
1.608700897,1.486810925,1.768969772
1.610473929,1.488289533,1.771071917
1.612248112,1.489769525,1.773175229
1.614023444,1.491250903,1.775279709
1.615799922,1.492733848,1.777385357
1.617577545,1.494229331,1.779492173
1.619356312,1.495726264,1.781600158
1.621136221,1.497444451,1.783709312
1.62291727,1.499290121,1.785819636
1.624699458,1.501138917,1.78793113
1.626482782,1.502975041,1.790043793
1.628267242,1.504515863,1.792157626
1.630052835,1.506057609,1.79425851
1.631839561,1.507600273,1.796358756
1.633627417,1.508594668,1.798460093
1.635416401,1.509344133,1.800562522
1.637206513,1.510671123,1.802666042
1.63899775,1.512155206,1.804265314
1.640790111,1.513640645,1.805566044
1.642583594,1.515146874,1.807672069
1.644378197,1.516654967,1.809969975
1.64617392,1.51817262,1.812268999
1.647970759,1.519692331,1.814569135
1.649768714,1.521213514,1.816870376
1.651567783,1.522736171,1.819172714
1.653367964,1.524260304,1.821476144
1.655169256,1.525806084,1.823780181
1.656971657,1.527686679,1.825445162
1.658775165,1.529570287,1.826927073
1.660579779,1.531456905,1.828399932
1.662385497,1.53334653,1.82987078
1.664192317,1.534978197,1.831339628
1.666000238,1.536157229,1.832806487
1.667809257,1.537157098,1.834700118
1.669619375,1.538509739,1.8371446
1.671430587,1.539687331,1.839452578
1.673242894,1.541023976,1.841656015
1.675056294,1.542547135,1.843141851
1.676870784,1.544071715,1.844622623
1.678686363,1.545597719,1.846098369
1.680503029,1.547127445,1.847545483
1.682320781,1.548666996,1.848984414
1.684139618,1.550208012,1.850418348
1.685959536,1.551479651,1.851847324
1.687780535,1.55269747,1.853887399
1.689602613,1.553915605,1.855988844
1.691425769,1.555235972,1.857421796
1.69325,1.556836347,1.859611852
1.695075305,1.558269477,1.862365768
1.696901682,1.559623955,1.864514708
1.698729129,1.561200171,1.866663681
1.700557646,1.562782903,1.868812682
1.702387229,1.564186726,1.870961705
1.704217878,1.565606862,1.873384694
1.706049591,1.567175361,1.875872641
1.707882365,1.568780954,1.878363827
1.7097162,1.570555512,1.880858255
1.711551093,1.571965941,1.883184964
1.713387042,1.573907363,1.884679977
1.715224047,1.575503052,1.886172475
1.717062105,1.577100363,1.887958229
1.718901215,1.578699296,1.890097267
1.720741374,1.580299851,1.892232341
1.722582582,1.581902029,1.894357722
1.724424835,1.583505829,1.896483364
1.726268134,1.585111253,1.89860926
1.728112475,1.586718301,1.900735406
1.729957856,1.588326972,1.902861795
1.731804277,1.589937267,1.904988422
1.733651736,1.591317539,1.907115282
1.73550023,1.592677727,1.909242369
1.737349757,1.594315344,1.911369677
1.739200317,1.596079597,1.9134972
1.741051907,1.597845644,1.915624934
1.742904525,1.599613478,1.917752873
1.74475817,1.601254838,1.919881011
1.74661284,1.602878137,1.922009342
1.748468532,1.604503063,1.924137861
1.750325245,1.606129616,1.926266563
1.752182978,1.607757796,1.928395443
1.754041728,1.609025022,1.930524493
1.755901494,1.610212281,1.93265371
1.757762273,1.611830276,1.934783088
1.759624064,1.613449777,1.936912621
1.761486865,1.615070786,1.939042304
1.763350674,1.616786224,1.941172131
1.76521549,1.618516217,1.943302097
1.767081309,1.620247637,1.945433429
1.768948131,1.621980478,1.947566974
1.770815953,1.623714733,1.949396726
1.772684774,1.625450396,1.951394574
1.774554592,1.62718746,1.953393236
1.776425404,1.62892592,1.955392711
1.778297209,1.630665769,1.957392998
1.780170005,1.63232025,1.959394097
1.78204379,1.633939543,1.961396005
1.783918562,1.635511072,1.963398723
1.785794319,1.636957778,1.965402248
1.787671059,1.638046505,1.967406579
1.78954878,1.639525009,1.969411716
1.79142748,1.64116515,1.971603335
1.793307157,1.642809577,1.973917785
1.795187809,1.644455967,1.976232967
1.797069435,1.646122123,1.978526936
1.798952031,1.647811967,1.980178769
1.800835597,1.649412034,1.982667464
1.80272013,1.651050484,1.985157361
1.804605628,1.652678864,1.987648454
1.806492089,1.654103651,1.99013607
1.808379511,1.655609837,1.99239303
1.810267893,1.657159514,1.994532597
1.812157231,1.658710378,1.996672167
1.814047524,1.660195418,1.99880255
1.815938769,1.661662819,2.000364923
1.817830966,1.663130898,2.002558843
1.819724111,1.664599654,2.004980128
1.821618203,1.666069084,2.007336152
1.823513239,1.667539189,2.009552786
1.825409218,1.669009967,2.011937862
1.827306137,1.670481417,2.014325037
1.829203994,1.671953538,2.016714311
1.831102787,1.673426329,2.019105685
1.833002515,1.674899789,2.021499161
1.834903174,1.676373916,2.023894739
1.836804762,1.67784871,2.02629242
1.838707279,1.679324169,2.028692206
1.840610721,1.680800293,2.031094096
1.842515085,1.68227708,2.033498091
1.844420372,1.683754529,2.035904194
1.846326577,1.685232639,2.038312404
1.848233698,1.686711409,2.040720806
1.850141735,1.688190837,2.043130645
1.852050683,1.689675315,2.045542587
1.853960542,1.691164263,2.047956636
1.855871309,1.692653897,2.05037279
1.857782981,1.694144216,2.052791051
1.859695557,1.695635218,2.055211421
1.861609035,1.697126903,2.057633899
1.863523412,1.698613709,2.060058486
1.865438685,1.700094071,2.062483349
1.867354853,1.701575097,2.064827504
1.869271914,1.703056786,2.067172117
1.871189864,1.704539137,2.06951718
1.873108703,1.706022148,2.071862685
1.875028427,1.707505819,2.074208623
1.876949035,1.708990149,2.076554985
1.878870523,1.710475136,2.078373429
1.880792891,1.71196078,2.080115272
1.882716135,1.713447078,2.082509664
1.884640253,1.714934031,2.084904468
1.886565243,1.716423595,2.087299676
1.888491103,1.717915953,2.089695279
1.890417831,1.71941711,2.092091267
1.892345423,1.720397116,2.094487634
1.894273878,1.72114319,2.096876197
1.896203193,1.722354126,2.09923565
1.898133367,1.724200038,2.101612488
1.900064396,1.726059954,2.104004608
1.901996278,1.727932382,2.106119679
1.903929012,1.729806163,2.108236182
1.905862594,1.731403698,2.110354117
1.907797023,1.732908899,2.112473484
1.909732296,1.734414743,2.114594286
1.91166841,1.735384351,2.116703241
1.913605364,1.736167672,2.118810963
1.915543154,1.73715995,2.120920077
1.917481779,1.738108238,2.123079872
1.919421236,1.738819527,2.125160308
1.921361523,1.739529978,2.127294982
1.923302637,1.740333204,2.129431117
1.925244577,1.741718778,2.131809165
1.927187338,1.743103915,2.134324545
1.92913092,1.74448861,2.136841915
1.93107532,1.74587286,2.139361272
1.933020535,1.746961369,2.141882617
1.934966563,1.747825184,2.144405946
1.936913402,1.748688055,2.146931259
1.938861048,1.749549988,2.149454494
1.9408095,1.750410987,2.15196524
1.942758756,1.751271056,2.154466913
1.944708812,1.752629102,2.156471318
1.946659666,1.754037117,2.157935779
1.948611317,1.755445787,2.159398526
1.950563761,1.756859621,2.160859571
1.952516996,1.758280009,2.162318925
1.954471019,1.759701086,2.1637766
1.956425829,1.761122851,2.165887597
1.958381422,1.762549747,2.168048007
1.960337796,1.76397979,2.170209919
1.962294949,1.765410531,2.172373335
1.964252879,1.766841971,2.174535075
1.966211582,1.768274109,2.17669649
1.968171056,1.769706945,2.178859362
1.970131299,1.771140481,2.181023691
1.972092309,1.772574715,2.183560125
1.974054082,1.774009647,2.186149016
1.976016616,1.775445279,2.188714651
1.97797991,1.77688161,2.191277543
1.97994396,1.778318641,2.193842534
1.981908764,1.77975637,2.196409624
1.983874319,1.781194799,2.198978812
1.985840623,1.782633928,2.201083556
1.987807673,1.783705543,2.202256478
1.989775467,1.784660365,2.20342834
1.991744003,1.786184815,2.204782515
1.993713277,1.787709894,2.206971007
1.995683288,1.789235601,2.209161022
1.997654032,1.790761934,2.21135256
1.999625508,1.792288892,2.213545621
2.001597713,1.793816474,2.215740208
2.003570644,1.795344678,2.217936319
2.005544299,1.796874174,2.220133957
2.007518674,1.798331006,2.222333121
2.009493769,1.799771423,2.224533814
2.01146958,1.801212533,2.226736034
2.013446104,1.802654335,2.228939783
2.01542334,1.80409683,2.231145061
2.017401284,1.805540017,2.23335187
2.019379934,1.806986598,2.235825147
2.021359288,1.808435256,2.238332608
2.023339343,1.809884609,2.240830432
2.025320096,1.811334658,2.243314422
2.027301545,1.812785403,2.245798697
2.029283687,1.814236843,2.248283251
2.031266521,1.815688979,2.250768078
2.033250042,1.81714181,2.253253173
2.03523425,1.818595337,2.255738529
2.03721914,1.82004956,2.258224141
2.039204711,1.821504478,2.260710003
2.041190961,1.822960092,2.263196109
2.043177886,1.824416401,2.265682454
2.045165484,1.825873732,2.268169031
2.047153753,1.827339396,2.270655836
2.049142689,1.828805786,2.272626275
2.051132291,1.8302729,2.274274819
2.053122556,1.831673406,2.275919839
2.055113481,1.832764854,2.277561366
2.057105064,1.833639746,2.279443476
2.059097303,1.834514024,2.28217399
2.061090194,1.835387691,2.284905362
2.063083735,1.836260748,2.287637581
2.065077923,1.837133197,2.290370638
2.067072757,1.838005039,2.29310452
2.069068234,1.838970031,2.295839217
2.07106435,1.840722144,2.298574718
2.073061104,1.842475787,2.301311012
2.075058492,1.844230958,2.30404809
2.077056513,1.845987657,2.306785939
2.079055164,1.847745883,2.309524548
2.081054442,1.849505634,2.312263909
2.083054345,1.851276258,2.315004008
2.08505487,1.852614034,2.317744836
2.087056015,1.853532002,2.320486382
2.089057776,1.854449371,2.323228636
2.091060153,1.855366143,2.325909544
2.093063141,1.856282318,2.328429821
2.095066739,1.857197898,2.330950282
2.097070944,1.858112886,2.33347092
2.099075753,1.859027283,2.33599173
2.101081164,1.85994109,2.338512704
2.103087174,1.860854309,2.341033837
2.105093782,1.861766941,2.343555121
2.107100983,1.862678989,2.346076551
2.109108777,1.863976547,2.348598119
2.111117159,1.865413132,2.351119821
2.113126128,1.866850065,2.353641649
2.115135682,1.868287347,2.356163597
2.117145817,1.869724976,2.358685659
2.119156531,1.871162949,2.361207828
2.121167822,1.872601267,2.363728246
2.123179687,1.874039926,2.366218397
2.125192124,1.875479425,2.368708603
2.12720513,1.876936664,2.37119886
2.129218702,1.878394274,2.373100239
2.131232838,1.879852253,2.375256052
2.133247536,1.8813106,2.377951271
2.135262793,1.882769314,2.380646908
2.137278606,1.884228392,2.383342956
2.139294974,1.885687834,2.386039407
2.141311893,1.887147637,2.388736254
2.143329361,1.8886078,2.39132449
2.145347375,1.890068323,2.393845951
2.147365933,1.891529202,2.396367434
2.149385034,1.892990436,2.398888931
2.151404673,1.894452025,2.401410437
2.153424848,1.895913966,2.403925011
2.155445558,1.897376258,2.40643688
2.157466799,1.898838899,2.408948715
2.15948857,1.900301888,2.411460509
2.161510867,1.901765223,2.413945108
2.163533688,1.903228902,2.416265995
2.165557031,1.904692925,2.418586193
2.167580893,1.906157289,2.421149104
2.169605271,1.907621992,2.42385342
2.171630164,1.909087034,2.426556188
2.173655569,1.910552413,2.429077573
2.175681483,1.912018126,2.431598948
2.177707904,1.913484173,2.434120307
2.17973483,1.914950552,2.436634526
2.181762257,1.916417261,2.439147508
2.183790184,1.917884299,2.441660434
2.185818608,1.919351664,2.4441733
2.187847527,1.920944103,2.446686098
2.189876938,1.922570115,2.449109014
2.191906839,1.924196803,2.451508626
2.193937227,1.925820862,2.453909569
2.195968099,1.927140053,2.456311843
2.197999455,1.928458453,2.458715446
2.20003129,1.92977606,2.461120379
2.202063603,1.931060178,2.463526641
2.204096391,1.932379971,2.465934232
2.206129652,1.933675655,2.468343151
2.208163384,1.934970515,2.470753398
2.210197583,1.936264551,2.473164973
2.212232248,1.937557761,2.475577875
2.214267376,1.938865828,2.477992104
2.216302964,1.940177685,2.480407659
2.218339012,1.941488741,2.48282454
2.220375515,1.942798994,2.485392415
2.222412471,1.944108442,2.488158745
2.224449879,1.945417084,2.490926791
2.226487736,1.946724918,2.493696551
2.228526039,1.947860468,2.496468022
2.230564786,1.948764019,2.499241203
2.232603975,1.949667037,2.501997359
2.234643604,1.950569524,2.504516116
2.236683669,1.951883712,2.507034691
2.238724169,1.953369267,2.509549582
2.240765101,1.954855408,2.51205666
2.242806463,1.956342134,2.514563475
2.244848252,1.957829445,2.517070022
2.246890467,1.959317339,2.519603819
2.248933105,1.960805818,2.522095486
2.250976163,1.962236227,2.524613043
2.253019639,1.963517831,2.527130346
2.255063532,1.964798575,2.529647389
2.257107838,1.966078458,2.532164169
2.259152555,1.967357478,2.534680681
2.261197681,1.968635635,2.537196918
2.263243213,1.969912926,2.539712877
2.26528915,1.97080621,2.542228553
2.267335489,1.971625511,2.54474394
2.269382228,1.972444261,2.547259034
2.271429364,1.973262462,2.54977383
2.273476895,1.974080113,2.552344544
2.275524819,1.974897217,2.554941121
2.277573134,1.975717813,2.557537758
2.279621836,1.976550408,2.560133547
2.281670925,1.977382491,2.562720979
2.283720398,1.978214063,2.565308466
2.285770252,1.979045126,2.567896005
2.287820485,1.979875681,2.57048359
2.289871095,1.980705729,2.573071218
2.29192208,1.98153527,2.575658886
2.293973438,1.982364307,2.578246589
2.296025165,1.98319284,2.580834324
