Location,Under 5,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75 to 79,80 to 84,85 to 89,90 to 94,95 plus,,over 25,Total
All countries (204 in total),10886,2961,3838,8327,14088,19127,31313,52183,94543,154823,256061,338430,514627,656473,778375,961084,1027432,797883,383759,151217,,6217332,6257431
Afghanistan,61.86988735,20.64051013,36.77807221,108.5993238,190.8408635,260.2026655,288.1902522,450.2281194,869.5083831,1566,1399,988.1532084,1154,1602,1965,2114,1792,996.1570152,367.1834843,86.10669947,,15899,16317
Albania,9.145208888,3.372646857,3.252828646,4.651498383,9.060498034,10.35242073,12.4748212,11.58879246,17.1664782,29.22556266,52.20489666,98.9768772,210.5405377,344.4379198,633.3105607,1030,1309,945.0130068,439.6264738,178.579508,,5323,5352
Algeria,49.3772696,13.32702536,23.33310136,43.5501914,71.44766077,105.8903155,169.7136935,275.0610962,393.5513066,552.7195807,790.9083454,1035,1553,1936,2169,3545,4558,4957,947.958725,133.3348763,,23123,23324
American Samoa,0.032087674,0.015718656,0.033416578,0.128147802,0.241845982,0.26982443,0.321763639,0.599700879,1.036228419,1.668292099,2.69089661,3.156596088,3.917447451,4.197826206,4.8428541,5.537925467,4.950994726,3.907388862,1.641696777,0.514915098,,39.25435085,39.70556754
Andorra,0.001849884,0.00098757,0.002028755,0.006207962,0.015265763,0.02825193,0.055921225,0.122379289,0.23636541,0.360268474,0.53752131,0.733373675,1.019888832,1.499199518,2.569005116,3.572291125,5.942133252,8.19292241,6.651499505,3.907626249,,35.42864732,35.45498725
Angola,81.08067297,22.50215414,25.70236155,49.18800217,76.80455569,72.55808427,98.19938068,148.8183528,322.06625,436.6660806,710.9557514,853.8090994,1136,1191,1246,1251,819.1214224,390.8270808,147.1740504,36.5018844,,8861,9116
Antigua and Barbuda,0.018813064,0.007902804,0.011403489,0.053765314,0.109251118,0.138498718,0.198863886,0.399104514,0.690745346,1.44562904,2.619007399,3.946077541,5.361914554,6.179997604,7.405484256,8.814970099,9.990107379,8.307982595,4.727815688,2.078998933,,62.30519755,62.50633334
Argentina,13.09226715,7.161167409,12.07945449,49.45190416,63.20045477,83.80208262,123.9337083,218.74319,346.7180297,540.7420889,793.371932,1166,1769,2402,3047,3750,4215,3978,2389,1082,,25904,26049
Armenia,0.089030878,0.158043658,0.10067331,0.600740753,1.338136558,2.248118789,3.183806442,7.251929652,16.06799862,30.56730077,68.2081793,131.7795967,181.9531767,223.7593061,218.0056143,495.6723069,591.5298238,430.9264899,181.7904085,28.91656653,,2612,2614
Australia,0.91873184,0.434750707,0.834585241,1.918910388,4.187274757,7.821213379,16.38810938,28.55171417,55.40653493,91.07201171,130.0124475,184.743513,251.9007829,398.0168755,692.3003942,1177,1928,2868,2593,1448,,11871,11879
Austria,0.348005989,0.201519729,0.339347242,0.812204298,1.358449256,2.284116044,4.289725765,7.724729373,17.29126495,31.32729414,55.71024234,84.39494221,121.0576823,212.9114625,348.6176792,668.4358277,887.3135841,1208,1002,476.7660895,,5128,5131
Azerbaijan,0.320944451,0.985963115,1.187563119,6.809488385,12.05273042,15.14527679,27.29622072,49.35769728,100.2113874,215.8741754,479.168037,872.4206014,1148,1277,955.1128652,2226,2317,1225,218.4220998,21.47199303,,11148,11169
Bahamas,0.048791831,0.030283171,0.06461306,0.328511972,0.7101864,0.971847395,1.789695656,3.118419273,5.523675747,9.384687957,14.18946062,15.81237967,17.39462293,20.53966798,22.42254962,29.20891828,27.20056077,18.91054393,10.31516831,6.197654903,,202.979853,204.1622395
Bahrain,0.507513915,0.111577108,0.191727122,0.7058694,1.459459441,2.046302233,3.006857464,7.731715873,9.701909055,11.2922099,11.97328037,16.92430886,19.97791654,20.28245032,23.2628719,34.80957741,31.98948112,18.79210974,4.072935943,0.422445634,,216.2863723,219.2625193
Bangladesh,129.306496,122.1778826,202.474884,263.6580773,528.2533176,784.0234549,1254,1701,2645,3875,7403,8588,14410,18057,21362,21959,23716,17155,5433,1413,,149756,151002
Barbados,0.035196392,0.014892195,0.041574985,0.156354586,0.242559031,0.337073746,0.677587244,1.35407183,2.415685859,5.415420269,7.864253787,12.90596217,18.2612203,24.944266,36.37436001,41.73679965,50.79694278,53.8906494,32.37033578,12.10475234,,301.4493812,301.9399583
Belarus,0.105586172,0.070664526,0.146325776,1.440550925,3.844023341,10.16079673,29.57610473,59.48636084,123.3117268,242.9435548,445.7494478,843.1709324,1275,1695,1526,2779,3322,3032,1385,311.0238268,,17081,17087
Belgium,0.91980501,0.518507444,0.514320339,1.725713988,3.080292128,4.995143039,8.574841555,14.95002409,29.00624146,51.28541766,92.66477114,150.9298361,237.4768016,362.1235657,594.5937177,973.8162591,1707,2263,1683,741.6485175,,8915,8922
Belize,0.138432263,0.04466072,0.076113362,0.469878063,0.626578949,0.877555068,1.78041363,1.821535524,3.110770066,5.014794955,6.840203777,10.00256399,11.27389935,11.76947237,13.06070354,15.51175778,16.18202171,14.06169821,7.925142246,3.717328933,,122.9498611,124.3055245
Benin,108.1223379,15.78020541,20.16716373,16.38465499,32.60150074,32.71443789,42.87893721,67.90865132,125.6340088,165.317169,264.493323,313.3372743,452.5203731,511.5069418,606.3410186,716.6517071,606.5214784,329.4325327,163.1214447,48.20361783,,4447,4640
Bermuda,0.001509338,0.001147382,0.001599281,0.008975522,0.017567407,0.0191765,0.040945587,0.094110919,0.222525904,0.48929058,0.975606287,1.580222568,2.169510996,2.841631181,4.081239983,6.102223864,8.500874276,7.756532838,5.202295108,3.024302419,,43.10048901,43.13128794
Bhutan,0.586021607,0.103475099,0.15029309,0.515329873,0.960538218,1.137029752,1.777467776,2.730104595,4.195967092,7.02057231,11.91517098,18.49435792,29.83998697,41.92723354,51.95683831,59.08767036,43.42445597,30.96578614,12.93480524,4.884527472,,322.2919744,324.6076323
Bolivia (Plurinational State of),20.64183564,7.351796548,7.653321546,30.99809386,36.67013736,41.29579428,50.11709342,70.92295749,110.015466,161.2503056,241.2878291,319.1223051,431.9805788,557.2541129,693.2032311,795.7267144,756.2747246,474.0061901,213.5583713,58.71590029,,4975,5078
Bosnia and Herzegovina,0.966851408,0.491118347,1.054238293,2.567437324,4.152327833,4.24397606,8.104107366,12.99964786,26.41295398,49.44306538,101.2579632,209.6377561,345.5312269,552.4695209,851.2604488,1592,1900,1247,420.3073072,114.509285,,7434,7444
Botswana,2.801647605,1.01421907,1.313818756,3.947596531,4.796391526,6.687885513,11.38174872,18.92890615,31.97284806,46.52837962,70.25326062,95.81532172,163.6420953,177.9508078,178.1128124,186.2400412,162.3979863,93.41314254,35.95098433,10.12529933,,1289,1303
Brazil,81.16825101,44.0439494,83.76097158,218.4409122,304.4495173,420.817094,750.688192,1406,2345,3620,5550,7556,10024,12490,14956,17731,17986,15286,8415,4419,,122955,123687
Brunei Darussalam,0.092155577,0.021629781,0.049603121,0.137240842,0.255333199,0.537195242,1.002227739,2.097092857,4.164218481,6.129627143,7.963000868,10.34992542,13.04305459,16.39854172,17.43278747,21.00290897,17.57858646,10.61838469,2.658776312,0.471553315,,131.4478813,132.0038438
Bulgaria,2.202557446,0.751764782,1.224219643,3.880031043,7.388639685,15.93110125,29.85031302,62.99271419,137.8663815,258.8407768,429.6243962,823.6852996,1462,2441,3404,4707,6196,5369,2200,383.9034687,,27922,27938
Burkina Faso,247.385466,31.019789,38.88892961,26.51840045,49.35911505,53.79127253,75.45149399,120.8008724,239.6860213,318.3414599,506.606271,636.3955962,778.0369612,812.1690661,880.317519,824.436633,676.428641,456.4088269,243.09946,76.78771602,,6699,7092
Burundi,19.02376251,9.451507241,11.6448359,27.21394344,41.36164921,38.97105099,56.98208788,76.50937621,140.7049194,185.0277008,299.0750153,386.6072165,542.603879,563.240197,570.186057,553.7543653,439.4666606,207.5895105,87.30711,24.45708446,,4172,4281
Cabo Verde,0.729717703,0.113260583,0.326159361,0.457594182,1.213674348,2.083437208,2.444929036,3.488488753,5.285649862,9.292697548,13.31985199,16.93456876,16.72096579,16.31527896,20.02348641,35.20842598,53.84518281,47.56340582,25.28686112,14.15925167,,281.9724817,284.8128879
Cambodia,55.10660388,4.064774811,3.699468674,15.93931951,31.59756242,46.04995756,82.23902489,145.6353099,226.3253234,446.6255942,826.0171521,1116,1391,1702,1880,2123,1901,1259,466.8858644,118.8121378,,13731,13841
