Location,Under 5,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75 to 79,80 to 84,85 to 89,90 to 94,95 plus,,over 25,Total
Central African Republic,0,0,0,10.58525992,9.415003058,13.59255137,28.71366716,51.65220655,104.1108414,196.4827712,263.9326576,324.3259046,360.1044395,342.8373102,313.5483562,238.838664,164.9349735,73.5415465,22.68503216,5.470351283,,2504.771273,2524.771536
Chad,0,0,0,18.38386073,20.59967829,18.88952384,44.10899543,70.0494219,116.4609499,201.4811323,320.2645684,386.4576674,541.7185067,722.8539256,844.6729424,776.2237952,653.1721089,416.8694877,160.3026577,55.20532507,,5328.731008,5367.714547
Chile,0,0,0,2.245913944,6.296393338,14.45063126,28.50658767,59.51583547,114.5773441,225.5119049,419.6475593,661.6242307,891.97802,1131.469965,1370.714967,1550.943805,1680.872164,1820.714631,1310.935767,696.3795428,,11977.84296,11986.38526
China,0,0,0,782.2000109,2128.952157,3897.724751,9063.351039,12725.45206,22385.96148,37159.21208,63614.04047,78465.9725,111519.8852,170461.9987,228922.6078,267109.4924,370081.2002,322750.1252,132588.9235,40349.80482,,1871095.752,1874006.904
Colombia,0,0,0,29.0314109,57.09301423,86.63842191,141.1929161,243.5067517,371.4664212,642.0417649,1201.486508,1910.770887,2852.959548,3591.932178,4521.459035,5395.403078,6494.507326,6005.647031,4600.869802,3563.118932,,41623.0006,41709.12503
Comoros,0,0,0,0.891784527,1.087580228,1.577195878,2.887769868,5.162200228,9.032972222,14.36024332,20.55114016,28.18291868,38.72265785,45.99580791,64.75524683,67.89357113,66.91822563,46.12807134,21.51858705,7.494002087,,441.1806102,443.1599749
Congo,0,0,0,5.655908483,5.829735937,10.26364552,24.17886455,45.51206288,85.76794046,149.4299451,200.9449442,261.1547976,311.3953062,370.2027048,398.1741015,365.7045127,303.6946037,180.6465052,62.91868012,15.32793287,,2785.316547,2796.802192
Costa Rica,0,0,0,1.168767936,3.667177863,6.633024021,14.32823514,24.39887656,40.38432663,70.72184775,139.0629503,217.308581,306.5688249,362.4710506,418.5349524,450.034746,502.2309749,476.8397249,359.4738841,314.3372213,,3703.32922,3708.165166
Cote d'Ivoire,0,0,0,27.25796502,39.73573365,39.8122326,105.287391,192.9747931,312.5775486,456.493739,657.7943887,785.3378884,1059.202683,1238.227814,1326.278564,1258.386615,1070.495464,675.2185076,308.5666454,95.95048596,,9582.60476,9649.598459
Croatia,0,0,0,0.504133886,1.045837118,2.477607956,7.480464373,20.99733125,48.83136251,102.2826003,192.3853573,324.0696735,553.3984189,822.7325893,1029.48395,1720.140821,2848.726689,3155.999833,1838.721668,528.1627186,,13195.89108,13197.44106
