LRI,95% UI,
2.102063574,1.332505736,3.436460526
2.103536914,1.332643362,3.440652228
2.105009991,1.332780833,3.444844419
2.106482806,1.332918148,3.449024515
2.107955357,1.333055308,3.453187337
2.109427643,1.333192314,3.457350509
2.110899663,1.333329165,3.461514022
2.112371418,1.333465862,3.465677868
2.113842905,1.333602405,3.46984204
2.115314125,1.333738796,3.474006529
2.116785076,1.333875033,3.478171328
2.118255758,1.334011118,3.482336427
2.119726169,1.334147051,3.486501821
2.12119631,1.334282831,3.490667499
2.122666179,1.334418461,3.494833456
2.124135776,1.334553939,3.498999682
2.1256051,1.334689267,3.503166169
2.12707415,1.334824444,3.507332911
2.128542925,1.334959471,3.511499899
2.130011425,1.335094349,3.515667125
2.131479649,1.335229077,3.519834582
2.132947596,1.335363656,3.524002261
2.134415265,1.335498086,3.528674424
2.135882657,1.335715419,3.534283404
2.137349769,1.335936104,3.539898951
2.138816602,1.336156476,3.545521062
2.140283155,1.336376537,3.551149733
2.141749426,1.336596287,3.556784959
2.143215416,1.336815726,3.562426737
2.144681123,1.337034856,3.568075061
2.146146547,1.337253678,3.573729928
2.147611688,1.337472192,3.579391334
2.149076544,1.3376904,3.585059274
2.150541114,1.337908302,3.590733743
2.152005399,1.338125899,3.596414738
2.153469397,1.338343192,3.602102254
2.154933109,1.338560182,3.607796286
2.156396532,1.33877687,3.613496831
2.157859667,1.338993256,3.619203882
2.159322512,1.339209342,3.624917437
2.160785068,1.339425128,3.63063749
2.162247334,1.339640616,3.636161982
2.163709308,1.339855806,3.640549167
2.165170991,1.340070698,3.644938161
2.166632381,1.340285295,3.649328957
2.168093479,1.340499596,3.653721549
2.169554282,1.340713602,3.658115929
2.171014792,1.340927315,3.662512091
2.172475007,1.341140735,3.666910027
2.173934926,1.341353863,3.67130973
2.175394549,1.341566816,3.675711193
2.176853875,1.341783112,3.680114409
2.178312905,1.341999117,3.68451937
2.179771636,1.342214834,3.68892607
2.181230069,1.342430261,3.693334502
2.182688203,1.342645401,3.697744658
2.184146037,1.342860253,3.702156531
2.185603571,1.343074819,3.706570115
2.187060804,1.3432891,3.710985401
2.188517735,1.343503097,3.715402383
2.189974365,1.343716809,3.719817392
2.191430692,1.343930239,3.724198353
2.192886716,1.344143387,3.728580816
2.194342437,1.344356253,3.732964776
2.195797853,1.344568838,3.737350226
2.197252964,1.344781144,3.741737157
2.19870777,1.344993171,3.746125563
2.200162271,1.345204919,3.750515436
2.201616464,1.34541639,3.75490677
2.203070351,1.345627585,3.759299556
2.20452393,1.345838503,3.763693789
2.205977202,1.346049147,3.76808946
2.207430164,1.346259516,3.772486562
2.208882818,1.346469612,3.776885088
2.210335162,1.346679435,3.781285032
2.211787195,1.346888986,3.785686385
2.213238918,1.347098266,3.790089141
2.21469033,1.347307275,3.794493292
2.216141431,1.347516015,3.79889883
2.217592218,1.347724486,3.80330575
2.219042694,1.347932689,3.807714043
2.220492856,1.348114995,3.812123703
2.221942704,1.348275306,3.816534722
2.223392238,1.348435461,3.820947093
2.224841458,1.34859546,3.825360808
2.226290362,1.348779585,3.829775861
2.227738951,1.349049055,3.834192245
2.229187223,1.349318365,3.838609951
2.230635179,1.349579439,3.843028974
2.232082818,1.349782373,3.847449305
2.233530139,1.349985047,3.851870937
2.234977142,1.35018746,3.856293864
2.236423826,1.350389615,3.860718077
2.237870192,1.350591511,3.865143571
2.239316238,1.350793149,3.869570337
2.240761964,1.35099453,3.873998369
2.24220737,1.351195655,3.878427659
2.243652455,1.351396524,3.8828582
2.245097219,1.351597139,3.887289984
2.246541661,1.351797499,3.891723006
2.247985781,1.351997606,3.896157256
2.249429579,1.35219746,3.900592729
2.250873053,1.352397063,3.905029417
2.252316204,1.352596414,3.909467313
2.253759031,1.352795514,3.91390641
2.255201534,1.352994364,3.9183467
2.256643712,1.353192966,3.922788176
2.258085565,1.353391318,3.927230832
2.259527092,1.353589423,3.93167466
2.260968293,1.353787281,3.936119652
2.262409168,1.353984892,3.940565802
2.263849716,1.354182258,3.945013102
2.265289937,1.354379379,3.949461546
2.26672983,1.354576255,3.953911126
2.268169395,1.354772887,3.958361835
2.269608632,1.354969276,3.962813665
2.27104754,1.355165423,3.967266611
2.272486118,1.355361328,3.971720664
2.273924368,1.355556993,3.976175817
2.275362287,1.355752416,3.980632063
2.276799875,1.355947601,3.985089396
2.278237133,1.356142546,3.989547807
2.27967406,1.356337252,3.99400729
2.281110655,1.356531721,3.998467838
2.282546918,1.356725953,4.002929444
2.283982849,1.356919949,4.0073921
2.285418448,1.357113708,4.011855799
2.286853713,1.357307233,4.016320534
2.288288645,1.357500523,4.020786299
2.289723243,1.357693579,4.025253085
2.291157508,1.357886402,4.029720886
2.292591437,1.358078993,4.034189695
2.294025032,1.358271351,4.038659505
2.295458292,1.358463479,4.043130308
2.296891216,1.358655375,4.047602098
2.298323804,1.358847042,4.052074868
2.299756056,1.359038479,4.056548609
2.301187972,1.359229688,4.061023316
2.302619551,1.359420668,4.065498981
2.304050792,1.359611421,4.069975597
2.305481696,1.359801947,4.074453157
2.306912262,1.359992246,4.078931654
2.308342489,1.36018232,4.083411081
2.309772379,1.360372169,4.087891431
2.311201929,1.360561794,4.092372697
2.31263114,1.360751194,4.096854872
2.314060011,1.360940372,4.101337948
2.315488543,1.361129327,4.105821919
2.316916735,1.361318059,4.110306778
2.318344586,1.361506571,4.114792518
2.319772096,1.361694861,4.119279131
2.321199265,1.361882932,4.123766611
2.322626093,1.362070783,4.128254951
2.324052579,1.362258414,4.132744143
2.325478723,1.362445828,4.137234181
2.326904525,1.362633023,4.141725058
2.328329984,1.362820001,4.146216767
2.3297551,1.363006763,4.150700448
2.331179873,1.363193308,4.155169812
2.332604303,1.363379638,4.159639959
2.334028388,1.363565753,4.164110883
2.33545213,1.363751654,4.168582576
2.336875527,1.363937341,4.173055033
2.33829858,1.364122814,4.177528246
2.339721288,1.364308075,4.182002208
2.34114365,1.364493124,4.186476914
2.342565667,1.364677962,4.190952356
2.343987339,1.364862588,4.195428527
2.345408664,1.365047004,4.198881406
2.346829643,1.36523121,4.202181645
2.348250276,1.365415207,4.205479905
2.349670561,1.365598996,4.208776189
2.3510905,1.365782576,4.212070503
2.352510091,1.365965949,4.215362851
2.353929335,1.366149114,4.218653237
2.35534823,1.366332073,4.221941665
2.356766778,1.366514826,4.225228142
2.358184977,1.366697374,4.22851267
2.359602828,1.366879717,4.231795255
2.36102033,1.367061856,4.235075901
2.362437482,1.367243791,4.238354613
2.363854286,1.367425522,4.241631395
2.365270739,1.367607051,4.244906251
2.366686843,1.367788378,4.248179187
2.368102597,1.367969503,4.251450206
2.369518,1.368150427,4.254719314
2.370933053,1.36833115,4.257986514
2.372347755,1.368511674,4.261251811
2.373762106,1.368691998,4.264515209
2.375176105,1.368872123,4.267776714
2.376589753,1.369052049,4.27103633
2.37800305,1.369231778,4.27429406
2.379415994,1.369411309,4.27754991
2.380828586,1.369590643,4.280803884
2.382240826,1.369769781,4.284055987
2.383652714,1.369948722,4.287306222
2.385064248,1.370127469,4.290554595
2.386475429,1.370306021,4.293801109
2.387886257,1.370484378,4.297266683
2.389296732,1.370662541,4.302992484
2.390706853,1.370840511,4.308722303
2.39211662,1.371018289,4.314456131
2.393526033,1.371195873,4.320187727
2.394935092,1.371373266,4.325921321
2.396343796,1.371550468,4.331658865
2.397752145,1.371727479,4.337400353
2.399160139,1.371904299,4.34314578
2.400567779,1.37208093,4.348895141
2.401975063,1.372257371,4.35464843
2.403381991,1.372433623,4.360405641
2.404788564,1.372609687,4.366166769
2.406194781,1.372785563,4.371931809
2.407600642,1.372961252,4.377700754
2.409006146,1.373136753,4.3834736
2.410411295,1.373312068,4.389250341
2.411816086,1.373487197,4.395030972
2.413220521,1.373662141,4.400815486
2.414624598,1.3738369,4.406603879
2.416028319,1.374011474,4.412396144
2.417431682,1.374185863,4.418192277
2.418834687,1.37436007,4.423992271
2.420237335,1.374534093,4.429796122
2.421639625,1.374707933,4.435603823
2.423041557,1.374881591,4.441347832
2.42444313,1.375055067,4.445565145
2.425844346,1.375228362,4.449781287
2.427245202,1.375401477,4.453996254
2.4286457,1.37557441,4.458210043
2.430045839,1.375747164,4.46242265
2.431445619,1.375919739,4.466622006
2.432845039,1.376092134,4.470798802
2.434244101,1.376264351,4.474974316
2.435642802,1.37643639,4.479148543
2.437041144,1.376608251,4.483321481
2.438439127,1.376779934,4.487493125
2.439836749,1.376951441,4.491663472
2.441234011,1.377122772,4.495832519
2.442630912,1.377293927,4.500000261
2.444027454,1.377464906,4.504166696
2.445423634,1.377635711,4.50833182
2.446819454,1.37780634,4.512495628
2.448214913,1.377976796,4.516658119
2.449610011,1.378147078,4.520819288
2.451004747,1.378317187,4.524979132
2.452399123,1.378487123,4.529137647
2.453793137,1.378656886,4.533294831
2.455186789,1.378826478,4.537450679
2.456580079,1.378995898,4.541605189
2.457973008,1.379165146,4.545758357
2.459365575,1.379334225,4.54991018
2.460757779,1.379503132,4.555406097
2.462149621,1.37967187,4.560959657
2.463541101,1.379840439,4.566513575
2.464932218,1.380008839,4.572067838
2.466322973,1.38017707,4.577622434
2.467713365,1.380345133,4.583177353
2.469103394,1.380513028,4.588732582
2.47049306,1.380680755,4.594288111
2.471882362,1.380848316,4.599843926
2.473271302,1.381015711,4.605400017
2.474659878,1.381182939,4.610956372
2.476048091,1.381350001,4.61651298
2.477435939,1.381516898,4.622069829
2.478823425,1.381683631,4.627626907
2.480210546,1.381850198,4.633184205
2.481597303,1.382016602,4.638741709
2.482983697,1.382182842,4.644299409
2.484369726,1.382348919,4.649028675
2.485755391,1.382514833,4.653607751
2.487140691,1.382680584,4.658186958
2.488525627,1.382846173,4.662766288
2.489910199,1.383011601,4.667345737
2.491294405,1.383176867,4.671925297
2.492678247,1.383341972,4.676504963
2.494061724,1.383506917,4.681084728
2.495444836,1.383671702,4.685664586
2.496827583,1.383836326,4.690244531
2.498209964,1.384000792,4.694824556
2.499591981,1.384165098,4.699404657
2.500973632,1.384329246,4.703984825
2.502354917,1.384493236,4.708565056
2.503735837,1.384657068,4.713145343
2.505116391,1.384820742,4.717725679
2.50649658,1.384984259,4.72230606
2.507876402,1.385150018,4.726886478
2.509255859,1.385316823,4.731466927
2.51063495,1.38548347,4.736047403
2.512013674,1.385649958,4.740627897
2.513392032,1.385816289,4.745208405
2.514770025,1.385982462,4.749788921
2.51614765,1.386148478,4.754369438
2.51752491,1.386314337,4.758949949
2.518901803,1.38648004,4.763530451
2.520278329,1.386645587,4.768110935
2.521654488,1.386810979,4.772691397
2.523030281,1.386976215,4.777271829
2.524405707,1.387141296,4.781852228
2.525780767,1.387306222,4.786432585
2.527155459,1.387470994,4.791012896
2.528529784,1.387635613,4.795593154
2.529903742,1.387800078,4.800173354
2.531277333,1.387964389,4.804753489
2.532650557,1.388128548,4.809333554
2.534023414,1.388292555,4.813913543
2.535395903,1.388456409,4.81849345
2.536768025,1.388620111,4.823073269
2.538139779,1.388783663,4.827652994
2.539511166,1.388947063,4.832232619
2.540882185,1.389110312,4.836812139
2.542252836,1.389273411,4.841391548
2.54362312,1.389436359,4.845970839
2.544993036,1.389599158,4.850550008
2.546362584,1.389761808,4.855129048
2.547731764,1.389924309,4.859707953
2.549100577,1.390086661,4.864286719
2.550469021,1.390248864,4.868865338
2.551837097,1.39041092,4.873443805
2.553204806,1.390572827,4.878022116
2.554572146,1.390734588,4.882600263
2.555939118,1.390896201,4.887166007
2.557305721,1.391057668,4.891703846
2.558671957,1.391218988,4.896241442
2.560037824,1.391380162,4.900778791
2.561403323,1.39154119,4.905315887
2.562768453,1.391702073,4.909852724
2.564133215,1.391862811,4.914389298
2.565497608,1.392023405,4.918925604
2.566861633,1.392183853,4.924625119
2.568225289,1.392344158,4.930788435
2.569588577,1.392504319,4.936953223
2.570951496,1.392664336,4.943119475
2.572314046,1.39282421,4.949287181
2.573676228,1.392983941,4.955456332
2.575038041,1.39314353,4.961626919
2.576399485,1.393302976,4.967798932
2.57776056,1.393462281,4.973972363
2.579121266,1.393621444,4.980147202
2.580481604,1.393780465,4.986323439
2.581841572,1.393939346,4.992501067
2.583201172,1.394098086,4.998680075
2.584560403,1.394256686,5.004860455
2.585919265,1.394415145,5.011042198
2.587277757,1.394573465,5.017225294
2.588635881,1.394731646,5.023409735
2.589993636,1.394889687,5.029595512
2.591351021,1.395047589,5.035782615
2.592708038,1.395205353,5.041971037
2.594064685,1.395362979,5.048160767
2.595420963,1.395520466,5.054002597
2.596776872,1.395677817,5.057960799
2.598132412,1.395835029,5.061916452
2.599487583,1.395992105,5.065869564
2.600842385,1.396149044,5.069820142
2.602196817,1.396305846,5.073768194
2.60355088,1.396462513,5.077713726
2.604904574,1.396619043,5.081656744
2.606257898,1.396775438,5.085597258
2.607610854,1.396931697,5.089535272
2.60896344,1.39717188,5.093470795
2.610315657,1.397429051,5.097403833
2.611667504,1.397686015,5.101334394
2.613018982,1.397942775,5.105262483
2.614370091,1.398199329,5.10918811
2.615720831,1.398455677,5.113111279
2.617071201,1.398711821,5.117031999
2.618421202,1.398967759,5.120950276
2.619770833,1.399223491,5.124866118
2.621120096,1.399479019,5.12877953
2.622468989,1.399734342,5.132690521
2.623817512,1.399989459,5.136599097
2.625165667,1.400244372,5.140505264
2.626513452,1.40049908,5.144409031
2.627860867,1.400753583,5.148310403
2.629207914,1.401007882,5.152209388
2.630554591,1.401261976,5.156105993
2.631900899,1.401515865,5.160000224
2.633246837,1.40176955,5.163892088
2.634592407,1.402023031,5.167781593
2.635937607,1.402276307,5.171668745
2.637282437,1.402529379,5.17555355
2.638626899,1.402782247,5.179436016
2.639970991,1.403034911,5.18331615
2.641314714,1.403287371,5.187193958
2.642658068,1.403539627,5.191069446
2.644001052,1.403791679,5.1949256
2.645343668,1.404043528,5.198743965
2.646685914,1.404295173,5.202559982
2.648027791,1.404546614,5.206373659
2.649369299,1.404797851,5.210185001
2.650710438,1.405048886,5.213994017
2.652051208,1.405299717,5.217800713
2.653391608,1.405550344,5.221605095
2.65473164,1.405800769,5.225407172
2.656071302,1.40605099,5.229348969
2.657410596,1.406301009,5.234358998
2.65874952,1.406550824,5.239367312
2.660088076,1.406800437,5.244373906
2.661426262,1.407049847,5.249378772
2.66276408,1.407299054,5.254381907
2.664101529,1.407548059,5.259383305
2.665438609,1.407796861,5.26438296
2.66677532,1.408045461,5.269380868
2.668111662,1.408293858,5.274377023
2.669447635,1.408542053,5.27937142
2.67078324,1.408790047,5.284364053
2.672118476,1.409037838,5.289354918
2.673453343,1.409285427,5.29434401
2.674787842,1.409532814,5.299331323
2.676121972,1.40978,5.304316853
2.677455733,1.410026984,5.309300594
2.678789126,1.410273766,5.314282542
2.680122151,1.410520347,5.319262691
2.681454806,1.410766726,5.324241037
2.682787094,1.411012904,5.329217575
2.684119013,1.411258881,5.334192301
2.685450564,1.411504657,5.339165208
2.686781746,1.411750232,5.344136293
2.68811256,1.411995606,5.349105552
2.689443006,1.412240779,5.354072978
2.690773083,1.412485751,5.359038568
2.692102793,1.412730523,5.364002317
2.693432134,1.412975094,5.36896422
2.694761107,1.413219464,5.373924274
2.696089712,1.413463635,5.378882473
2.69741795,1.413707605,5.383838812
2.698745819,1.413951375,5.388793288
2.70007332,1.414194945,5.393745897
2.701400454,1.414438315,5.398696633
2.70272722,1.414681485,5.403645492
2.704053618,1.414924455,5.408592471
2.705379648,1.415167226,5.413537564
2.706705311,1.415409797,5.418480768
2.708030606,1.415652169,5.423422078
2.709355533,1.415894341,5.42836149
2.710680093,1.416136315,5.433299001
2.712004286,1.416378089,5.438234605
2.713328111,1.416619664,5.4431683
2.714651569,1.41686104,5.44810008
2.71597466,1.417102217,5.453029942
2.717297383,1.417343196,5.457957882
2.71861974,1.417583976,5.462883895
2.719941729,1.417824557,5.467807979
2.721263351,1.41806494,5.472730129
2.722584607,1.418305125,5.477650341
2.723905495,1.418545112,5.482568612
2.725226017,1.4187849,5.487484937
2.726546171,1.419024491,5.492399313
2.727865959,1.419263884,5.497311737
2.729185381,1.419503079,5.502222204
2.730504435,1.419742076,5.50713071
2.731823124,1.419980876,5.512037253
2.733141445,1.420219478,5.516941829
2.734459401,1.420457883,5.521844434
2.73577699,1.420696091,5.526745064
2.737094213,1.420934102,5.531643716
2.738411069,1.421171916,5.536540387
2.73972756,1.421409533,5.541435073
2.741043684,1.421646953,5.54632777
2.742359443,1.421884176,5.551218476
2.743674835,1.422121204,5.556107187
2.744989862,1.422358034,5.560993899
2.746304523,1.422594668,5.56587861
2.747618818,1.422831107,5.570761316
2.748932748,1.423067349,5.575642013
2.750246312,1.423303395,5.5805207
2.75155951,1.423539245,5.585397372
2.752872344,1.423774899,5.590272026
2.754184812,1.424010358,5.595144659
2.755496914,1.424245622,5.600015269
2.756808652,1.42448069,5.604883852
2.758120024,1.424715562,5.609750404
2.759431032,1.42495024,5.614614924
2.760741674,1.425184722,5.619477408
2.762051952,1.42541901,5.624337854
2.763361865,1.425653103,5.629196257
2.764671413,1.425887001,5.634052616
2.765980596,1.426120705,5.638906928
2.767289415,1.426354214,5.643759189
2.76859787,1.426587529,5.648609397
2.76990596,1.426820649,5.653457549
2.771213687,1.427053576,5.658303643
2.772521048,1.427286309,5.663147676
2.773828046,1.427518847,5.667989645
2.77513468,1.427751193,5.672829547
2.77644095,1.427983344,5.67766738
2.777746856,1.428215302,5.682503141
2.779052398,1.428447067,5.687336828
2.780357577,1.428678638,5.692168438
2.781662392,1.428910016,5.696997968
2.782966844,1.429141202,5.701825417
2.784270932,1.429372194,5.706650782
2.785574657,1.429602994,5.711474059
2.786878019,1.429833601,5.716295248
2.788181018,1.430064016,5.721114345
2.789483654,1.430294238,5.725931348
2.790785926,1.430524268,5.730746255
2.792087836,1.430754106,5.735559064
2.793389384,1.430983752,5.740369772
2.794690568,1.431213206,5.745178377
2.795991391,1.431442468,5.749984877
2.79729185,1.431671539,5.754789269
2.798591948,1.431900418,5.759591552
2.799891683,1.432129106,5.764391724
2.801191056,1.432357603,5.769189781
2.802490067,1.432585909,5.773985723
2.803788717,1.432814023,5.778779547
2.805087004,1.433041947,5.783571251
2.80638493,1.43326968,5.788360834
2.807682494,1.433497223,5.792842936
2.808979696,1.433724575,5.796944125
2.810276537,1.433951736,5.801044388
2.811573017,1.434178708,5.805143725
2.812869136,1.434405489,5.809242138
2.814164893,1.434632081,5.813339626
2.81546029,1.434858483,5.817436189
2.816755325,1.435084695,5.821531829
2.81805,1.435310717,5.825626544
2.819344314,1.43553655,5.829720337
2.820638268,1.435762194,5.833813206
2.821931861,1.435987649,5.838552716
2.823225094,1.436212915,5.843599132
2.824517967,1.436437991,5.848645441
2.82581048,1.436662879,5.853691641
2.827102632,1.436887579,5.858737726
2.828394425,1.43711209,5.863783694
2.829685858,1.437336412,5.868829541
2.830976931,1.437560547,5.873875262
2.832267645,1.437784493,5.878920854
2.833557999,1.438008251,5.883966314
2.834847994,1.438169562,5.889011637
2.836137629,1.438270673,5.894056821
2.837426906,1.438371716,5.899101861
2.838715824,1.438472691,5.904146753
2.840004383,1.438573598,5.909191494
2.841292583,1.438674438,5.914236081
2.842580424,1.43877521,5.919280509
2.843867907,1.438875915,5.924324775
2.845155032,1.438976552,5.929368876
2.846441798,1.439077122,5.934412807
2.847728206,1.439177625,5.939456566
2.849014256,1.439278061,5.944500148
2.850299949,1.43937843,5.94954355
2.851585283,1.439478732,5.954586769
2.85287026,1.439578967,5.9596298
2.854154879,1.439679136,5.964672641
2.855439141,1.439779238,5.969435524
2.856723046,1.439879273,5.974166068
2.858006593,1.439979243,5.978894449
2.859289784,1.440079145,5.983620666
2.860572617,1.440178982,5.988344717
2.861855094,1.440278753,5.993066601
2.863137214,1.440378457,5.997786318
2.864418978,1.440478096,6.002503866
2.865700385,1.440577668,6.007219244
2.866981436,1.440677175,6.011932452
2.868262131,1.440776616,6.016643488
2.86954247,1.440875992,6.021568587
2.870822453,1.440975302,6.02663438
2.87210208,1.441074547,6.031700212
2.873381351,1.441173727,6.036766082
2.874660267,1.441272841,6.041831988
2.875938828,1.44137189,6.046897931
2.877217034,1.441470875,6.051963908
2.878494884,1.441569794,6.057029921
2.87977238,1.441668649,6.062095967
2.88104952,1.441767438,6.067162047
2.882326306,1.441866163,6.072228158
2.883602738,1.441964824,6.077294302
2.884878815,1.44206342,6.082360476
2.886154538,1.442161951,6.087426681
2.887429906,1.442260419,6.092492915
2.888704921,1.442358822,6.097559178
2.889979582,1.442457161,6.10262547
2.891253889,1.442555436,6.107691789
2.892527842,1.442653647,6.112758134
2.893801442,1.442751794,6.117824506
2.895074689,1.442849877,6.122890904
2.896347583,1.442947897,6.127957326
2.897620123,1.443045853,6.133023773
2.898892311,1.443143746,6.138090243
2.900164146,1.443241575,6.143156737
2.901435628,1.443339341,6.148223252
2.902706758,1.443437043,6.15328979
2.903977535,1.443534683,6.158356349
2.905247961,1.443632259,6.163422928
2.906518034,1.443729772,6.168489527
2.907787756,1.443827223,6.173556146
2.909057125,1.443924611,6.178622783
2.910326143,1.444021935,6.183689439
2.91159481,1.444119198,6.188756112
2.912863126,1.444216397,6.193822803
2.91413109,1.444313535,6.19888951
2.915398703,1.44441061,6.203956233
2.916665965,1.444507622,6.209022972
2.917932877,1.444604572,6.214089726
2.919199438,1.444701461,6.219156494
2.920465649,1.444798287,6.224223276
2.92173151,1.444895051,6.229290071
2.92299702,1.444991753,6.234356879
2.92426218,1.445088394,6.2394237
2.925526991,1.445184972,6.244490533
2.926791452,1.44528149,6.249557377
2.928055563,1.445377945,6.254624232
2.929319325,1.445474339,6.259691098
2.930582738,1.445570672,6.264757973
2.931845802,1.445666943,6.269824858
2.933108517,1.445763154,6.274891753
2.934370883,1.445859303,6.279958655
2.935632901,1.445955391,6.285025566
2.93689457,1.446051418,6.290092485
2.938155891,1.446147384,6.295159411
2.939416864,1.446243289,6.300226345
2.940677489,1.446339134,6.305293284
2.941937766,1.446434918,6.31036023
2.943197696,1.446530642,6.315427181
2.944457278,1.446626304,6.320494138
2.945716512,1.446721907,6.325561099
2.9469754,1.446817449,6.330628065
2.94823394,1.446912931,6.335695035
2.949492134,1.447008353,6.340762009
2.950749981,1.447103715,6.345828986
2.952007481,1.447199017,6.350895966
2.953264635,1.447294258,6.355962949
2.954521443,1.44738944,6.361029934
2.955777905,1.447484563,6.366096921
2.957034021,1.447579625,6.37116391
2.958289791,1.447674628,6.376230899
2.959545216,1.447769572,6.38129789
2.960800295,1.447864456,6.386364882
2.962055029,1.44795928,6.391431873
2.963309418,1.448054046,6.396498865
2.964563462,1.448148752,6.401565856
2.965817161,1.448243399,6.406632846
2.967070516,1.448337987,6.411699836
2.968323526,1.448432516,6.416766824
2.969576193,1.448526986,6.421833811
2.970828515,1.448621397,6.426900796
2.972080493,1.44871575,6.431967779
2.973332127,1.448810043,6.43703476
2.974583418,1.448904279,6.442101738
2.975834365,1.448998455,6.447168713
2.97708497,1.449092574,6.452235684
2.978335231,1.449186634,6.457302653
2.979585149,1.449280635,6.462369618
2.980834724,1.449374579,6.467436579
2.982083957,1.449468464,6.472503535
2.983332848,1.449562292,6.477570488
2.984581396,1.449656061,6.482637436
2.985829603,1.449749772,6.487704379
2.987077467,1.449843426,6.492771317
2.98832499,1.449937022,6.49783825
2.989572171,1.45003056,6.502905177
2.990819011,1.450124041,6.507972099
2.992065509,1.450217464,6.513039015
2.993311667,1.45031083,6.518105925
2.994557484,1.450404138,6.523172829
2.99580296,1.450497389,6.528239726
2.997048096,1.450590583,6.533306617
2.998292891,1.450683719,6.538373502
2.999537347,1.450776799,6.543440379
3.000781462,1.450869821,6.548507249
3.002025237,1.450962787,6.553574112
3.003268673,1.451055696,6.558640968
3.00451177,1.451148548,6.563707816
3.005754527,1.451241343,6.568774657
3.006996945,1.451334082,6.5738125
3.008239025,1.451426764,6.578823936
3.009480765,1.451519389,6.583834877
3.010722167,1.451611958,6.588845321
3.011963231,1.451704471,6.593855264
3.013203956,1.451796928,6.598864705
3.014444344,1.451889328,6.603873642
3.015684394,1.451981672,6.608882071
3.016924106,1.452073961,6.613889991
3.01816348,1.452166193,6.618889302
3.019402518,1.452258369,6.621473588
3.020641218,1.45235049,6.623818836
3.021879581,1.452442554,6.626162551
3.023117608,1.452534563,6.628504737
3.024355298,1.452626517,6.630845398
3.025592652,1.452718415,6.63318454
3.026829669,1.452810257,6.635522166
3.028066351,1.452902044,6.637858281
3.029302696,1.452993776,6.640192889
3.030538706,1.453085452,6.642525994
3.031774381,1.453177073,6.644857602
3.03300972,1.453268639,6.647187715
3.034244725,1.45336015,6.649516339
3.035479394,1.453451606,6.651843478
3.036713729,1.453543007,6.654169136
3.037947729,1.453634353,6.656455406
3.039181395,1.453725645,6.658739928
3.040414727,1.453816881,6.661022989
3.041647724,1.453908064,6.663304593
3.042880388,1.453999191,6.665584745
3.044112719,1.454090264,6.667863448
3.045344716,1.454181283,6.670140707
3.04657638,1.454272247,6.672416525
3.04780771,1.454363157,6.674690908
3.049038708,1.454454013,6.676963858
3.050269374,1.454544814,6.679235381
3.051499707,1.454635562,6.681505481
3.052729707,1.454726255,6.684911896
3.053959376,1.454816894,6.689262944
3.055188713,1.45490748,6.694140996
3.056417718,1.454998012,6.700719526
3.057646391,1.45508849,6.707299614
3.058874734,1.455178914,6.713881256
3.060102745,1.455269285,6.720464446
3.061330425,1.455359602,6.72704918
3.062557775,1.455449866,6.733635451
3.063784794,1.455540076,6.740223257
3.065011482,1.455630233,6.74681259
3.066237841,1.455720337,6.753403447
3.067463869,1.455810387,6.759995821
3.068689568,1.455900385,6.76658971
3.069914937,1.455990329,6.773185106
3.071139977,1.45608022,6.779782006
3.072364688,1.456170058,6.786380404
3.07358907,1.456259844,6.792980295
3.074813123,1.456349576,6.799581675
3.076036847,1.456439256,6.804836295
3.077260243,1.456528883,6.808377458
3.078483311,1.456618458,6.811918392
3.079706051,1.45670798,6.815459097
3.080928463,1.456797449,6.818999574
3.082150547,1.456886866,6.822539822
3.083372304,1.456976231,6.826079841
3.084593734,1.457065543,6.829619631
3.085814837,1.457154803,6.833159193
3.087035613,1.457244011,6.836698526
3.088256062,1.457333167,6.840237631
3.089476185,1.457422271,6.843776507
3.090695982,1.457511323,6.847315155
3.091915453,1.457600323,6.850853575
3.093134598,1.457689271,6.854391766
3.094353417,1.457778167,6.857929729
3.095571911,1.457867012,6.861467464
3.09679008,1.457955805,6.86500497
3.098007924,1.458044546,6.868542249
3.099225443,1.458133236,6.8720793
3.100442637,1.458221874,6.875616122
3.101659507,1.458310461,6.879152717
3.102876053,1.458398997,6.882689084
3.104092274,1.458487481,6.886225223
3.105308172,1.458575914,6.889761134
3.106523747,1.458664296,6.893296817
3.107738997,1.458752627,6.896832273
3.108953925,1.458840907,6.900367501
3.11016853,1.458929136,6.903870232
3.111382812,1.459017314,6.907360858
3.112596771,1.459105441,6.910851205
3.113810408,1.459193518,6.914341273
3.115023723,1.459281544,6.917831063
3.116236716,1.459369519,6.921320574
3.117449387,1.459457443,6.924809806
3.118661737,1.459545317,6.92829876
3.119873765,1.459633141,6.931787436
3.121085472,1.459720914,6.935275834
3.122296858,1.459808636,6.938763954
3.123507924,1.459896309,6.942251795
3.124718668,1.459983931,6.94573936
3.125929093,1.460071503,6.949226646
3.127139197,1.460159025,6.952713656
3.128348982,1.460246497,6.956200388
3.129558447,1.460333919,6.959686842
3.130767592,1.460421291,6.96317302
3.131976418,1.460508613,6.966658921
3.133184925,1.460595885,6.97060806
3.134393113,1.460683108,6.97486045
3.135600983,1.460770281,6.979110824
3.136808534,1.460857404,6.983359185
3.138015767,1.460944478,6.987605534
3.139222682,1.461031502,6.991849873
3.140429278,1.461118477,6.996092205
3.141635558,1.461205402,7.00033253
3.14284152,1.461292278,7.004570851
