LRI,95% UI,
1.162384102,1.084191566,1.273807088
1.163069888,1.084596831,1.274832643
1.163755673,1.085002102,1.275858189
1.164441459,1.08540738,1.276883728
1.165127245,1.085812664,1.277909259
1.165809895,1.086215034,1.278931344
1.166492546,1.086617412,1.27995342
1.167175197,1.087019797,1.280975486
1.167857848,1.08742219,1.281997544
1.168540499,1.08782758,1.283011101
1.169223149,1.088232975,1.284024651
1.1699058,1.088638377,1.285038194
1.170588451,1.089043785,1.28605173
1.171271102,1.0894492,1.287065259
1.171953752,1.089854621,1.28807878
1.172633284,1.090257148,1.289088865
1.173312815,1.090659682,1.290098941
1.173992347,1.091062224,1.291109009
1.174671878,1.091464774,1.292119068
1.17535141,1.091870298,1.293111015
1.176030941,1.092275828,1.294102956
1.176710473,1.092681364,1.29509489
1.177390004,1.093086906,1.296086818
1.178069536,1.093492454,1.297078739
1.178749067,1.093898009,1.298070654
1.179425495,1.09430069,1.299059143
1.180101922,1.094703377,1.300047624
1.18077835,1.095106073,1.301036098
1.181454778,1.095508775,1.302024563
1.182131205,1.095914431,1.303024918
1.182807633,1.096320092,1.304025265
1.183484061,1.096725759,1.305025606
1.184160488,1.097131432,1.30602594
1.184836916,1.097537112,1.307026268
1.185513344,1.097942797,1.308026588
1.186186683,1.098345628,1.309023494
1.186860022,1.098748466,1.310020391
1.187533362,1.099151311,1.311017281
1.188206701,1.099554163,1.312014162
1.18888004,1.099959947,1.312995252
1.18955338,1.100365737,1.313976335
1.190226719,1.100771533,1.314957413
1.190900058,1.101177334,1.315938483
1.191573398,1.101583141,1.316919548
1.192246737,1.101988953,1.317900607
1.192917004,1.102391932,1.318878262
1.19358727,1.102794917,1.319855909
1.194257537,1.103197909,1.32083355
1.194927803,1.103600908,1.321811183
1.19559807,1.104006818,1.322780884
1.196268337,1.104412734,1.323750579
1.196938603,1.104818654,1.324720269
1.19760887,1.105224581,1.325689952
1.198279136,1.105630513,1.32665963
1.198949403,1.10603645,1.327629302
1.199616612,1.106439573,1.328595582
1.200283821,1.106842702,1.329561855
1.200951031,1.107245838,1.330528121
1.20161824,1.107648981,1.33149438
1.202285449,1.108055014,1.332475191
1.202952659,1.108461052,1.333455996
1.203619868,1.108867095,1.334436795
1.204287077,1.109273144,1.335417588
1.204954286,1.109679198,1.336398375
1.205621496,1.110085258,1.337379156
1.206285663,1.110488522,1.338356556
1.206949831,1.110891793,1.339333948
1.207613998,1.11129507,1.340311333
1.208278166,1.111698353,1.341288711
1.208942333,1.112104506,1.342294346
1.209606501,1.112510664,1.343299973
1.210270668,1.112916828,1.344305594
1.210934836,1.113322996,1.345311208
1.211599003,1.11372917,1.346316815
1.212263171,1.114135349,1.347322416
1.212924312,1.114538752,1.348324646
1.213585453,1.114942161,1.349326868
1.214246594,1.115345576,1.350329082
1.214907736,1.115748997,1.351331288
1.215568877,1.116155268,1.352326711
1.216230018,1.116561544,1.353322127
1.216891159,1.116967824,1.354317537
1.2175523,1.11737411,1.355312941
1.218213442,1.117780401,1.356308338
1.218874583,1.118186696,1.357303729
1.219532713,1.118590235,1.35829576
1.220190844,1.11899378,1.359287783
1.220848974,1.11939733,1.360279799
1.221507105,1.119800886,1.361271808
1.222165235,1.120207273,1.362258625
1.222823366,1.120613663,1.363245437
1.223481496,1.121020059,1.364232242
1.224139627,1.121426459,1.365219041
1.224797757,1.121832864,1.366205834
1.225455888,1.122239274,1.367192621
1.226111023,1.122642946,1.36817606
1.226766158,1.123046624,1.369159491
1.227421293,1.123450307,1.370142915
1.228076428,1.123853996,1.371126332
1.228731564,1.124260495,1.372105259
1.229386699,1.124666998,1.373084181
1.230041834,1.125073506,1.374063096
1.230696969,1.125480019,1.375042005
1.231352104,1.125886536,1.376020909
1.23200724,1.126293057,1.376999807
1.232659395,1.12669686,1.377975368
1.23331155,1.127100668,1.378950922
1.233963706,1.127504482,1.379926469
1.234615861,1.127908301,1.380902009
1.235268017,1.12831491,1.381873119
1.235920172,1.128721523,1.382844223
1.236572328,1.129128141,1.383815322
1.237224483,1.129534764,1.384786415
1.237876639,1.12994139,1.385757503
1.238528794,1.130348022,1.386728585
1.239177985,1.130751952,1.387696342
1.239827176,1.131155888,1.388664092
1.240476368,1.13155983,1.389631835
1.241125559,1.131963776,1.390599571
1.24177475,1.132370493,1.391562938
1.242423941,1.132777215,1.392526299
1.243073132,1.133183941,1.393489654
1.243722324,1.133590671,1.394453004
1.244371515,1.133997405,1.395416349
1.245020706,1.134404143,1.396379688
1.245666948,1.1348082,1.397339714
1.246313191,1.135212261,1.398299734
1.246959433,1.135616328,1.399259747
1.247605676,1.136020399,1.400219753
1.248251918,1.136427223,1.401108723
1.248898161,1.13683405,1.401997688
1.249544403,1.137240881,1.40288665
1.250190646,1.137647716,1.403775608
1.250836888,1.138054556,1.404664563
1.251483131,1.138461399,1.405553513
1.25212644,1.138865579,1.406439166
1.252769749,1.139269764,1.407324814
1.253413058,1.139673953,1.408210457
1.254056368,1.140078148,1.409096096
1.254699677,1.140485074,1.410038283
1.255342986,1.140892005,1.410980466
1.255986295,1.14129894,1.411922643
1.256629605,1.141705878,1.412864816
1.257272914,1.142112821,1.413806983
1.257916223,1.142519767,1.414749146
1.258556614,1.142924068,1.415688022
1.259197006,1.143328374,1.416626892
1.259837397,1.143732684,1.417565757
1.260477789,1.144136999,1.418504615
1.261118181,1.144544027,1.419484574
1.261758572,1.144951059,1.420464528
1.262398964,1.145358095,1.421444475
1.263039355,1.145765135,1.422424418
1.263679747,1.146172179,1.423404354
1.264320138,1.146579226,1.424384285
1.264957627,1.146983646,1.42536094
1.265595117,1.14738807,1.426337588
1.266232606,1.147792499,1.427314229
1.266870095,1.148196932,1.428290864
1.267507584,1.14860406,1.429265311
1.268145074,1.149011191,1.430239752
1.268782563,1.149418327,1.431214189
1.269420052,1.149825465,1.432188619
1.270057542,1.150232608,1.433163045
1.270695031,1.150639754,1.434137464
1.271329633,1.151044291,1.43510862
1.271964236,1.151448831,1.436079769
1.272598839,1.151853376,1.437050911
1.273233441,1.152257926,1.438022047
1.273868044,1.152665151,1.438951524
1.274502646,1.15307238,1.439880997
1.275137249,1.153479613,1.440810465
1.275771851,1.153886849,1.441739928
1.276406454,1.154294089,1.442669387
1.277041057,1.154701332,1.443598842
1.277672788,1.155105983,1.444525046
1.278304519,1.155510638,1.445451245
1.278936251,1.155915297,1.446377438
1.279567982,1.156319961,1.447303625
1.280199713,1.156727282,1.448249128
1.280831445,1.157134607,1.449194626
1.281463176,1.157541935,1.450140119
1.282094908,1.157949266,1.451085607
1.282726639,1.158356601,1.45203109
1.28335837,1.158763939,1.452976569
1.283987246,1.159168702,1.453918809
1.284616122,1.15957347,1.454861043
1.285244997,1.159978242,1.455803271
1.285873873,1.160383018,1.456745494
1.286502749,1.160790433,1.457709985
1.287131624,1.161197851,1.458674471
1.2877605,1.161605272,1.459638952
1.288389376,1.162012697,1.460603428
1.289018251,1.162420125,1.461567898
1.289647127,1.162827557,1.462532364
1.290273162,1.163232431,1.463493603
1.290899198,1.163637309,1.464454835
1.291525233,1.164042191,1.465416061
1.292151269,1.164447077,1.466377281
1.292777304,1.164854584,1.467336249
1.29340334,1.165262094,1.468295212
1.294029375,1.165669607,1.469254171
1.294655411,1.166077124,1.470213124
1.295281446,1.166484644,1.471172072
1.295907482,1.166892166,1.472131015
1.296530693,1.167297149,1.473086743
1.297153903,1.167702136,1.474042466
1.297777114,1.168107126,1.474998182
1.298400325,1.168512121,1.475953893
1.299023536,1.168919718,1.476907361
1.299646747,1.169327318,1.477860825
1.300269957,1.169734922,1.478814283
1.300893168,1.170142528,1.479767737
1.301516379,1.170550137,1.480721186
1.30213959,1.17095775,1.48167463
1.302759991,1.17136284,1.482624872
1.303380393,1.171767933,1.483575108
1.304000794,1.17217303,1.484525338
1.304621196,1.172578131,1.485475562
1.305241598,1.172985817,1.486423554
1.305861999,1.173393505,1.487371541
1.306482401,1.173801197,1.488319523
1.307102803,1.174208892,1.489267501
1.307723204,1.174616589,1.490215474
1.308343606,1.17502429,1.491163442
1.308961214,1.175429485,1.49210822
1.309578822,1.175834683,1.493052993
1.31019643,1.176239885,1.493997761
1.310814038,1.176645091,1.494942522
1.311431645,1.177052863,1.49588506
1.312049253,1.177460639,1.496827594
1.312666861,1.177868417,1.497770124
1.313284469,1.178276198,1.498712648
1.313902077,1.178683982,1.499655168
1.314519685,1.179091769,1.500597683
1.315134515,1.179497068,1.501537022
1.315749345,1.179902369,1.502476355
1.316364174,1.180307674,1.503415683
1.316979004,1.180712982,1.504355005
1.317593834,1.181120841,1.505292113
1.318208664,1.181528701,1.506229217
1.318823494,1.181936565,1.507166316
1.319438323,1.182344431,1.508103411
1.320053153,1.1827523,1.509040501
1.320667983,1.183160172,1.509977587
1.32128005,1.183565572,1.510911509
1.321892117,1.183970975,1.511845426
1.322504184,1.184376381,1.512779337
1.323116251,1.184781791,1.513713243
1.323728318,1.185189732,1.514644944
1.324340386,1.185597677,1.515576641
1.324952453,1.186005624,1.516508334
1.32556452,1.186413574,1.517440022
1.326176587,1.186821526,1.518371705
1.326788654,1.187229481,1.519303385
1.327397974,1.187634981,1.520231913
1.328007294,1.188040484,1.521160437
1.328616614,1.18844599,1.522088955
1.329225934,1.188851499,1.523017468
1.329835254,1.189259523,1.523943785
1.330444574,1.18966755,1.524870098
1.331053894,1.190075579,1.525796406
1.331663214,1.190483611,1.526722711
1.332272534,1.190891645,1.527649011
1.332881854,1.191299682,1.528575307
1.333488442,1.19170528,1.529498465
1.33409503,1.192110881,1.530421618
1.334701619,1.192516485,1.531344767
1.335308207,1.192922093,1.53226791
1.335914795,1.193330198,1.533188866
1.336521384,1.193738305,1.534109818
1.337127972,1.194146415,1.535030765
1.33773456,1.194554527,1.535951709
1.338341149,1.194962642,1.536872649
1.338947737,1.195370759,1.537793584
1.339551609,1.195776454,1.538711395
1.340155481,1.196182152,1.539629202
1.340759353,1.196587852,1.540547003
1.341363226,1.196993556,1.5414648
1.341967098,1.19740174,1.54234787
1.34257097,1.197809927,1.543230936
1.343174842,1.198218116,1.544114
1.343778714,1.198626307,1.54499706
1.344382586,1.199034501,1.545880116
1.344986459,1.199442697,1.546763169
1.34558763,1.199848487,1.547643113
1.346188802,1.20025428,1.548523052
1.346789973,1.200660076,1.549402988
1.347391145,1.201065875,1.550282919
1.347992316,1.201474137,1.551063907
1.348593488,1.201882402,1.551844894
1.349194659,1.202290669,1.552625879
1.349795831,1.202698938,1.553406863
1.350397003,1.203107209,1.554187845
1.350998174,1.203515483,1.554968826
1.351596661,1.203921367,1.555746714
1.352195147,1.204327254,1.5565246
1.352793633,1.204733143,1.557302484
1.35339212,1.205139036,1.558080367
1.353990606,1.205547374,1.55885278
1.354589093,1.205955715,1.559625193
1.355187579,1.206364059,1.560397603
1.355786065,1.206772404,1.561170012
1.356384552,1.207180752,1.56194242
1.356983038,1.207589102,1.562714827
1.357578855,1.207995078,1.563484157
1.358174672,1.208401057,1.564253485
1.358770489,1.208807039,1.565022812
1.359366305,1.209213024,1.565792137
1.359962122,1.209621438,1.566554027
1.360557939,1.210029854,1.567315915
1.361153756,1.210438272,1.568077802
1.361749573,1.210846693,1.568839687
1.362345389,1.211255116,1.569601572
1.362941206,1.21166354,1.570363455
1.363534369,1.212069608,1.571122278
1.364127532,1.212475678,1.5718811
1.364720694,1.212881751,1.57263992
1.365313857,1.213287826,1.573398739
1.36590702,1.213696314,1.57415221
1.366500182,1.214104804,1.57490568
1.367093345,1.214513297,1.575659149
1.367686508,1.214921791,1.576412616
1.36827967,1.215330287,1.577166083
1.368872833,1.215738786,1.577919548
1.369463357,1.216144943,1.57866997
1.370053881,1.216551103,1.579420391
1.370644405,1.216957265,1.58017081
1.37123493,1.217363429,1.580921228
1.371825454,1.21777199,1.581666384
1.372415978,1.218180553,1.58241154
1.373006502,1.218589118,1.583156694
1.373597026,1.218997685,1.583901847
1.37418755,1.219406254,1.584647
1.374778074,1.219814825,1.585392151
1.375365975,1.220221071,1.586134276
1.375953876,1.220627319,1.586876399
1.376541777,1.221033569,1.587618522
1.377129678,1.221439822,1.588360643
1.377717579,1.221848454,1.589097588
1.37830548,1.222257089,1.589834533
1.378893381,1.222665725,1.590571477
1.379481282,1.223074364,1.59130842
1.380069183,1.223483004,1.592045362
1.380657084,1.223891646,1.592782303
1.381242377,1.224297979,1.593516235
1.381827671,1.224704313,1.594250165
1.382412964,1.225110651,1.594984095
1.382998257,1.22551699,1.595718023
1.383583551,1.225925693,1.596446862
1.384168844,1.226334398,1.5971757
1.384754138,1.226743105,1.597904537
1.385339431,1.227151814,1.598633374
1.385924724,1.227560524,1.599362209
1.386510018,1.227969236,1.600091044
1.387092719,1.228375655,1.600816886
1.38767542,1.228782075,1.601542728
1.388258122,1.229188498,1.602268568
1.388840823,1.229594923,1.602994407
1.389423524,1.230003696,1.603758753
1.390006226,1.23041247,1.604523097
1.390588927,1.230821246,1.60528744
1.391171628,1.231230024,1.606051781
1.39175433,1.231638803,1.606816121
1.392337031,1.232047584,1.607580459
1.392917156,1.232454087,1.608341821
1.39349728,1.232860592,1.609103181
1.394077405,1.2332671,1.609864539
1.39465753,1.233673609,1.610625896
1.395237655,1.23408245,1.611422268
1.395817779,1.234491292,1.612218637
1.396397904,1.234900136,1.613015005
1.396978029,1.235308982,1.613811371
1.397558153,1.235717829,1.614607735
1.398138278,1.236126678,1.615404097
1.398715842,1.236533265,1.616197497
1.399293405,1.236939853,1.616990896
1.399870969,1.237346444,1.617784291
1.400448533,1.237753037,1.618577684
1.401026096,1.238161945,1.619368197
1.40160366,1.238570854,1.620158707
1.402181224,1.238979765,1.620949216
1.402758787,1.239388678,1.621739723
1.403336351,1.239797592,1.622530227
1.403913915,1.240206508,1.62332073
1.404488933,1.240613176,1.624108287
1.405063951,1.241019847,1.624895842
1.405638969,1.24142652,1.625683395
1.406213987,1.241833195,1.626470945
1.406789005,1.242242169,1.627255667
1.407364023,1.242651144,1.628040387
1.407939041,1.243060121,1.628825106
1.408514059,1.2434691,1.629609822
1.409089078,1.24387808,1.630394537
1.409664096,1.244287061,1.63117925
1.410236584,1.244693811,1.631961033
1.410809072,1.245100563,1.632742814
1.41138156,1.245507317,1.633524593
1.411954048,1.245914073,1.634306369
1.412526536,1.246323112,1.63508537
1.413099024,1.246732152,1.635864369
1.413671512,1.247141194,1.636643366
1.414244,1.247550237,1.637422362
1.414816488,1.247959282,1.638201356
1.415388976,1.248368329,1.638980348
1.415958949,1.248775159,1.639756426
1.416528923,1.249181991,1.640532502
1.417098896,1.249588824,1.641308576
1.41766887,1.24999566,1.642084648
1.418238843,1.250404763,1.642857996
1.418808817,1.250813868,1.643631343
1.41937879,1.251222973,1.644404689
1.419948764,1.251632081,1.645178032
1.420518737,1.252041189,1.645951374
1.421088711,1.2524503,1.646724714
1.421656185,1.252857209,1.647495157
1.42222366,1.25326412,1.648265597
1.422791134,1.253671032,1.649036035
1.423358609,1.254077947,1.649806471
1.423926083,1.254487113,1.650574237
1.424493557,1.25489628,1.651342001
1.425061032,1.255305449,1.652109763
1.425628506,1.25571462,1.652877523
1.426195981,1.256123791,1.653645282
1.426763455,1.256532964,1.65441304
1.427328446,1.256939951,1.655177915
1.427893437,1.25734694,1.655942789
1.428458428,1.257753931,1.656707661
1.429023419,1.258160923,1.657472531
1.42958841,1.258557715,1.658234782
1.430153401,1.258954509,1.658997031
1.430718391,1.259351304,1.65975928
1.431283382,1.259748101,1.660521526
1.431848373,1.2601449,1.661283771
1.432413364,1.260541699,1.662046014
1.432975887,1.260936329,1.662805392
1.43353841,1.26133096,1.663564769
1.434100933,1.261725593,1.664324143
1.434663456,1.262120228,1.665083515
1.435225978,1.262485263,1.665840321
1.435788501,1.262850299,1.666597125
1.436351024,1.263215337,1.667353928
1.436913547,1.263580378,1.66811073
1.43747607,1.26394542,1.668867529
1.438038593,1.264310463,1.669624328
1.438598663,1.264673353,1.670378277
1.439158733,1.265036245,1.671132225
1.439718804,1.265399139,1.67188617
1.440278874,1.265762036,1.672640114
1.440838944,1.266126105,1.673391543
1.441399015,1.266490175,1.674142971
1.441959085,1.266854247,1.674894398
1.442519155,1.267218321,1.675645823
1.443079226,1.267582397,1.676397247
1.443639296,1.267946475,1.677148669
1.444196929,1.268308414,1.677897259
1.444754563,1.268670356,1.678645846
1.445312196,1.2690323,1.679394432
1.445869829,1.269394246,1.680143017
1.446427463,1.269760348,1.680889138
1.446985096,1.270126453,1.681635259
1.447542729,1.270492559,1.682381378
1.448100363,1.270858667,1.683127496
1.448657996,1.271224776,1.683873612
1.449215629,1.271590887,1.684619727
1.449770841,1.271954876,1.685363026
1.450326053,1.272318867,1.686106323
1.450881265,1.272682859,1.686849618
1.451436477,1.273046854,1.687592911
1.451991688,1.273450799,1.688333795
1.4525469,1.273854744,1.689074676
1.453102112,1.274258691,1.689815557
1.453657324,1.274662638,1.690556436
1.454212536,1.275066587,1.691297314
1.454767747,1.275470537,1.69203819
1.455320553,1.275872379,1.692776267
1.455873359,1.276274223,1.693514342
1.456426165,1.276676067,1.694252415
1.456978971,1.277077914,1.694990487
1.457531777,1.277481838,1.6957262
1.458084582,1.277885764,1.696461912
1.458637388,1.27828969,1.697197622
1.459190194,1.278693618,1.697933331
1.459743,1.279097547,1.698669039
1.460295806,1.279501477,1.699404746
1.460846221,1.279903314,1.70013767
1.461396636,1.280305152,1.700870591
1.461947051,1.280706991,1.701603512
1.462497467,1.281108832,1.70233643
1.463047882,1.281481154,1.703071717
1.463598297,1.281853477,1.703807003
1.464148713,1.282225801,1.704542287
1.464699128,1.282598127,1.705277571
1.465249543,1.282970455,1.706012852
1.465799959,1.283342784,1.706748133
1.466347999,1.283713035,1.707480647
1.466896039,1.284083288,1.708213159
1.46744408,1.284453543,1.708945669
1.46799212,1.2848238,1.709678178
1.46854016,1.285160808,1.710397296
1.4690882,1.285497818,1.711116412
1.469636241,1.28583483,1.711835527
1.470184281,1.286171844,1.712554641
1.470732321,1.28650886,1.713273755
1.471280362,1.286845877,1.713992866
1.471826043,1.287180833,1.714709229
1.472371723,1.287515792,1.715425589
1.472917404,1.287850753,1.716141949
1.473463085,1.288185716,1.716858307
1.474008766,1.2885408,1.717567603
1.474554447,1.288895886,1.718276898
1.475100128,1.289250974,1.718986192
1.475645808,1.289606063,1.719695485
1.476191489,1.289961153,1.720404778
1.47673717,1.290316246,1.721114069
1.477280507,1.290669292,1.721820627
1.477823844,1.29102234,1.722527184
1.478367181,1.291375389,1.72323374
1.478910517,1.291728441,1.723940295
1.479453854,1.292132236,1.724569923
1.479997191,1.292536031,1.725199551
1.480540528,1.292939827,1.725829179
1.481083865,1.293343625,1.726458807
1.481627202,1.293747423,1.727088436
1.482170539,1.294151222,1.727718064
1.482711547,1.294552989,1.728344978
1.483252555,1.294954757,1.728971892
1.483793564,1.295356526,1.729598807
1.484334572,1.295758296,1.730225721
1.48487558,1.296162108,1.730904878
1.485416589,1.29656592,1.731584035
1.485957597,1.296969734,1.732263192
1.486498606,1.297373548,1.732942347
1.487039614,1.297777363,1.733621502
