PTB,95% UI,
1.435678012,1.089595255,1.86418598
1.436214384,1.089697805,1.865536301
1.436750697,1.089800284,1.866950197
1.437286951,1.089902691,1.868364338
1.437823144,1.090005026,1.869390556
1.438359277,1.09010729,1.870391186
1.43889535,1.090209482,1.8713913
1.439431363,1.090311602,1.872390897
1.439967316,1.090413651,1.873389978
1.440503208,1.090515627,1.87438854
1.44103904,1.090617532,1.875386584
1.441574812,1.090719365,1.876384107
1.442110524,1.090821125,1.877381111
1.442646175,1.090922814,1.878377593
1.443181765,1.091024431,1.879441197
1.443717295,1.091125976,1.880529932
1.444252765,1.091227449,1.881618221
1.444788173,1.09132885,1.882706063
1.445323521,1.091430178,1.883788209
1.445858808,1.091531434,1.884868446
1.446394034,1.091632619,1.88594823
1.446929199,1.091733731,1.887027561
1.447464303,1.09183477,1.888106437
1.447999346,1.091935738,1.889184857
1.448534328,1.092036633,1.89026282
1.449069248,1.092137456,1.891340323
1.449604108,1.092238206,1.892417367
1.450138905,1.092338884,1.89349395
1.450673642,1.092439489,1.89457007
1.451208317,1.092540023,1.895645726
1.45174293,1.092640483,1.896720918
1.452277481,1.092740871,1.897795643
1.452811971,1.092841187,1.898869901
1.453346399,1.09294143,1.899943691
1.453880765,1.0930416,1.90101701
1.454415069,1.093141698,1.902089859
1.454949311,1.093241723,1.903162235
1.455483491,1.093341676,1.904234138
1.456017608,1.093441555,1.905305567
1.456551664,1.093541363,1.906376519
1.457085656,1.093641097,1.907446995
1.457619587,1.093740759,1.908516992
1.458153454,1.093840347,1.90958651
1.45868726,1.093939863,1.910655548
1.459221002,1.094039307,1.911724104
1.459754682,1.094138677,1.912792177
1.460288298,1.094238219,1.913859766
1.460821852,1.094338051,1.91492687
1.461355342,1.094437811,1.915993487
1.46188877,1.094537498,1.917059617
1.462422134,1.094637112,1.918125259
1.462955435,1.094736654,1.919190411
1.463488672,1.094836123,1.920255072
1.464021846,1.094935519,1.921409178
1.464554956,1.095034843,1.922658873
1.465088002,1.095134093,1.923932166
1.465620985,1.095233271,1.925512052
1.466153903,1.095332376,1.927092499
1.466686758,1.095431408,1.928673505
1.467219548,1.095530367,1.930255066
1.467752275,1.095629254,1.931837179
1.468284937,1.095728067,1.93341984
1.468817534,1.095826808,1.935003045
1.469350067,1.095925476,1.93658679
1.469882536,1.09602407,1.938171074
1.47041494,1.096122592,1.93975589
1.470947279,1.096221041,1.941341238
1.471479553,1.096319417,1.942927111
1.472011762,1.09641772,1.944513508
1.472543906,1.096515949,1.946100425
1.473075985,1.096614106,1.947687858
1.473607998,1.09671219,1.949275803
1.474139946,1.096810201,1.950864257
1.474671829,1.096908138,1.952453216
1.475203646,1.097006003,1.954042677
1.475735397,1.097103794,1.955632637
1.476267082,1.097201513,1.957188796
1.476798702,1.097299158,1.958370688
1.477330255,1.09739673,1.95955275
1.477861743,1.097494229,1.960734981
1.478393164,1.097591655,1.96191738
1.478924518,1.097689008,1.963099948
1.479455806,1.097786288,1.964282682
1.479987028,1.097883494,1.965465583
1.480518183,1.097980627,1.96664865
1.481049271,1.098077687,1.967831882
1.481580292,1.098174674,1.969015278
1.482111246,1.098271588,1.970198838
1.482642133,1.098368429,1.971382562
1.483172953,1.098465196,1.972566447
1.483703705,1.09856189,1.973750494
1.48423439,1.098658511,1.974934702
1.484765007,1.098755059,1.97611907
1.485295557,1.098851533,1.977303597
1.485826038,1.098947934,1.978488284
1.486356452,1.099044262,1.979673128
1.486886798,1.099140517,1.98085813
1.487417075,1.099236699,1.982043289
1.487947285,1.099332807,1.983228604
1.488477426,1.099428842,1.984414074
1.489007498,1.099524804,1.985599698
1.489537502,1.099620692,1.986785477
1.490067437,1.099716508,1.987971408
1.490597303,1.09981225,1.989157492
1.4911271,1.099907918,1.990343728
1.491656828,1.100003514,1.991530115
1.492186487,1.100099036,1.992716652
1.492716076,1.100194485,1.993903339
1.493245596,1.100289861,1.995090175
1.493775047,1.100385164,1.996277159
1.494304428,1.100480393,1.99746429
1.494833738,1.100575549,1.998651568
1.495362979,1.100670632,1.999838993
1.49589215,1.100765641,2.001026562
1.496421251,1.100860578,2.002214277
1.496950282,1.100955441,2.003402135
1.497479242,1.101050231,2.004590136
1.498008131,1.101144947,2.00577828
1.49853695,1.101239591,2.006966565
1.499065698,1.101334161,2.008154992
1.499594375,1.101428658,2.009343559
1.500122981,1.101523081,2.010532265
1.500651516,1.101617432,2.01172111
1.501179979,1.101711709,2.012910094
1.501708372,1.101805913,2.014099214
1.502236692,1.101900044,2.015288472
1.502764941,1.101994102,2.016477865
1.503293118,1.102088087,2.017667394
1.503821224,1.102181998,2.018857057
1.504349257,1.102275836,2.020046854
1.504877218,1.102369601,2.021236784
1.505405107,1.102463293,2.022426846
1.505932923,1.102556912,2.02361704
1.506460667,1.102650458,2.024807365
1.506988338,1.10274393,2.02599782
1.507515937,1.10283733,2.027188404
1.508043462,1.102930656,2.028379117
1.508570915,1.103023909,2.029569958
1.509098294,1.103117089,2.030759196
1.5096256,1.103210196,2.031937929
1.510152832,1.10330323,2.033116784
1.510679991,1.103396191,2.034295762
1.511207077,1.103489079,2.035474862
1.511734088,1.103581894,2.036654083
1.512261026,1.103674636,2.037833425
1.512787889,1.103767305,2.039012887
1.513314679,1.103859901,2.040192467
1.513841394,1.103952424,2.041372167
1.514368034,1.104044874,2.042551984
1.5148946,1.104152013,2.043731918
1.515421092,1.104262178,2.04491197
1.515947508,1.104372321,2.046092137
1.51647385,1.10448244,2.047272419
1.517000116,1.104592537,2.048452816
1.517526307,1.104702611,2.049633327
1.518052423,1.104812662,2.050813952
1.518578463,1.104922691,2.051994689
1.519104428,1.105032696,2.053175538
1.519630317,1.105142678,2.054826671
1.52015613,1.105252638,2.056478682
1.520681868,1.105328879,2.058131062
1.521207529,1.10538187,2.059783808
1.521733114,1.105434815,2.061436917
1.522258622,1.105487713,2.063090386
1.522784054,1.105540564,2.064744211
1.523309409,1.105597206,2.066398389
1.523834688,1.105686882,2.068052917
1.524359889,1.105776486,2.06970779
1.524885014,1.105866016,2.071363006
1.525410061,1.105955473,2.073018562
1.525935031,1.106044857,2.074674453
1.526459924,1.106134167,2.076330677
1.526984739,1.106223405,2.07798723
1.527509477,1.106312569,2.079644109
1.528034136,1.106401661,2.08130131
1.528558718,1.106490679,2.082958831
1.529083222,1.106579624,2.084616667
1.529607647,1.106668497,2.086274815
1.530131994,1.106757296,2.087933273
1.530656263,1.106846022,2.089592036
1.531180453,1.106934676,2.091251102
1.531704564,1.107023256,2.092910467
1.532228597,1.107111764,2.094570127
1.53275255,1.107200198,2.096230079
1.533276425,1.10728856,2.097890321
1.53380022,1.107376849,2.099550848
1.534323935,1.107465066,2.101211658
1.534847572,1.107553209,2.102872746
1.535371128,1.10764128,2.10453411
1.535894605,1.107729278,2.106195747
1.536418002,1.107817204,2.107857652
1.536941319,1.107905057,2.109519823
1.537464556,1.107992837,2.111182257
1.537987712,1.108080544,2.112844949
1.538510788,1.10816818,2.114507898
1.539033784,1.108255742,2.116171098
1.539556699,1.108343232,2.117834548
1.540079533,1.10843065,2.119498244
1.540602286,1.108517995,2.121162183
1.541124958,1.108605268,2.12282636
1.541647549,1.108692468,2.124490774
1.542170059,1.108779596,2.126155421
1.542692487,1.108866652,2.127820296
1.543214833,1.108953636,2.129485398
1.543737098,1.109040547,2.131150723
1.544259281,1.109127386,2.132816268
1.544781382,1.109214153,2.134482028
1.545303401,1.109300847,2.135711084
1.545825338,1.10938747,2.136867007
1.546347192,1.10947402,2.138023091
1.546868964,1.109560499,2.139179336
1.547390653,1.109646905,2.140335742
1.54791226,1.109733239,2.141492308
1.548433783,1.109819916,2.142649035
1.548955224,1.109907139,2.143805921
1.549476582,1.109994291,2.144962967
1.549997856,1.110081371,2.146120173
1.550519047,1.110168379,2.147277538
1.551040154,1.110255315,2.148435062
1.551561178,1.11034218,2.149592745
1.552082118,1.110428973,2.150750586
1.552602974,1.110515694,2.151908586
1.553123746,1.110602344,2.153066744
1.553644434,1.110688923,2.154225059
1.554165038,1.11077543,2.155383532
1.554685557,1.110861865,2.156542163
1.555205992,1.110948229,2.15770095
1.555726342,1.111034522,2.158859894
1.556246607,1.111120744,2.160018995
1.556766788,1.111206894,2.161171061
1.557286883,1.111292973,2.162319158
1.557806893,1.11137898,2.163467396
1.558326818,1.111464917,2.164615776
1.558846658,1.111550782,2.165764298
1.559366412,1.111636576,2.16691296
1.55988608,1.111722299,2.168061764
1.560405663,1.111807951,2.169210708
1.560925159,1.111893532,2.170359793
1.56144457,1.111979042,2.171672822
1.561963895,1.112064481,2.173497259
1.562483133,1.112149849,2.175322243
1.563002285,1.112235146,2.177147771
1.56352135,1.112320372,2.178973839
1.564040328,1.112405528,2.180800445
1.56455922,1.112490613,2.182627585
1.565078025,1.112575627,2.184455256
1.565596743,1.11266057,2.186283456
1.566115374,1.112745443,2.188112179
1.566633917,1.112830245,2.189941425
1.567152373,1.112914976,2.191771189
1.567670742,1.112999637,2.193601469
1.568189022,1.113084228,2.19543226
1.568707215,1.113168748,2.197263561
1.569225321,1.113253197,2.199095368
1.569743338,1.113337577,2.200927677
1.570261267,1.113421885,2.202760487
1.570779108,1.113506124,2.204593792
1.57129686,1.113590292,2.206427591
1.571814524,1.11367439,2.208261881
1.572332099,1.113758418,2.2096123
1.572849586,1.113842376,2.210845729
1.573366984,1.113926263,2.212078732
1.573884292,1.114010081,2.213311308
1.574401512,1.114093828,2.214543458
1.574918642,1.114177506,2.215775179
1.575435683,1.114261114,2.217006471
1.575952635,1.114344651,2.218237333
1.576469497,1.114428119,2.219467765
1.576986269,1.114511517,2.220697767
1.577502952,1.114594845,2.221927336
1.578019544,1.114678104,2.223156473
1.578536047,1.114761293,2.224385177
1.579052459,1.114844412,2.225613447
1.579568781,1.114927461,2.226830212
1.580085013,1.115010441,2.228043631
1.580601154,1.115093352,2.229256604
1.581117204,1.115176193,2.230469132
1.581633164,1.115258964,2.231681214
1.582149032,1.115341667,2.232892848
1.58266481,1.115424299,2.234104035
1.583180497,1.115506863,2.235314774
1.583696092,1.115589357,2.236525064
1.584211596,1.115671782,2.237734905
1.584727009,1.115754138,2.238944296
1.58524233,1.115836425,2.240153236
1.585757559,1.115918643,2.241361725
1.586272697,1.116000791,2.242569762
1.586787742,1.116082871,2.243777347
1.587302696,1.116164881,2.244984479
1.587817557,1.116246823,2.246191158
1.588332326,1.116328696,2.247397383
1.588847003,1.1164105,2.248603152
1.589361587,1.116492236,2.249808467
1.589876079,1.116573902,2.251013326
1.590390478,1.1166555,2.252217729
1.590904784,1.116737029,2.253421675
1.591418997,1.11681849,2.254625163
1.591933117,1.116899882,2.255828194
1.592447144,1.116981206,2.257030766
1.592961077,1.117062461,2.258232879
1.593474917,1.117143648,2.259434532
1.593988664,1.117224766,2.260635725
1.594502317,1.117305817,2.261836458
1.595015876,1.117386799,2.26303673
1.595529342,1.117467712,2.26423654
1.596042713,1.117548558,2.265435887
1.596555991,1.117629335,2.266634772
1.597069174,1.117710045,2.267833194
1.597582263,1.117790686,2.269031152
1.598095258,1.117871259,2.270228646
1.598608158,1.117951765,2.271425676
1.599120963,1.118032202,2.27262224
1.599633674,1.118112572,2.273818338
1.60014629,1.118192874,2.27501397
1.600658811,1.118273108,2.276209136
1.601171236,1.118353275,2.277403835
1.601683567,1.118433373,2.278598065
1.602195803,1.118513405,2.279791828
1.602707943,1.118593369,2.280985122
1.603219987,1.118673265,2.282177948
1.603731936,1.118753094,2.283370303
1.60424379,1.118832855,2.284562189
1.604755547,1.118912549,2.285753604
1.605267209,1.118992176,2.286944549
1.605778775,1.119071736,2.288135022
1.606290244,1.119151228,2.289325024
1.606801618,1.119230653,2.290514553
1.607312895,1.119310011,2.29170361
1.607824075,1.119389303,2.292892193
1.608335159,1.119468527,2.294080303
1.608846147,1.119547684,2.29526794
1.609357037,1.119626774,2.296455102
1.609867831,1.119705798,2.297641789
1.610378528,1.119784754,2.298828001
1.610889128,1.119863644,2.300013737
1.611399631,1.119942467,2.301198998
1.611910036,1.120021224,2.302383781
1.612420344,1.120099914,2.303568089
1.612930555,1.120178538,2.304751919
1.613440668,1.120257095,2.305935271
1.613950683,1.120335585,2.307118145
1.614460601,1.120414009,2.308300541
1.614970421,1.120492367,2.309482458
1.615480142,1.120570659,2.310663896
1.615989766,1.120648884,2.311844855
1.616499292,1.120727044,2.313025333
1.617008719,1.120805137,2.314205331
1.617518048,1.120883164,2.315384849
1.618027279,1.120961125,2.316563885
1.618536411,1.12103902,2.31774244
1.619045444,1.121116849,2.318920514
1.619554379,1.121194612,2.320098105
1.620063214,1.12127231,2.321275214
1.620571951,1.121349942,2.322451839
1.621080589,1.121427508,2.323627982
1.621589127,1.121505008,2.324803641
1.622097567,1.121582443,2.325978817
1.622605907,1.121659812,2.327153508
1.623114147,1.121737116,2.328327714
1.623622288,1.121814355,2.329501436
1.62413033,1.121891528,2.330674672
1.624638272,1.121968635,2.331847423
1.625146114,1.122045678,2.333019688
1.625653856,1.122122655,2.334191467
1.626161498,1.122199567,2.33536276
1.626669039,1.122276414,2.336533566
1.627176481,1.122353196,2.337703884
1.627683823,1.122429913,2.338873715
1.628191064,1.122506565,2.340043059
1.628698204,1.122583152,2.341211914
1.629205244,1.122659674,2.342380281
1.629712184,1.122736132,2.34354816
1.630219022,1.122812524,2.344715549
1.63072576,1.122888852,2.345882449
1.631232397,1.122965116,2.34704886
1.631738933,1.123041315,2.348214781
1.632245368,1.123117449,2.349380212
1.632751701,1.123193519,2.350545153
1.633257934,1.123269525,2.351709603
1.633764064,1.123345466,2.352873563
1.634270094,1.123421343,2.354037031
1.634776022,1.123497156,2.355200008
1.635281848,1.123572904,2.356362493
1.635787572,1.123648589,2.357524486
1.636293195,1.123724209,2.358685987
1.636798716,1.123799765,2.359846995
1.637304135,1.123875258,2.361007511
1.637809451,1.123950686,2.362167534
1.638314666,1.124026051,2.363327064
1.638819778,1.124101352,2.364486101
1.639324788,1.124176589,2.365644643
1.639829695,1.124251762,2.366802692
1.6403345,1.124326872,2.367960247
1.640839202,1.124401919,2.369245075
1.641343802,1.124476901,2.370678232
1.641848299,1.124551821,2.372111935
1.642352693,1.124626677,2.373546184
1.642856984,1.124701469,2.374980977
1.643361172,1.124776199,2.376416315
1.643865257,1.124850865,2.377852198
1.644369238,1.124925468,2.379288625
1.644873117,1.125000008,2.380725595
1.645376892,1.125074485,2.38216311
1.645880563,1.125148899,2.383601168
1.646384131,1.125223249,2.385039769
1.646887596,1.125297538,2.386478913
1.647390956,1.125371763,2.387918599
1.647894213,1.125445925,2.389358828
1.648397366,1.125520025,2.390799599
1.648900416,1.125594062,2.392240912
1.649403361,1.125668037,2.393682767
1.649906202,1.125741949,2.395125163
1.650408938,1.125815798,2.3965681
1.650911571,1.125889585,2.398011577
1.651414099,1.12596331,2.399455595
1.651916523,1.126036972,2.400900154
1.652418842,1.126110573,2.402345252
1.652921057,1.126184111,2.40379089
1.653423167,1.126257586,2.405237067
1.653925172,1.126331,2.406683783
1.654427073,1.126404352,2.408131038
1.654928868,1.126477642,2.409578832
1.655430559,1.12655087,2.411027164
1.655932145,1.126624036,2.412476034
1.656433625,1.12669714,2.413925442
1.656935,1.126770183,2.415375387
1.65743627,1.126843164,2.416825869
1.657937435,1.126916083,2.418276888
1.658438494,1.126988941,2.419728444
1.658939448,1.127061737,2.421180536
1.659440296,1.127134472,2.422633164
1.659941038,1.127207145,2.424086327
1.660441675,1.127279758,2.425540026
1.660942206,1.127352308,2.42699426
1.661442631,1.127424798,2.428449029
1.66194295,1.127497227,2.429904333
1.662443163,1.127569594,2.431360171
1.66294327,1.127641901,2.432816542
1.663443271,1.127714146,2.434273448
1.663943166,1.127786331,2.435730886
1.664442954,1.127858455,2.437188858
1.664942636,1.127930518,2.438647362
1.665442211,1.12800252,2.440106399
1.66594168,1.128074461,2.441565968
1.666441042,1.128146342,2.443026069
1.666940298,1.128218163,2.444486702
1.667439447,1.128289923,2.445947865
1.667938489,1.128361622,2.44740956
1.668437424,1.128433261,2.448871785
1.668936252,1.12850484,2.450334541
1.669434974,1.128576359,2.451797826
1.669933588,1.128658133,2.453261642
1.670432095,1.12873995,2.454725986
1.670930494,1.128821728,2.45619086
1.671428787,1.128903467,2.457656263
1.671926972,1.128985168,2.459122194
1.67242505,1.12906683,2.460588653
1.67292302,1.129148453,2.46205564
1.673420882,1.129230038,2.463523155
1.673918637,1.129311584,2.464991197
1.674416284,1.129393091,2.466459766
1.674913824,1.129474559,2.467928861
1.675411256,1.129555988,2.469398483
1.675908579,1.129637379,2.47086863
1.676405795,1.129718731,2.472339304
1.676902903,1.129800044,2.473810502
1.677399902,1.129881319,2.475282226
1.677896794,1.129962555,2.476754474
1.678393577,1.130043752,2.478227247
1.678890252,1.13012491,2.479700543
1.679386819,1.130206029,2.481174364
1.679883277,1.13028711,2.482648707
1.680379627,1.130368152,2.484123574
1.680875868,1.130449156,2.485598964
1.681372001,1.13053012,2.487074875
1.681868025,1.130611046,2.488551309
1.68236394,1.130691933,2.490028265
1.682859746,1.130772781,2.491505742
1.683355444,1.130853591,2.49298374
1.683851033,1.130934362,2.494462259
1.684346512,1.131015094,2.495941299
1.684841883,1.131095787,2.497420858
1.685337145,1.131176442,2.498900937
1.685832297,1.131257058,2.500381536
1.68632734,1.131337635,2.501862653
1.686822274,1.131418174,2.50334429
1.687317099,1.131498673,2.504826444
1.687811814,1.131579134,2.506309117
1.68830642,1.131659557,2.507792308
1.688800916,1.13173994,2.509276016
1.689295303,1.131820285,2.51076024
1.68978958,1.131900591,2.512244982
1.690283747,1.131980858,2.51373024
1.690777805,1.132061087,2.515216014
1.691271753,1.132141277,2.516702304
1.691765591,1.132221428,2.518189108
1.692259319,1.132301541,2.519676428
1.692752937,1.132381615,2.521164263
1.693246445,1.13246165,2.522652612
1.693739843,1.132541646,2.524141474
1.694233131,1.132621604,2.525630851
1.694726309,1.132701523,2.52712074
1.695219376,1.132781403,2.528611142
1.695712333,1.132861245,2.530102057
1.69620518,1.132941047,2.531593484
1.696697917,1.133020812,2.533085423
1.697190543,1.133100537,2.534577873
1.697683058,1.133180224,2.536070835
1.698175463,1.133259872,2.537564307
1.698667757,1.133339481,2.539058289
1.699159941,1.133419052,2.540552782
1.699652013,1.133498584,2.542047784
1.700143975,1.133578077,2.543543295
1.700635827,1.133657532,2.545039316
1.701127567,1.133736948,2.546535845
1.701619196,1.133816325,2.548032882
1.702110715,1.133895664,2.549530427
1.702602122,1.133974964,2.55102848
1.703093418,1.134054225,2.552527039
1.703584603,1.134133448,2.554026106
1.704075677,1.134212632,2.555525679
1.70456664,1.134291777,2.557025758
1.705057491,1.134370884,2.558526342
1.705548231,1.134449952,2.560027432
1.70603886,1.134528982,2.561529027
1.706529377,1.134607972,2.563031126
1.707019783,1.134686924,2.564533729
1.707510077,1.134765838,2.566036837
1.708000259,1.134844713,2.567540447
1.70849033,1.134923549,2.569044561
1.70898029,1.135002347,2.570386721
1.709470137,1.135081105,2.571690693
1.709959873,1.135159826,2.572994591
1.710449497,1.135238507,2.574298416
1.710939009,1.135317151,2.575602166
1.711428409,1.135395755,2.57690584
1.711917697,1.135474321,2.578209439
1.712406873,1.135552848,2.579512961
1.712895937,1.135631337,2.580816407
1.713384889,1.135709787,2.582119774
1.713873729,1.135788198,2.583423063
1.714362457,1.135866571,2.584726273
1.714851072,1.135944906,2.586029404
1.715339576,1.136023201,2.587332454
1.715827966,1.136101459,2.588635423
1.716316245,1.136179677,2.589938311
1.716804411,1.136257857,2.591241117
1.717292464,1.136335999,2.59254384
1.717780405,1.136414101,2.59384648
1.718268234,1.136492166,2.595149036
1.71875595,1.136570191,2.596451507
1.719243553,1.136648179,2.597753893
1.719731044,1.136726127,2.599056193
1.720218422,1.136804038,2.600358407
1.720705687,1.136881909,2.601660534
1.721192839,1.136959742,2.602962573
1.721679879,1.137037537,2.604264524
1.722166805,1.137115293,2.605566386
1.722653619,1.13719301,2.606868159
1.72314032,1.137270689,2.608169841
1.723626907,1.13734833,2.609471433
1.724113382,1.137425932,2.610772934
1.724599744,1.137503495,2.612074342
1.725085992,1.13758102,2.613375658
1.725572127,1.137658507,2.614676881
1.726058149,1.137735955,2.61597801
1.726544058,1.137807711,2.617279045
1.727029854,1.137869461,2.618579985
1.727515536,1.137931162,2.619880829
1.728001105,1.137992813,2.621181577
1.72848656,1.138054414,2.622482229
1.728971902,1.138115966,2.623782783
1.729457131,1.138177468,2.625083239
1.729942246,1.13823892,2.626383597
1.730427248,1.138300323,2.627683855
1.730912136,1.138361676,2.628984014
1.73139691,1.138422979,2.630284072
1.73188157,1.138484234,2.631584029
1.732366117,1.138545439,2.632883885
1.732850551,1.138606595,2.634183638
1.73333487,1.138667701,2.635483289
1.733819076,1.138728759,2.636782837
1.734303167,1.138789767,2.638082281
1.734787145,1.138850726,2.63938162
1.735271009,1.138911637,2.640680854
1.735754759,1.138972498,2.641979982
1.736238396,1.139033311,2.643279004
1.736721918,1.139094075,2.644577919
1.737205326,1.13915479,2.645876727
1.73768862,1.139215457,2.647175426
1.738171799,1.139276075,2.648474017
1.738654865,1.139336644,2.649772499
1.739137817,1.139397165,2.651070871
1.739620654,1.139457637,2.652369132
1.740103377,1.139518061,2.653667283
1.740585986,1.139578437,2.654965322
1.74106848,1.139638765,2.656263249
1.74155086,1.139699044,2.657561063
1.742033126,1.139759275,2.658858763
1.742515277,1.139819459,2.66015635
1.742997314,1.139879594,2.661453823
1.743479236,1.139939681,2.66275118
1.743961044,1.13999972,2.664048422
1.744442737,1.140059712,2.665345547
1.744924316,1.140119655,2.666642556
1.74540578,1.140179551,2.667939448
1.74588713,1.1402394,2.669236221
1.746368365,1.140299201,2.670532876
1.746849485,1.140358954,2.671829412
1.747330491,1.140418659,2.673125828
1.747811381,1.140478318,2.674422124
1.748292157,1.140537929,2.675718299
1.748772818,1.140597492,2.677014353
1.749253365,1.140657008,2.678310285
1.749733796,1.140716478,2.679606095
1.750214113,1.1407759,2.680901781
1.750694314,1.140835275,2.682197344
1.751174401,1.140894602,2.683492783
1.751654373,1.140953883,2.684788097
1.75213423,1.141013117,2.686083285
1.752613971,1.141072305,2.687378348
1.753093598,1.141131445,2.688673284
1.753573109,1.141190539,2.689968093
1.754052506,1.141249586,2.691262775
1.754531787,1.141308586,2.692557328
1.755010953,1.14136754,2.693851753
1.755490004,1.141426447,2.695146049
1.75596894,1.141485308,2.696440215
1.756447761,1.141544123,2.69773425
1.756926466,1.141602891,2.699028155
1.757405056,1.141661613,2.700321928
1.75788353,1.141720288,2.701615569
1.75836189,1.141778918,2.702909077
1.758840134,1.141837501,2.704202453
1.759318262,1.141896039,2.705495694
1.759796275,1.14195453,2.706788802
1.760274173,1.142012976,2.708081774
1.760751955,1.142071375,2.709374612
1.761229622,1.142129729,2.710667313
1.761707173,1.142188037,2.711959878
1.762184609,1.142246299,2.713252307
1.762661929,1.142304516,2.714544597
1.763139134,1.142362687,2.71583675
1.763616222,1.142420813,2.717128764
1.764093196,1.142478893,2.718420638
1.764570053,1.142536928,2.719712373
1.765046795,1.142594917,2.721003968
1.765523422,1.142652861,2.722295422
1.765999932,1.14271076,2.723586735
1.766476327,1.142768613,2.724877906
1.766952606,1.142826422,2.726168935
1.76742877,1.142884185,2.72745982
1.767904817,1.142941904,2.728750563
1.768380749,1.142999577,2.730041161
1.768856565,1.143057206,2.731331614
1.769332265,1.143114789,2.732621923
1.769807849,1.143172328,2.733912086
1.770283317,1.143229822,2.735202103
1.770758669,1.143287272,2.736491973
1.771233905,1.143344676,2.738032337
1.771709026,1.143401995,2.739687247
1.77218403,1.143441678,2.741342442
1.772658919,1.143481337,2.742997922
1.773133691,1.143520973,2.744690635
1.773608347,1.143560586,2.746543205
1.774082887,1.143600176,2.748396686
1.774557312,1.143639743,2.750251077
1.77503162,1.143679286,2.752106379
1.775505812,1.143718806,2.753962591
1.775979888,1.143758303,2.755819712
1.776453847,1.143797777,2.757677743
1.776927691,1.143837228,2.759530796
1.777401418,1.143876656,2.761382258
1.777875029,1.143916061,2.763234611
1.778348524,1.143955443,2.765087856
1.778821903,1.143994802,2.76694199
1.779295165,1.144034138,2.768797016
1.779768311,1.144073451,2.770652931
1.780241341,1.144112741,2.772509736
1.780714255,1.144152008,2.77436743
1.781187052,1.144191253,2.776226014
1.781659733,1.144230474,2.778085487
1.782132298,1.144269673,2.779945848
1.782604746,1.14430885,2.781807098
1.783077078,1.144348003,2.783669236
1.783549293,1.144387134,2.785532262
1.784021392,1.144426242,2.787396175
1.784493375,1.144465327,2.789260976
1.784965241,1.14450439,2.791126663
1.785436991,1.144543431,2.792993237
1.785908624,1.144582448,2.794860698
1.786380141,1.144621444,2.796729044
1.786851541,1.144660416,2.798598277
1.787322825,1.144712929,2.800468394
1.787793992,1.144784841,2.802339398
1.788265042,1.144856728,2.804211286
1.788735977,1.144928592,2.806084058
1.789206794,1.145000431,2.807957715
1.789677495,1.145072246,2.809832256
1.79014808,1.145144037,2.811707681
1.790618547,1.145215803,2.813583989
1.791088898,1.145287546,2.81546118
1.791559133,1.145359264,2.817339254
1.792029251,1.145430959,2.819218211
1.792499252,1.145502629,2.82109805
1.792969137,1.145574275,2.822978771
1.793438905,1.145645896,2.824860373
1.793908556,1.145717494,2.826742857
1.79437809,1.145789067,2.828626221
1.794847508,1.145860617,2.830510467
1.795316809,1.145932142,2.832395592
1.795785994,1.146003643,2.834281598
1.796255061,1.14607512,2.836168484
1.796724012,1.146146572,2.838056249
1.797192846,1.146218001,2.839944893
1.797661563,1.146289405,2.841834416
1.798130164,1.146360785,2.843724818
1.798598648,1.14643249,2.845180453
1.799067015,1.146504312,2.8464297
1.799535265,1.14657611,2.847678716
1.800003398,1.146647883,2.848927502
1.800471415,1.146719631,2.850176056
1.800939314,1.146791354,2.851424379
1.801407097,1.146863053,2.85267247
1.801874763,1.146934726,2.853920328
1.802342312,1.147006375,2.855167954
1.802809744,1.147078,2.856415347
1.803277059,1.147146528,2.857662506
1.803744258,1.147200985,2.858909431
1.804211339,1.147255403,2.860156122
1.804678304,1.147309779,2.861402578
1.805145151,1.147364115,2.862648799
1.805611882,1.14741841,2.863894785
1.806078496,1.147472664,2.865140535
1.806544993,1.147526878,2.866386049
1.807011373,1.147581051,2.867631326
1.807477635,1.147635184,2.868876367
1.807943781,1.147689276,2.87012117
1.80840981,1.147743328,2.871365736
1.808875722,1.14779734,2.872610064
1.809341517,1.147851311,2.873854153
1.809807196,1.147905242,2.875098004
1.810272757,1.147959134,2.876341615
1.810738201,1.148012984,2.877770355
1.811203528,1.148066795,2.879454495
1.811668738,1.148120566,2.881138864
1.812133831,1.148174297,2.882807263
1.812598807,1.148227988,2.884472255
1.813063666,1.148281639,2.886137439
1.813528408,1.148335251,2.887802815
1.813993032,1.148388823,2.889468381
1.81445754,1.148442355,2.891134137
1.814921931,1.148495847,2.892800082
1.815386205,1.1485493,2.894466215
1.815850361,1.148602713,2.896132536
1.816314401,1.148656086,2.897799044
1.816778324,1.148709421,2.899465738
1.817242129,1.148762716,2.901132617
1.817705817,1.148815971,2.90279968
1.818169389,1.148869187,2.904466928
1.818632843,1.148922364,2.906134359
1.81909618,1.148975502,2.907801972
1.8195594,1.149028601,2.909469766
1.820022503,1.149081661,2.911137742
1.820485489,1.149134681,2.912805897
1.820948358,1.149187663,2.914474232
1.821411109,1.149240605,2.916142745
1.821873744,1.149293509,2.917811436
1.822336261,1.149346374,2.919480305
1.822798662,1.1493992,2.921149349
1.823260945,1.149451988,2.922818569
1.823723111,1.149504736,2.924487965
1.82418516,1.149557446,2.926157534
1.824647092,1.149610118,2.927827276
1.825108907,1.149662751,2.929497192
1.825570604,1.149715345,2.931167279
1.826032185,1.149767901,2.932837537
