Location,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75 to 79,80 to 84,85 to 89,90 to 94,95 plus,,under 25,over 25
GLOBAL,1887.01226,4513.150017,7374.311184,15156.30686,36088.58619,63369.45348,90383.2239,130652.653,150533.2725,157083.6406,166138.9247,149450.2174,96757.35825,44863.94,16116.07167,,2216.111877,1130368.122
Afghanistan,9.448048494,14.75135929,25.33962481,62.79754742,192.7788899,230.1476904,186.0192534,235.044191,311.1229033,317.8750491,252.4631141,178.3354971,78.09205991,27.29951355,5.838023909,,15.16598108,2127.352766
Albania,0.080324628,0.17410764,0.135248642,0.184813535,0.96963725,1.718609693,3.510256669,7.4815028,11.35739694,16.82696388,21.28619945,18.56172674,8.065848643,3.717809909,1.391592789,,0.080753257,95.4620392
Algeria,3.919994888,11.45895569,19.03813631,38.25235825,93.98185639,173.6458161,236.0390767,361.7746916,395.7693959,351.1294484,466.269384,450.9530849,414.1404326,71.80328822,9.059508236,,4.033543625,3097.235428
American Samoa,0.043192939,0.106739414,0.262234642,0.678621534,1.456867783,2.868058085,3.855623651,4.230203577,4.387047405,4.182172746,3.834837818,3.047934718,2.034375404,0.807932117,0.244416108,,0.042590594,32.04025794
Andorra,0.000565889,0.002773795,0.005551429,0.010297024,0.065735234,0.11763572,0.183608564,0.274542614,0.391148775,0.549061181,0.660085716,0.929296381,1.056517255,0.80249812,0.430580712,,0.000423294,5.479898409
Angola,6.806907066,17.40784435,30.87121392,52.80535084,121.5192836,234.9234509,289.3905237,365.2061794,313.9041242,317.8394929,275.7464626,174.8875324,84.09906317,35.46077969,6.703346365,,11.13647619,2327.571555
Antigua and Barbuda,0.038640736,0.092152386,0.166508452,0.296807913,0.955531305,1.959008924,3.044912201,4.393252318,4.998121801,5.850556922,5.994774706,6.225946293,3.648663668,1.898715185,0.752760328,,0.046718856,40.31635314
Argentina,5.725774972,16.00867876,28.63891288,49.3464453,157.4644575,275.6380534,509.28035,853.4667322,1168.722157,1308.875314,1361.049334,1195.256888,914.3169774,437.6881799,181.5890715,,6.030865884,8463.067327
Armenia,0.32888687,1.026502803,1.574163027,3.230719544,13.38148779,31.97991709,82.60528317,134.351553,163.2134888,127.6659399,202.2924428,138.4588931,43.98450415,19.09239564,3.343175146,,0.315001444,966.529353
Australia,0.675465462,3.920810893,5.528284983,11.64641745,39.08301732,62.37052227,98.27915927,145.9592233,222.3259862,318.2089143,413.7521215,551.922763,612.8140304,425.2865038,171.7617066,,0.476269717,3083.534927
Austria,0.237294104,0.940794349,1.436895468,2.628031255,12.74977585,26.6621031,47.93416205,81.76674372,135.1967776,186.8677052,300.9533044,343.7474022,373.3315293,253.6468349,95.25828147,,0.1899293,1863.357635
Azerbaijan,1.722455515,3.345088158,4.514257855,9.364906462,47.15708681,107.8048758,213.2462157,261.1739976,245.5177328,126.9553943,195.3949229,107.4203148,31.67888868,6.701932005,0.823637884,,2.574783775,1362.821707
