Location,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75 to 79,80 to 84,85 to 89,90 to 94,95 plus,,under 25,over 25
GLOBAL,37772.66365,75002.73758,120237.9405,197813.962,321742.4303,492619.5909,678222.5241,890440.7147,1091083.196,1229581.058,1357341.696,1636423.173,1366847.389,831499.9504,373873.7207,,36561.61044,10700502.75
Afghanistan,584.0319747,894.0140356,1349.776932,2497.807698,5527.109898,6009.186162,4240.712654,3212.178195,4229.945767,4780.707075,4588.712494,3710.606556,2197.042919,866.4491441,230.1404134,,495.5366435,44918.42192
Albania,24.93437224,30.88111269,32.85548665,47.16205201,86.2985759,158.6098781,274.9802598,511.0870126,660.9587692,995.0924727,1272.576297,1634.751666,1141.529461,622.2310682,268.4923165,,23.33737482,7762.440801
Algeria,315.7881572,659.2272864,1043.138878,1512.385606,2428.825561,3445.397427,4438.843828,6074.183022,7207.96462,7082.69731,9846.949501,11864.92409,13879.66861,3117.903572,442.1383962,,276.0250502,73360.03586
American Samoa,0.320356545,0.756453196,1.396914419,2.786573264,4.813363475,7.115501073,7.984484148,9.360616555,8.625973521,8.384864506,8.336697721,7.827655473,6.710528972,3.318946323,1.444249577,,0.273987007,79.18317877
Andorra,0.047428757,0.135204987,0.37090394,0.883244251,1.665630568,2.659111049,3.67768813,4.688173269,6.030566988,8.644655341,11.16475284,12.9862645,18.32427279,17.47920491,11.57421205,,0.0279467,100.3313144
Angola,81.93829756,169.5525776,240.7398014,430.8617488,698.0549811,992.034377,1385.783643,1626.804824,1840.451664,1630.045031,1619.198703,1131.082485,606.0055763,253.1537861,73.33970656,,116.5503047,12779.0472
Antigua and Barbuda,0.137616216,0.213483633,0.459783816,0.809528245,1.815579611,3.644194074,5.689277736,8.164601241,9.292018366,11.72302952,12.56388452,14.61808851,12.52387588,8.032318962,3.760127777,,0.097746439,93.44740811
Argentina,80.69560022,148.2213179,269.2193193,489.9149741,899.1001929,1449.076704,2310.397277,3444.399607,4611.074037,5696.489813,6656.254546,7719.920282,8093.448701,5655.05675,3133.769644,,87.3360446,50657.03877
Armenia,8.856286734,23.29797198,47.59556505,99.56740478,163.1219074,292.8870781,574.2985299,831.0549165,995.1947413,1020.466512,1240.090983,2437.65121,1750.825818,1092.254279,224.9098652,,5.549700715,10802.07307
Australia,16.0163647,44.54086987,99.98483742,178.5083416,322.576555,499.6917734,761.4787693,1082.204152,1502.988937,2250.555943,2990.634488,4488.875063,6122.295886,5872.970994,3616.916437,,6.828968492,29850.23941
Austria,4.230518224,11.76239148,27.37359374,56.51879571,128.4596568,251.0129412,397.3764173,604.2584471,886.9617631,1339.129362,2283.447545,3377.46262,4389.113835,4038.116388,2520.706263,,2.901514262,20315.93054
Azerbaijan,84.25311387,163.1357384,270.9433243,441.2656692,812.3497278,1583.444066,2849.669342,3750.032018,3810.685046,3102.350454,4259.253094,6683.363801,3289.479258,710.6519016,89.50737323,,73.84398494,31900.38393
Bahamas,1.257172091,2.643819545,5.3405137,10.84902954,19.05563433,29.10467876,38.4979077,46.03380973,45.83640652,43.03030854,44.70296178,45.49174543,36.43813633,22.81200549,15.18458127,,0.726495076,406.2787108
Bahrain,3.817689748,9.409653131,30.582854,43.439036,67.04581818,89.16844753,126.8163116,147.1356637,144.9864701,119.5844235,112.7998337,107.7983322,67.08105955,16.26244135,1.918403561,,3.684039228,1087.846438
Bangladesh,650.5736632,1475.208432,2247.529074,4540.887114,7542.794078,12327.52789,14805.78797,19335.88708,21302.66168,22394.01837,22086.93744,19904.48587,13277.76593,6217.523136,1753.812454,,716.2086224,169863.4002
Barbados,0.325044476,0.768276807,1.405571972,2.816373079,6.470744141,11.13132932,19.97970483,31.85507483,40.20616514,52.13911477,54.39320026,60.34168087,66.71106755,44.78778879,15.72126949,,0.238242668,409.0524063
Belarus,33.65517583,112.2284923,248.3047956,462.3096439,893.7940614,1543.597705,3142.471082,5536.955292,6800.414609,7271.007095,8834.80335,13134.60334,10359.90428,6534.028228,2176.562799,,11.33603736,67084.63995
Belgium,5.583643199,12.59143198,28.85668723,62.79287419,136.6414251,265.6934086,444.9978137,692.0566588,922.2713984,1348.759936,1642.051199,2855.084242,3877.752368,3069.413734,1702.577482,,4.217808591,17067.1243
Belize,1.128769906,2.285942444,3.180791386,5.332866707,9.871623991,14.34153822,22.21712856,24.16969077,26.29875969,26.20686169,27.29174787,29.62857057,26.72085233,18.31718709,10.98803102,,0.923908874,247.9803622
Benin,26.44905702,60.89198932,95.84270673,155.1651579,251.539844,362.6023272,434.6949511,590.4130513,715.3737594,859.0435319,872.8536366,736.2189064,438.9779386,217.5684905,75.67039146,,47.56687448,5893.305739
Bermuda,0.038048153,0.099289978,0.255110403,0.675451964,1.527959659,3.128130784,4.926420315,7.269890151,9.414612672,12.39670092,16.8117013,23.3889278,24.2781563,16.88203605,10.5558268,,0.036333776,131.6482632
Bhutan,6.363662487,10.83931682,15.26023042,23.3540812,33.28737737,46.29447933,63.6810903,80.06267018,97.81395089,114.6902703,126.8757754,117.7229056,80.21822284,36.11157103,14.21215224,,6.199401283,866.7877564
Bolivia (Plurinational State of),41.47497923,61.92506228,89.11019698,151.4499958,262.3834395,410.818392,618.7596518,947.6606873,1211.657989,1623.195403,1712.344593,1626.722185,1232.374025,628.0828126,203.6884303,,58.34461726,10821.64784
Bosnia and Herzegovina,5.452703462,13.14376414,29.62899982,68.08899919,133.7409844,258.0651637,487.483384,719.9859854,981.2215565,1217.298601,1615.102369,2397.495867,1909.111704,822.0369197,272.9575854,,5.981843963,10930.81459
Botswana,7.886570873,19.59191348,45.65635174,81.67886195,124.3451382,157.0980659,200.9327996,242.4638061,266.9210947,242.9622425,224.4107344,197.3064214,123.9813695,49.89060862,15.84904172,,6.910525546,2000.975021
Brazil,474.6755145,1015.732744,1992.115007,3568.10525,6126.17231,9813.764883,14180.15963,18335.09169,21223.57947,22937.28869,23019.77918,22419.39769,18464.10065,12376.59531,7722.918411,,459.0881909,183669.4764
