COPD,95% UI,
1.221547765,1.145764658,1.30599996
1.222481059,1.146454879,1.307252759
1.223414353,1.147145107,1.308505545
1.224347647,1.147835344,1.309758321
1.225280941,1.148525589,1.311011085
1.226214234,1.149215843,1.312263837
1.227147528,1.149906105,1.313516578
1.228076026,1.150591881,1.314764173
1.229004523,1.151277666,1.316011754
1.22993302,1.151963462,1.317259322
1.230861517,1.152649267,1.318506877
1.231790014,1.153339785,1.319699601
1.232718512,1.154030312,1.320892317
1.233647009,1.154720846,1.322085024
1.234575506,1.155411388,1.323277723
1.235504003,1.156101938,1.324470412
1.236432501,1.156792496,1.325663093
1.237356275,1.157478643,1.326850702
1.23828005,1.1581648,1.3280383
1.239203825,1.158850966,1.329225888
1.240127599,1.159537141,1.330413466
1.241051374,1.160227951,1.331629568
1.241975149,1.160918768,1.33284566
1.242898923,1.161609592,1.334061743
1.243822698,1.162300424,1.335277815
1.244746472,1.162991263,1.336493879
1.245670247,1.16368211,1.337709932
1.246589373,1.164368621,1.338920984
1.247508499,1.165055142,1.340132024
1.248427625,1.165741671,1.341343053
1.249346752,1.166428208,1.342554071
1.250265878,1.167119302,1.343786949
1.251185004,1.167810402,1.345019817
1.25210413,1.16850151,1.346252675
1.253023256,1.169192624,1.347485523
1.253942382,1.169883745,1.34871836
1.254861508,1.170574874,1.349951188
1.25577606,1.171261742,1.351179083
1.256690611,1.171948619,1.352406966
1.257605163,1.172635503,1.353634837
1.258519714,1.173322396,1.354862697
1.259434266,1.174013767,1.35595954
1.260348817,1.174705144,1.357056379
1.261263369,1.175396528,1.358153213
1.26217792,1.176087918,1.359250043
1.263092472,1.176779315,1.360346868
1.264007024,1.177470719,1.361443689
1.264917075,1.178157937,1.362535657
1.265827126,1.178845163,1.36362762
1.266737177,1.179532396,1.364719577
1.267647228,1.180219637,1.36581153
1.268557279,1.180873836,1.366963014
1.26946733,1.181528043,1.368114492
1.270377381,1.182182258,1.369265963
1.271287432,1.18283648,1.370417427
1.272197483,1.18349071,1.371568885
1.273107534,1.184144947,1.372720336
1.274013158,1.184795076,1.373867006
1.274918783,1.185445213,1.375013669
1.275824407,1.186095359,1.376160324
1.276730032,1.186745515,1.37730697
1.277635656,1.187385881,1.378483396
1.278541281,1.188026254,1.379659814
1.279446905,1.188666636,1.380836225
1.28035253,1.189307025,1.382012627
1.281258154,1.189947422,1.383189022
1.282163779,1.190587827,1.38436541
1.283065051,1.191224199,1.385537089
1.283966323,1.19186058,1.386708759
1.284867595,1.192496969,1.387880421
1.285768867,1.193133368,1.389052073
1.286670139,1.19380999,1.390135179
1.287571411,1.194486619,1.39121828
1.288472683,1.195163253,1.392301377
1.289373955,1.195839893,1.39338447
1.290275227,1.196516539,1.394467559
1.291176499,1.197193191,1.395550644
1.292073492,1.197865883,1.3966291
1.292970486,1.198538582,1.397707551
1.293867479,1.199211288,1.398785997
1.294764473,1.199884,1.399864439
1.295661466,1.2005058,1.40097478
1.29655846,1.201127607,1.402085116
1.297455453,1.201749422,1.403195447
1.298352447,1.202371245,1.404305772
1.29924944,1.202993076,1.405416093
1.300146434,1.203614914,1.406526408
1.301039223,1.204232868,1.407632169
1.301932012,1.204850831,1.408737924
1.302824801,1.205468804,1.409843673
1.30371759,1.206086785,1.410949416
1.304610379,1.206718283,1.412156594
1.305503168,1.207349789,1.413363764
1.306395957,1.207981302,1.414570924
1.307288746,1.208612821,1.415778076
1.308181535,1.209244348,1.416985219
1.309074324,1.209875882,1.418192354
1.309962983,1.210503605,1.419395005
1.310851641,1.211131337,1.420597645
1.3117403,1.211759077,1.421800275
1.312628958,1.212386825,1.423002895
1.313517617,1.213072845,1.424074303
1.314406275,1.21375887,1.425145706
1.315294934,1.214444899,1.426217106
1.316183592,1.215130933,1.427288502
1.317072251,1.215816972,1.428359894
1.31796091,1.216503015,1.429431282
1.318845512,1.21718532,1.430498267
1.319730114,1.217867629,1.431565247
1.320614716,1.218549945,1.432632223
1.321499318,1.219232266,1.433699194
1.32238392,1.219918735,1.43468559
1.323268522,1.220605208,1.435671985
1.324153124,1.221291686,1.436658379
1.325037727,1.221978168,1.437644772
1.325922329,1.222664654,1.438631164
1.326806931,1.223351146,1.439617555
1.32768755,1.22403397,1.440599625
1.32856817,1.224716799,1.441581693
1.32944879,1.225399633,1.44256376
1.330329409,1.226082473,1.443545826
1.331210029,1.226764179,1.444638038
1.332090649,1.22744589,1.445730245
1.332971268,1.228127606,1.446822448
1.333851888,1.228809326,1.447914646
1.334732508,1.22949105,1.44900684
1.335613128,1.230172778,1.450099029
1.336489839,1.230850912,1.451186969
1.33736655,1.23152905,1.452274904
1.338243261,1.232207194,1.453362834
1.339119973,1.232885342,1.454450759
1.339996684,1.233547489,1.455626897
1.340873395,1.23420964,1.456803028
1.341750106,1.234871796,1.457979151
1.342626818,1.235533956,1.459155267
1.343503529,1.236196122,1.460331376
1.34438024,1.236858292,1.461507477
1.345253117,1.237516939,1.462679402
1.346125994,1.238175592,1.463851319
1.346998871,1.238834251,1.465023226
1.347871747,1.239492915,1.466195126
1.348744624,1.240124627,1.467395268
1.349617501,1.240756345,1.468595402
1.350490378,1.241388068,1.469795528
1.351363255,1.242019796,1.470995646
1.352236132,1.242651531,1.472195756
1.353109009,1.24328327,1.473395859
1.353978124,1.243911559,1.474591856
1.354847239,1.244539855,1.475787844
1.355716355,1.245168157,1.476983823
1.35658547,1.245796465,1.478179792
1.357454585,1.246438015,1.479374136
1.358323701,1.247079569,1.480568471
1.359192816,1.247721128,1.481762799
1.360061931,1.248362692,1.482957119
1.360931046,1.249004261,1.484151432
1.361800162,1.249645835,1.485345736
1.36266558,1.250284022,1.486536
1.363530999,1.250922214,1.487726255
1.364396417,1.251560413,1.488916502
1.365261836,1.252198616,1.490106739
1.366127255,1.252881922,1.491295113
1.366992673,1.253565231,1.492483479
1.367858092,1.254248543,1.493671838
1.36872351,1.254931859,1.49486019
1.369588929,1.255615178,1.496048534
1.370454347,1.2562985,1.49723687
1.37131613,1.256978494,1.498421227
1.372177913,1.257658491,1.499605575
1.373039696,1.258338492,1.500789914
1.373901479,1.259018497,1.501974244
1.374763262,1.259701963,1.503129406
1.375625044,1.260385432,1.50428456
1.376486827,1.261068904,1.505439709
1.37734861,1.26175238,1.506594851
1.378210393,1.262435859,1.507749986
1.379072176,1.26311934,1.508905116
1.379930384,1.263799552,1.510056327
1.380788593,1.264479767,1.511207531
1.381646801,1.265159985,1.512358727
1.382505009,1.265840208,1.513509916
1.383363217,1.266507778,1.514571801
1.384221426,1.267175352,1.515633682
1.385079634,1.267842929,1.51669556
1.385937842,1.26851051,1.517757434
1.386796051,1.269178094,1.518819305
1.387654259,1.269845682,1.519881171
1.388508954,1.270510058,1.520939186
1.389363649,1.271174439,1.521997197
1.390218344,1.271838823,1.523055203
1.391073038,1.272503211,1.524113206
1.391927733,1.273120807,1.525294626
1.392782428,1.273738407,1.526476039
1.393637123,1.274356012,1.527657445
1.394491818,1.274973622,1.528838844
1.395346513,1.275591237,1.530020236
1.396201208,1.276208856,1.531201621
1.39705245,1.276823324,1.532379212
1.397903692,1.277437798,1.533556795
1.398754934,1.278052277,1.53473437
1.399606177,1.278666762,1.535911936
1.400457419,1.279284093,1.537123754
1.401308661,1.279901428,1.538335565
1.402159904,1.280518767,1.539547367
1.403011146,1.281136111,1.540759162
1.403862388,1.28175346,1.541970949
1.40471363,1.282370812,1.543182729
1.405561474,1.282985068,1.544390766
1.406409318,1.283599328,1.545598794
1.407257162,1.284213594,1.546806814
1.408105006,1.284827865,1.548014824
1.408952849,1.285445092,1.54919529
1.409800693,1.286062322,1.55037575
1.410648537,1.286679557,1.551556203
1.411496381,1.287296797,1.552736649
1.412344225,1.28791404,1.553917088
1.413192068,1.288531288,1.555097521
1.41403656,1.289145485,1.556274257
1.414881052,1.289759686,1.557450986
1.415725544,1.290373893,1.558627707
1.416570036,1.290988104,1.55980442
1.417414528,1.291605837,1.560983226
1.41825902,1.292223575,1.562162026
1.419103512,1.292841316,1.563340819
1.419948004,1.293459061,1.564519605
1.420792496,1.294076811,1.565698385
1.421636988,1.294694565,1.566877157
1.422478175,1.295309312,1.56805228
1.423319361,1.295924065,1.569227394
1.424160547,1.296538822,1.570402501
1.425001734,1.297153584,1.5715776
1.42584292,1.2977828,1.572822874
1.426684107,1.29841202,1.57406814
1.427525293,1.299041243,1.575313398
1.42836648,1.29967047,1.576558647
1.429207666,1.300299701,1.577803888
1.430048852,1.300928935,1.57904912
1.430886779,1.301555208,1.580290744
1.431724707,1.302181486,1.581532359
1.432562634,1.302807767,1.582773964
1.433400561,1.303434053,1.584015559
1.434238488,1.304091508,1.585213364
1.435076415,1.304748965,1.586411162
1.435914342,1.305406425,1.587608952
1.436752269,1.306063888,1.588806736
1.437590196,1.306721354,1.590004512
1.438428123,1.307378823,1.591202282
1.439262838,1.308033374,1.59239649
1.440097552,1.308687928,1.593590689
1.440932266,1.309342485,1.59478488
1.44176698,1.309997045,1.595979064
1.442601694,1.310655004,1.597142872
1.443436408,1.311312965,1.598306675
1.444271122,1.311970928,1.599470472
1.445105836,1.312628895,1.600634263
1.44594055,1.313286863,1.601798047
1.446775264,1.313944834,1.602961826
1.447606811,1.314599932,1.604122089
1.448438359,1.315255033,1.605282345
1.449269906,1.315910137,1.606442594
1.450101453,1.316565244,1.607602836
1.450933001,1.317222706,1.608763704
1.451764548,1.317880171,1.609924565
1.452596095,1.318537638,1.611085421
1.453427642,1.319195108,1.612246271
1.45425919,1.31985258,1.613407115
1.455090737,1.320510054,1.614567952
1.455919164,1.321164699,1.615725321
1.456747591,1.321819347,1.616882683
1.457576017,1.322473998,1.618040038
1.458404444,1.323128652,1.619197387
1.459232871,1.323785625,1.620354547
1.460061298,1.324442601,1.621511702
1.460889724,1.32509958,1.622668852
1.461718151,1.32575656,1.623825995
1.462546578,1.326413543,1.624983133
1.463375005,1.327070529,1.626140265
1.464200357,1.327724728,1.627293974
1.46502571,1.328378931,1.628447677
1.465851062,1.329033136,1.629601373
1.466676415,1.329687344,1.630755063
1.467501767,1.330343837,1.631908393
1.46832712,1.331000332,1.633061719
1.469152472,1.331656829,1.634215038
1.469977825,1.332313328,1.635368352
1.470803177,1.33296983,1.63652166
1.47162853,1.333626334,1.637674963
1.472450854,1.334280096,1.63882489
1.473273179,1.33493386,1.639974811
1.474095503,1.335587627,1.641124724
1.474917828,1.336241397,1.642274632
1.475740152,1.336901902,1.64340815
1.476562476,1.337562408,1.644541664
1.477384801,1.338222917,1.645675173
1.478207125,1.338883427,1.646808676
1.47902945,1.339543939,1.647942175
1.479851774,1.340204454,1.649075668
1.480671117,1.34086227,1.650205833
1.48149046,1.341520088,1.651335992
1.482309803,1.342177909,1.652466145
1.483129145,1.342835732,1.653596292
1.483948488,1.343501317,1.654709257
1.484767831,1.344166904,1.655822216
1.485587174,1.344832492,1.656935172
1.486406516,1.345498082,1.658048122
1.487225859,1.346163674,1.659161068
1.488045202,1.346829268,1.66027401
1.488861609,1.347492206,1.661383671
1.489678016,1.348155147,1.662493327
1.490494424,1.34881809,1.663602977
1.491310831,1.349481035,1.664712622
1.492127238,1.350146452,1.665796142
1.492943645,1.350811871,1.666879658
1.493760053,1.351477292,1.66796317
1.49457646,1.352142715,1.669046678
1.495392867,1.352808139,1.670130182
1.496209274,1.353473565,1.671213683
1.497022793,1.354136379,1.672293952
1.497836311,1.354799195,1.673374216
1.498649829,1.355462013,1.674454476
1.499463347,1.356124832,1.675534732
1.500276865,1.356790087,1.676609682
1.501090383,1.357455343,1.677684629
1.501903901,1.3581206,1.678759573
1.502717419,1.358785859,1.679834512
1.503530937,1.35945112,1.680909448
1.504344455,1.360116382,1.681984381
1.50515513,1.360779076,1.68305613
1.505965805,1.361441771,1.684127876
1.50677648,1.362104468,1.685199617
1.507587155,1.362767167,1.686271354
1.50839783,1.363432263,1.68733362
1.509208505,1.36409736,1.688395883
1.51001918,1.364762458,1.689458143
1.510829855,1.365427558,1.6905204
1.51164053,1.366092659,1.691582653
1.512451205,1.366757762,1.692644902
1.513259084,1.367420339,1.693704018
1.514066962,1.368082918,1.69476313
1.514874841,1.368745498,1.695822239
1.515682719,1.369408081,1.696881343
1.516490597,1.370012726,1.697940879
1.517298476,1.370617374,1.699000412
1.518106354,1.371222025,1.700059942
1.518914232,1.371826679,1.701119469
1.519722111,1.372431335,1.702178992
1.520529989,1.373035993,1.703238512
1.521335117,1.373638172,1.704294947
1.522140245,1.374240353,1.705351379
1.522945373,1.374842537,1.706407806
1.523750501,1.375444724,1.70746423
1.524555629,1.376098316,1.708516103
1.525360757,1.376751909,1.709567972
1.526165884,1.377405504,1.710619839
1.526971012,1.3780591,1.711671702
1.52777614,1.378712698,1.712723562
1.528581268,1.379366297,1.713775419
1.529383692,1.380017458,1.714824241
1.530186116,1.38066862,1.715873059
1.530988539,1.381319785,1.716921874
1.531790963,1.381970951,1.717970685
1.532593387,1.382624132,1.718930808
1.533395811,1.383277314,1.719890929
1.534198234,1.383930497,1.72085105
1.535000658,1.384583683,1.721811169
1.535803082,1.385236869,1.722771287
1.536605505,1.385890057,1.723731403
1.537405271,1.38654085,1.724688537
1.538205037,1.387191644,1.72564567
1.539004803,1.387842439,1.7266028
1.539804569,1.388493237,1.72755993
1.540604334,1.389146541,1.728509898
1.5414041,1.389799846,1.729459866
1.542203866,1.390453153,1.730409832
1.543003632,1.391106461,1.731359797
1.543803398,1.391759771,1.732309762
1.544603163,1.392413082,1.733259725
1.545400318,1.39306404,1.734206756
1.546197472,1.393715,1.735153786
1.546994626,1.394365961,1.736100815
1.54779178,1.395016924,1.737047843
1.548588934,1.395666704,1.738245267
1.549386088,1.396316486,1.739442686
1.550183242,1.396966269,1.740640098
1.550980397,1.397616054,1.741837505
1.551777551,1.398265839,1.743034905
1.552574705,1.398915627,1.7442323
1.553369294,1.399563104,1.745426806
1.554163882,1.400210583,1.746621305
1.554958471,1.400858063,1.747815798
1.55575306,1.401505545,1.749010283
1.556547648,1.402155846,1.75007648
1.557342237,1.402806149,1.751142674
1.558136826,1.403456453,1.752208864
1.558931415,1.404106759,1.753275051
1.559726003,1.404757065,1.754341235
1.560520592,1.405407373,1.755407415
1.561312662,1.406055414,1.756470758
1.562104731,1.406703456,1.757534097
1.562896801,1.407351499,1.758597432
1.56368887,1.407999544,1.759660764
1.56448094,1.408580083,1.760692059
1.56527301,1.409160625,1.761723353
1.566065079,1.409741169,1.762754643
1.566857149,1.410321715,1.763785931
1.567649218,1.410902264,1.764817216
1.568441288,1.411482816,1.765848499
1.569230885,1.412061145,1.766876994
1.570020481,1.412639477,1.767905486
1.570810078,1.413217811,1.768933976
1.571599675,1.413796149,1.769962462
1.572389271,1.414372651,1.770991486
1.573178868,1.414949155,1.772020507
1.573968465,1.415525661,1.773049526
1.574758061,1.41610217,1.774078542
1.575547658,1.416678681,1.775107556
1.576337255,1.417255195,1.776136567
1.577124425,1.41782953,1.777162841
1.577911595,1.418403868,1.778189112
1.578698765,1.418978209,1.77921538
1.579485935,1.419552552,1.780241645
1.580273105,1.420134161,1.781290947
1.581060275,1.420715772,1.782340247
1.581847445,1.421297385,1.783389544
1.582634615,1.421879,1.784438838
1.583421785,1.422460618,1.785488129
1.584208955,1.423042238,1.786537417
1.584993745,1.423621722,1.787584017
1.585778535,1.424201209,1.788630614
1.586563324,1.424780698,1.789677208
1.587348114,1.425360191,1.790723798
1.588132904,1.425967483,1.791723631
1.588917693,1.426574778,1.792723462
1.589702483,1.427182075,1.79372329
1.590487273,1.427789373,1.794723117
1.591272063,1.428396673,1.795722942
1.592056852,1.429003974,1.796722765
1.592839308,1.429609183,1.797719951
1.593621763,1.430214394,1.798717135
1.594404219,1.430819606,1.799714317
1.595186675,1.431424821,1.800711496
1.59596913,1.432032208,1.801760497
1.596751586,1.432639597,1.802809495
1.597534041,1.433246988,1.803858491
1.598316497,1.43385438,1.804907483
1.599098952,1.434461774,1.805956473
1.599881408,1.435069169,1.807005459
1.600661576,1.435674515,1.808051859
1.601441744,1.436279862,1.809098255
1.602221911,1.436885211,1.810144648
1.603002079,1.437490562,1.811191037
1.603782247,1.438098044,1.812312508
1.604562414,1.438705527,1.813433976
1.605342582,1.439313012,1.814555439
1.60612275,1.439920498,1.815676897
1.606902918,1.440527986,1.816798352
1.607683085,1.441135476,1.817919803
1.608461012,1.441740958,1.819038714
1.609238938,1.442346442,1.820157621
1.610016864,1.442951927,1.821276522
1.61079479,1.443557415,1.822395419
1.611572716,1.444164991,1.823487863
1.612350642,1.444772569,1.824580303
1.613128568,1.445380148,1.825672739
1.613906495,1.445987729,1.826765172
1.614684421,1.446595311,1.827857601
1.615462347,1.447202895,1.828950027
1.616238078,1.447808514,1.830039963
1.617013808,1.448414134,1.831129895
1.617789539,1.449019756,1.832219823
1.61856527,1.449625381,1.833309747
1.619341001,1.450233051,1.83435582
1.620116732,1.450840724,1.83540189
1.620892463,1.451448397,1.836447958
1.621668193,1.452056073,1.837494022
1.622443924,1.452663749,1.838540084
1.623219655,1.453271427,1.839586143
1.623993237,1.453877183,1.840629764
1.624766818,1.45448294,1.841673381
1.6255404,1.455088699,1.842716995
1.626313982,1.45569446,1.843760606
1.627087564,1.456302226,1.844832461
1.627861145,1.456909993,1.845904313
1.628634727,1.457517761,1.846976162
1.629408309,1.458125531,1.848048007
1.630181891,1.458733303,1.84911985
1.630955472,1.459341075,1.850191689
1.631726951,1.459946968,1.851261139
1.63249843,1.460552862,1.852330586
1.633269909,1.461158758,1.853400029
1.634041388,1.461764655,1.854469468
1.634812867,1.462372516,1.855520923
1.635584346,1.462980378,1.856572375
1.636355825,1.463588242,1.857623824
1.637127304,1.464196107,1.85867527
1.637898783,1.464803973,1.859726713
1.638670262,1.46541184,1.860778154
1.639439684,1.46601787,1.861827256
1.640209107,1.466623901,1.862876356
1.640978529,1.467229934,1.863925451
1.641747951,1.467835969,1.864974544
1.642517374,1.468443925,1.865948901
1.643286796,1.469051882,1.866923256
1.644056218,1.469659841,1.86789761
1.644825641,1.470267801,1.868871962
1.645595063,1.470875763,1.869846313
1.646364486,1.471483725,1.870820662
1.647131898,1.472089893,1.871792725
1.64789931,1.472696061,1.872764786
1.648666722,1.473302231,1.873736845
1.649434134,1.473908403,1.874708903
1.650201546,1.474516486,1.875730535
1.650968958,1.475124571,1.876752165
1.65173637,1.475732657,1.877773793
1.652503782,1.476340744,1.878795419
1.653271194,1.476948833,1.879817042
1.654038607,1.477556922,1.880838663
1.654804055,1.478163259,1.881858048
1.655569503,1.478769596,1.882877431
1.656334951,1.479375935,1.88389681
1.657100399,1.479982276,1.884916188
1.657865847,1.480591838,1.885930144
1.658631295,1.481201401,1.886944099
1.659396743,1.481810965,1.887958051
1.660162191,1.48242053,1.888972002
1.660927639,1.483030096,1.88998595
1.661693087,1.483639663,1.890999896
1.662456618,1.484247519,1.892011657
1.663220148,1.484855377,1.893023416
1.663983678,1.485463236,1.894035172
1.664747208,1.486071096,1.895046926
1.665510739,1.486672077,1.896152076
1.666274269,1.487273059,1.897257222
1.667037799,1.487874042,1.898362365
