COPD,95% UI,
1.66780133,1.488475026,1.899467504
1.66856486,1.489076011,1.90057264
1.66932839,1.489676998,1.901677773
1.670090049,1.490276316,1.902780769
1.670851708,1.490875635,1.903883762
1.671613366,1.491474956,1.904986751
1.672375025,1.492074278,1.906089735
1.673136684,1.492672364,1.907169535
1.673898343,1.493270451,1.908249332
1.674660002,1.493868539,1.909329125
1.67542166,1.494466628,1.910408915
1.676183319,1.495064719,1.911488702
1.676944978,1.49566281,1.912568487
1.677704811,1.496259275,1.913646186
1.678464645,1.496855742,1.914723881
1.679224479,1.49745221,1.915801573
1.679984312,1.498048679,1.916879262
1.680744146,1.498646906,1.917805134
1.681503979,1.499245134,1.918731005
1.682263813,1.499843363,1.919656875
1.683023646,1.500441593,1.920582744
1.68378348,1.501039824,1.921508612
1.684543313,1.501638057,1.92243448
1.685301368,1.502234705,1.923358316
1.686059422,1.502831354,1.924282152
1.686817477,1.503428005,1.925205986
1.687575531,1.504024657,1.92612982
1.688333586,1.504622909,1.927035163
1.68909164,1.505221163,1.927940505
1.689849695,1.505819417,1.928845847
1.69060775,1.506417673,1.929751188
1.691365804,1.50701593,1.930656529
1.692123859,1.507614188,1.931561869
1.69288018,1.508210903,1.932465231
1.693636502,1.508807619,1.933368592
1.694392824,1.509404337,1.934271952
1.695149146,1.510001056,1.935175312
1.695905468,1.510536565,1.936129439
1.696661789,1.511072076,1.937083566
1.697418111,1.51160759,1.938037691
1.698174433,1.512143105,1.938991815
1.698930755,1.512678622,1.939945937
1.699687077,1.51321414,1.940900059
1.700441712,1.51374816,1.941852253
1.701196347,1.514282182,1.942804446
1.701950983,1.514816205,1.943756637
1.702705618,1.515350231,1.944708827
1.703460253,1.515982234,1.945681565
1.704214889,1.516614237,1.946654301
1.704969524,1.517246241,1.947627035
1.705724159,1.517878245,1.948599768
1.706478795,1.51851025,1.9495725
1.70723343,1.519142255,1.95054523
1.707986425,1.519772801,1.951516084
1.70873942,1.520403348,1.952486937
1.709492415,1.521033896,1.953457788
1.71024541,1.521664444,1.954428637
1.710998406,1.522286398,1.955369371
1.711751401,1.522908352,1.956310105
1.712504396,1.523530307,1.957250837
1.713257391,1.524152262,1.958191568
1.714010386,1.524774219,1.959132298
1.714763381,1.525396175,1.960073027
1.715514782,1.526016715,1.961011933
1.716266183,1.526637255,1.961950838
1.717017584,1.527257796,1.962889741
1.717768985,1.527878338,1.963828643
1.718520387,1.528476335,1.964818774
1.719271788,1.529074334,1.965808902
1.720023189,1.529672333,1.966799029
1.72077459,1.530270334,1.967789154
1.721525991,1.530868335,1.968779278
1.722277392,1.531466337,1.9697694
1.723027243,1.532062963,1.970757747
1.723777095,1.532659589,1.971746093
1.724526947,1.533256217,1.972734437
1.725276798,1.533852845,1.973722779
1.72602665,1.534451233,1.97465056
1.726776501,1.535049623,1.975578341
1.727526353,1.535648012,1.97650612
1.728276204,1.536246403,1.977433898
1.729026056,1.536844795,1.978361676
1.729775908,1.537443188,1.979289453
1.730524253,1.538040242,1.980215505
1.731272598,1.538637298,1.981141556
1.732020943,1.539234354,1.982067606
1.732769288,1.539831412,1.982993655
1.733517634,1.540429853,1.98390941
1.734265979,1.541028295,1.984825165
1.735014324,1.541626738,1.985740919
1.735762669,1.542225182,1.986656672
1.736511014,1.542823626,1.987572424
1.737259359,1.543422071,1.988488176
1.738006238,1.544019215,1.989402249
1.738753117,1.54461636,1.99031632
1.739499996,1.545213505,1.991230391
1.740246875,1.545810651,1.992144461
1.740993754,1.546407707,1.993057408
1.741740633,1.547004764,1.993970354
1.742487512,1.547601821,1.9948833
1.743234391,1.548198879,1.995796245
1.74398127,1.548795938,1.996709189
1.744728148,1.549392998,1.997622132
1.745473593,1.549988785,1.998533433
1.746219038,1.550584573,1.999444733
1.746964483,1.551180362,2.000356032
1.747709928,1.551776152,2.00126733
1.748455372,1.552380315,2.002211218
1.749200817,1.552984479,2.003155105
1.749946262,1.553588643,2.004098991
1.750691707,1.554192809,2.005042876
1.751437152,1.554796975,2.00598676
1.752182596,1.555401141,2.006930643
1.752926635,1.556004061,2.007872915
1.753670674,1.556606981,2.008815185
1.754414713,1.557209902,2.009757454
1.755158752,1.557812824,2.010699721
1.755902791,1.558402379,2.011689855
1.75664683,1.558991935,2.012679986
1.757390869,1.559581491,2.013670116
1.758134908,1.560171049,2.014660244
1.758878947,1.560760607,2.015650371
1.759622986,1.561350166,2.016640496
1.760365645,1.561938501,2.017629037
1.761108303,1.562526837,2.018617577
1.761850962,1.563115174,2.019606114
1.76259362,1.563703512,2.02059465
1.763336279,1.564301282,2.02158381
1.764078937,1.564899052,2.022572969
1.764821596,1.565496823,2.023562127
1.765564254,1.566094595,2.024551283
1.766306913,1.566692367,2.025540437
1.767049572,1.56729014,2.02652959
1.767790871,1.567886709,2.027517181
1.76853217,1.568483277,2.028504771
1.769273469,1.569079847,2.029492359
1.770014768,1.569676418,2.030479946
1.770756067,1.570292301,2.031589785
1.771497366,1.570908184,2.03269962
1.772238665,1.571524068,2.033809453
1.772979964,1.572139953,2.034919283
1.773721263,1.572755837,2.03602911
1.774462562,1.573371723,2.037138934
1.775202622,1.57398651,2.038247332
1.775942682,1.574601298,2.039355727
1.776682742,1.575216086,2.040464119
1.777422802,1.575830875,2.041572507
1.778162863,1.576452873,2.04270879
1.778902923,1.577074872,2.04384507
1.779642983,1.57769687,2.044981347
1.780383043,1.57831887,2.04611762
1.781123103,1.578940869,2.04725389
1.781863163,1.579562869,2.048390157
1.782602166,1.580183932,2.049525205
1.783341169,1.580804995,2.050660249
1.784080171,1.581426059,2.05179529
1.784819174,1.582047123,2.052930327
1.785558177,1.582669405,2.053929117
1.786297179,1.583291688,2.054927904
1.787036182,1.583913972,2.05592669
1.787775184,1.584536255,2.056925475
1.788514187,1.585158539,2.057924258
1.78925319,1.585780823,2.058923039
1.789991159,1.586402192,2.059920629
1.790729128,1.587023561,2.060918218
1.791467097,1.587644931,2.061915804
1.792205067,1.588266301,2.062913389
1.792943036,1.588888781,2.063857219
1.793681005,1.589511261,2.064801047
1.794418974,1.590133741,2.065744874
1.795156944,1.590756222,2.0666887
1.795894913,1.591378703,2.067632526
1.796632882,1.592001184,2.06857635
1.797369838,1.592622768,2.069519006
1.798106794,1.593244352,2.070461661
1.798843749,1.593865937,2.071404315
1.799580705,1.594487521,2.072346968
1.800317661,1.595110053,2.073287068
1.801054616,1.595732585,2.074227167
1.801791572,1.596355117,2.075167265
1.802528528,1.596977649,2.076107362
1.803265483,1.597600182,2.077047458
1.804002439,1.598222715,2.077987553
1.804738398,1.598844365,2.078926499
1.805474357,1.599466015,2.079865443
1.806210315,1.600087666,2.080804387
1.806946274,1.600709317,2.08174333
1.807682233,1.601307433,2.082679713
1.808418191,1.601905549,2.083616096
1.80915415,1.602503666,2.084552478
1.809890108,1.603101783,2.085488859
1.810626067,1.603699901,2.08642524
1.811362026,1.60429802,2.087361619
1.812097,1.604895267,2.088296863
1.812831974,1.605492515,2.089232106
1.813566948,1.606089763,2.090167347
1.814301922,1.606687012,2.091102588
1.815036896,1.607232878,2.092035208
1.815771871,1.607778746,2.092967826
1.816506845,1.608324615,2.093900444
1.817241819,1.608870485,2.09483306
1.817976793,1.609416356,2.095765676
1.818711767,1.609962228,2.096698291
1.819441684,1.610503624,2.097625075
1.820171601,1.611045022,2.098551857
1.820901518,1.611586422,2.099478638
1.821631435,1.612127824,2.100405418
1.822361352,1.612670118,2.101322635
1.823091269,1.613212413,2.10223985
1.823821186,1.61375471,2.103157065
1.824551102,1.614297009,2.104074278
1.825281019,1.614839309,2.10499149
1.826010936,1.61538161,2.105908701
1.826740853,1.615923914,2.106825912
1.82747077,1.616466218,2.107743121
1.828200687,1.617008524,2.108660329
1.828930604,1.617550832,2.109577535
1.829660521,1.618131728,2.110492157
1.830390438,1.618712625,2.111406778
1.831120355,1.619293524,2.112321399
1.831850272,1.619874423,2.113236018
1.832580189,1.620455322,2.114150636
1.833310105,1.621036223,2.115065253
1.834040022,1.621617125,2.115979869
1.834769939,1.622198027,2.116894485
1.835499856,1.622778931,2.117809099
1.836229773,1.623359835,2.118723712
1.83695969,1.623945252,2.119709322
1.837689607,1.62453067,2.120694932
1.838419524,1.625116089,2.12168054
1.839149441,1.625701507,2.122666147
1.839879358,1.626286927,2.123651752
1.840609275,1.626872347,2.124637357
1.841339192,1.627457767,2.125622961
1.842069109,1.628043188,2.126608563
1.842799025,1.628628609,2.127594165
1.843528942,1.62921403,2.128579765
1.844258859,1.629799452,2.129565365
1.844988776,1.630384875,2.130550963
1.845718693,1.630970298,2.13153656
1.84644861,1.631555721,2.132522156
1.847178527,1.632141145,2.133507751
1.847908444,1.632726569,2.134493345
1.848638361,1.633311994,2.135478938
1.849368278,1.633897419,2.13646453
1.850098195,1.634482845,2.13745012
1.850828112,1.635068271,2.13843571
1.851558028,1.635653698,2.139421298
1.852287945,1.636239125,2.140406886
1.853017862,1.636824552,2.141392472
1.853747779,1.63740998,2.142378058
1.854477696,1.637995409,2.143363642
1.855207613,1.638580837,2.144349225
1.85593753,1.639166267,2.145334807
1.856667447,1.639751696,2.146320388
1.857397364,1.640337126,2.147305968
1.858127281,1.640922557,2.148291547
1.858857198,1.641507988,2.149277125
1.859587115,1.642093419,2.150262702
1.860317031,1.642678851,2.151248278
1.861046948,1.643264284,2.152233852
1.861776865,1.643849716,2.153219426
1.862506782,1.64443515,2.154204999
1.863236699,1.645020583,2.15519057
1.863966616,1.645606017,2.156176141
1.864696533,1.646191452,2.15716171
1.86542645,1.646776887,2.158147279
1.866156367,1.647362322,2.159132846
1.866886284,1.647947758,2.160118412
1.867616201,1.648533194,2.161103978
1.868346118,1.649118631,2.162089542
1.869076035,1.649704068,2.163075105
1.869805951,1.650289506,2.164060667
1.870535868,1.650874944,2.165046228
1.871265785,1.651460382,2.166031788
1.871995702,1.652045821,2.167017347
1.872725619,1.652631261,2.168002905
1.873455536,1.6532167,2.168988462
1.874185453,1.653802141,2.169974018
1.87491537,1.654387581,2.170959573
1.875645287,1.654973022,2.171945127
1.876375204,1.655558464,2.17293068
1.877105121,1.656143906,2.173916232
1.877835038,1.656729348,2.174901782
1.878564954,1.657314791,2.175887332
1.879294871,1.657900234,2.176872881
1.880024788,1.658485677,2.177858429
1.880754705,1.659071122,2.178843975
1.881484622,1.659656566,2.179829521
1.882214539,1.660242011,2.180815066
1.882944456,1.660827456,2.181800609
1.883674373,1.661412902,2.182786152
1.88440429,1.661998348,2.183771693
1.885134207,1.662583795,2.184757234
1.885864124,1.663169242,2.185742774
1.886594041,1.663754689,2.186728312
1.887323957,1.664340137,2.18771385
1.888053874,1.664925585,2.188699386
1.888783791,1.665511034,2.189684922
1.889513708,1.666096483,2.190670456
1.890243625,1.666681933,2.19165599
1.890973542,1.667267383,2.192641522
1.891703459,1.667852833,2.193627054
1.892422487,1.668428684,2.194599957
1.893141515,1.669004536,2.195572857
1.893860543,1.669580388,2.196545754
1.894579571,1.670156242,2.197518649
1.895298599,1.670732097,2.198491542
1.896017627,1.671307954,2.199464432
1.896736655,1.671883811,2.200437319
1.897455683,1.672459669,2.201410203
1.898174711,1.673035528,2.202383086
1.898893739,1.673611389,2.203355965
1.899612767,1.67418725,2.204328842
1.900331794,1.674763113,2.205301716
1.901050822,1.675338977,2.206274588
1.90176985,1.675914841,2.207247457
1.902488878,1.676490707,2.208220324
1.903207906,1.677066574,2.209193188
1.903926934,1.677642442,2.21016605
1.904645962,1.678218311,2.211138908
1.90536499,1.678794181,2.212111765
1.906084018,1.679370052,2.213084619
1.906803046,1.679945924,2.21405747
1.907522074,1.680521798,2.215030319
1.908241102,1.681097672,2.216003165
1.90896013,1.681673547,2.216976009
1.909679158,1.682253959,2.217971547
1.910398186,1.68283437,2.218967084
1.911117214,1.683414782,2.219962619
1.911836242,1.683995195,2.220958154
1.91255527,1.684575607,2.221953687
1.913274298,1.68515602,2.22294922
1.913993326,1.685736434,2.223944751
1.914712354,1.686316848,2.224940281
1.915431382,1.686897262,2.22593581
1.916150409,1.687477677,2.226931338
1.916869437,1.688058092,2.227926865
1.917588465,1.688638507,2.228922391
1.918307493,1.689218922,2.229917916
1.919026521,1.689799338,2.230913439
1.919745549,1.690379755,2.231908962
1.920464577,1.690960172,2.232904483
1.921183605,1.691540589,2.233900004
1.921902633,1.692121006,2.234895523
1.922621661,1.692701424,2.235891041
1.923340689,1.693281842,2.236886559
1.924059717,1.69386226,2.237882075
1.924778745,1.694442679,2.23887759
1.925497773,1.695023099,2.239873104
1.926216801,1.695603518,2.240868617
1.926935829,1.696183938,2.241864128
1.927654857,1.696764358,2.242859639
1.928373885,1.697344779,2.243855149
1.929092913,1.6979252,2.244850657
1.929811941,1.698505621,2.245846165
1.930530969,1.699086043,2.246841671
1.931249997,1.699666465,2.247837177
1.931969024,1.700246887,2.248832681
1.932688052,1.70082731,2.249828184
1.93340708,1.701407733,2.250823686
1.934126108,1.701988157,2.251819187
1.934845136,1.702568581,2.252814687
1.935564164,1.703149005,2.253810186
1.936283192,1.703729429,2.254805684
1.93700222,1.704309854,2.255801181
1.937721248,1.704890279,2.256796677
1.938440276,1.705470705,2.257792172
1.939159304,1.706051131,2.258787666
1.939878332,1.706631557,2.259783158
1.94059736,1.707211983,2.26077865
1.941316388,1.70779241,2.26177414
1.942035416,1.708372838,2.26276963
1.942754444,1.708953265,2.263765118
1.943473472,1.709533693,2.264760606
1.9441925,1.710114122,2.265756092
1.944911528,1.71069455,2.266751578
1.945630556,1.711274979,2.267747062
1.946349584,1.711855409,2.268742545
1.947068612,1.712435838,2.269738027
1.94778764,1.713016268,2.270733509
1.948506667,1.713596699,2.271728989
1.949225695,1.714177129,2.272724468
1.949944723,1.71475756,2.273719946
1.950663751,1.715337992,2.274715423
1.951382779,1.715918424,2.275710899
1.952101807,1.716498856,2.276706374
1.952820835,1.717079288,2.277701848
1.953539863,1.717659721,2.278697321
1.954258891,1.718240154,2.279692793
1.954977919,1.718820587,2.280688264
1.955696947,1.719401021,2.281683733
1.956415975,1.719981455,2.282679202
1.957135003,1.72056189,2.28367467
1.957854031,1.721142325,2.284670137
1.958573059,1.72172276,2.285665602
1.959292087,1.722303195,2.286661067
1.960011115,1.722883631,2.287656531
1.960730143,1.723464067,2.288651994
1.961449171,1.724044504,2.289647455
1.962168199,1.72462494,2.290642916
1.962887227,1.725205378,2.291638375
1.963606255,1.725785815,2.292633834
1.964308803,1.72635177,2.29361005
1.965011352,1.726917726,2.294586262
1.965713901,1.727483684,2.295562471
1.96641645,1.728049643,2.296538676
1.967118999,1.728615603,2.297514878
1.967821548,1.729181564,2.298491076
1.968524097,1.729747526,2.29946727
1.969226646,1.730313489,2.300443461
1.969929195,1.730879454,2.301419648
1.970631744,1.73144542,2.302395832
1.971334293,1.732011387,2.303372012
1.972036842,1.732577355,2.304348188
1.972739391,1.733143324,2.305324361
1.97344194,1.733709295,2.30630053
1.974144489,1.734275267,2.307276696
1.974847038,1.73484124,2.308252858
1.975549587,1.735407214,2.309229016
1.976252136,1.735973189,2.310205171
1.976954685,1.736539165,2.311181322
1.977657234,1.737105143,2.31215747
1.978359783,1.737671122,2.313133614
1.979062332,1.738237102,2.314109755
1.979764881,1.738803083,2.315085892
1.980467429,1.739369065,2.316062026
1.981169978,1.739907498,2.317047934
1.981872527,1.740445932,2.318033841
1.982575076,1.740984366,2.319019747
1.983277625,1.7415228,2.320005652
1.983980174,1.742061235,2.320991556
1.984682723,1.742599671,2.321977459
1.985385272,1.743138107,2.322963361
1.986087821,1.743676543,2.323949262
1.98679037,1.74421498,2.324935162
1.987492919,1.744753417,2.325921061
1.988195468,1.745291855,2.326906959
1.988898017,1.745830293,2.327892856
1.989600566,1.746368732,2.328878752
1.990303115,1.746907171,2.329864647
1.991005664,1.747445611,2.330850541
1.991708213,1.747984051,2.331836434
1.992410762,1.748522492,2.332822326
1.993113311,1.749060933,2.333808217
1.99381586,1.749599375,2.334794107
1.994518409,1.750137817,2.335779996
1.995220958,1.750676259,2.336765884
1.995923507,1.751214702,2.337751771
1.996626056,1.751753146,2.338737658
1.997328604,1.75229159,2.339723543
1.998031153,1.752830034,2.340709427
1.998733702,1.753368479,2.34169531
1.999436251,1.753906924,2.342681193
2.0001388,1.75444537,2.343667074
2.000841349,1.754983816,2.344652954
2.001543898,1.755522263,2.345638834
2.002246447,1.75606071,2.346624712
2.002948996,1.756599158,2.34761059
2.003651545,1.757137606,2.348596466
2.004354094,1.757676055,2.349582342
2.005056643,1.758214504,2.350568216
2.005759192,1.758752953,2.35155409
2.006461741,1.759291403,2.352539962
2.00716429,1.759829854,2.353525834
2.007866839,1.760368305,2.354511705
2.008569388,1.760906756,2.355497574
2.009271937,1.761445208,2.356483443
2.009974486,1.76198366,2.357469311
2.010677035,1.762522113,2.358455178
2.011379584,1.763060566,2.359441044
2.012082133,1.763599019,2.360426909
2.012784682,1.764137474,2.361412773
2.01348723,1.764675928,2.362398636
2.014189779,1.765214383,2.363384498
2.014892328,1.765752839,2.364370359
2.015594877,1.766291294,2.365356219
2.016297426,1.766829751,2.366342078
2.016999975,1.767368208,2.367327937
2.017702524,1.767906665,2.368313794
2.018405073,1.768445123,2.36929965
2.019107622,1.768983581,2.370285506
2.019810171,1.769522039,2.37127136
2.02051272,1.770060499,2.372257214
2.021215269,1.770598958,2.373243066
2.021917818,1.771137418,2.374228918
2.022620367,1.771675878,2.375214769
2.023322916,1.772214339,2.376200619
2.024025465,1.772752801,2.377186468
2.024728014,1.773291262,2.378172315
2.025430563,1.773829725,2.379158162
2.026133112,1.774368187,2.380144009
2.026835661,1.77490665,2.381129854
2.02753821,1.775445114,2.382115698
2.028240759,1.775983578,2.383101541
2.028943308,1.776522042,2.384087383
2.029645856,1.777060507,2.385073225
2.030348405,1.777598973,2.386059065
2.031050954,1.778137439,2.387044905
2.031753503,1.778675905,2.388030743
2.032456052,1.779214371,2.389016581
2.033158601,1.779752839,2.390002418
2.03386115,1.780291306,2.390988254
2.034540331,1.780809321,2.391946616
2.035219513,1.781327337,2.392904973
2.035898694,1.781845356,2.393863326
2.036577875,1.782363377,2.394821675
2.037257056,1.7828814,2.395780018
2.037936237,1.783399426,2.396738358
2.038615418,1.783917453,2.397696692
2.0392946,1.784435483,2.398655022
2.039973781,1.784953515,2.399613348
2.040652962,1.785471549,2.400571669
2.041332143,1.785989586,2.401529985
2.042011324,1.786507624,2.402488297
2.042690506,1.787025665,2.403446604
2.043369687,1.787543708,2.404404907
2.044048868,1.788061753,2.405363205
2.044728049,1.7885798,2.406321499
2.04540723,1.789097849,2.407279788
2.046086411,1.789615901,2.408238073
2.046765593,1.790133954,2.409196353
2.047444774,1.79065201,2.410154629
2.048123955,1.791170068,2.4111129
2.048803136,1.791688128,2.412071167
2.049482317,1.79220619,2.413029429
2.050161499,1.792724255,2.413987686
2.05084068,1.793262299,2.414933482
2.051519861,1.793800343,2.415879276
2.052199042,1.794338387,2.41682507
2.052878223,1.794876432,2.417770863
2.053557404,1.795414476,2.418716655
2.054236586,1.795952522,2.419662446
2.054915767,1.796490567,2.420608237
2.055594948,1.797028613,2.421554027
2.056274129,1.797566659,2.422499816
2.05695331,1.798104705,2.423445604
2.057632491,1.798642752,2.424391392
2.058311673,1.799180799,2.425337179
2.058990854,1.799718846,2.426282965
2.059670035,1.800256894,2.42722875
2.060349216,1.800794942,2.428174535
2.061028397,1.80133299,2.429120318
2.061707579,1.801871038,2.430066101
2.06238676,1.802409087,2.431011884
2.063065941,1.802947136,2.431957665
2.063745122,1.803485185,2.432903446
2.064424303,1.804023235,2.433849226
2.065103484,1.804561285,2.434795005
2.065782666,1.805099335,2.435740783
2.066461847,1.805637385,2.436686561
2.067141028,1.806175436,2.437632338
2.067820209,1.806713487,2.438578114
2.06849939,1.807251539,2.439523889
2.069178571,1.80778959,2.440469664
2.069857753,1.808327642,2.441415438
2.070536934,1.808865694,2.442361211
2.071216115,1.809403747,2.443306983
2.071895296,1.8099418,2.444252755
2.072574477,1.810479853,2.445198526
2.073253659,1.811017906,2.446144296
2.07393284,1.81155596,2.447090065
2.074612021,1.812094013,2.448035834
2.075291202,1.812632068,2.448981602
2.075970383,1.813170122,2.449927369
2.076649564,1.813708177,2.450873135
2.077328746,1.814246232,2.451818901
2.078007927,1.814784287,2.452764666
2.078687108,1.815322343,2.45371043
2.079366289,1.815860399,2.454656193
2.08004547,1.816398455,2.455601956
2.080724652,1.816936512,2.456547718
2.081403833,1.817474568,2.457493479
2.082083014,1.818012625,2.458439239
2.082762195,1.818550683,2.459384999
2.083441376,1.81908874,2.460330758
2.084120557,1.819626798,2.461276516
2.084799739,1.820164856,2.462222274
2.08547892,1.820702915,2.46316803
2.086158101,1.821240974,2.464113786
2.086837282,1.821779033,2.465059542
2.087516463,1.822317092,2.466005296
2.088195644,1.822855152,2.46695105
2.088874826,1.823393211,2.467896803
2.089554007,1.823931272,2.468842555
2.090233188,1.824469332,2.469788307
2.090912369,1.825007393,2.470734058
2.09159155,1.825545454,2.471679808
2.092270732,1.826083515,2.472625557
2.092949913,1.826621577,2.473571306
2.093629094,1.827159638,2.474517054
2.094308275,1.8276977,2.475462801
2.094987456,1.828235763,2.476408548
2.095666637,1.828773826,2.477354293
2.096345819,1.829311888,2.478300038
2.097025,1.829849952,2.479245783
2.097704181,1.830388015,2.480191526
2.098383362,1.830926079,2.481137269
2.099062543,1.831464143,2.482083011
2.099741724,1.832002207,2.483028753
2.100420906,1.832540272,2.483974493
2.101100087,1.833078337,2.484920233
2.101779268,1.833616402,2.485865973
2.102431621,1.834131063,2.486779978
2.103083974,1.834645725,2.48769398
2.103736327,1.83516039,2.488607977
2.10438868,1.835675056,2.48952197
2.105041033,1.836189723,2.490435958
2.105693386,1.836704392,2.491349943
2.106345739,1.837219063,2.492263922
2.106998092,1.837733736,2.493177898
2.107650445,1.83824841,2.494091869
2.108302798,1.838763086,2.495005836
2.108955151,1.839277763,2.495919799
2.109607504,1.839792442,2.496833757
2.110259857,1.840307123,2.497747711
2.11091221,1.840821806,2.49866166
2.111564563,1.84133649,2.499575606
2.112216916,1.841851175,2.500489547
2.112869269,1.842365863,2.501403483
2.113521622,1.842880552,2.502317416
2.114173975,1.843395242,2.503231344
2.114826328,1.843909935,2.504145268
2.115478681,1.844424629,2.505059188
2.116131034,1.844939324,2.505973103
2.116783387,1.845454021,2.506887014
2.11743574,1.84596872,2.507800921
2.118088093,1.846520074,2.508522825
2.118740446,1.847071429,2.509244729
2.119392799,1.847622784,2.509966634
2.120045152,1.848174138,2.510688539
2.120697506,1.848725493,2.511410444
2.121349859,1.849276848,2.512132349
2.122002212,1.849828203,2.512854255
2.122654565,1.850379558,2.513576161
2.123306918,1.850930913,2.514298067
2.123959271,1.851482268,2.515019973
2.124611624,1.852033623,2.515741879
2.125263977,1.852584978,2.516463786
2.12591633,1.853136334,2.517185693
2.126568683,1.853687689,2.5179076
2.127221036,1.854239045,2.518629507
2.127873389,1.8547904,2.519351415
2.128525742,1.855341756,2.520073323
2.129178095,1.855893112,2.520795231
2.129830448,1.856444468,2.521517139
2.130482801,1.856995824,2.522239048
2.131135154,1.85754718,2.522960956
2.131787507,1.858098536,2.523682865
2.13243986,1.858649892,2.524404774
2.133092213,1.859201248,2.525126684
2.133744566,1.859752605,2.525848594
2.134396919,1.860303961,2.526570503
2.135049272,1.860855317,2.527292414
2.135701625,1.861406674,2.528014324
2.136353978,1.861958031,2.528736234
2.137006331,1.862509387,2.529458145
2.137658684,1.863060744,2.530180056
2.138311037,1.863612101,2.530901967
2.13896339,1.864163458,2.531623879
2.139615743,1.864714815,2.532345791
2.140268096,1.865266172,2.533067703
2.140920449,1.865817529,2.533789615
2.141572802,1.866368886,2.534511527
2.142225155,1.866920244,2.53523344
2.142877508,1.867471601,2.535955352
2.143529861,1.868022959,2.536677265
2.144182214,1.868574316,2.537399179
2.144834567,1.869125674,2.538121092
2.14548692,1.869677032,2.538843006
2.146139273,1.870228389,2.53956492
2.146791626,1.870779747,2.540286834
2.147443979,1.871331105,2.541008748
2.148096332,1.871882463,2.541730663
2.148748685,1.872433821,2.542452578
2.149401038,1.87298518,2.543174493
2.150053391,1.873536538,2.543896408
2.150705744,1.874087896,2.544618324
2.151358097,1.874639254,2.545340239
2.15201045,1.875190613,2.546062155
2.152662803,1.875741972,2.546784072
2.153315156,1.87629333,2.547505988
2.153967509,1.876844689,2.548227905
2.154619862,1.877396048,2.548949821
2.155272215,1.877947406,2.549671738
2.155924568,1.878498765,2.550393656
2.156576921,1.879050124,2.551115573
2.157229274,1.879601484,2.551837491
2.157881627,1.880152843,2.552559409
2.15853398,1.880704202,2.553281327
2.159186333,1.881255561,2.554003245
2.159838687,1.881806921,2.554725164
2.16049104,1.88235828,2.555447083
2.161143393,1.88290964,2.556169002
2.161795746,1.883460999,2.556890921
2.162448099,1.884012359,2.55761284
2.163100452,1.884563719,2.55833476
2.163752805,1.885115078,2.55905668
2.164405158,1.885666438,2.5597786
2.165057511,1.886217798,2.56050052
2.165709864,1.886769158,2.561222441
2.166362217,1.887320519,2.561944362
2.16701457,1.887871879,2.562666283
2.167648135,1.888406871,2.563365986
2.1682817,1.888941864,2.56406569
2.168915264,1.889476857,2.564765396
2.169548829,1.890011851,2.565465102
2.170182394,1.890546845,2.56616481
2.170815959,1.891081839,2.566864518
2.171449524,1.891616834,2.567564228
2.172083089,1.892151829,2.568263939
2.172716654,1.892686825,2.568963651
2.173350219,1.89322182,2.569663363
2.173983784,1.893756817,2.570363077
2.174617349,1.894291813,2.571062792
2.175250914,1.89482681,2.571762508
2.175884479,1.895361807,2.572462226
2.176518044,1.895896805,2.573161944
2.177151609,1.896431803,2.573861663
2.177785173,1.896966801,2.574561383
2.178418738,1.8975018,2.575261105
2.179052303,1.898036799,2.575960827
2.179685868,1.898571799,2.576660551
2.180319433,1.899106798,2.577360275
2.180952998,1.899641799,2.578060001
2.181586563,1.900176799,2.578759727
2.182220128,1.9007118,2.579459455
2.182853693,1.90127327,2.580121792
2.183487258,1.90183474,2.58078413
2.184120823,1.902396211,2.581446468
2.184754388,1.902957681,2.582108806
2.185387953,1.903519151,2.582771144
2.186021518,1.904080621,2.583433483
2.186655083,1.904642091,2.584095822
2.187288647,1.905203561,2.584758162
2.187922212,1.905765031,2.585420502
2.188555777,1.9063265,2.586082842
2.189189342,1.90688797,2.586745183
2.189822907,1.90744944,2.587407523
2.190456472,1.90801091,2.588069865
2.191090037,1.908572379,2.588732206
2.191723602,1.909133849,2.589394548
2.192357167,1.909695319,2.590056891
2.192990732,1.910256788,2.590719233
2.193624297,1.910818258,2.591381576
2.194257862,1.911379727,2.59204392
2.194891427,1.911941197,2.592706264
2.195524992,1.912502666,2.593368608
2.196158556,1.913064136,2.594030952
2.196792121,1.913625605,2.594693297
2.197425686,1.914187074,2.595355642
2.198059251,1.914748544,2.596017987
2.198692816,1.915310013,2.596680333
2.199326381,1.915871482,2.597342679
2.199959946,1.916432951,2.598005026
2.200593511,1.91699442,2.598667373
2.201227076,1.91755589,2.59932972
2.201860641,1.918117359,2.599992067
2.202494206,1.918678828,2.600654415
2.203127771,1.919240297,2.601316764
2.203761336,1.919801765,2.601979112
2.204394901,1.920363234,2.602641461
2.205028465,1.920924703,2.60330381
2.20566203,1.921486172,2.60396616
2.206295595,1.922047641,2.60462851
2.20692916,1.92260911,2.60529086
2.207562725,1.923170578,2.605953211
2.20819629,1.923732047,2.606615562
2.208829855,1.924293516,2.607277913
2.20946342,1.924854984,2.607940264
2.210096985,1.925416453,2.608602616
2.21073055,1.925977921,2.609264969
2.211364115,1.92653939,2.609927321
2.21199768,1.927100858,2.610589674
2.212631245,1.927662327,2.611252028
2.21326481,1.928223795,2.611914381
2.213898374,1.928785263,2.612576735
