Location,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75 to 79,80 to 84,85 to 89,90 to 94,95 plus,,under 25,over 25
GLOBAL,2110.179534,5275.881356,9972.257886,21164.94106,46084.65881,93205.60738,148178.2318,215748.7929,274654.9701,288069.7677,241756.8503,185982.6557,106953.3187,35337.49554,10488.46691,,1702.404315,1684984.076
Afghanistan,6.577376866,10.7509828,17.27569954,27.80478579,77.56954238,98.33084508,71.11386486,69.2804276,97.23124846,111.3485303,88.05961483,48.87594813,20.3493255,5.395474993,0.908986374,,7.19256022,750.8726535
Albania,1.631389897,2.761229316,3.854504242,7.720382828,16.76582399,35.82890709,63.09934462,111.0192002,135.4628811,144.9182508,129.5929203,85.82012572,39.05257381,12.66846468,3.110683999,,2.069175138,793.3066826
Algeria,3.613616357,13.54348768,27.42681547,51.51191924,103.2586912,165.6962956,232.8128827,338.5369889,369.4679025,301.2853366,291.070307,201.299338,138.9685671,22.76447163,2.410212943,,3.039744741,2263.666833
American Samoa,0.022860876,0.030471871,0.05727335,0.188893893,0.365355529,0.738659012,1.099515541,1.420589129,1.573578604,1.458005838,1.351128907,0.827914777,0.368084021,0.103300418,0.049297343,,0.041303683,9.65492911
Andorra,0.010938994,0.043120641,0.147687672,0.477015091,1.191998886,2.266083667,3.485187498,4.385000785,4.780326592,5.487234822,4.716142531,3.172421015,2.464398493,1.106392279,0.427634939,,0.006322426,34.16158391
Angola,3.053762745,6.928443519,13.05195982,29.94661935,65.78598364,115.0022207,159.112313,179.9692367,181.8881628,124.9980045,96.79107815,41.16639403,14.53813677,3.723335697,0.686910409,,3.287881484,1036.642562
Antigua and Barbuda,0.008636357,0.017822121,0.042426405,0.093573514,0.208785675,0.45856773,0.791978455,1.103773652,1.065890893,1.124604083,0.951759097,0.750487206,0.40747011,0.156281083,0.047188741,,0.0092308,7.229245122
Argentina,11.91512564,28.42692976,61.87381685,140.9422796,301.3976807,656.8967236,1124.020281,1672.005074,2143.06809,2077.533369,1576.270123,1052.172518,594.1936699,211.004628,68.74260882,,15.1210175,11720.46292
Armenia,1.915342649,3.501848283,6.450436156,12.93450766,27.7303317,54.10715464,128.4702971,205.295413,212.0120419,139.3369145,103.9395807,102.4504217,37.59831422,12.44339472,1.398503087,,1.516339721,1049.584502
Australia,2.650414386,7.813027458,19.33728219,50.54162309,139.1446727,279.8594591,545.8662053,885.5031053,1233.188449,1653.105523,1467.660614,1149.903191,751.208531,317.9039873,78.89289372,,1.455808022,8582.578979
Austria,0.879461474,2.931434327,7.518257964,22.41614476,65.09576145,179.4340751,345.7978377,493.146733,593.3064127,639.4558076,581.1918757,384.0878257,227.2124133,91.98618093,22.57052253,,0.492642203,3657.030744
Azerbaijan,6.746214298,14.58703442,23.72584571,41.68147525,92.61686585,182.2467171,284.9420357,325.7847823,248.8784061,131.3629713,92.88477938,68.08586088,17.66232798,2.638794288,0.287711686,,4.911398049,1534.131822
Bahamas,0.093312318,0.258936428,0.551044722,1.212381104,2.246491213,3.762016778,5.569240614,6.379391461,6.139545802,5.118936073,4.376021341,3.004201229,1.685867123,0.719482734,0.26228069,,0.096219611,41.37914963
Bahrain,0.109954652,0.440235402,1.459314622,2.10161953,4.12240951,6.633256593,10.46720208,16.59800008,16.68937731,12.67987158,11.84048522,8.647217482,3.954482716,0.624474592,0.044510329,,0.097552906,96.41241169
Bangladesh,12.24473848,24.40480084,48.38647068,103.698347,215.9737022,436.2519056,569.9200061,832.3293333,936.26251,938.3925844,739.956455,509.1672779,244.4184589,63.81630849,9.807803991,,13.16921783,5685.030703
Barbados,0.026218871,0.079527103,0.173376894,0.394564988,0.929586862,1.628645615,3.077624438,4.690608421,5.39926754,6.149875478,5.132399887,3.805391019,2.804524992,1.21595618,0.250581703,,0.031826844,35.75814999
Belarus,1.542808649,4.246619338,10.20842207,27.11920927,73.500887,171.2874715,371.1952473,508.668994,523.3750042,366.9893322,234.5414107,186.0723657,73.30815811,25.55209066,4.917391215,,0.910496905,2582.525412
Belgium,1.416699353,4.294724988,14.65489719,36.20723589,111.7002686,272.6014043,532.407564,853.6712653,1069.867192,1187.316618,957.779744,870.5166969,583.1583062,217.0465752,53.85238176,,0.947932251,6766.491573
Belize,0.099785229,0.259812046,0.421960423,0.873738569,1.620785844,2.441221576,3.876824604,4.437560507,3.824608755,3.549019219,2.679848536,2.035832078,1.16809465,0.497447536,0.17138506,,0.128567778,27.95792463
Benin,1.222669612,3.233115469,4.236407439,6.224062034,12.90225644,25.0941655,30.72278822,41.35893435,53.57300961,57.39480393,51.03816214,27.45500244,10.94105713,3.111750282,0.661403105,,1.116802205,329.1695877
Bermuda,0.007754236,0.02355884,0.065442206,0.182229177,0.483554318,1.084181007,1.854792789,2.786853041,3.29636419,3.699069586,3.812753988,3.355809671,2.258200065,0.982921974,0.372021344,,0.009900766,24.26550643
Bhutan,0.065087147,0.120289435,0.259047473,0.542008939,1.03425101,1.754650816,2.435391741,3.579572041,4.488455414,4.847682283,4.190813561,2.553285673,1.119521775,0.319026164,0.071243832,,0.066209154,27.3803273
Bolivia (Plurinational State of),1.865055351,2.828729376,6.715715795,13.59871549,25.4556671,40.9016968,64.6121289,92.18278298,106.4413591,128.5562488,108.0856298,67.56647828,37.34027498,11.02173531,2.347987036,,2.550012455,709.5202052
Bosnia and Herzegovina,0.810213927,2.288881234,5.232166212,15.33242668,39.39017589,101.9966831,214.3937492,297.7483062,335.8569937,279.1165212,224.0968308,162.7462499,59.88285709,11.69614924,2.467020149,,1.067383445,1753.055225
Botswana,0.339662885,1.003211156,2.66830344,5.769361926,11.69865885,17.9207806,23.48089065,29.43114536,29.72502157,26.50156958,17.73826356,10.11499468,3.923464063,0.904128208,0.170702191,,0.292431781,181.3901587
Brazil,56.80218832,130.635605,262.4396722,509.0340804,1105.000234,2225.370397,3748.374606,5018.033652,5510.23925,5376.300271,4415.750112,2964.333325,1612.21699,610.5213454,233.022049,,67.36018202,33778.07378
Brunei Darussalam,0.225226797,0.564858256,1.155194751,1.969133256,3.357351805,5.220828519,8.127824692,11.31091887,14.90841052,13.24552121,10.85766209,7.206604337,2.701453909,0.466077022,0.072243126,,0.173354806,81.38930916
Bulgaria,2.137904265,6.583652649,19.54353551,52.72306172,135.4732692,253.5090761,407.0766428,577.0915698,693.7392813,595.4438827,383.7688867,192.2934758,96.04496118,22.73418896,2.922110698,,1.504903926,3441.085499
Burkina Faso,1.904817977,5.980125566,7.876993728,11.96250423,24.89111116,50.01282573,62.11047754,82.91962041,95.54512433,102.7395576,76.99565922,40.46446821,15.71341163,4.714257519,0.90438435,,1.666608089,584.7353392
Burundi,0.530575503,1.22791715,2.769466493,5.935786199,10.07732865,16.13788539,24.65282277,33.2677717,35.07179039,28.83570053,21.37302553,10.67153498,3.772380106,0.930617489,0.142040261,,0.672684267,195.3966431
Cabo Verde,0.137015216,0.501956549,0.541820649,0.649620743,1.465349125,3.421572897,4.57764133,6.290769151,7.052655741,6.322022094,6.257905991,7.283454717,4.081305605,1.437026388,0.544773849,,0.145881497,50.56489004
Cambodia,6.030572572,10.63557416,18.32177921,32.94122907,71.84793526,146.7578729,244.821861,333.9786701,353.6548692,331.815484,229.803568,126.5339313,67.20774053,15.16802391,2.718406271,,4.883835455,1992.237517
Cameroon,4.056258514,12.67701364,16.2828477,21.89763741,40.88599288,81.31169913,103.2757312,141.6392488,168.7695109,164.3018705,127.4535497,67.74789939,28.36700611,7.422154555,1.194943937,,3.508334409,987.2833643
Canada,4.973673656,12.00369826,31.06901745,75.68961689,222.3909537,631.276799,1482.802974,2434.094854,3265.685436,3997.537959,3354.121538,2477.287345,1521.058891,665.2848559,241.7206026,,2.940402782,20416.99821
