Location,Under 5,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75 to 79,80 to 84,85 to 89,90 to 94,95 plus,,over 25,Total
All countries (204 in total),0,0,0,8634.795253,17865.18588,28749.27121,57137.9639,91722.73522,157238.3747,256213.4381,392233.8466,539330.4948,728146.7467,866238.4763,956761.1539,1183552.468,1336416.759,1132183.764,643194.05,282662.0624,,8651781.605,8678281.586
Afghanistan,0,0,0,120.7234997,183.5915753,328.6741845,518.8797702,824.0816381,1898.250187,3921.813594,3527.631124,2509.823986,2718.993502,3447.512243,3819.850445,3669.67545,2962.392057,1716.315236,675.5320861,175.6717925,,32715.09729,33019.41237
Albania,0,0,0,5.324849816,12.42543677,18.19469122,21.44810452,23.26382342,35.60736104,64.99935867,116.3639556,202.540759,349.8770912,470.2114431,719.4486757,1016.809218,1219.081864,845.4690564,433.5359778,203.4737402,,5740.32512,5758.075407
Algeria,0,0,0,68.77631496,120.6461112,205.0765476,452.7040077,683.342212,1018.78035,1713.84343,2482.165145,3141.224167,4479.057064,5069.641847,5106.995362,7509.172109,9304.175771,10619.39966,2202.639496,354.3184385,,54342.53561,54531.95804
American Samoa,0,0,0,0.034437621,0.135404086,0.176756208,0.495601381,0.961116773,2.006876931,3.782379878,5.637414975,6.247659667,7.446774485,6.872373671,6.640239435,6.934539687,6.125133338,5.379738724,2.586455033,1.032116512,,62.3251767,62.49501841
Andorra,0,0,0,0.00365396,0.01298692,0.028713222,0.086137233,0.252922018,0.603075286,1.081255452,1.775694784,2.341824417,3.056677045,4.02813773,5.729548883,6.903115114,10.67570308,15.00258103,13.00296427,8.487190376,,73.05553994,73.07218082
Angola,0,0,0,35.39165139,32.37982784,49.2842311,100.3345961,151.5364358,260.9440443,421.2362539,640.0618753,838.2077877,1061.855435,1145.340681,1227.01111,1096.361344,751.5238854,394.0108199,159.1334119,43.96763441,,8340.809545,8408.581024
Antigua and Barbuda,0,0,0,0.020127703,0.053395246,0.098099987,0.160402463,0.359966583,0.64850205,1.48083699,2.845182645,4.4922729,6.359416366,7.511051704,8.956203524,9.627228765,12.58474765,10.36704086,6.783982578,3.234637572,,75.50957264,75.58309559
Argentina,0,0,0,26.65889828,44.88381298,66.70643357,121.8248278,232.2945688,407.8365032,773.0674597,1291.19559,2109.520858,3124.017206,4202.878996,5100.160809,5830.003113,6907.100815,7333.226612,5234.818079,2918.534732,,45653.1866,45724.72931
Armenia,0,0,0,1.16686199,3.423756434,7.088512724,16.8961552,34.30659724,78.90314578,136.222618,287.8058181,523.0116697,657.0803477,744.5860759,667.8657945,1537.067884,1942.058607,1655.785476,775.3945173,146.0473364,,9210.120554,9214.711173
Australia,0,0,0,1.013094136,4.083743201,12.19153402,36.13050014,83.42783991,167.4334832,299.4127099,470.3904261,685.7260414,927.1438913,1272.333714,1786.954386,2379.632489,3637.254992,5246.432337,4846.87888,2819.832026,,24671.17525,24676.27209
Austria,0,0,0,0.62947078,1.43327226,3.084654373,9.661526065,21.47303551,49.16502839,126.5679263,226.0624555,361.0591828,539.5828745,872.9013987,1251.395118,2088.108214,2677.148674,3908.077316,3445.110811,1884.086868,,17463.48508,17465.54783
Azerbaijan,0,0,0,17.36329535,42.9814114,54.52753692,93.09052509,165.6053317,324.8720261,650.0900975,1313.635833,2225.412126,2754.251013,2948.444029,2139.114937,5150.013417,5890.230022,3184.018171,657.0882086,82.53664077,,27632.92991,27693.27462
Bahamas,0,0,0,0.157997709,0.450525294,0.900664299,1.883076432,3.562477925,7.35786647,14.52827826,22.43785788,28.03389689,32.12079188,33.8805532,33.36039888,35.1306323,35.12626925,26.96567635,16.61273702,11.2084286,,303.1096056,303.7181286
Bahrain,0,0,0,0.837582874,2.07058766,3.90936564,8.56285516,21.1401489,29.96532892,49.50359488,59.64696771,85.70914086,87.35174184,83.13421491,78.15704991,94.71629104,77.39104058,46.28652411,10.03751475,1.226815878,,736.7385951,739.6467656
Bangladesh,0,0,0,193.7017478,283.1522243,443.6975339,1018.998604,1562.469198,3253.115856,5473.682946,9149.740824,10720.18508,13893.02372,15199.0229,15542.12535,15351.50317,13653.20087,8841.9826,3454.864233,1188.190549,,118745.8034,119222.6574
Barbados,0,0,0,0.051813254,0.106650666,0.211287771,0.51054859,1.130099353,2.138031222,5.435358651,9.217076638,15.32993473,23.2335759,29.84340655,37.39441191,38.98411151,47.16776845,54.35354297,35.72743614,13.35403064,,314.030621,314.1890849
Belarus,0,0,0,1.201106175,5.881110201,21.4718235,71.45648847,166.2790276,337.0742053,670.8652211,1274.809394,2526.48469,4052.337462,5299.357585,4847.006249,9376.227089,10671.97286,9774.394999,5194.32618,1474.599303,,55758.66257,55765.74479
Belgium,0,0,0,0.928113913,2.188101753,4.453940716,10.73654651,23.92145746,55.13741376,122.1229233,243.9501884,395.3926813,616.1609195,854.6192645,1121.051321,1487.787972,2466.250863,3253.664205,2533.642076,1247.772529,,14436.6643,14439.78052
Belize,0,0,0,0.236120093,0.426816545,0.776223857,1.868043237,2.330942414,4.215612645,7.016537676,10.56741655,16.46790659,17.84567637,19.42722301,19.35263043,21.72698019,23.04386233,21.73064751,12.83030721,7.264618332,,186.4646283,187.127565
Benin,0,0,0,12.15889617,15.91733235,15.29201534,36.20503311,59.96928335,95.82408828,157.7055077,234.5929503,285.123508,410.863286,530.3234345,617.0608674,645.3554362,548.387463,329.0521086,161.9791908,52.87870926,,4180.612882,4208.68911
Bermuda,0,0,0,0.007498913,0.019929396,0.0298299,0.077480534,0.202625608,0.534036549,1.255051113,2.659627642,4.010117234,5.759723447,7.516300699,9.920803842,13.5271992,18.84984245,19.17302934,12.92432031,8.149827489,,104.5898153,104.6172437
Bhutan,0,0,0,1.02806398,2.859040727,4.009494125,7.013294309,9.717022851,14.99430891,22.426934,32.43129536,45.0946703,57.64293665,71.05074566,84.82081433,93.92771438,86.72432959,58.29366459,25.09557741,9.720349904,,622.9631524,626.8502571
Bolivia (Plurinational State of),0,0,0,15.77023599,21.89842135,25.02201936,37.261776,55.1021369,90.49228605,158.4896918,254.2256751,392.424793,603.8603443,802.1674425,1051.883554,1164.181958,1197.232024,870.9014093,419.0208066,133.5312986,,7255.797215,7293.465873
