Location,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75 to 79,80 to 84,85 to 89,90 to 94,95 plus,,under 25,over 25
GLOBAL,22541.51817,46786.63643,75741.39308,124287.2357,201179.1301,314732.9754,445193.2888,610704.6706,771746.0126,896116.7089,1003493.327,1203450.713,987646.2406,565433.0958,240465.6928,,20433.39938,7509518.638
Afghanistan,224.9801177,372.30578,592.1351612,1144.747585,2711.806234,3113.313116,2302.291157,1894.247322,2589.953287,2966.669233,2774.056444,2321.072822,1326.357699,511.5778849,127.3574687,,189.6204057,24972.87131
Albania,11.53167112,15.41493031,17.15315984,22.92411065,40.92154677,73.66636934,134.4217743,261.4243584,357.1947277,565.8356167,751.757041,1014.508392,707.5115199,368.5932859,154.7519803,,10.17808624,4497.610485
Algeria,129.1397008,296.522344,508.7276089,765.021407,1259.865946,1878.390491,2471.137387,3486.801138,4270.581357,4259.746093,6141.27213,7667.203934,9951.44941,2156.693438,287.1130973,,112.7640185,45529.66548
American Samoa,0.119097255,0.306034043,0.600264066,1.350584867,2.633002258,4.332450598,5.077938162,6.228592205,5.962919652,5.681267618,5.798999523,5.034436179,4.306733595,2.006312263,0.869706429,,0.106749676,50.30833871
Andorra,0.016851669,0.048887146,0.142254027,0.377914903,0.720803374,1.220761619,1.727558863,2.307891608,2.95972133,4.392539235,5.819326926,6.965802825,10.1805494,9.579468053,6.468350537,,0.010182269,52.92868151
Angola,28.94059753,62.36545484,93.6363319,167.641742,293.8864055,436.4313823,616.4886038,795.0250495,982.302393,895.0018915,885.331856,592.0171321,297.8758341,117.6138623,30.82932378,,39.97050167,6295.38786
Antigua and Barbuda,0.071649048,0.117116618,0.259774206,0.468415342,1.091726236,2.302083732,3.648653203,5.382679931,6.442662461,7.839723223,8.510909465,10.5492036,8.76628695,5.389726291,2.354009705,,0.050937071,63.19462001
Argentina,52.04555156,100.2079652,188.2306322,365.8772605,714.2199738,1200.286612,1891.677656,2795.829347,3787.073805,4735.698642,5327.205453,6119.775128,6004.554505,4002.085403,2087.458184,,55.95143371,39372.22612
Armenia,5.260863841,15.17155437,32.19581447,69.01429194,109.0092783,196.1045601,388.8295715,571.2216171,702.2459972,735.7466059,911.5559701,1792.431913,1258.946867,767.4034802,148.3509712,,3.154745535,7703.489356
Australia,9.956807062,30.24675861,73.16630241,137.6478421,265.6789353,410.2387233,623.9651713,874.8540161,1246.483587,1883.003825,2416.819016,3375.313384,4423.082129,4018.571602,2344.054581,,3.704304773,22133.08268
Austria,2.414569737,7.64314306,19.68730144,43.50829017,106.0891843,208.5485897,325.980108,497.0012017,750.1470789,1126.429064,1908.849708,2706.12993,3283.86117,2739.477375,1625.093119,,1.609543988,15350.85983
Azerbaijan,35.74287769,73.75263857,132.8999917,234.2192898,476.2105444,980.5136816,1823.984393,2569.682237,2690.0428,2266.487665,3200.576159,5123.600246,2512.033261,532.6338839,62.46912355,,33.68693786,22714.84879
Bahamas,0.616739928,1.350711502,2.89312059,5.711822057,10.22303882,17.04088435,22.95827886,28.29498938,30.3256276,28.49375291,29.69827844,30.2909509,24.04635717,15.11052064,9.623822829,,0.358019606,256.678896
Bahrain,1.884263231,5.154454859,17.3642113,24.27055276,38.02321988,52.61417535,74.38460215,88.57991654,89.62872713,74.11704341,73.30238546,71.226166,44.21245905,10.85251283,1.174839478,,1.756737116,666.7895295
Bangladesh,298.8538512,668.962937,1116.975131,2407.597204,3999.853598,6647.117638,7998.597163,10882.24481,12112.22493,13104.15764,12834.95791,11246.09051,7424.739772,3291.645934,891.7252896,,297.2208596,94925.74431
Barbados,0.157718256,0.398401585,0.740123975,1.560075336,3.703396641,6.527843439,12.01896283,20.45649772,27.1967002,36.16550237,38.04961488,42.68161232,47.09437841,30.46871846,10.47057417,,0.116513523,277.6901206
Belarus,14.27699977,55.25028122,129.4625295,255.3847676,488.7531693,866.391556,1787.159203,3297.057048,4201.886831,4717.837165,5836.187902,9122.526854,7132.683299,4428.659361,1484.091256,,4.636049967,43817.60822
Belgium,3.479021627,8.614200623,20.60900892,47.00093113,109.3539448,214.8919239,357.5205233,553.3216689,777.8636996,1117.148109,1338.898278,2233.326027,2812.105184,2126.253077,1108.090138,,2.536132609,12828.47574
