DM,95% UI,
1.260628614,1.138487043,1.377465084
1.261179268,1.138906169,1.378056372
1.261729921,1.139325306,1.378647662
1.262280575,1.139744455,1.379238953
1.262831229,1.140163615,1.379830246
1.26334267,1.140547384,1.380378695
1.263854111,1.14093117,1.380927146
1.264365553,1.141314972,1.3814756
1.264876994,1.141698789,1.382024055
1.265388435,1.142164928,1.382671623
1.265899876,1.142631067,1.383319179
1.266411317,1.143097204,1.383966723
1.266922758,1.143563341,1.384614255
1.267434199,1.144029478,1.385261774
1.26794564,1.144495613,1.385909282
1.268419558,1.144927879,1.386515761
1.268893476,1.145360143,1.387122222
1.269367394,1.145792406,1.387728666
1.269841312,1.146224669,1.388335093
1.27031523,1.14659637,1.388865452
1.270789148,1.146968079,1.389395809
1.271263066,1.147339794,1.389926164
1.271736984,1.147711517,1.390456517
1.272210902,1.148083248,1.39098687
1.272684819,1.148454985,1.39151722
1.273122886,1.14879438,1.39200837
1.273560953,1.149133785,1.392499518
1.27399902,1.1494732,1.392990663
1.274437086,1.149812626,1.393481806
1.274875153,1.150230936,1.393879882
1.27531322,1.150649243,1.394277968
1.275751286,1.151067548,1.394676064
1.276189353,1.15148585,1.395074169
1.27662742,1.151904149,1.395472285
1.277065487,1.152322445,1.39587041
1.277469372,1.152709895,1.396231186
1.277873257,1.153097341,1.396591977
1.278277143,1.153484783,1.396952781
1.278681028,1.153872222,1.397313599
1.279084914,1.15420892,1.39780406
1.279488799,1.154545621,1.398294515
1.279892684,1.154882325,1.398784964
1.28029657,1.155219033,1.399275408
1.280700455,1.155555744,1.399765846
1.281104341,1.155892458,1.400256278
1.281475713,1.15619984,1.400711166
1.281847086,1.156507228,1.401166047
1.282218459,1.15681462,1.401620919
1.282589831,1.157122016,1.402075784
1.282961204,1.157408936,1.402550123
1.283332577,1.157695861,1.403024455
1.283703949,1.157982791,1.403498779
1.284075322,1.158269726,1.403973096
1.284446695,1.158556667,1.404447406
1.284818067,1.158843613,1.404921708
1.285158587,1.159102737,1.405362264
1.285499106,1.159361868,1.405802809
1.285839625,1.159621007,1.406243343
1.286180145,1.159880154,1.406683866
1.286520664,1.160226132,1.406917884
1.286861183,1.160572106,1.407151915
1.287201703,1.160918075,1.407385961
1.287542222,1.161264041,1.407620021
1.287882742,1.161610003,1.407854095
1.288223261,1.161955961,1.408088183
1.288534581,1.162275576,1.408290373
1.288845901,1.162595186,1.408492582
1.28915722,1.16291479,1.408694812
1.28946854,1.163234388,1.408897063
1.28977986,1.163460361,1.409160418
1.29009118,1.16368634,1.409423781
1.2904025,1.163912323,1.409687151
1.290713819,1.164138312,1.409950529
1.291025139,1.164364307,1.410213914
1.291336459,1.164590306,1.410477307
1.291620226,1.164791464,1.410710614
1.291903993,1.164992629,1.410943931
1.29218776,1.165193802,1.41117726
1.292471527,1.165394983,1.411410598
1.292755295,1.165645251,1.411676607
1.293039062,1.16589552,1.411942619
1.293322829,1.16614579,1.412208635
1.293606596,1.16639606,1.412474655
1.293890363,1.166646331,1.412740679
1.29417413,1.166896602,1.413006707
1.294431981,1.167123507,1.413244444
1.294689833,1.167350413,1.413482187
1.294947684,1.167577319,1.413719936
1.295205536,1.167804226,1.413957691
1.295463387,1.168196681,1.414177963
1.295721238,1.168589122,1.414398241
1.29597909,1.16898155,1.414618524
1.296236941,1.169373964,1.414838812
1.296494792,1.169766364,1.415059105
1.296752644,1.170158751,1.415279404
1.29698621,1.170529207,1.415473204
1.297219777,1.170899644,1.415667012
1.297453343,1.171270061,1.415860827
1.297686909,1.171640458,1.416054649
1.297920476,1.171884655,1.416301781
1.298154042,1.172128849,1.416548913
1.298387609,1.172373041,1.416796046
1.298621175,1.17261723,1.41704318
1.298854741,1.172861416,1.417290314
1.299088308,1.173105599,1.417537449
1.299299211,1.173329315,1.417759855
1.299510114,1.173553026,1.417982262
1.299721018,1.173776733,1.41820467
1.299931921,1.174000437,1.418427078
1.300142824,1.174120535,1.418652832
1.300353728,1.174240638,1.418878586
1.300564631,1.174360747,1.419104341
1.300775534,1.17448086,1.419330095
1.300986437,1.174600979,1.41955585
1.301197341,1.174721103,1.419781606
1.301387201,1.174822236,1.4199844
1.301577061,1.174923376,1.420187196
1.301766921,1.175024523,1.420389991
1.301956781,1.175125678,1.420592787
1.302146641,1.175395527,1.420802197
1.302336502,1.175665369,1.421011607
1.302526362,1.175935204,1.421221016
1.302716222,1.176205033,1.421430426
1.302906082,1.176474855,1.421639835
1.303095942,1.17674467,1.421849244
1.303266378,1.176996936,1.422037458
1.303436814,1.177249193,1.422225673
1.303607251,1.17750144,1.422413887
1.303777687,1.177753678,1.422602101
1.303948123,1.177913066,1.422769897
1.304118559,1.178072455,1.422937694
1.304288996,1.178231842,1.423105492
1.304459432,1.17839123,1.423273291
1.304629868,1.178550617,1.423441091
1.304800304,1.178710004,1.423608892
1.304953492,1.178853809,1.423757877
1.305106681,1.178997614,1.423906862
1.305259869,1.179141418,1.42405585
1.305413057,1.179285222,1.424204839
1.305566245,1.179429778,1.424381792
1.305719433,1.179574334,1.424558745
1.305872621,1.17971889,1.424735697
1.306025809,1.179863445,1.424912648
1.306178998,1.180008,1.425089599
1.306332186,1.180152555,1.42526655
1.306470612,1.180283773,1.425427393
1.306609038,1.18041499,1.425588236
1.306747464,1.180546207,1.425749078
1.30688589,1.180677424,1.425909919
1.307024316,1.180813986,1.425975044
1.307162742,1.180950548,1.426040174
1.307301168,1.18108711,1.426105307
1.307439594,1.181223671,1.426170445
1.30757802,1.181360231,1.426235587
1.307716446,1.181496791,1.426300733
1.307841506,1.181621274,1.426351307
1.307966565,1.181745756,1.426401886
1.308091625,1.181870237,1.426452471
1.308216685,1.181994718,1.426503063
1.308341745,1.182134679,1.426569042
1.308466805,1.18227464,1.426635024
1.308591865,1.182414599,1.426701009
1.308716925,1.182554557,1.426766997
1.308841985,1.182694514,1.426832988
1.308967045,1.18283447,1.426898983
1.309080026,1.18296351,1.426951814
1.309193008,1.183092548,1.42700465
1.30930599,1.183221585,1.42705749
1.309418971,1.18335062,1.427110335
1.309531953,1.183458084,1.4271535
1.309644934,1.183565548,1.427196667
1.309757916,1.183673013,1.427239838
1.309870898,1.183780477,1.427283012
1.309983879,1.18388794,1.427326189
1.310096861,1.183995404,1.427369369
1.310199232,1.184093278,1.427400994
1.310301604,1.184191153,1.427432622
1.310403976,1.184289027,1.427464255
1.310506347,1.1843869,1.427495893
1.310608719,1.184432728,1.427534151
1.310711091,1.184478557,1.427572411
1.310813462,1.184524388,1.427610674
1.310915834,1.18457022,1.427648939
1.311018206,1.184616054,1.427687207
1.311120577,1.18466189,1.427725478
1.311215001,1.184700546,1.427755097
1.311309425,1.184739204,1.427784719
1.311403848,1.184777865,1.427814345
1.311498272,1.184816528,1.427843974
1.311592696,1.184992178,1.427882289
1.311687119,1.185167826,1.427920607
1.311781543,1.185343471,1.427958926
1.311875967,1.185519114,1.427997247
1.311970391,1.185694754,1.42803557
1.312064814,1.185870391,1.428073895
1.312152687,1.186040104,1.428105091
1.312240559,1.186209814,1.42813629
1.312328432,1.18637952,1.428167492
1.312416304,1.186549223,1.428198696
1.312504177,1.186726169,1.428239931
1.31259205,1.186903112,1.428281167
1.312679922,1.187080054,1.428322405
1.312767795,1.187256993,1.428363643
1.312855667,1.18743393,1.428404883
1.31294354,1.187610865,1.428446124
1.313025709,1.187782638,1.428481162
1.313107878,1.187954409,1.428516201
1.313190047,1.188126176,1.428551241
1.313272216,1.18829794,1.428586284
1.313354385,1.188328381,1.42863174
1.313436554,1.188358823,1.428677198
1.313518723,1.188389266,1.428722656
1.313600892,1.18841971,1.428768115
1.313683061,1.188450154,1.428813575
1.31376523,1.1884806,1.428859036
1.313842336,1.188506466,1.428898991
1.313919442,1.188532333,1.428938947
1.313996548,1.188558201,1.428978904
1.314073653,1.18858407,1.429018862
1.314150759,1.188681506,1.42915678
1.314227865,1.18877894,1.429294696
1.31430497,1.188876375,1.429432612
1.314382076,1.188973809,1.429570527
1.314459182,1.189071242,1.429708441
1.314536287,1.189168675,1.429846354
1.31460884,1.189261989,1.429979314
1.314681392,1.189355301,1.430112271
1.314753944,1.189448613,1.430245228
1.314826496,1.189541924,1.430378183
1.314899048,1.189638779,1.430415847
1.3149716,1.189735633,1.430453511
1.315044152,1.189832486,1.430491176
1.315116704,1.189929339,1.430528841
1.315189257,1.190026192,1.430566507
1.315261809,1.190123044,1.430604174
1.315330264,1.190216188,1.430637385
1.315398719,1.190309331,1.430670597
1.315467174,1.190402474,1.430703809
1.315535629,1.190495617,1.430737023
1.315604084,1.190587584,1.430804972
1.315672539,1.19067955,1.430872921
1.315740994,1.190771517,1.430940871
1.315809449,1.190863483,1.43100882
1.315877904,1.190955448,1.431076769
1.315946359,1.191047414,1.431144719
1.316011108,1.191136024,1.431208639
1.316075857,1.191224634,1.431272558
1.316140607,1.191313244,1.431336478
1.316205356,1.191401853,1.431400398
1.316270106,1.191495267,1.431427119
1.316334855,1.191588681,1.431453841
1.316399604,1.191682094,1.431480563
1.316464354,1.191775506,1.431507286
1.316529103,1.191868919,1.431534009
1.316593852,1.191962331,1.431560733
1.316655224,1.192052684,1.431583785
1.316716596,1.192143037,1.431606838
1.316777967,1.192233389,1.431629891
1.316839339,1.192323741,1.431652945
1.31690071,1.192414393,1.43166145
1.316962082,1.192505045,1.431669956
1.317023454,1.192595697,1.431678463
1.317084825,1.192686348,1.43168697
1.317146197,1.192776999,1.431695478
1.317207568,1.19286765,1.431703986
1.317265877,1.192955526,1.431709166
1.317324186,1.193043402,1.431714347
1.317382494,1.193131277,1.431719528
1.317440803,1.193219152,1.431724711
1.317499111,1.19331179,1.431823004
1.31755742,1.193404428,1.431921297
1.317615728,1.193497066,1.432019589
1.317674037,1.193589703,1.432117881
1.317732345,1.19368234,1.432216173
1.317790654,1.193774976,1.432314464
1.317846196,1.193865106,1.432409748
1.317901738,1.193955235,1.432505031
1.31795728,1.194045364,1.432600314
1.318012822,1.194135492,1.432695596
1.318068364,1.194232928,1.432808558
1.318123906,1.194330363,1.43292152
1.318179448,1.194427798,1.433034481
1.31823499,1.194525232,1.433147442
1.318290532,1.194622666,1.433260402
1.318346073,1.1947201,1.433373362
1.318399103,1.194815256,1.43348359
1.318452133,1.194910412,1.433593818
1.318505163,1.195005567,1.433704044
1.318558193,1.195100722,1.43381427
1.318611223,1.195261356,1.433873457
1.318664252,1.19542199,1.433932644
1.318717282,1.195582622,1.433991831
1.318770312,1.195743254,1.434051017
1.318823342,1.195903885,1.434110204
1.318876372,1.196064515,1.434169391
1.318927071,1.19622303,1.434226044
1.318977771,1.196381544,1.434282697
1.319028471,1.196540057,1.434339349
1.31907917,1.196698569,1.434396002
1.31912987,1.196758693,1.434426254
1.31918057,1.196818818,1.434456505
1.319231269,1.196878942,1.434486757
1.319281969,1.196939066,1.434517009
1.319332669,1.19699919,1.434547261
1.319383368,1.197059314,1.434577513
1.319431916,1.197117486,1.434605426
1.319480464,1.197175657,1.434633338
1.319529011,1.197233828,1.434661251
1.319577559,1.197291999,1.434689165
1.319626106,1.197331281,1.434719812
1.319674654,1.197370564,1.43475046
1.319723202,1.197409847,1.434781108
1.319771749,1.19744913,1.434811755
1.319820297,1.197488413,1.434842403
1.319868845,1.197527696,1.434873052
1.319915418,1.197565188,1.434901554
1.319961991,1.197602679,1.434930056
1.320008564,1.197640171,1.434958558
1.320055138,1.197677663,1.434987061
1.320101711,1.197691051,1.435016076
1.320148284,1.19770444,1.435045091
1.320194858,1.197717829,1.435074106
1.320241431,1.197731218,1.435103122
1.320288004,1.197744607,1.435132137
1.320334577,1.197757997,1.435161153
1.320379351,1.197769754,1.435188213
1.320424125,1.197781511,1.435215273
1.320468899,1.197793269,1.435242333
1.320513672,1.197805027,1.435269393
1.320558446,1.197808962,1.435301566
1.32060322,1.197812898,1.435333739
1.320647994,1.197816834,1.435365912
1.320692767,1.19782077,1.435398085
1.320737541,1.197824706,1.435430258
1.320782315,1.197828642,1.435462431
1.320825423,1.197831068,1.435492795
1.320868531,1.197833495,1.435523158
1.320911639,1.197835922,1.435553521
1.320954747,1.197838349,1.435583885
1.320997855,1.197842888,1.435766803
1.321040963,1.197847427,1.43594972
1.321084071,1.197851966,1.436132636
1.32112718,1.197856506,1.436315552
1.321170288,1.197861045,1.436498467
1.321213396,1.197865585,1.436681381
1.321254952,1.197868719,1.436862607
1.321296509,1.197871853,1.437043833
1.321338066,1.197874987,1.437225057
1.321379623,1.197878121,1.43740628
1.321421179,1.19788005,1.437512776
1.321462736,1.19788198,1.43761927
1.321504293,1.197883909,1.437725765
1.32154585,1.197885839,1.437832259
1.321587406,1.197887769,1.437938753
1.321628963,1.197889699,1.438045247
1.321669052,1.197890299,1.438150143
1.321709141,1.197890899,1.438255039
1.32174923,1.197891499,1.438359934
1.321789318,1.197892099,1.438464828
1.321829407,1.197892028,1.438487626
1.321869496,1.197891957,1.438510423
1.321909585,1.197891886,1.43853322
1.321949674,1.197891815,1.438556018
1.321989762,1.197891744,1.438578815
1.322029851,1.197891674,1.438601613
1.322068546,1.19789034,1.438622894
1.32210724,1.197889007,1.438644174
1.322145935,1.197887674,1.438665455
1.322184629,1.197886341,1.438686736
1.322223324,1.197884887,1.438707299
1.322262018,1.197883434,1.438727862
1.322300713,1.197881981,1.438748425
1.322339407,1.197880527,1.438768989
1.322378102,1.197879075,1.438789552
1.322416796,1.197877622,1.438810115
1.322454166,1.19787497,1.438829238
1.322491537,1.197872318,1.438848361
1.322528907,1.197869666,1.438867484
1.322566277,1.197867015,1.438886608
1.322603648,1.197864823,1.438905038
1.322641018,1.19786263,1.438923469
1.322678389,1.197860438,1.4389419
1.322715759,1.197858246,1.438960331
1.322753129,1.197856053,1.438978762
1.3227905,1.197853862,1.438997193
1.322826603,1.197850523,1.439014246
1.322862707,1.197847185,1.4390313
1.322898811,1.197843847,1.439048354
1.322934915,1.197840509,1.439065408
1.322971019,1.197838185,1.439064838
1.323007123,1.19783586,1.439064269
1.323043227,1.197833536,1.4390637
1.323079331,1.197831212,1.43906313
1.323115435,1.197828888,1.439062562
1.323151539,1.197826565,1.439061993
1.323186418,1.197823133,1.439060093
1.323221298,1.197819701,1.439058192
1.323256177,1.197816269,1.439056293
1.323291057,1.197812838,1.439054393
1.323325936,1.1978106,1.439055226
1.323360816,1.197808362,1.43905606
1.323395695,1.197806124,1.439056894
1.323430574,1.197803886,1.439057728
1.323465454,1.197801648,1.439058562
1.323500333,1.19779941,1.439059396
1.32353402,1.197796093,1.439058933
1.323567706,1.197792776,1.43905847
1.323601392,1.197789459,1.439058008
1.323635079,1.197786143,1.439057545
1.323668765,1.19778397,1.439103963
1.323702451,1.197781798,1.439150381
1.323736138,1.197779626,1.439196798
1.323769824,1.197777454,1.439243216
1.32380351,1.197775282,1.439289633
1.323837197,1.197773111,1.439336051
1.323869719,1.197769886,1.439381203
1.323902242,1.197766662,1.439426355
1.323934764,1.197763438,1.439471507
1.323967287,1.197760214,1.439516659
1.32399981,1.197758096,1.439565414
1.324032332,1.197755979,1.439614169
1.324064855,1.197753861,1.439662923
1.324097377,1.197751744,1.439711678
1.3241299,1.197749626,1.439760433
1.324162423,1.197747509,1.439809187
1.324193834,1.197744387,1.439856733
1.324225245,1.197741265,1.439904279
1.324256656,1.197738143,1.439951825
1.324288068,1.197735021,1.439999371
1.324319479,1.197749597,1.440057103
1.32435089,1.197764172,1.440114835
1.324382301,1.197778748,1.440172568
1.324413712,1.197793324,1.4402303
1.324445124,1.1978079,1.440288032
1.324476535,1.197822475,1.440345764
1.324506895,1.197836101,1.440402353
1.324537256,1.197849727,1.440458943
1.324567617,1.197863353,1.440515532
1.324597978,1.19787698,1.440572121
1.324628338,1.197922145,1.440629977
1.324658699,1.19796731,1.440687832
1.32468906,1.198012476,1.440745687
1.324719421,1.198057641,1.440803542
1.324749781,1.198102806,1.440861397
1.324780142,1.198147971,1.440919252
1.324809469,1.198192201,1.440975983
1.324838795,1.198236431,1.441032713
1.324868122,1.198280661,1.441089443
1.324897449,1.19832489,1.441146173
1.324926776,1.198375171,1.441204112
1.324956102,1.198425452,1.441262051
1.324985429,1.198475733,1.44131999
1.325014756,1.198526014,1.44137793
1.325044082,1.198576294,1.441435869
1.325073409,1.198626575,1.441493808
1.325101722,1.198675938,1.441550644
1.325130036,1.198725302,1.44160748
1.325158349,1.198774666,1.441664316
1.325186662,1.198824029,1.441721152
1.325214975,1.198862488,1.441846415
1.325243289,1.198900947,1.441971677
1.325271602,1.198939406,1.442096939
1.325299915,1.198977864,1.442222201
1.325328229,1.199016323,1.442347462
1.325356542,1.199054782,1.442472724
1.325383862,1.199092342,1.442596904
1.325411183,1.199129903,1.442721083
1.325438503,1.199167463,1.442845263
1.325465823,1.199205023,1.442969441
1.325493144,1.199248776,1.443106288
1.325520464,1.199292529,1.443243134
1.325547784,1.199336282,1.44337998
1.325575105,1.199380035,1.443516825
1.325602425,1.199423787,1.44365367
1.325629746,1.19946754,1.443790515
1.325656234,1.19951054,1.443926453
1.325682722,1.199553539,1.44406239
1.32570921,1.199596539,1.444198327
1.325735698,1.199639538,1.444334264
1.325762186,1.199683456,1.444470695
1.325788674,1.199727373,1.444607125
1.325815163,1.199771291,1.444743556
1.325841651,1.199815208,1.444879986
1.325868139,1.199859126,1.445016416
1.325894627,1.199903043,1.445152846
1.325920341,1.19994626,1.445288431
1.325946056,1.199989477,1.445424017
1.32597177,1.200032694,1.445559602
1.325997484,1.200075911,1.445695186
1.326023199,1.200115935,1.445829314
1.326048913,1.20015596,1.445963441
1.326074627,1.200195984,1.446097568
1.326100342,1.200236009,1.446231694
1.326126056,1.200276033,1.446365821
1.32615177,1.200316057,1.446499947
1.326176717,1.200355387,1.446633235
1.326201664,1.200394716,1.446766524
1.326226611,1.200434046,1.446899811
1.326251557,1.200473375,1.447033099
1.326276504,1.200471968,1.447173092
1.326301451,1.200470561,1.447313085
1.326326398,1.200469154,1.447453078
1.326351345,1.200467747,1.447593071
1.326376292,1.20046634,1.447733063
1.326401238,1.200464933,1.447873055
1.326425423,1.200462836,1.448012215
1.326449607,1.200460739,1.448151374
1.326473792,1.200458642,1.448290533
1.326497976,1.200456546,1.448429692
1.326522161,1.20045515,1.44854686
1.326546345,1.200453754,1.448664029
1.326570529,1.200452358,1.448781198
1.326594714,1.200450963,1.448898366
1.326618898,1.200449567,1.449015534
1.326643083,1.200448171,1.449132702
1.32666651,1.200446091,1.449249043
1.326689938,1.200444011,1.449365383
1.326713366,1.200441931,1.449481724
1.326736793,1.200439851,1.449598064
1.326760221,1.200438465,1.449597705
1.326783649,1.20043708,1.449597345
1.326807076,1.200435695,1.449596986
1.326830504,1.20043431,1.449596627
1.326853932,1.200432925,1.449596269
1.326877359,1.20043154,1.44959591
1.326900039,1.200429478,1.449594733
1.326922718,1.200427416,1.449593557
1.326945397,1.200425354,1.449592381
1.326968076,1.200423292,1.449591204
1.326990755,1.20042192,1.44959048
1.327013434,1.200420548,1.449589756
1.327036113,1.200419176,1.449589032
1.327058793,1.200417805,1.449588308
1.327081472,1.200416433,1.449587585
