DM,95% UI,
1.327104151,1.200415061,1.449586861
1.327126087,1.200413018,1.449585325
1.327148023,1.200410974,1.44958379
1.327169959,1.200408931,1.449582255
1.327191895,1.200406887,1.44958072
1.327213831,1.200405529,1.449718358
1.327235767,1.20040417,1.449855996
1.327257704,1.200402811,1.449993634
1.32727964,1.200401453,1.450131271
1.327301576,1.200400095,1.450268909
1.327323512,1.200398736,1.450406546
1.327344749,1.200396745,1.450543418
1.327365985,1.200394755,1.45068029
1.327387222,1.200392764,1.450817162
1.327408459,1.200390773,1.450954033
1.327429695,1.20038946,1.45099358
1.327450932,1.200388146,1.451033127
1.327472169,1.200386833,1.451072674
1.327493406,1.20038552,1.451112221
1.327514642,1.200384207,1.451151767
1.327535879,1.200382894,1.451191314
1.327556496,1.20038102,1.451230183
1.327577113,1.200379147,1.451269053
1.32759773,1.200377273,1.451307922
1.327618347,1.2003754,1.451346791
1.327638964,1.200374199,1.451384205
1.327659581,1.200372998,1.451421619
1.327680198,1.200371797,1.451459033
1.327700815,1.200370596,1.451496446
1.327721432,1.200369395,1.45153386
1.327742049,1.200368194,1.451571274
1.327762204,1.200366575,1.451608183
1.327782359,1.200364957,1.451645091
1.327802514,1.200363338,1.451682
1.327822669,1.20036172,1.451718908
1.327842824,1.200360734,1.451754085
1.327862978,1.200359748,1.451789261
1.327883133,1.200358762,1.451824437
1.327903288,1.200357776,1.451859614
1.327923443,1.20035679,1.45189479
1.327943598,1.200355804,1.451929966
1.327963433,1.200354529,1.451964793
1.327983269,1.200353255,1.45199962
1.328003104,1.20035198,1.452034447
1.328022939,1.200350705,1.452069273
1.328042774,1.200349991,1.452104779
1.328062609,1.200349277,1.452140284
1.328082445,1.200348563,1.45217579
1.32810228,1.200347849,1.452211295
1.328122115,1.200347134,1.4522468
1.32814195,1.20034642,1.452282306
1.328161506,1.200345453,1.452317505
1.328181061,1.200344486,1.452352704
1.328200616,1.200343519,1.452387903
1.328220171,1.200342552,1.452423102
1.328239726,1.200342002,1.452576598
1.328259282,1.200341453,1.452730093
1.328278837,1.200340904,1.452883589
1.328298392,1.200340354,1.453037084
1.328317947,1.200339805,1.453190579
1.328337502,1.200339256,1.453344075
1.328356821,1.200338493,1.45349731
1.328376139,1.200337729,1.453650546
1.328395457,1.200336966,1.453803781
1.328414776,1.200336203,1.453957017
1.328434094,1.200335728,1.453959702
1.328453412,1.200335254,1.453962387
1.32847273,1.20033478,1.453965073
1.328492049,1.200334306,1.453967758
1.328511367,1.200333831,1.453970443
1.328530685,1.200333357,1.453973129
1.328549822,1.200332719,1.453975616
1.328568959,1.200332081,1.453978102
1.328588095,1.200331442,1.453980589
1.328607232,1.200330804,1.453983076
1.328626369,1.200330419,1.453982609
1.328645505,1.200330034,1.453982143
1.328664642,1.200329649,1.453981676
1.328683779,1.200329264,1.45398121
1.328702915,1.200328878,1.453980744
1.328722052,1.200328493,1.453980277
1.328741091,1.20032802,1.453979704
1.328760129,1.200327546,1.45397913
1.328779168,1.200327072,1.453978557
1.328798207,1.200326599,1.453977983
1.328817245,1.200326339,1.453977669
1.328836284,1.20032608,1.453977355
1.328855323,1.20032582,1.45397704
1.328874361,1.200325561,1.453976726
1.3288934,1.200325301,1.453976412
1.328912439,1.200325042,1.453976098
1.328931449,1.200324757,1.453975753
1.32895046,1.200324473,1.453975409
1.328969471,1.200324188,1.453975064
1.328988482,1.200323903,1.453974719
1.329007492,1.200323783,1.454000465
1.329026503,1.200323662,1.45402621
1.329045514,1.200323542,1.454051956
1.329064524,1.200323421,1.454077701
1.329083535,1.2003233,1.454103447
1.329102546,1.20032318,1.454129192
1.329121556,1.200323058,1.454154937
1.329140566,1.200322937,1.454180681
1.329159576,1.200322816,1.454206426
1.329178586,1.200322695,1.454232171
1.329197595,1.200322662,1.454263049
1.329216605,1.200322629,1.454293927
1.329235615,1.200322596,1.454324805
1.329254625,1.200322563,1.454355683
1.329273635,1.200322531,1.454386561
1.329292645,1.200322498,1.454417439
1.329311655,1.200322465,1.454448317
1.329330665,1.200322432,1.454479195
1.329349675,1.2003224,1.454510073
1.329368685,1.200322367,1.454540952
1.329387695,1.200322359,1.454585785
1.329406704,1.200322352,1.454630618
1.329425714,1.200322344,1.454675452
1.329444724,1.200322337,1.454720285
1.329463734,1.200322329,1.454765119
1.329482744,1.200322322,1.454809952
1.329501754,1.200322314,1.454854786
1.329520764,1.200322306,1.454899619
1.329539774,1.200322299,1.454944453
1.329558784,1.200322291,1.454989286
1.329577794,1.200322285,1.455066789
1.329596804,1.200322278,1.455144291
1.329615813,1.200322271,1.455221794
1.329634823,1.200322264,1.455299296
1.329653833,1.200322257,1.455376799
1.329672843,1.200322251,1.455454302
1.329691853,1.200322244,1.455531804
1.329710863,1.200322237,1.455609307
1.329729873,1.20032223,1.455686809
1.329748883,1.200322223,1.455764312
1.329767893,1.200322217,1.455893272
1.329786903,1.20032221,1.456022233
1.329805913,1.200322203,1.456151194
1.329824922,1.200322196,1.456280154
1.329843932,1.200322189,1.456409115
1.329862942,1.200322183,1.456538075
1.329881952,1.200322176,1.456667036
1.329900962,1.200322169,1.456795996
1.329919972,1.200322162,1.456924957
1.329938982,1.200322155,1.457053917
1.329957992,1.200322148,1.457195117
1.329977002,1.200322142,1.457336317
1.329996012,1.200322135,1.457477517
1.330015022,1.200322128,1.457618718
1.330034031,1.200322121,1.457759918
1.330053041,1.200322114,1.457901118
1.330072051,1.200322108,1.458042318
1.330091061,1.200322101,1.458183518
1.330110071,1.200322094,1.458324718
1.330129081,1.200322087,1.458465918
1.330148091,1.20032208,1.458607118
1.330167101,1.200322074,1.458748318
1.330186111,1.200322067,1.458889519
1.330205121,1.20032206,1.459030719
1.330224131,1.200322053,1.459171919
1.33024314,1.200322047,1.459313119
1.33026215,1.20032204,1.459454319
1.33028116,1.200322033,1.459595519
1.33030017,1.200322026,1.459736719
1.33031918,1.200322019,1.459877919
1.33033819,1.200322013,1.460016258
1.3303572,1.200322006,1.460154597
1.33037621,1.200321999,1.460292936
1.33039522,1.200321992,1.460431275
1.33041423,1.200321985,1.460569614
1.33043324,1.200321979,1.460707953
1.330452249,1.200321972,1.460846292
1.330471259,1.200321965,1.460984631
1.330490269,1.200321958,1.46112297
1.330509279,1.200321951,1.461261309
1.330528289,1.200321945,1.46128707
1.330547299,1.200321938,1.461312831
1.330566309,1.200321931,1.461338592
1.330585319,1.200321924,1.461364352
1.330604329,1.200321917,1.461390113
1.330623339,1.200321911,1.461415874
1.330642349,1.200321904,1.461441635
1.330661358,1.200321897,1.461467396
1.330680368,1.20032189,1.461493156
1.330699378,1.200321883,1.461518917
1.330718388,1.200321877,1.461538874
1.330737398,1.20032187,1.461558831
1.330756408,1.200321863,1.461578788
1.330775418,1.200321856,1.461598745
1.330794428,1.200321849,1.461618701
1.330813438,1.200321843,1.461638658
1.330832448,1.200321836,1.461658615
1.330851458,1.200321829,1.461678572
1.330870467,1.200321822,1.461698529
1.330889477,1.200321815,1.461718486
1.330908487,1.200321809,1.461736145
1.330927497,1.200321802,1.461753805
1.330946507,1.200321795,1.461771465
1.330965517,1.200321788,1.461789124
1.330984527,1.200321782,1.461806784
1.331003537,1.200321775,1.461824443
1.331022547,1.200321768,1.461842103
1.331041557,1.200321761,1.461859763
1.331060567,1.200321754,1.461877422
1.331079576,1.200321748,1.461895082
1.331098586,1.200321741,1.461912742
1.331117596,1.200321734,1.461930401
1.331136606,1.200321727,1.461948061
1.331155616,1.20032172,1.46196572
1.331174626,1.200321714,1.46198338
1.331193636,1.200321707,1.46200104
1.331212646,1.2003217,1.462018699
1.331231656,1.200321693,1.462036359
1.331250666,1.200321686,1.462054019
1.331269676,1.20032168,1.462071678
1.331288685,1.200321673,1.462089338
1.331307695,1.200321666,1.462106997
1.331326705,1.200321659,1.462124657
1.331345715,1.200321653,1.462142317
1.331364725,1.200321646,1.462159976
1.331383735,1.200321639,1.462177636
1.331402745,1.200321632,1.462195296
1.331421755,1.200321625,1.462212955
1.331440765,1.200321619,1.462230615
1.331459775,1.200321612,1.462248274
1.331478785,1.200321605,1.462271336
1.331497794,1.200321598,1.462294399
1.331516804,1.200321591,1.462317461
1.331535814,1.200321585,1.462340523
1.331554824,1.200321578,1.462363585
1.331573834,1.200321571,1.462386647
1.331592844,1.200321564,1.462409709
1.331611854,1.200321557,1.462432771
1.331630864,1.200321551,1.462455833
1.331649874,1.200321544,1.462478895
1.331668884,1.200321537,1.462501957
1.331687894,1.20032153,1.462525019
1.331706903,1.200321524,1.462548081
1.331725913,1.200321517,1.462571143
1.331744923,1.20032151,1.462594205
1.331763933,1.200321503,1.462617267
1.331782943,1.200321496,1.46264033
1.331801953,1.20032149,1.462663392
1.331820963,1.200321483,1.462686454
1.331839973,1.200321476,1.462709516
1.331858983,1.200321469,1.462732578
1.331877993,1.200321462,1.46275564
1.331897003,1.200321456,1.462778702
1.331916012,1.200321449,1.462801764
1.331935022,1.200321442,1.462824826
1.331954032,1.200321435,1.462847888
1.331973042,1.200321429,1.46287095
1.331992052,1.200321422,1.462894012
1.332011062,1.200321415,1.462917074
1.332030072,1.200321408,1.462940136
1.332049082,1.200321401,1.462963199
1.332068092,1.200321395,1.462986261
1.332087102,1.200321388,1.463009323
1.332106112,1.200321381,1.463032385
1.332125121,1.200321374,1.463055447
1.332144131,1.200321368,1.463078509
1.332163141,1.200321361,1.463101571
1.332182151,1.200321354,1.463124633
1.332201161,1.200321347,1.463147695
1.332220171,1.20032134,1.463170757
1.332239181,1.200321334,1.463193819
1.332258191,1.200321327,1.463216881
1.332277201,1.20032132,1.463239943
1.332296211,1.200321313,1.463263005
1.332315221,1.200321307,1.463286067
1.33233423,1.2003213,1.46330913
1.33235324,1.200321293,1.463332192
1.33237225,1.200321286,1.463355254
1.33239126,1.200321279,1.463378316
1.33241027,1.200321273,1.463401378
1.33242928,1.200321266,1.46342444
1.33244829,1.200321259,1.463447502
1.3324673,1.200321252,1.463470564
1.33248631,1.200321246,1.463493626
1.33250532,1.200321239,1.463516688
1.33252433,1.200321232,1.46353975
1.332543339,1.200321225,1.463562812
1.332562349,1.200321218,1.463585874
1.332581359,1.200321212,1.463608936
1.332600369,1.200321205,1.463631998
1.332619379,1.200321198,1.463655061
1.332638389,1.200321191,1.463678123
1.332657399,1.200321185,1.463701185
1.332676409,1.200321178,1.463724247
1.332695419,1.200321171,1.463747309
1.332714429,1.200321164,1.463770371
1.332733439,1.200321157,1.463793433
1.332752448,1.200321151,1.463816495
1.332771458,1.200321144,1.463839557
1.332790468,1.200321137,1.463862619
1.332809478,1.20032113,1.463885681
1.332828488,1.200321124,1.463908743
1.332847498,1.200321117,1.463931805
1.332866508,1.20032111,1.463954867
1.332885518,1.200321103,1.46397793
1.332904528,1.200321096,1.464000992
1.332923538,1.20032109,1.464024054
1.332942548,1.200321083,1.464047116
1.332961557,1.200321076,1.464070178
1.332980567,1.200321069,1.46409324
1.332999577,1.200321063,1.464116302
1.333018587,1.200321056,1.464139364
1.333037597,1.200321049,1.464162426
1.333056607,1.200321042,1.464185488
1.333075617,1.200321035,1.46420855
1.333094627,1.200321029,1.464231612
1.333113637,1.200321022,1.464254674
1.333132647,1.200321015,1.464277736
1.333151657,1.200321008,1.464300798
1.333170666,1.200321002,1.464323861
1.333189676,1.200320995,1.464346923
1.333208686,1.200320988,1.464369985
1.333227696,1.200320981,1.464393047
1.333246706,1.200320975,1.464416109
1.333265716,1.200320968,1.464439171
1.333284726,1.200320961,1.464462233
1.333303736,1.200320954,1.464485295
1.333322746,1.200320947,1.464508357
1.333341756,1.200320941,1.464531419
1.333360766,1.200320934,1.464554481
1.333379775,1.200320927,1.46457164
1.333398785,1.20032092,1.4645888
1.333417795,1.200320914,1.464605959
1.333436805,1.200320907,1.464623118
1.333455815,1.2003209,1.464640277
1.333474825,1.200320893,1.464657437
1.333493835,1.200320886,1.464674596
1.333512845,1.20032088,1.464691755
1.333531855,1.200320873,1.464708914
1.333550865,1.200320866,1.464726074
1.333569875,1.200320859,1.464743233
1.333588884,1.200320853,1.464760392
1.333607894,1.200320846,1.464777551
1.333626904,1.200320839,1.464794711
1.333645914,1.200320832,1.46481187
1.333664924,1.200320826,1.464829029
1.333683934,1.200320819,1.464846188
1.333702944,1.200320812,1.464863348
1.333721954,1.200320805,1.464880507
1.333740964,1.200320799,1.464897666
1.333759974,1.200320792,1.464914825
1.333778984,1.200320785,1.464931985
1.333797993,1.200320778,1.464949144
1.333817003,1.200320771,1.464966303
1.333836013,1.200320765,1.464983462
1.333855023,1.200320758,1.465000622
1.333874033,1.200320751,1.465017781
1.333893043,1.200320744,1.46503494
1.333912053,1.200320738,1.465052099
1.333931063,1.200320731,1.465069259
1.333950073,1.200320724,1.465086418
1.333969083,1.200320717,1.465103577
1.333988093,1.200320711,1.465120736
1.334007102,1.200320704,1.465137896
1.334026112,1.200320697,1.465155055
1.334045122,1.20032069,1.465172214
1.334064132,1.200320683,1.465189373
1.334083142,1.200320677,1.465206533
1.334102152,1.20032067,1.465223692
1.334121162,1.200320663,1.465240851
1.334140172,1.200320656,1.46525801
1.334159182,1.20032065,1.46527517
1.334178192,1.200320643,1.465292329
1.334197202,1.200320636,1.465309488
1.334216211,1.200320629,1.465326647
1.334235221,1.200320623,1.465343806
1.334254231,1.200320616,1.465360966
1.334273241,1.200320609,1.465378125
1.334292251,1.200320602,1.465395284
1.334311261,1.200320596,1.465412443
1.334330271,1.200320589,1.465429603
1.334349281,1.200320582,1.465446762
1.334368291,1.200320575,1.465463921
1.334387301,1.200320569,1.46548108
1.334406311,1.200320562,1.46549824
1.33442532,1.200320555,1.465515399
1.33444433,1.200320548,1.465532558
1.33446334,1.200320541,1.465549717
1.33448235,1.200320535,1.465566877
1.33450136,1.200320528,1.465584036
1.33452037,1.200320521,1.465601195
1.33453938,1.200320514,1.465618354
1.33455839,1.200320508,1.465635514
1.3345774,1.200320501,1.465652673
1.33459641,1.200320494,1.465669832
1.33461542,1.200320487,1.465686991
1.334634429,1.200320481,1.465704151
1.334653439,1.200320474,1.46572131
1.334672449,1.200320467,1.465738469
1.334691459,1.20032046,1.465755628
1.334710469,1.200320454,1.465772788
1.334729479,1.200320447,1.465789947
1.334748489,1.20032044,1.465807106
1.334767499,1.200320433,1.465824265
1.334786509,1.200320427,1.465841425
1.334805519,1.20032042,1.465858584
1.334824529,1.200320413,1.465875743
1.334843538,1.200320406,1.465892902
1.334862548,1.2003204,1.465910062
1.334881558,1.200320393,1.465927221
1.334900568,1.200320386,1.46594438
1.334919578,1.200320379,1.465961539
1.334938588,1.200320373,1.465978699
1.334957598,1.200320366,1.465995858
1.334976608,1.200320359,1.466013017
1.334995618,1.200320352,1.466030176
1.335014628,1.200320345,1.466047336
1.335033638,1.200320339,1.466064495
1.335052647,1.200320332,1.466081654
1.335071657,1.200320325,1.466098813
1.335090667,1.200320318,1.466115973
1.335109677,1.200320312,1.466133132
1.335128687,1.200320305,1.466150291
1.335147697,1.200320298,1.46616745
1.335166707,1.200320291,1.46618461
1.335185717,1.200320285,1.466201769
1.335204727,1.200320278,1.466218928
1.335223737,1.200320271,1.466236087
1.335242747,1.200320264,1.466253247
1.335261756,1.200320258,1.466270406
1.335280766,1.200320251,1.466350278
1.335299776,1.200320244,1.46643015
1.335318786,1.200320237,1.466510023
1.335337796,1.200320231,1.466589895
1.335356806,1.200320224,1.466669767
1.335375816,1.200320217,1.46674964
1.335394826,1.20032021,1.466829512
1.335413836,1.200320204,1.466909384
1.335432846,1.200320197,1.466989256
1.335451856,1.20032019,1.467069129
1.335470865,1.200320183,1.467149001
1.335489875,1.200320177,1.467228873
1.335508885,1.20032017,1.467308746
1.335527895,1.200320163,1.467388618
1.335546905,1.200320156,1.46746849
1.335565915,1.20032015,1.467548362
1.335584925,1.200320143,1.467628235
1.335603935,1.200320136,1.467708107
1.335622945,1.200320129,1.467787979
1.335641955,1.200320123,1.467867851
1.335660965,1.200320116,1.467947724
1.335679974,1.200320109,1.468027596
1.335698984,1.200320102,1.468107468
1.335717994,1.200320096,1.468187341
1.335737004,1.200320089,1.468267213
1.335756014,1.200320082,1.468347085
1.335775024,1.200320075,1.468426957
1.335794034,1.200320069,1.46850683
1.335813044,1.200320062,1.468586702
1.335832054,1.200320055,1.468666574
1.335851064,1.200320048,1.468746446
1.335870074,1.200320042,1.468826319
1.335889083,1.200320035,1.468906191
1.335908093,1.200320028,1.468986063
1.335927103,1.200320021,1.469065936
1.335946113,1.200320015,1.469145808
1.335965123,1.200320008,1.46922568
1.335984133,1.200320001,1.469305552
1.336003143,1.200319994,1.469385425
1.336022153,1.200319988,1.469465297
1.336041163,1.200319981,1.469545169
1.336060173,1.200319974,1.469625041
1.336079183,1.200319967,1.469704914
1.336098192,1.200319961,1.469784786
1.336117202,1.200319954,1.469864658
1.336136212,1.200319947,1.46994453
1.336155222,1.20031994,1.470024403
1.336174232,1.200319934,1.470104275
1.336193242,1.200319927,1.470184147
1.336212252,1.20031992,1.470264019
1.336231262,1.200319913,1.470343892
1.336250272,1.200319907,1.470423764
1.336269282,1.2003199,1.470503636
1.336288292,1.200319893,1.470583508
1.336307301,1.200319886,1.470663381
1.336326311,1.20031988,1.470743253
1.336345321,1.200319873,1.470823125
1.336364331,1.200319866,1.470902998
1.336383341,1.200319859,1.47098287
1.336402351,1.200319853,1.471062742
1.336421361,1.200319846,1.471142614
1.336440371,1.200319839,1.471222487
1.336459381,1.200319833,1.471302359
1.336478391,1.200319826,1.471382231
1.336497401,1.200319819,1.471462103
1.33651641,1.200319812,1.471541976
1.33653542,1.200319806,1.471621848
1.33655443,1.200319799,1.47170172
1.33657344,1.200319792,1.471781592
1.33659245,1.200319785,1.471861465
1.33661146,1.200319779,1.471941337
1.33663047,1.200319772,1.472021209
1.33664948,1.200319765,1.472101081
1.33666849,1.200319758,1.472180953
1.3366875,1.200319752,1.472260826
1.33670651,1.200319745,1.472340698
1.336725519,1.200319738,1.47242057
1.336744529,1.200319731,1.472500442
1.336763539,1.200319725,1.472580315
1.336782549,1.200319718,1.472660187
1.336801559,1.200319711,1.472740059
1.336820569,1.200319704,1.472819931
1.336839579,1.200319698,1.472899804
1.336858589,1.200319691,1.472979676
1.336877599,1.200319684,1.473059548
1.336896609,1.200319677,1.47313942
1.336915619,1.200319671,1.473219293
1.336934628,1.200319664,1.473299165
1.336953638,1.200319657,1.473379037
1.336972648,1.20031965,1.473458909
1.336991658,1.200319644,1.473538782
1.337010668,1.200319637,1.473618654
1.337029678,1.20031963,1.473698526
1.337048688,1.200319624,1.473778398
1.337067698,1.200319617,1.47385827
1.337086708,1.20031961,1.473938143
1.337105718,1.200319603,1.474018015
1.337124728,1.200319597,1.474097887
1.337143737,1.20031959,1.474177759
1.337162747,1.200319583,1.474257632
1.337181757,1.200319576,1.474340558
1.337200767,1.20031957,1.474423484
1.337219777,1.200319563,1.47450641
1.337238787,1.200319556,1.474589336
1.337257797,1.200319549,1.474672263
1.337276807,1.200319543,1.474755189
1.337295817,1.200319536,1.474838115
1.337314827,1.200319529,1.474921041
1.337333837,1.200319522,1.475003967
1.337352846,1.200319516,1.475086893
1.337371856,1.200319509,1.47516982
1.337390866,1.200319502,1.475252746
1.337409876,1.200319496,1.475335672
1.337428886,1.200319489,1.475418598
1.337447896,1.200319482,1.475501524
1.337466906,1.200319475,1.47558445
1.337485916,1.200319469,1.475667377
1.337504926,1.200319462,1.475750303
1.337523936,1.200319455,1.475833229
1.337542946,1.200319448,1.475916155
1.337561955,1.200319442,1.475999081
1.337580965,1.200319435,1.476082007
1.337599975,1.200319428,1.476164934
1.337618985,1.200319421,1.47624786
1.337637995,1.200319415,1.476330786
1.337657005,1.200319408,1.476413712
1.337676015,1.200319401,1.476496638
1.337695025,1.200319395,1.476579564
1.337714035,1.200319388,1.476662491
1.337733045,1.200319381,1.476745417
1.337752055,1.200319374,1.476828343
1.337771064,1.200319368,1.476911269
1.337790074,1.200319361,1.476994195
1.337809084,1.200319354,1.477077121
1.337828094,1.200319347,1.477160048
1.337847104,1.200319341,1.477242974
1.337866114,1.200319334,1.4773259
1.337885124,1.200319327,1.477408826
1.337904134,1.20031932,1.477491752
1.337923144,1.200319314,1.477574678
1.337942154,1.200319307,1.477657605
1.337961164,1.2003193,1.477740531
1.337980173,1.200319294,1.477823457
1.337999183,1.200319287,1.477906383
1.338018193,1.20031928,1.477989309
1.338037203,1.200319273,1.478072235
1.338056213,1.200319267,1.478155161
1.338075223,1.20031926,1.478238088
1.338094233,1.200319253,1.478321014
1.338113243,1.200319246,1.47840394
1.338132253,1.20031924,1.478486866
1.338151263,1.200319233,1.478569792
1.338170273,1.200319226,1.478652718
1.338189282,1.20031922,1.478735645
1.338208292,1.200319213,1.478818571
1.338227302,1.200319206,1.478901497
1.338246312,1.200319199,1.478984423
1.338265322,1.200319193,1.479067349
1.338284332,1.200319186,1.479150275
1.338303342,1.200319179,1.479233201
1.338322352,1.200319172,1.479316128
1.338341362,1.200319166,1.479399054
1.338360372,1.200319159,1.47948198
1.338379382,1.200319152,1.479564906
1.338398391,1.200319146,1.479647832
1.338417401,1.200319139,1.479730758
1.338436411,1.200319132,1.479813684
1.338455421,1.200319125,1.479896611
1.338474431,1.200319119,1.479979537
1.338493441,1.200319112,1.480062463
1.338512451,1.200319105,1.480145389
1.338531461,1.200319098,1.480228315
1.338550471,1.200319092,1.480311241
1.338569481,1.200319085,1.480394167
1.338588491,1.200319078,1.480477094
1.3386075,1.200319072,1.48056002
1.33862651,1.200319065,1.480642946
1.33864552,1.200319058,1.480725872
1.33866453,1.200319051,1.480808798
1.33868354,1.200319045,1.480891724
1.33870255,1.200319038,1.48097465
1.33872156,1.200319031,1.481057576
1.33874057,1.200319024,1.481140503
1.33875958,1.200319018,1.481223429
1.33877859,1.200319011,1.481306355
1.3387976,1.200319004,1.481389281
1.338816609,1.200318998,1.481472207
1.338835619,1.200318991,1.481555133
1.338854629,1.200318984,1.481638059
1.338873639,1.200318977,1.481720985
1.338892649,1.200318971,1.481803912
1.338911659,1.200318964,1.481886838
1.338930669,1.200318957,1.481969764
1.338949679,1.200318951,1.48205269
1.338968689,1.200318944,1.482135616
1.338987699,1.200318937,1.482218542
1.339006709,1.20031893,1.482301468
1.339025718,1.200318924,1.482384394
1.339044728,1.200318917,1.482467321
1.339063738,1.20031891,1.482550247
1.339082748,1.200318903,1.482636928
1.339101758,1.200318897,1.48272361
1.339120768,1.20031889,1.482810292
1.339139778,1.200318883,1.482896974
1.339158788,1.200318877,1.482983655
1.339177798,1.20031887,1.483070337
1.339196808,1.200318863,1.483157019
1.339215818,1.200318856,1.483243701
1.339234827,1.20031885,1.483330382
1.339253837,1.200318843,1.483417064
1.339272847,1.200318836,1.483503746
1.339291857,1.20031883,1.483590428
1.339310867,1.200318823,1.483677109
1.339329877,1.200318816,1.483763791
1.339348887,1.200318809,1.483850473
1.339367897,1.200318803,1.483937155
1.339386907,1.200318796,1.484023836
1.339405917,1.200318789,1.484110518
1.339424927,1.200318783,1.4841972
1.339443936,1.200318776,1.484283881
1.339462946,1.200318769,1.484370563
1.339481956,1.200318762,1.484457245
1.339500966,1.200318756,1.484543927
1.339519976,1.200318749,1.484630608
1.339538986,1.200318742,1.48471729
1.339557996,1.200318736,1.484803972
1.339577006,1.200318729,1.484890654
1.339596016,1.200318722,1.484977335
1.339615026,1.200318715,1.485064017
1.339634036,1.200318709,1.485150699
1.339653045,1.200318702,1.48523738
1.339672055,1.200318695,1.485324062
1.339691065,1.200318689,1.485410744
1.339710075,1.200318682,1.485497426
1.339729085,1.200318675,1.485584107
1.339748095,1.200318668,1.485670789
1.339767105,1.200318662,1.485757471
1.339786115,1.200318655,1.485844153
1.339805125,1.200318648,1.485930834
1.339824135,1.200318642,1.486017516
1.339843145,1.200318635,1.486104198
1.339862154,1.200318628,1.486190879
1.339881164,1.200318621,1.486277561
1.339900174,1.200318615,1.486364243
1.339919184,1.200318608,1.486450925
1.339938194,1.200318601,1.486537606
1.339957204,1.200318595,1.486624288
1.339976214,1.200318588,1.48671097
1.339995224,1.200318581,1.486797651
1.340014234,1.200318574,1.486884333
1.340033244,1.200318568,1.486971015
1.340052254,1.200318561,1.487057697
1.340071263,1.200318554,1.487144378
1.340090273,1.200318548,1.48723106
1.340109283,1.200318541,1.487317742
1.340128293,1.200318534,1.487404423
1.340147303,1.200318527,1.487491105
1.340166313,1.200318521,1.487577787
1.340185323,1.200318514,1.487664468
1.340204333,1.200318507,1.48775115
1.340223343,1.200318501,1.487837832
1.340242353,1.200318494,1.487924514
1.340261363,1.200318487,1.488011195
1.340280372,1.20031848,1.488097877
1.340299382,1.200318474,1.488184559
1.340318392,1.200318467,1.48827124
1.340337402,1.20031846,1.488357922
1.340356412,1.200318454,1.488444604
1.340375422,1.200318447,1.488531285
1.340394432,1.20031844,1.488617967
1.340413442,1.200318433,1.488704649
1.340432452,1.200318427,1.488791331
1.340451462,1.20031842,1.488878012
1.340470472,1.200318413,1.488964694
1.340489481,1.200318407,1.489051376
1.340508491,1.2003184,1.489138057
1.340527501,1.200318393,1.489224739
1.340546511,1.200318387,1.489311421
1.340565521,1.20031838,1.489398102
1.340584531,1.200318373,1.489484784
1.340603541,1.200318366,1.489571466
1.340622551,1.20031836,1.489658148
1.340641561,1.200318353,1.489744829
1.340660571,1.200318346,1.489831511
1.34067958,1.20031834,1.489918193
1.34069859,1.200318333,1.490004874
1.3407176,1.200318326,1.490091556
1.34073661,1.200318319,1.490178238
1.34075562,1.200318313,1.490264919
1.34077463,1.200318306,1.490351601
1.34079364,1.200318299,1.490438283
1.34081265,1.200318293,1.490524964
1.34083166,1.200318286,1.490611646
1.34085067,1.200318279,1.490698328
1.34086968,1.200318272,1.490785009
1.340888689,1.200318266,1.490871691
1.340907699,1.200318259,1.490958373
1.340926709,1.200318252,1.491045055
1.340945719,1.200318246,1.491131736
1.340964729,1.200318239,1.491218418
1.340983739,1.200325511,1.491323451
1.341002749,1.200332782,1.491428483
1.341021759,1.200340054,1.491533516
1.341040769,1.200347325,1.491638549
1.341059779,1.200354597,1.491743581
1.341078789,1.200361868,1.491848614
1.341097798,1.20036914,1.491953647
1.341116808,1.200376412,1.49205868
1.341135818,1.200383683,1.492163712
1.341154828,1.200390955,1.492268745
1.341173838,1.200398226,1.492373778
1.341192848,1.200405498,1.49247881
1.341211858,1.200412769,1.492583843
1.341230868,1.200420041,1.492688876
1.341249878,1.200427313,1.492793908
1.341268888,1.200434584,1.492898941
1.341287898,1.200441856,1.493003974
1.341306907,1.200449127,1.493109007
1.341325917,1.200456399,1.493214039
1.341344927,1.20046367,1.493319072
1.341363937,1.200470942,1.493424105
1.341382947,1.200478214,1.493529137
1.341401957,1.200485485,1.49363417
1.341420967,1.200492757,1.493739203
1.341439977,1.200500028,1.493844235
1.341458987,1.2005073,1.493949268
1.341477997,1.200514571,1.494054301
1.341497007,1.200521843,1.494159333
1.341516016,1.200529114,1.494264366
1.341535026,1.200536386,1.494369399
1.341554036,1.200543658,1.494474431
1.341573046,1.200550929,1.494579464
1.341592056,1.200558201,1.494684497
1.341611066,1.200565472,1.49478953
1.341630076,1.200572744,1.494894562
1.341649086,1.200580015,1.494999595
1.341668096,1.200587287,1.495104628
1.341687106,1.200594559,1.49520966
1.341706116,1.20060183,1.495314693
1.341725125,1.200609102,1.495419726
1.341744135,1.200616373,1.495524758
1.341763145,1.200623645,1.495629791
1.341782155,1.200630917,1.495734824
1.341801165,1.200638188,1.495839856
1.341820175,1.20064546,1.495944889
1.341839185,1.200652731,1.496049922
1.341858195,1.200660003,1.496154954
1.341877205,1.200667274,1.496259987
1.341896215,1.200674546,1.49636502
1.341915225,1.200681818,1.496470052
1.341934234,1.200689089,1.496575085
1.341953244,1.200696361,1.496680118
