DM,95% UI,
2.143542692,1.491999391,3.026756109
2.145077278,1.492653461,3.029406433
2.146612021,1.493307454,3.03205507
2.148146918,1.493961368,3.034702016
2.149681971,1.494615204,3.037347268
2.151217179,1.495268962,3.039990823
2.152752539,1.495922639,3.042632676
2.154288053,1.496576236,3.045272826
2.15582372,1.497208321,3.047911269
2.157359538,1.497726119,3.050548001
2.158895508,1.498243808,3.053183019
2.160431628,1.498761387,3.055816321
2.161967898,1.499278857,3.058447903
2.163504318,1.499796217,3.061077762
2.165040886,1.500313467,3.063705896
2.166577603,1.500830608,3.066384999
2.168114467,1.501347639,3.069706217
2.169651478,1.50186456,3.073029468
2.171188635,1.502381371,3.076354752
2.172725938,1.502898073,3.079682067
2.174263387,1.503414663,3.083011412
2.17580098,1.50393204,3.086342789
2.177338716,1.504453189,3.089676194
2.178876596,1.504974242,3.093011629
2.180414619,1.505495199,3.096349092
2.181952783,1.50601606,3.099688583
2.183491089,1.506536825,3.1030301
2.185029536,1.507057493,3.106373644
2.186568123,1.507578065,3.109719213
2.188106849,1.508098541,3.113066807
2.189645715,1.50861892,3.116416425
2.191184718,1.509139202,3.119768066
2.19272386,1.509659387,3.12312173
2.194263138,1.510179475,3.126477416
2.195802553,1.510699466,3.129835123
2.197342103,1.51121936,3.133194851
2.198881789,1.511862065,3.136556598
2.20042161,1.512567621,3.139920364
2.201961564,1.513273236,3.143286149
2.203501652,1.513978908,3.14665395
2.205041872,1.514684637,3.150023769
2.206582224,1.515390422,3.153395603
2.208122708,1.516096262,3.157372281
2.209663323,1.516802157,3.161811978
2.211204067,1.517508105,3.166256465
2.212744942,1.517937286,3.170705743
2.214285945,1.518275987,3.175159808
2.215827077,1.518614414,3.179618659
2.217368336,1.518952568,3.184082295
2.218909723,1.519290449,3.188550714
2.220451235,1.519628058,3.193023915
2.221992874,1.519965394,3.197501895
2.223534638,1.52030246,3.201984653
2.225076526,1.520639254,3.206472187
2.226618539,1.520986527,3.210964496
2.228160674,1.521494956,3.215461578
2.229702932,1.522003277,3.219963431
2.231245313,1.52251149,3.224470053
2.232787815,1.523019595,3.228981443
2.234330437,1.523527592,3.233497598
2.23587318,1.52403548,3.238018517
2.237416042,1.52454326,3.242544198
2.238959023,1.525050931,3.24707464
2.240502123,1.525558494,3.251609839
2.24204534,1.526065948,3.256149795
2.243588674,1.526573292,3.260694505
2.245132124,1.527080528,3.265243967
2.246675691,1.527587655,3.26979818
2.248219372,1.528094673,3.274357142
2.249763168,1.528601581,3.27892085
2.251307078,1.52910838,3.283489302
2.252851101,1.52961507,3.288062497
2.254395237,1.530123314,3.292640432
2.255939485,1.530633931,3.297223106
2.257483844,1.531144433,3.301801987
2.259028314,1.53165482,3.306379835
2.260572894,1.53216509,3.310962325
2.262117583,1.532675245,3.315549456
2.263662381,1.533185284,3.320141224
2.265207288,1.533695207,3.324737627
2.266752302,1.534205014,3.329338665
2.268297423,1.534714704,3.333594721
2.269842651,1.535224278,3.336757989
2.271387984,1.535733736,3.339905537
2.272933422,1.536243077,3.342920502
2.274478965,1.536752301,3.34571934
2.276024612,1.537261408,3.348516529
2.277570361,1.537770399,3.351312067
2.279116214,1.538279272,3.354105951
2.280662168,1.538788028,3.356898179
2.282208224,1.539296667,3.359688751
2.28375438,1.539805188,3.362477662
2.285300637,1.540313592,3.365264913
2.286846993,1.540821878,3.368050499
2.288393447,1.541330046,3.370834421
2.28994,1.541838097,3.373616675
2.291486651,1.542346029,3.376397261
2.293033398,1.542853844,3.379176175
2.294580242,1.54336154,3.381953417
2.296127181,1.543869118,3.384728984
2.297674216,1.544376577,3.387502874
2.299221345,1.544883918,3.390275087
2.300768567,1.54539114,3.393045619
2.302315883,1.545898243,3.39581447
2.303863292,1.546405227,3.398581638
2.305410792,1.546912092,3.401347121
2.306958384,1.547418838,3.404110917
2.308506066,1.547925464,3.406873024
2.310053839,1.548431972,3.409633442
2.311601701,1.548938359,3.412392168
2.313149651,1.549444627,3.415149201
2.31469769,1.549950775,3.41790454
2.316245817,1.550456803,3.420658182
2.31779403,1.550962711,3.423410126
2.31934233,1.551468499,3.426160371
2.320890715,1.551974167,3.428908916
2.322439186,1.552479714,3.431655759
2.323987741,1.552985141,3.434400897
2.325536379,1.553490447,3.437144331
2.327085101,1.553995632,3.439886059
2.328633906,1.554500696,3.442626079
2.330182792,1.55500564,3.44536439
2.33173176,1.555510462,3.44810099
2.333280809,1.556015163,3.450835879
2.334829937,1.556519742,3.453569054
2.336379145,1.5570242,3.456300516
2.337928432,1.557528536,3.459030262
2.339477797,1.558032751,3.461758291
2.34102724,1.558536844,3.464484602
2.34257676,1.559040814,3.467209194
2.344126356,1.559544663,3.471139278
2.345676028,1.560048389,3.475186058
2.347225775,1.560551992,3.479236009
2.348775596,1.561055474,3.48328913
2.350325492,1.561558832,3.487345421
2.351875461,1.562062068,3.491404882
2.353425502,1.562565181,3.495467512
2.354975615,1.563068171,3.49953331
2.3565258,1.563571037,3.503602278
2.358076056,1.564073781,3.507674413
2.359626382,1.564576401,3.511749716
2.361176777,1.565078897,3.515828187
2.362727241,1.56558127,3.519909824
2.364277774,1.566083519,3.523994629
2.365828374,1.566585644,3.528082599
2.367379042,1.567087645,3.532173736
2.368929776,1.567589522,3.536268038
2.370480576,1.568091274,3.539514864
2.372031441,1.568592902,3.542619593
2.373582371,1.569094405,3.545723144
2.375133365,1.569595784,3.548825516
2.376684422,1.570097038,3.551926707
2.378235542,1.570598167,3.555026715
2.379786724,1.571099171,3.558125538
2.381337968,1.57160005,3.561223172
2.382889273,1.572100803,3.564319617
2.384440638,1.572601431,3.567414871
2.385992063,1.573101933,3.570508931
2.387543547,1.57360231,3.573601795
2.38909509,1.57410256,3.576693461
2.39064669,1.574602685,3.579766274
2.392198348,1.575102683,3.582815135
2.393750062,1.575602556,3.585862669
2.395301833,1.576102302,3.588908875
2.396853659,1.576601921,3.591953749
2.39840554,1.577101414,3.59499729
2.399957475,1.57760078,3.598039497
2.401509464,1.578072014,3.60164859
2.403061506,1.578383149,3.605479234
2.4046136,1.578694052,3.609312206
2.406165746,1.579004722,3.613147503
2.407717944,1.57931516,3.616985126
2.409270192,1.579625366,3.620825073
2.41082249,1.579935341,3.624667342
2.412374837,1.580245085,3.628511933
2.413927233,1.580554599,3.631727228
2.415479678,1.580863883,3.634289401
2.41703217,1.581172937,3.636850013
2.418584709,1.581481762,3.639409065
2.420137294,1.581790358,3.641966557
2.421689925,1.582098725,3.64452249
2.423242602,1.582406864,3.647076865
2.424795322,1.582714776,3.649629681
2.426348087,1.58302246,3.652180939
2.427900896,1.583329917,3.654730639
2.429453747,1.583637148,3.657730109
2.43100664,1.583944153,3.661380717
2.432559575,1.584250931,3.665033173
2.43411255,1.584500234,3.668687475
2.435665566,1.58472645,3.672343621
2.437218622,1.584952473,3.676001611
2.438771717,1.585178302,3.679661443
2.440324851,1.585403939,3.683323115
2.441878022,1.585629383,3.686986625
2.443431231,1.585854636,3.690651973
2.444984477,1.586079696,3.694319156
2.446537759,1.586304566,3.697988173
2.448091077,1.586529244,3.701659023
2.449644429,1.586753731,3.705331705
2.451197816,1.586978029,3.709006215
2.452751237,1.587202136,3.712682554
2.45430469,1.587426054,3.716360719
2.455858177,1.587649783,3.720040709
2.457411695,1.587873323,3.723722523
2.458965245,1.588096674,3.727406158
2.460518826,1.588361516,3.731091613
2.462072437,1.588787512,3.734778888
2.463626078,1.589213086,3.738467979
2.465179747,1.589638237,3.742158886
2.466733445,1.590062968,3.745851607
2.468287171,1.590487278,3.74954614
2.469840925,1.590911167,3.753242485
2.471394705,1.591334638,3.756940638
2.472948511,1.591757689,3.760640599
2.474502342,1.592180321,3.764342367
2.476056199,1.592602536,3.768045938
2.477610079,1.592991424,3.771751313
2.479163984,1.593286325,3.775458489
2.480717912,1.593581017,3.779167464
2.482271862,1.593875501,3.782878238
2.483825834,1.594169778,3.786590808
2.485379828,1.594463847,3.790305173
2.486933842,1.594757708,3.794021331
2.488487877,1.595051364,3.797739281
2.490041931,1.595344812,3.801459021
2.491596004,1.595638055,3.805180549
2.493150096,1.595931092,3.808903864
2.494704206,1.596223924,3.812628964
2.496258333,1.59651655,3.816355847
2.497812477,1.596808972,3.820084512
2.499366636,1.597101189,3.823814957
2.500920812,1.597393203,3.82754718
2.502475002,1.597685012,3.831281181
2.504029207,1.597976619,3.835016956
2.505583425,1.598268022,3.838754505
2.507137657,1.598559222,3.842493826
2.508691901,1.59885022,3.846234917
2.510246158,1.599141016,3.849977776
2.511800426,1.59943161,3.853722403
2.513354705,1.599722003,3.857468794
2.514908994,1.600012195,3.861216949
2.516463293,1.600302185,3.864966865
2.518017601,1.600591976,3.868718541
2.519571917,1.600881566,3.872471976
2.521126242,1.601170956,3.876227168
2.522680574,1.601460147,3.879984114
2.524234913,1.601749139,3.883742814
2.525789259,1.602037931,3.887503265
2.52734361,1.602326526,3.891265465
2.528897966,1.602614921,3.895029414
2.530452327,1.602903119,3.89879511
2.532006691,1.60319112,3.90256255
2.53356106,1.603478923,3.906331733
2.535115431,1.603766529,3.910102657
2.536669804,1.604053938,3.91387532
2.538224179,1.604341332,3.917649721
2.539778555,1.60463619,3.921425858
2.541332932,1.604930851,3.92520373
2.542887308,1.605225316,3.928983333
2.544441685,1.605519584,3.932764668
2.54599606,1.605813656,3.936547732
2.547550433,1.606107532,3.940332522
2.549104804,1.606401213,3.944119038
2.550659172,1.606694699,3.947907278
2.552213537,1.606987989,3.95169724
2.553767898,1.607281085,3.955488922
2.555322254,1.607573986,3.959282322
2.556876605,1.607866693,3.963077439
2.558430951,1.608159207,3.966874271
2.55998529,1.608451527,3.970672815
2.561539622,1.608743653,3.974473071
2.563093947,1.609035587,3.978275037
2.564648264,1.609327328,3.982078266
2.566202573,1.609618876,3.985867265
2.567756872,1.609910233,3.989657913
2.569311162,1.610201397,3.993450207
2.570865442,1.61049237,3.997244146
2.572419711,1.610783152,4.001039727
2.573973969,1.611073743,4.004836949
2.575528215,1.611471697,4.008635811
2.577082448,1.61198324,4.012436309
2.578636669,1.612494563,4.016238443
2.580190875,1.613005664,4.02004221
2.581745068,1.613516544,4.023847608
2.583299246,1.614027202,4.027654636
2.584853409,1.614537639,4.031463291
2.586407556,1.615047853,4.035273573
2.587961687,1.615557844,4.039085478
2.589515801,1.616067613,4.042899005
2.591069897,1.61657716,4.046714152
2.592623976,1.617086483,4.050530917
2.594178036,1.617595582,4.054349299
2.595732077,1.618104459,4.058169294
2.597286098,1.618613111,4.061990902
2.598840099,1.61912154,4.065814121
2.600394079,1.619629744,4.069638948
2.601948038,1.620137724,4.073465381
2.603501975,1.620645479,4.07729342
2.605055889,1.621153009,4.081123061
2.606609781,1.621660315,4.084954302
2.608163649,1.622167395,4.088787143
2.609717493,1.62267425,4.09262158
2.611271312,1.623180879,4.096457613
2.612825107,1.623687282,4.100295238
2.614378875,1.624193458,4.104134455
2.615932617,1.624699409,4.107975261
2.617486333,1.625205133,4.111817654
2.619040021,1.62571063,4.115661632
2.620593681,1.626215901,4.119507193
2.622147313,1.626722628,4.123354336
2.623700915,1.627232995,4.127203058
2.625254489,1.627743136,4.131053357
2.626808032,1.628253051,4.134905232
2.628361544,1.628504694,4.13875868
2.629915025,1.628737278,4.142613699
2.631468475,1.628969698,4.146470288
2.633021892,1.629201954,4.150328445
2.634575277,1.629434045,4.154188167
2.636128628,1.629665972,4.158049452
2.637681945,1.629897735,4.1619123
2.639235228,1.630129335,4.165776706
2.640788476,1.630360771,4.16964267
2.642341688,1.630592045,4.17351019
2.643894865,1.630823156,4.177379264
2.645448005,1.631054104,4.181249889
2.647001107,1.63128489,4.18516237
2.648554172,1.631515514,4.189145396
2.650107199,1.631745976,4.193129218
2.651660187,1.631976277,4.197113831
2.653213136,1.632206416,4.201099232
2.654766045,1.632436395,4.205085415
2.656318914,1.632666213,4.209072378
2.657871741,1.63289587,4.213060115
2.659424528,1.633125367,4.217048623
2.660977272,1.633354704,4.221037898
2.662529974,1.633583881,4.225027935
2.664082633,1.633812899,4.22901873
2.665635249,1.634041757,4.233010279
2.66718782,1.634358809,4.237002578
2.668740347,1.634849675,4.240995623
2.670292828,1.63534043,4.24498941
2.671845264,1.635831074,4.248983935
2.673397654,1.636321606,4.252979193
2.674949997,1.636812028,4.25697518
2.676502293,1.637302338,4.260971893
2.678054541,1.637792537,4.264969327
2.679606741,1.638282623,4.268967478
2.681158892,1.638772598,4.272966343
2.682710994,1.639262461,4.276965916
2.684263045,1.639752211,4.280966194
2.685815047,1.640241849,4.284967172
2.687366997,1.640731375,4.288968848
2.688918896,1.64120956,4.292971216
2.690470743,1.641498456,4.296974272
2.692022537,1.641787028,4.300978013
2.693574279,1.642075276,4.304982435
2.695125967,1.642363201,4.308987532
2.6966776,1.642650803,4.312993302
2.698229179,1.642938083,4.31699974
2.699780704,1.643225041,4.320636556
2.701332172,1.643511679,4.324097636
2.702883584,1.643797997,4.327558454
2.70443494,1.644083995,4.331019005
2.705986238,1.644369673,4.334479285
2.707537479,1.644655034,4.33793929
2.709088662,1.644940076,4.341399017
2.710639785,1.645224801,4.345301361
2.71219085,1.64550921,4.349251337
2.713741854,1.645793302,4.353202798
2.715292799,1.646077079,4.357155743
2.716843682,1.646360541,4.36111017
2.718394505,1.646643689,4.365066075
2.719945265,1.646926523,4.369023458
2.721495963,1.647209043,4.372982316
2.723046598,1.647491251,4.376942647
2.72459717,1.647773147,4.380904449
2.726147678,1.648054732,4.384867719
2.727698122,1.648336006,4.388832457
2.7292485,1.64861697,4.392798658
2.730798814,1.648897624,4.396766322
2.732349061,1.649177969,4.400735446
2.733899242,1.649458005,4.404706029
2.735449356,1.649737733,4.408678067
2.736999402,1.650017155,4.412651559
2.738549381,1.650296269,4.416626503
2.74009929,1.650575077,4.420602897
2.741649131,1.650853579,4.424580738
2.743198903,1.651131777,4.428560024
2.744748604,1.65140967,4.432540754
2.746298235,1.651687259,4.436522924
2.747847795,1.651964544,4.440506534
2.749397284,1.652241527,4.44449158
2.7509467,1.652518208,4.448478061
2.752496044,1.652794587,4.452640766
2.754045315,1.653070665,4.457020115
2.755594513,1.653346443,4.461401752
2.757143636,1.65362192,4.465785675
2.758692685,1.653897098,4.470171882
2.760241659,1.654171978,4.474560371
2.761790557,1.654446559,4.478951139
2.763339379,1.654720842,4.483344186
2.764888125,1.654994828,4.487739508
2.766436794,1.655268518,4.492137105
2.767985385,1.655541912,4.496536974
2.769533898,1.65581501,4.500939113
2.771082333,1.656087813,4.50534352
2.772630688,1.656360322,4.509750193
2.774178964,1.656632537,4.51415913
2.77572716,1.656904459,4.51857033
2.777275276,1.657176089,4.522881507
2.778823311,1.657447426,4.526942126
2.780371264,1.657718472,4.531003274
2.781919135,1.657989226,4.535064946
2.783466924,1.65825969,4.539127138
2.785014629,1.658529864,4.543189847
2.786562251,1.658799749,4.547253069
2.78810979,1.659069345,4.5513168
2.789657244,1.659338653,4.555381037
2.791204613,1.659607673,4.559445775
2.792751896,1.659876405,4.56351101
2.794299094,1.660144851,4.56757674
2.795846205,1.660413011,4.57164296
2.797393229,1.660680886,4.575709666
2.798940166,1.660948475,4.579776855
2.800487015,1.66121578,4.583844524
2.802033776,1.661482801,4.587912667
2.803580448,1.661749538,4.591981282
2.80512703,1.662015993,4.596050365
2.806673523,1.662282165,4.600119911
2.808219925,1.662548055,4.604189919
2.809766237,1.662813665,4.608260382
2.811312457,1.663078993,4.612331299
2.812858586,1.663344041,4.616402665
2.814404623,1.66360881,4.620474476
2.815950566,1.663873299,4.62454673
2.817496417,1.66413751,4.628619421
2.819042174,1.664401442,4.632692547
2.820587837,1.664665098,4.636766103
2.822133405,1.664928476,4.640840087
2.823678878,1.665191577,4.644914493
2.825224255,1.665454403,4.64898932
2.826769537,1.665716953,4.653064563
2.828314722,1.665979228,4.657140218
2.82985981,1.666241229,4.661216282
2.8314048,1.666502955,4.66529275
2.832949693,1.666764409,4.669369621
2.834494487,1.667025589,4.673446889
2.836039182,1.667286498,4.677524551
2.837583777,1.667547134,4.681602604
2.839128273,1.667807499,4.685681043
2.840672669,1.668067594,4.689759866
2.842216963,1.668327418,4.693839068
2.843761157,1.668586972,4.697918647
2.845305248,1.668846257,4.701998598
2.846849238,1.669105273,4.706078918
2.848393125,1.669364021,4.710159603
2.849936908,1.669622501,4.714240649
2.851480588,1.669880715,4.718322054
2.853024164,1.670138661,4.722403813
2.854567636,1.670396341,4.726485923
2.856111002,1.670653756,4.73056838
2.857654263,1.670910905,4.734651182
2.859197418,1.67116779,4.738705945
2.860740466,1.67142441,4.742739226
2.862283407,1.671680955,4.746772747
2.863826242,1.671938307,4.750806505
2.865368968,1.672195396,4.754840497
2.866911586,1.672452222,4.758874718
2.868454095,1.672710258,4.762909166
2.869996495,1.672968912,4.766943836
2.871538786,1.673227304,4.770978727
2.873080966,1.673485437,4.775013833
2.874623036,1.673743309,4.779049153
2.876164995,1.674000922,4.783084681
2.877706842,1.674258276,4.787120416
2.879248577,1.674515372,4.791156353
2.8807902,1.67477221,4.794885409
2.882331709,1.67502879,4.797439729
2.883873106,1.675285113,4.7999926
2.885414389,1.67554118,4.802544021
2.886955557,1.67579699,4.805093997
2.888496611,1.676052545,4.808755844
2.890037549,1.676307845,4.812862477
2.891578372,1.676562891,4.816970343
2.893119079,1.676817682,4.821079441
2.894659669,1.67707222,4.825189768
2.896200143,1.677326505,4.829301323
2.897740498,1.677580537,4.833414101
2.899280736,1.677834317,4.837528103
2.900820856,1.678087845,4.841643324
2.902360857,1.678341122,4.845759763
2.903900738,1.678594149,4.849877418
2.9054405,1.678846925,4.853996286
2.906980142,1.679099451,4.858116365
2.908519663,1.679351728,4.862237653
2.910059064,1.679603756,4.866360148
2.911598342,1.679855536,4.870483847
2.913137499,1.680107068,4.874608747
2.914676533,1.680358353,4.878734848
2.916215445,1.68060939,4.882862146
2.917754233,1.680860181,4.88699064
2.919292898,1.681110727,4.891120326
2.920831438,1.681361026,4.895251203
2.922369854,1.681611081,4.899383268
2.923908145,1.681860891,4.90351652
2.92544631,1.682110457,4.907650955
2.926984349,1.682359779,4.911786572
2.928522263,1.682608858,4.915923368
2.930060049,1.682857694,4.920061342
2.931597708,1.683106288,4.92420049
2.933135239,1.683354641,4.92834081
2.934672642,1.683602751,4.932482301
2.936209917,1.683850621,4.93662496
2.937747062,1.684098251,4.940768784
2.939284079,1.68434564,4.944913772
2.940820965,1.68459279,4.949059921
2.942357721,1.684839701,4.953207229
2.943894346,1.685086373,4.957355693
2.94543084,1.685332807,4.961505312
2.946967203,1.685579004,4.965656082
2.948503433,1.685824963,4.969808002
2.950039531,1.686070685,4.97396107
2.951575496,1.686316171,4.978115283
2.953111328,1.686561421,4.982270639
2.954647026,1.686806436,4.986427135
2.956182589,1.687051215,4.99058477
2.957718018,1.68729576,4.994743541
2.959253312,1.687540071,4.998903445
2.960788471,1.687784148,5.003064481
2.962323494,1.688027992,5.007226647
2.96385838,1.688271603,5.011389939
2.965393129,1.688514982,5.015554355
2.966927742,1.688758129,5.019719894
2.968462216,1.689001044,5.023886554
2.969996553,1.689243728,5.028054331
2.971530751,1.689486182,5.032223223
2.97306481,1.689728406,5.036393228
2.97459873,1.6899704,5.040564345
2.97613251,1.690212164,5.04473657
2.97766615,1.6904537,5.048909902
2.97919965,1.690695007,5.053084337
2.980733008,1.690936086,5.057259874
2.982266225,1.691176938,5.061436511
2.9837993,1.691417563,5.065614245
2.985332233,1.691657961,5.069793074
2.986865023,1.691898133,5.073972996
2.98839767,1.692138078,5.078154008
2.989930174,1.692377799,5.082336107
2.991462533,1.692617294,5.086519293
2.992994748,1.692856565,5.090703562
2.994526819,1.693095612,5.094888913
2.996058744,1.693334435,5.099075342
2.997590524,1.693573035,5.103262848
2.999122157,1.693811412,5.107451428
3.000653644,1.694049567,5.11164108
3.002184985,1.694287499,5.115831802
3.003716178,1.69452521,5.120023591
3.005247223,1.6947627,5.124216446
3.00677812,1.694999969,5.128410363
3.008308869,1.695237018,5.132605341
3.009839469,1.695473847,5.136801378
3.01136992,1.695710456,5.14099847
3.01290022,1.695946846,5.145196616
3.014430371,1.696183018,5.149395813
3.015960371,1.696418971,5.15359606
3.017490221,1.696654706,5.157797353
3.019019918,1.696890224,5.161999691
3.020549465,1.697125526,5.166203072
3.022078858,1.69736061,5.170407492
3.0236081,1.697595478,5.17461295
3.025137188,1.697830131,5.178819443
3.026666123,1.698064568,5.182943499
3.028194904,1.69829879,5.18702955
3.029723532,1.698532797,5.191115557
3.031252004,1.698766591,5.195201517
3.032780321,1.69900017,5.199287427
3.034308484,1.699233536,5.203373284
3.03583649,1.69946669,5.207459086
3.03736434,1.69969963,5.211544828
3.038892033,1.699932359,5.215630509
3.04041957,1.700164876,5.219716125
3.041946949,1.700448968,5.223801674
3.043474171,1.700778374,5.227887152
3.045001234,1.701107652,5.231972557
3.046528138,1.701436801,5.236057886
3.048054884,1.701765822,5.240143136
3.04958147,1.702094715,5.244228304
3.051107897,1.70242348,5.248313387
3.052634163,1.702752117,5.252398383
3.054160269,1.703080626,5.256483288
3.055686214,1.703409008,5.2605681
3.057211998,1.703737262,5.264652816
3.05873762,1.704065389,5.268737433
3.060263079,1.704393389,5.272821948
3.061788377,1.704721262,5.276906358
3.063313511,1.705049007,5.280990661
3.064838482,1.705376626,5.285074854
3.06636329,1.705671844,5.289158933
3.067887933,1.705907067,5.293242897
3.069412412,1.706142163,5.297326742
3.070936726,1.706377133,5.301410466
3.072460875,1.706611978,5.305494066
3.073984858,1.706846697,5.309577538
3.075508676,1.707081291,5.313660881
3.077032327,1.70731576,5.317744091
3.078555811,1.707550104,5.321827166
3.080079128,1.707784323,5.325910103
3.081602278,1.708018417,5.3299929
3.08312526,1.708252387,5.334075552
3.084648073,1.708486232,5.338158059
3.086170718,1.708719954,5.342240417
3.087693194,1.708953551,5.346322622
3.0892155,1.709187024,5.350404674
3.090737636,1.709420373,5.354486569
3.092259603,1.709653599,5.358568303
3.093781399,1.709886701,5.362649875
3.095303024,1.71011968,5.366731282
3.096824477,1.710352536,5.370812522
3.098345759,1.710585268,5.37489359
3.099866869,1.710817878,5.378974486
3.101387807,1.711050365,5.383055205
3.102908571,1.71128273,5.387135746
3.104429163,1.711514972,5.391216106
3.105949581,1.711747091,5.395296282
3.107469825,1.711979089,5.399376272
3.108989895,1.712210964,5.403456072
3.11050979,1.712442718,5.407535681
3.11202951,1.71267435,5.411615095
3.113549054,1.712905861,5.415694313
3.115068423,1.71313725,5.41977333
3.116587616,1.713368518,5.423852146
3.118106633,1.713599664,5.427930757
3.119625472,1.71383069,5.43200916
3.121144134,1.714061595,5.436087354
3.122662619,1.714292379,5.440165335
3.124180925,1.714523043,5.444243101
3.125699054,1.714753586,5.448320649
3.127217003,1.714984009,5.452397977
3.128734774,1.715214312,5.456475082
3.130252365,1.715444495,5.461111606
3.131769777,1.715674558,5.465794619
3.133287008,1.715904502,5.470477973
3.134804059,1.716134326,5.475161663
3.136320928,1.71636403,5.479845686
3.137837617,1.716593615,5.484530036
3.139354124,1.716823082,5.48921471
3.140870449,1.717052429,5.493899704
3.142386592,1.717281657,5.498585012
3.143902552,1.717510767,5.503270631
3.14541833,1.717739758,5.507956557
3.146933923,1.717968631,5.512642785
3.148449334,1.718197386,5.517329311
3.14996456,1.718426022,5.52201613
3.151479601,1.71865454,5.526703239
3.152994458,1.718882941,5.531390633
3.15450913,1.719111224,5.536078307
3.156023616,1.719339389,5.540766258
3.157537916,1.719567437,5.545454482
3.15905203,1.719795368,5.550142974
3.160565958,1.720023181,5.55483173
3.162079699,1.720250878,5.559520745
3.163593252,1.720478457,5.564210016
3.165106618,1.72070592,5.568899538
3.166619796,1.720933267,5.573589308
3.168132786,1.721160496,5.57827932
3.169645587,1.72138761,5.582969571
3.171158199,1.721614607,5.587555106
3.172670622,1.721841488,5.591867109
3.174182855,1.722068254,5.596179937
3.175694898,1.722294903,5.600493589
3.177206751,1.722521437,5.604808062
3.178718413,1.722747856,5.609123354
3.180229884,1.722974159,5.613439462
3.181741163,1.723200347,5.617756385
3.183252251,1.723426419,5.622074119
3.184763147,1.723652377,5.626392663
3.18627385,1.72387822,5.630712015
3.187784361,1.724103948,5.635032171
3.189294679,1.724329562,5.639353131
3.190804803,1.724555061,5.64367489
3.192314733,1.724780446,5.647997448
3.19382447,1.725005717,5.652320803
3.195334012,1.725230873,5.65664495
3.196843359,1.725455916,5.660969889
3.198352511,1.725680845,5.665295617
3.199861467,1.725905661,5.669622132
3.201370228,1.726130363,5.673949432
3.202878793,1.726354951,5.678277513
3.204387161,1.726579426,5.682606375
3.205895333,1.726803788,5.686936014
3.207403307,1.727028038,5.691266429
3.208911084,1.727252174,5.695597617
3.210418663,1.727476197,5.699929575
3.211926045,1.727700108,5.704262303
3.213433227,1.727923907,5.708595796
3.214940211,1.728147593,5.712930054
3.216446996,1.728371167,5.717503684
3.217953582,1.728594629,5.722632046
3.219459968,1.728817979,5.727762438
3.220966153,1.729041217,5.732894857
3.222472139,1.729264344,5.738029302
3.223977923,1.729487358,5.743165767
3.225483507,1.729710262,5.748304251
3.226988889,1.729933054,5.753444751
3.22849407,1.730155735,5.758587263
3.229999049,1.730378305,5.763731784
3.231503825,1.730600764,5.768878312
3.233008399,1.730823112,5.774026843
3.234512769,1.731045349,5.779177374
3.236016937,1.731267476,5.784329903
3.237520901,1.731489493,5.789484427
3.239024661,1.731711399,5.794640941
3.240528216,1.731933195,5.799799444
3.242031568,1.732154881,5.804959933
3.243534714,1.732376457,5.810122403
3.245037655,1.732597923,5.815286853
3.246540391,1.73281928,5.820453279
3.248042921,1.733040527,5.825621678
3.249545244,1.733261665,5.830792048
3.251047362,1.733482693,5.835964384
3.252549272,1.733703612,5.841138684
3.254050976,1.733924422,5.846314946
3.255552472,1.734145123,5.851120968
3.25705376,1.734365716,5.855839311
3.25855484,1.734586199,5.860526267
3.260055713,1.734806575,5.86370879
3.261556376,1.735026841,5.866758811
3.263056831,1.735247,5.869807977
3.264557076,1.73546705,5.87285629
3.266057112,1.735686992,5.87590375
3.267556938,1.735906826,5.878950359
3.269056554,1.736126552,5.881996118
3.270555959,1.736346171,5.885041027
3.272055154,1.736565682,5.888085089
3.273554137,1.736785085,5.891128304
3.275052909,1.737004382,5.894170673
3.27655147,1.737223571,5.897212197
3.278049818,1.737442652,5.900252879
3.279547955,1.737661627,5.903292717
3.281045878,1.737880495,5.906331715
3.282543589,1.738099257,5.909369872
3.284041087,1.738317911,5.912542319
3.285538371,1.738536459,5.916875654
3.287035441,1.738754901,5.921209617
3.288532298,1.738973236,5.925544204
3.29002894,1.739191466,5.929879415
3.291525367,1.739409589,5.934215246
3.293021579,1.739627606,5.938493018
3.294517577,1.739845518,5.941845285
3.296013358,1.740063324,5.945196351
3.297508924,1.740281024,5.948546215
3.299004273,1.740498619,5.951894878
3.300499406,1.740716108,5.955242337
3.301994323,1.740933492,5.958588592
3.303489022,1.741150772,5.961933642
3.304983504,1.741367946,5.965277486
3.306477769,1.741585015,5.968620123
3.307971815,1.74180198,5.971961552
3.309465644,1.74201884,5.975301773
3.310959254,1.742235595,5.978640784
3.312452645,1.742452246,5.981978585
3.313945817,1.742668793,5.985315175
3.31543877,1.742885235,5.988650553
3.316931503,1.743101574,5.991984718
3.318424017,1.743317808,5.995317669
3.31991631,1.743533939,5.999366871
3.321408382,1.743749966,6.00471039
3.322900234,1.743965889,6.010056149
3.324391865,1.744181709,6.015404145
3.325883275,1.744397426,6.020754376
3.327374463,1.744613039,6.02610684
3.328865429,1.744828549,6.031461535
3.330356173,1.745043956,6.036818459
3.331846694,1.74525926,6.042177609
3.333336993,1.745474462,6.047538983
3.334827069,1.74568956,6.05290258
3.336316921,1.745904556,6.058268396
