Location,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75 to 79,80 to 84,85 to 89,90 to 94,95 plus,,under 25,over 25
GLOBAL,25420.8589,42419.06006,69643.12411,120014.2972,193837.9155,323784.4145,440990.5529,624818.4691,837677.6569,1008604.44,1127384.555,1251904.218,984735.7101,510257.8078,206596.6541,,56924.75697,7768089.735
Afghanistan,464.4039843,501.3369029,748.1870798,1117.17378,2253.693378,2514.525979,1741.573946,1472.797236,2149.38601,2723.261827,2947.40874,2428.095761,1370.553756,524.8160946,122.901833,,703.6646828,23080.11631
Albania,14.81914224,18.06923259,16.47465641,23.00077521,39.47053526,72.21978453,140.6578031,307.3574151,488.2127068,859.2834119,1297.561439,1748.460207,1268.122128,622.4905444,236.5083495,,38.42562791,7152.708132
Algeria,163.1868102,255.2129954,419.765373,594.6107878,790.6294284,1133.979073,1475.742258,2185.278484,2822.688047,3111.297913,4774.895276,5936.752673,6961.65192,1417.859953,182.0137614,,296.3309546,32225.56475
American Samoa,0.460700872,0.496148226,0.880529756,1.491759654,2.194117825,3.594174246,4.280196384,5.207790044,5.613431232,6.367477945,6.904628315,6.407867312,4.96095558,2.217443169,0.75090597,,0.670827761,51.82812653
Andorra,0.043788792,0.085406149,0.184800635,0.363671822,0.560291555,0.821045202,1.184897086,1.609475227,2.315619515,3.96735999,5.987216217,7.475492223,10.35113061,9.337311854,5.626116209,,0.040913652,49.91362309
Angola,111.0747456,152.8773968,229.1853725,514.2596625,691.7700082,1034.261946,1356.060777,1651.673537,1849.083437,1603.473709,1757.257571,1196.396035,574.7527125,228.3591722,59.26121093,,401.7729328,13009.74729
Antigua and Barbuda,0.205523777,0.315255103,0.571789858,0.920736928,1.877751828,3.487836822,5.629613168,7.285469623,8.07607495,10.05038222,11.20138831,12.64263605,10.17088201,6.147201325,2.681541465,,0.289067078,81.26408344
Argentina,111.4295594,164.837511,277.2637009,463.4903787,701.0056026,1034.330757,1477.736606,2122.062171,2929.003429,3790.244677,4427.61491,5181.553663,4480.192308,2712.176319,1240.764217,,192.3773042,31113.70581
Armenia,3.483860711,5.364649083,12.44846431,23.41818319,40.14041254,77.61171708,164.2255415,251.8438232,330.5727383,362.2946277,421.7430535,801.0739245,486.6648204,269.0295329,46.44634387,,3.307875371,3296.361693
Australia,12.17843801,23.05556691,41.15476986,69.5885166,113.535084,165.7239611,246.5351404,327.4279668,539.5315696,998.4221381,1531.324978,2598.250475,3493.078817,3322.29305,1966.598205,,12.70983465,15448.69868
Austria,3.770383344,6.12437273,11.8117301,22.71918701,37.873279,73.63237149,110.8271661,156.0636405,255.0569327,430.4825009,794.2507662,1245.829539,1429.971526,1227.880536,668.8584189,,4.749743058,6475.15235
Azerbaijan,24.47658566,49.27078038,82.95650024,142.3992386,282.5218889,605.3069649,1160.315934,1622.611252,1731.258141,1435.506518,1929.295469,2789.984276,1350.547307,255.4115572,25.45401356,,27.09534018,13487.31643
Bahamas,1.504692339,2.677779079,4.908881374,8.414375154,12.75752999,20.1891575,22.76303134,25.44834578,29.75557676,30.33023428,37.59173694,37.12555342,25.48001569,14.50046192,8.634314429,,1.556336238,282.081686
Bahrain,2.079847827,3.577904069,11.49900482,14.09719024,15.53061744,18.82570438,27.39540187,35.55198094,39.37957752,37.31135414,44.15917044,47.74045804,28.41680503,7.105609484,0.705960553,,3.62132199,333.3765868
Bangladesh,1139.893474,1793.531683,2449.890657,3735.461505,5309.229743,9985.199298,11727.70529,18947.78801,23810.7806,28262.73815,29105.99123,30786.04967,23377.8376,9153.305015,1982.939195,,1772.401383,201568.3411
Barbados,0.554303975,1.061369915,1.873851292,3.395843131,6.785617621,10.4416444,18.57994224,26.97711614,37.1924084,54.86422505,62.41011475,69.49969715,66.65178958,41.91618869,15.03456481,,0.753611902,417.2386771
Belarus,17.1691621,50.86889018,95.6027305,180.983995,344.8646936,590.0363873,1147.640636,1823.652732,2322.797391,2433.413445,2741.461436,4342.637123,3374.322037,1839.143896,499.3289401,,9.632968055,21803.9235
Belgium,7.130824962,12.02805492,21.48454296,39.58494936,64.25375333,117.6157447,193.5318303,294.4942905,461.1126918,803.8948983,1126.012858,2140.473239,2829.347697,2121.458341,1057.958923,,10.13713656,11290.38264
Belize,1.469539718,2.360472823,2.832553655,4.113386326,6.899768918,9.585345827,13.69451919,16.19177004,17.74098,19.15012333,20.10890617,21.56475156,17.94558069,11.65110793,5.865103974,,2.084108074,171.1739101
Benin,53.96779492,67.71719698,105.474621,201.2887204,247.680159,402.8905814,475.12876,643.0661931,695.6953105,841.926426,934.1601855,804.8844667,442.0108965,210.237732,67.68280119,,291.4880025,6193.811845
