Location,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75 to 79,80 to 84,85 to 89,90 to 94,95 plus,,under 25,over 25
GLOBAL,3646.803942,7848.950325,15328.54259,33281.04277,71107.88218,136729.0593,203324.0951,303715.8699,349282.3354,341136.9361,306968.3341,239051.4538,138771.8844,48286.76744,15372.87756,,3177.083725,2213852.835
Afghanistan,21.27267009,40.68737171,61.19275847,136.2996444,318.2976766,314.1910943,209.4926375,247.0383981,297.074713,324.2303893,253.4234627,142.3251019,63.60539253,16.07729744,2.802434663,,26.25801468,2448.011043
Albania,4.210246044,5.725973024,7.985414295,17.12700629,39.6666834,81.31107808,142.2285079,214.6257234,259.0265381,265.9354237,246.5184476,156.630313,66.87388462,20.21750938,5.170027563,,5.568173066,1533.252776
Algeria,10.37210713,30.04259011,66.86233966,103.8587369,208.5835255,336.25853,454.4553714,655.8992868,658.3486487,538.8637959,538.5923951,396.5877686,241.6710096,37.74145114,4.944047926,,9.510533291,4283.081605
American Samoa,0.06176333,0.085192182,0.14758162,0.472264118,0.7331446,1.356127187,1.790511387,2.185071087,2.26649716,2.096809484,2.050172098,1.280543082,0.622501477,0.206371361,0.083650359,,0.129661999,15.43820053
Andorra,0.031329996,0.113157372,0.380626742,1.085879157,2.352244935,4.154132925,5.841261214,7.283039477,8.144632393,8.839755517,6.832117612,6.551430348,5.040811623,2.300339168,0.758951256,,0.020011792,59.70970974
Angola,9.045050241,20.11789815,37.85612085,78.00250037,145.8606117,259.9220613,326.7187479,368.3389687,299.8135639,231.8565609,162.9452826,79.84244717,31.98390741,9.765523135,2.034415351,,10.73665772,2064.10366
Antigua and Barbuda,0.015636384,0.035295662,0.083435025,0.171009267,0.411474138,0.825754036,1.271322913,1.646923258,1.527176281,1.57804928,1.307336541,1.218637043,0.641065648,0.257959443,0.08512504,,0.018928093,11.07619996
Argentina,19.41409173,44.13584121,93.78644173,186.1103559,416.343965,831.8943564,1593.79821,2241.215513,2652.621767,2548.672127,1996.746591,1436.233298,859.0844322,341.6367314,122.6173515,,27.27641867,15384.31107
Armenia,3.510245279,5.175615146,9.228129201,18.03420505,42.25376177,99.98893001,204.8362467,279.5802756,265.7710797,150.4217265,214.6225907,138.3717946,61.90180927,14.77669909,1.633491536,,2.517380631,1510.1066
Australia,4.451255016,12.80355607,29.64720233,74.9779982,185.3521816,367.781036,686.7379845,1009.368797,1436.23664,1817.259431,1702.378238,1474.830729,1109.004797,468.3402011,119.4599158,,2.727647476,10498.62996
Austria,1.461042487,4.886965999,11.29706289,31.27282221,88.9841961,227.4158858,425.3567246,595.1151757,785.8203803,804.8281443,739.9139791,455.2732532,334.1481413,138.5298589,35.78793567,,0.937193182,4680.091568
Azerbaijan,20.17038045,31.7840098,52.43499069,90.34769603,199.6589149,393.8869035,581.2671059,569.772254,425.9068038,188.3828762,240.8690853,148.7563656,50.83736983,8.225345763,0.801788648,,17.68272106,3003.10189
Bahamas,0.187141525,0.474867185,0.994357848,2.050310652,4.632879463,7.2165447,9.495037747,9.719478025,9.270864389,8.07499182,6.726162838,4.699787287,2.420725655,0.922477771,0.363842174,,0.202615028,67.24946908
Bahrain,0.307304092,1.187181565,3.038446297,4.439731582,8.556024164,11.89605873,19.45697906,26.91609298,23.0464915,19.76960347,21.20143828,14.66641089,7.201617188,0.819259559,0.072428801,,0.268192564,162.5750682
Bangladesh,57.5480695,108.4070463,216.9287323,381.8552285,703.3004083,1272.540467,1611.480662,2075.359096,2512.472925,2493.659894,1946.672908,1250.962223,573.6919638,121.2293149,22.17598802,,64.22776493,15348.28493
Barbados,0.048654904,0.134111001,0.32837451,0.675745205,1.82627339,3.34592584,5.474789601,7.397981347,8.2899256,8.498703541,6.651979829,5.515788543,4.145403851,1.770079923,0.403310313,,0.053487367,54.5070474
Belarus,2.98511445,8.010876881,19.78162681,50.22086064,142.5369504,334.6855739,703.5757461,820.6570774,825.0756854,468.419456,468.0584851,281.1418511,128.9843617,37.16804983,6.82587196,,1.948127051,4298.127588
Belgium,2.415694959,8.805419798,23.12333159,53.61422472,151.424409,390.3469761,725.738582,1096.542838,1336.010075,1352.880549,1246.796363,1187.947168,848.5564989,325.2547405,79.49457732,,1.760858274,8828.951448
Belize,0.170486571,0.460993843,0.707620899,1.393450126,2.580626921,3.962306335,5.854871241,5.977122514,5.418503104,4.849938735,3.576213671,2.925132095,1.795719262,0.63197955,0.218914148,,0.193091305,40.52387901
Benin,3.786886976,9.637116101,11.95599051,16.2849518,32.26397209,62.1211175,71.19601683,94.52855767,108.5652754,108.2806323,93.38678933,55.74778095,21.98955396,6.919594951,1.468975138,,4.684398799,698.1332115
Bermuda,0.015319977,0.049642337,0.133956818,0.35606692,0.970684069,1.883159547,3.286533927,4.467128797,4.943466999,5.237481019,5.933590962,5.181762581,3.418359826,1.599849892,0.632327636,,0.02059737,38.10933131
Bhutan,0.289684271,0.545390646,0.983019278,1.598394842,2.648419424,4.106640762,5.894755733,8.079001086,9.517257667,10.50838226,8.819638009,5.937463917,2.692903278,0.693302678,0.162569017,,0.286345495,62.47682287
Bolivia (Plurinational State of),6.496547712,10.96448592,18.39953245,31.42026387,56.78392036,89.91449196,142.1940435,214.7948418,266.4194046,295.2381631,245.5464986,166.4249331,84.66919832,22.66306465,4.779957771,,8.277283723,1656.709348
Bosnia and Herzegovina,2.002762245,4.935611455,9.612615697,25.67414528,70.03577556,181.2648595,386.5593792,513.4527673,495.3855191,395.4766282,403.7481209,246.3552161,92.4796064,19.98319461,4.071519292,,2.609249542,2851.037721
