25-29 years,95% UI,,30-34 years,95% UI,,35-39 years,95% UI,,40-44 years,95% UI,,45-49 years,95% UI,,50-54 years,95% UI,,55-59 years,95% UI,,60-64 years,95% UI,,65-69 years,95% UI,,70-74 years,95% UI,,75-79 years,95% UI,,80-84 years,95% UI,,85-89 years,95% UI,,90-94 years,95% UI,,95+ years,95% UI,
3.393365476,2.517645335,4.476701262,3.183037509,2.407049306,4.043873071,2.954304189,2.257202916,3.6961506,2.758269745,2.124176841,3.428381463,2.559807078,2.074755653,3.118357921,2.366991113,1.963551148,2.869578333,2.217024849,1.855381175,2.642684888,2.044029416,1.720089208,2.400767917,1.901484557,1.652790572,2.185948417,1.782722692,1.570317025,2.014915139,1.651634378,1.462626828,1.827309188,1.539160816,1.402103703,1.697075731,1.433744834,1.31493595,1.546401558,1.331257498,1.24831392,1.419690031,1.241108548,1.182172222,1.298790264
3.397176696,2.520128286,4.480713672,3.186422931,2.408781107,4.04933135,2.957261931,2.259157613,3.701277225,2.760845411,2.126014886,3.432658385,2.562021028,2.076654845,3.121739459,2.368862542,1.965108521,2.872639541,2.218647422,1.856748707,2.64536647,2.045374304,1.72055386,2.402731751,1.902606121,1.653454818,2.188037776,1.783670083,1.570794418,2.016401869,1.652396449,1.463206462,1.828455985,1.53977072,1.402562897,1.698082041,1.434218513,1.315310619,1.546795545,1.331606321,1.248606089,1.420297835,1.241354571,1.182394752,1.299177436
3.40098935,2.522612787,4.484723963,3.189809407,2.410542037,4.053682263,2.960220437,2.261112997,3.706408709,2.763421533,2.127852982,3.43704242,2.56423521,2.078555128,3.124710043,2.370734006,1.96666598,2.875650569,2.220269932,1.858119047,2.647005519,2.046719032,1.721017972,2.4040564,1.903727469,1.654118665,2.190128398,1.784617237,1.571271375,2.017889081,1.653158274,1.463785767,1.829127043,1.54038038,1.403021763,1.699088121,1.434691969,1.315685241,1.547188438,1.331954954,1.248898221,1.420905735,1.241600443,1.182617268,1.299564395
3.40480344,2.524570416,4.488732147,3.193196939,2.412786121,4.057129851,2.963179708,2.263069067,3.711545053,2.765998112,2.129691125,3.439623296,2.566449625,2.080456504,3.127679578,2.372605505,1.96822352,2.877705483,2.221892383,1.859506481,2.648472441,2.0480636,1.721481548,2.405379948,1.9048486,1.654782114,2.192220282,1.785564153,1.571747896,2.01916366,1.653919852,1.464364741,1.829757838,1.540989797,1.403480303,1.700093968,1.435165201,1.316059816,1.547580246,1.332303396,1.249190316,1.421513733,1.241846166,1.18283977,1.299913273
3.408618969,2.526160241,4.492737373,3.196585529,2.41505171,4.060575975,2.966139746,2.265034289,3.716686255,2.768575151,2.131529314,3.442201805,2.568664275,2.082358971,3.130648073,2.374477043,1.969781139,2.8797595,2.223514774,1.860894434,2.649903611,2.04940801,1.721944589,2.406702399,1.905969515,1.655445167,2.194313428,1.786510832,1.572223982,2.02023507,1.654681186,1.464932814,1.830388009,1.541598971,1.403938516,1.700941801,1.43563821,1.316434342,1.548188663,1.332651649,1.249482374,1.422120044,1.242091739,1.183062259,1.300240062
3.412435939,2.527748967,4.496718344,3.199975179,2.417725031,4.06402064,2.969100554,2.267004728,3.721832318,2.771152651,2.133367544,3.444768387,2.570879161,2.084262528,3.133615537,2.376348619,1.971358078,2.881812623,2.225137108,1.862282906,2.651332937,2.050752261,1.722407097,2.408023757,1.907090215,1.656109031,2.196407835,1.787457276,1.572699635,2.021305521,1.655442275,1.465338105,1.831385704,1.542207903,1.404396402,1.701724441,1.436110996,1.316808821,1.548922167,1.332999714,1.249774394,1.422726144,1.242337163,1.183284784,1.300566603
3.416254353,2.529336598,4.500805187,3.203365891,2.420689633,4.068849166,2.972062132,2.268975882,3.72698324,2.773730615,2.135205811,3.447278993,2.573094285,2.086167176,3.136581978,2.378220235,1.972969303,2.883845733,2.226759384,1.863504761,2.653720592,2.052096356,1.723322791,2.409344027,1.908210702,1.656780514,2.198134608,1.788403485,1.573174856,2.022375017,1.65620312,1.465941672,1.832455899,1.542816594,1.40485396,1.702344951,1.436583561,1.317183253,1.549655766,1.333347589,1.250066379,1.423330715,1.242582438,1.183508263,1.300892896
3.420074214,2.530923139,4.507253399,3.206757667,2.423656486,4.074549217,2.975024484,2.270947749,3.732139024,2.776309042,2.137044113,3.451089063,2.575309647,2.088072913,3.139547403,2.380091892,1.974580704,2.885862407,2.228381605,1.864673633,2.655677351,2.053440296,1.724389598,2.410650728,1.909330975,1.657451616,2.199712027,1.78934946,1.573649647,2.023443562,1.656963722,1.466545191,1.83352626,1.543425044,1.405311191,1.702964739,1.437055904,1.317557637,1.55038946,1.333695276,1.250358326,1.423658116,1.242827565,1.18373173,1.301218942
3.423895524,2.532715408,4.513704297,3.21015051,2.426625585,4.080252386,2.977987609,2.272920329,3.737255834,2.778887936,2.138882447,3.456469393,2.57752525,2.089984469,3.142511822,2.381963592,1.976192279,2.887878052,2.23000377,1.865842722,2.656957954,2.054784081,1.725456648,2.411948971,1.910451037,1.658122341,2.201289656,1.790295201,1.574124009,2.024530943,1.657724081,1.467148661,1.834596786,1.544033254,1.405768093,1.703583807,1.437528026,1.317932457,1.551123249,1.334042776,1.250650236,1.42390638,1.243072544,1.183955183,1.301544739
3.427718285,2.535269003,4.520157866,3.213544422,2.429596924,4.085960356,2.980951512,2.274893621,3.742377199,2.781467298,2.140720808,3.461856514,2.579741095,2.091906413,3.145475242,2.383835335,1.977804023,2.89028159,2.231625882,1.867012029,2.658236803,2.056127711,1.72652394,2.413641942,1.911570887,1.658792689,2.202888396,1.79124071,1.574597944,2.026333316,1.658484199,1.467752081,1.835667477,1.544641224,1.406224666,1.704202159,1.437999928,1.318307586,1.551871745,1.334390088,1.25092818,1.42417049,1.243317374,1.184178624,1.301870288
3.4315425,2.536881514,4.526614093,3.216939404,2.432570499,4.091673128,2.983916192,2.276867625,3.74750328,2.78404713,2.142559194,3.464380526,2.581957182,2.093829462,3.148437672,2.385707123,1.979415935,2.892714333,2.233247942,1.868181552,2.659513907,2.05747119,1.727591474,2.415780032,1.912690527,1.65946266,2.204445543,1.792185987,1.575071452,2.028136192,1.659244076,1.468355452,1.836733439,1.545248955,1.406680911,1.704819798,1.438471609,1.318682676,1.552699777,1.334737213,1.251064282,1.42467364,1.243562057,1.184402053,1.302195589
3.435368171,2.537988963,4.533072964,3.220335459,2.434184797,4.0973907,2.986881652,2.278842338,3.751378953,2.786627432,2.144397602,3.466894035,2.584173514,2.095753614,3.151387472,2.387578958,1.980676458,2.895146334,2.234869949,1.869351293,2.66078409,2.058814516,1.72865925,2.417915441,1.913809957,1.660132256,2.206023799,1.793131033,1.575544536,2.029939569,1.660003712,1.46894758,1.837793744,1.545856448,1.407136827,1.705651497,1.438943072,1.319057726,1.553528018,1.335084152,1.251200224,1.425172736,1.243806593,1.184625469,1.30251986
3.439195301,2.539095272,4.540661839,3.223732589,2.435398313,4.101880189,2.989847893,2.28081776,3.754128583,2.789208208,2.146236028,3.469405932,2.586390091,2.097678869,3.154317717,2.389450839,1.982221248,2.89751298,2.236491907,1.870786644,2.663327154,2.060157691,1.729727267,2.420050659,1.914929178,1.660821274,2.207602263,1.794075849,1.576056252,2.031736076,1.660763109,1.469517497,1.838854208,1.546463703,1.407592414,1.70657612,1.439414315,1.319432736,1.554356467,1.335430905,1.251336008,1.425595544,1.244050982,1.184848872,1.302839707
3.443023892,2.540284204,4.548258339,3.227130795,2.436610686,4.107573552,2.992814917,2.282793891,3.756872203,2.791789457,2.148074469,3.471916225,2.588606916,2.099605226,3.157246911,2.391322768,1.983766065,2.899206799,2.238113814,1.872358985,2.666515008,2.061500716,1.730798443,2.422185684,1.916048192,1.661667203,2.209180935,1.795020435,1.576769654,2.033269874,1.661522266,1.470089215,1.839914833,1.54707072,1.408047671,1.707500388,1.439885341,1.319807706,1.555185125,1.335777471,1.251471634,1.425841326,1.244295224,1.185072263,1.303159302
3.446853947,2.541826033,4.555861036,3.23053008,2.43782192,4.113450574,2.995782726,2.28477073,3.759609852,2.794371183,2.149653855,3.474424921,2.590823988,2.101532685,3.160175061,2.393194747,1.985310906,2.900888601,2.239735673,1.873525511,2.669704545,2.062843592,1.731883017,2.424320513,1.917166998,1.662519227,2.210759813,1.795964793,1.577461547,2.033962586,1.662281185,1.470664651,1.840975619,1.547677501,1.408502598,1.7084243,1.440356148,1.320182637,1.555992143,1.336123853,1.251753425,1.426221716,1.24453932,1.185295641,1.303478152
3.450685467,2.543366772,4.563469918,3.233930445,2.439353391,4.119330576,2.998751322,2.286748274,3.762341572,2.796953385,2.150431938,3.476932028,2.593041309,2.103461244,3.163102175,2.395066776,1.986855768,2.902566452,2.241357485,1.87416732,2.672895761,2.06418632,1.732967852,2.425704021,1.918285597,1.663373103,2.212338896,1.796908922,1.578183452,2.034654663,1.663039866,1.471239753,1.842036565,1.548284045,1.408957195,1.709347852,1.440826738,1.320557528,1.556615314,1.336470049,1.252045902,1.4267133,1.24478327,1.185519007,1.303726431
3.454518455,2.544906423,4.571084971,3.237331893,2.440607883,4.125213547,3.001720705,2.288726525,3.7650674,2.799536066,2.151209112,3.479403464,2.595258881,2.105390903,3.166436925,2.396938857,1.988400646,2.904240379,2.242979249,1.875145044,2.676088652,2.0655289,1.734052947,2.426887218,1.919403992,1.664316568,2.213918184,1.797852823,1.578888708,2.035344766,1.66379831,1.47181452,1.843048979,1.548890354,1.409411461,1.710271046,1.441297111,1.32093238,1.557118805,1.336816061,1.252339941,1.427203889,1.245027074,1.18574236,1.303888861
3.458352914,2.546444993,4.578706182,3.240734425,2.441861349,4.131099477,3.004690878,2.29070548,3.767787376,2.802119228,2.151985383,3.481836359,2.597476705,2.107321661,3.16902464,2.398810991,1.989945538,2.905984172,2.244600969,1.87629215,2.678064898,2.066871333,1.735138301,2.428053572,1.920522181,1.665287844,2.215497677,1.798796498,1.579593925,2.036026795,1.664556518,1.47238895,1.843782374,1.549496428,1.409865397,1.711193879,1.441767267,1.321307192,1.557731621,1.337161889,1.252633945,1.427694382,1.245270732,1.185933264,1.304051003
3.462188844,2.547982485,4.586333537,3.244138043,2.443113794,4.136988355,3.007661842,2.292685139,3.770501538,2.804702871,2.153045831,3.484267456,2.599694781,2.109253517,3.171978072,2.400683178,1.991490439,2.907990124,2.246222643,1.877439446,2.679870344,2.068213621,1.736223915,2.42921714,1.921640167,1.666258895,2.217077372,1.799739947,1.580299102,2.036697708,1.665314489,1.472963045,1.844650575,1.550102267,1.410319002,1.712116349,1.442237207,1.321681965,1.55843898,1.337507533,1.252927912,1.42825792,1.245514246,1.186066805,1.304212859
3.46602625,2.549518903,4.593967024,3.247542749,2.444365221,4.142880171,3.010633598,2.294665502,3.773209926,2.807286998,2.154472508,3.486696762,2.601913112,2.110670127,3.175781537,2.40255542,1.993035347,2.909713056,2.247844274,1.878586932,2.681674991,2.069555765,1.737309787,2.430377942,1.922757949,1.667229719,2.218657271,1.800683171,1.580822859,2.037367966,1.666072225,1.473536802,1.84545339,1.550707872,1.410772275,1.713038457,1.442706932,1.322056699,1.558936719,1.337852994,1.253221844,1.42873912,1.245757614,1.186200212,1.304374431
3.469865132,2.551054251,4.60160663,3.250948546,2.445615634,4.148774913,3.013606149,2.296646566,3.775912576,2.809871609,2.155238244,3.489124285,2.604131698,2.111645146,3.17991718,2.404427718,1.994580257,2.91204524,2.249465862,1.879734608,2.684451384,2.070897764,1.738395918,2.432712017,1.923875528,1.668200315,2.220237371,1.80162617,1.581350425,2.03803757,1.666829726,1.474110223,1.846002742,1.551313244,1.411225217,1.7139602,1.443176442,1.322431394,1.55957497,1.338198271,1.253515739,1.429173981,1.246000838,1.186333486,1.304600871
3.473705494,2.552588535,4.60925234,3.254355433,2.446865035,4.154672571,3.016579495,2.298628331,3.778609529,2.812456706,2.156003212,3.491550032,2.60635054,2.112619404,3.184056906,2.406300073,1.996125166,2.914362848,2.251087408,1.880882475,2.687646001,2.07223962,1.739482306,2.435366453,1.924992906,1.669170681,2.221817673,1.802568945,1.581848063,2.038706524,1.667586993,1.474683305,1.846703468,1.551918382,1.411677828,1.714885857,1.443645737,1.32280605,1.560373939,1.338543366,1.253809598,1.429669413,1.246243918,1.186466627,1.304889395
3.477547336,2.554139429,4.615129783,3.257763414,2.448113429,4.159499676,3.019553639,2.300610796,3.781972584,2.81504229,2.156767414,3.493974011,2.60856964,2.113592906,3.188200717,2.408172486,1.99767007,2.917841543,2.252708913,1.882030533,2.69084343,2.073581333,1.740568951,2.436934064,1.926110083,1.670140815,2.223398175,1.803511497,1.58223896,2.039374827,1.668344026,1.475233924,1.847436732,1.552523289,1.412130106,1.715810673,1.444114818,1.323180667,1.561149034,1.338888279,1.254103422,1.430164494,1.246486853,1.186654852,1.305079638
3.481390662,2.555713869,4.618564939,3.261172491,2.449360818,4.162745437,3.022528581,2.302593961,3.785897496,2.817628363,2.157538327,3.49639623,2.610788998,2.114565652,3.192348612,2.410044957,1.999214967,2.921297433,2.254330378,1.883077239,2.69404367,2.074922905,1.741655852,2.438372827,1.927227059,1.671110717,2.224978877,1.804453826,1.582839906,2.040343838,1.669100826,1.475506973,1.848580434,1.553127963,1.412582052,1.716427967,1.444583685,1.323555245,1.561795724,1.33923301,1.254397209,1.430656909,1.246729645,1.186886206,1.305269593
3.485235473,2.557287306,4.621996573,3.264582664,2.450607207,4.16598832,3.025504323,2.304577824,3.791277172,2.820214926,2.158320067,3.498816696,2.613008616,2.115537645,3.196481025,2.411917489,2.000759851,2.924736807,2.255951804,1.883759081,2.697246721,2.076264336,1.742236689,2.439810877,1.928343836,1.672080383,2.226559777,1.805395933,1.583438518,2.04178822,1.669857394,1.475779723,1.849800917,1.553732406,1.413033666,1.717245882,1.44505234,1.323929784,1.562441992,1.339577559,1.254712116,1.431149226,1.246972293,1.187117513,1.305459259
3.489081771,2.55901649,4.625424703,3.267993935,2.451852598,4.169228342,3.028480866,2.306572087,3.797094469,2.822801981,2.159805223,3.501235416,2.615228495,2.116508888,3.200612844,2.413790081,2.002304721,2.926645906,2.257573192,1.884440054,2.700452583,2.077605627,1.742709919,2.442102098,1.929460414,1.673049814,2.228140876,1.806337818,1.583951399,2.04335227,1.67061373,1.476052173,1.851019813,1.554336617,1.413484946,1.718063822,1.445520781,1.324160091,1.563106014,1.339921927,1.255028588,1.431641448,1.247214798,1.187348773,1.305648638
3.492929558,2.56176165,4.63075621,3.271406307,2.453096996,4.172465518,3.031458212,2.308575682,3.802916431,2.825389528,2.161312602,3.503652399,2.617448635,2.117479383,3.204748674,2.415662735,2.003849572,2.928439805,2.259194542,1.885120163,2.703661257,2.078946779,1.743182693,2.444577808,1.930576794,1.673580294,2.229722173,1.807279483,1.584463872,2.044916993,1.671369835,1.476326914,1.852238971,1.554940599,1.413935894,1.718881789,1.44598901,1.324375971,1.563804703,1.340266115,1.255345012,1.432133572,1.24745716,1.187579986,1.305837732
3.496778837,2.564507598,4.637367559,3.27481978,2.454345288,4.178228768,3.034436363,2.310580025,3.808743047,2.827977569,2.1628237,3.506067651,2.619669039,2.118449132,3.208888516,2.417535452,2.0053944,2.930231891,2.260815855,1.885799412,2.706872741,2.080287793,1.743655014,2.44705513,1.931692976,1.674075858,2.231303666,1.808220928,1.584975938,2.046482389,1.672125709,1.476933059,1.853458391,1.55554435,1.414386508,1.719699781,1.446457027,1.324591547,1.564364555,1.340610122,1.255661386,1.432625599,1.247699379,1.187811151,1.306026543
3.500629609,2.567254327,4.643981558,3.278234357,2.455601158,4.185279996,3.037415319,2.312585115,3.813447168,2.830566106,2.164334267,3.50848118,2.621889706,2.119418138,3.21303237,2.419408232,2.006939203,2.932022175,2.262437133,1.886477805,2.710087036,2.081628669,1.744126881,2.449534063,1.932808961,1.674570792,2.232885355,1.809162154,1.585487598,2.048048457,1.672881353,1.477539226,1.854678072,1.556147872,1.414836789,1.720517799,1.446924832,1.324806821,1.565008315,1.340953948,1.25597771,1.433117529,1.247941456,1.188042269,1.306298589
3.504481876,2.57000183,4.650598191,3.281650039,2.456856061,4.192336798,3.040395082,2.314590952,3.817108358,2.833155139,2.165844301,3.510892993,2.624110638,2.120386402,3.217180238,2.421281077,2.008483977,2.935160193,2.264058376,1.887155665,2.713299973,2.082969408,1.744598298,2.451401888,1.933924751,1.675288606,2.234467239,1.81010316,1.585998853,2.049615199,1.673636767,1.478145415,1.855898013,1.556751165,1.415286736,1.721335842,1.447392427,1.325021794,1.565647399,1.341297596,1.256293985,1.433609362,1.248183391,1.188165655,1.30671804
3.508335641,2.572750101,4.657217443,3.285066828,2.458413199,4.199400545,3.043375653,2.316597534,3.820769355,2.83574467,2.167353801,3.513303098,2.626331837,2.121353928,3.22133212,2.423153987,2.010028717,2.937201978,2.265679584,1.887844377,2.716509064,2.08431001,1.745069264,2.453245868,1.935040345,1.676131593,2.236049318,1.811043948,1.586509704,2.051182615,1.674391952,1.478751627,1.857118214,1.55735423,1.415736349,1.722153912,1.44785981,1.325236468,1.566284765,1.341641063,1.25661021,1.434101097,1.248425184,1.188258282,1.307137339
3.512190904,2.574873226,4.663839299,3.288484724,2.460106041,4.206471227,3.046357033,2.31860486,3.824430161,2.8383347,2.168862764,3.5157115,2.628553302,2.122320717,3.225338724,2.425026964,2.011573422,2.939242704,2.267300759,1.888532266,2.719720969,2.085650477,1.74564954,2.45563176,1.936155744,1.676974655,2.23763159,1.811984519,1.587020152,2.052750705,1.675146908,1.479248948,1.858338675,1.557957067,1.416185628,1.722972008,1.448326984,1.325450844,1.566921699,1.341984352,1.256926386,1.434592734,1.248666836,1.188350786,1.307556483
3.516047668,2.575988294,4.670463743,3.291903731,2.461798425,4.213548838,3.049339225,2.32061293,3.828090778,2.84092523,2.170371189,3.518118209,2.630775035,2.123286772,3.228843302,2.426900008,2.013118086,2.941282373,2.268921902,1.889219335,2.72293569,2.08699081,1.746723728,2.457997441,1.937270949,1.677817794,2.239214055,1.812924873,1.5875302,2.054319468,1.675901637,1.479613872,1.859559394,1.558559676,1.416634573,1.72379013,1.448793948,1.325664924,1.5675582,1.342327462,1.257242512,1.435146061,1.248908346,1.188445284,1.307974212
3.519905935,2.577102373,4.67703017,3.295323849,2.463490354,4.220633369,3.052322228,2.322621742,3.831751206,2.843516261,2.171879075,3.52052323,2.632997037,2.124252095,3.232350193,2.42877312,2.014662707,2.943295172,2.270543013,1.889905589,2.726153226,2.088331008,1.747798187,2.460069067,1.93838596,1.678661009,2.240796713,1.81386501,1.588039847,2.055888905,1.676656138,1.479978426,1.860780371,1.559162058,1.417083182,1.724608278,1.449260702,1.325878708,1.568188304,1.342670394,1.257558588,1.435790372,1.249149715,1.188540157,1.308391249
3.523765707,2.578215467,4.683561712,3.298745079,2.465181828,4.227724813,3.055306045,2.324631297,3.835411447,2.846107795,2.173453277,3.522926571,2.635219308,2.125216688,3.235859399,2.430646302,2.016207282,2.946341915,2.272164093,1.89059103,2.729373576,2.089671073,1.748872917,2.461639809,1.939500778,1.6795043,2.242379561,1.814804932,1.588549095,2.057459017,1.677410412,1.480342612,1.862001606,1.559764213,1.417531457,1.725426453,1.449727248,1.326165624,1.568735476,1.343013148,1.257874614,1.43643483,1.249390943,1.188634911,1.308808129
3.527626985,2.579327579,4.690095602,3.302167424,2.466872849,4.234823162,3.058290676,2.326641592,3.839071503,2.848699832,2.175069135,3.525328238,2.637441851,2.126180553,3.239370921,2.432519553,2.017751806,2.949429902,2.273785143,1.891275663,2.732596742,2.091011006,1.749956568,2.463209514,1.940615405,1.680347668,2.243962601,1.815744638,1.589057945,2.059029804,1.678164459,1.480706431,1.863223098,1.560366143,1.417979396,1.726244654,1.450193585,1.326545725,1.569282178,1.343355724,1.258190589,1.437079435,1.24963203,1.188729546,1.309223628
3.531489771,2.580438712,4.696631827,3.305590884,2.468296801,4.241928407,3.061276124,2.328652626,3.842731374,2.851292375,2.176685544,3.527728239,2.639664665,2.127512483,3.24288476,2.434392874,2.019296276,2.952518194,2.275406163,1.891959493,2.735796233,2.092350806,1.750550437,2.464778184,1.941729839,1.681191112,2.245561129,1.816684129,1.589575503,2.06010757,1.678918281,1.481069885,1.864444846,1.560967846,1.418427,1.727062881,1.450659713,1.326925822,1.569828412,1.343698123,1.258506515,1.437699229,1.249872977,1.188910873,1.309637482
3.535354066,2.581548869,4.704576242,3.309015462,2.469325765,4.248811909,3.064262388,2.3306644,3.846391062,2.853885423,2.178302505,3.530126581,2.641887751,2.129297139,3.246400916,2.436266268,2.020840688,2.955606786,2.277027155,1.892643464,2.738551738,2.093690475,1.751005702,2.466345827,1.942844083,1.682034633,2.247323248,1.817623407,1.590095555,2.061628091,1.679671877,1.481432974,1.865606379,1.561569325,1.418874268,1.727940447,1.451125634,1.327305913,1.570374181,1.344040345,1.25882239,1.43819691,1.250113785,1.189140549,1.310051178
3.539219873,2.582658052,4.713225159,3.312441157,2.470353848,4.254713439,3.06724947,2.332676912,3.850050567,2.856478979,2.179920017,3.53252327,2.644111111,2.131081845,3.249919391,2.438139733,2.021964653,2.958695673,2.278648118,1.893326631,2.740352016,2.095030013,1.751460516,2.467912446,1.943958136,1.682878232,2.248930738,1.81856247,1.590615229,2.063605107,1.680425248,1.4817957,1.866683894,1.562170578,1.419321201,1.728848688,1.451591348,1.327689916,1.570919485,1.34438239,1.259138214,1.438665899,1.250354452,1.189370787,1.310464715
3.543087194,2.583766266,4.721888795,3.315867973,2.471381052,4.260610013,3.070237371,2.33469016,3.855168229,2.859073043,2.181538081,3.534918313,2.646334745,2.132866597,3.253440186,2.440013272,2.022958985,2.96178485,2.280269055,1.89403354,2.742151025,2.096369422,1.75191488,2.469478047,1.945072,1.683721907,2.250538655,1.819501321,1.591134525,2.065379731,1.681178395,1.482158065,1.867761594,1.562771608,1.419767797,1.729756931,1.452056854,1.328074543,1.571464328,1.344724259,1.259453988,1.439163188,1.25059498,1.189602873,1.310878092
3.546956029,2.584873512,4.727785331,3.31929591,2.472407379,4.266511377,3.073226093,2.336692869,3.861752849,2.861667615,2.183156697,3.538230813,2.648558655,2.134651392,3.256963302,2.441886884,2.023952727,2.964865505,2.281889964,1.89516818,2.743948771,2.097708701,1.752842331,2.471042635,1.946185674,1.684565659,2.252147,1.820439959,1.591653444,2.066977905,1.681931318,1.482520069,1.868839479,1.563372413,1.420214057,1.730665176,1.452522155,1.328459171,1.57200871,1.345065952,1.259769712,1.439686717,1.250835368,1.189834907,1.311189972
3.550826381,2.585993008,4.731813314,3.32272497,2.473432832,4.272411123,3.076215636,2.338686141,3.868344832,2.864262699,2.184775865,3.542943703,2.65078284,2.136436226,3.260488739,2.443760571,2.024945883,2.967463356,2.283510848,1.896304519,2.74574526,2.099047851,1.753859525,2.472606215,1.94729916,1.685409489,2.253927929,1.821378386,1.592171987,2.068576812,1.682684017,1.482881713,1.869917548,1.563972995,1.420659981,1.731573422,1.452987248,1.3288438,1.572552634,1.34540747,1.260085384,1.440184926,1.251075617,1.190066889,1.311402564
3.554698251,2.587119222,4.736216536,3.326155153,2.474457414,4.278315781,3.079206002,2.340680065,3.874944171,2.866858293,2.186395585,3.547735391,2.653007303,2.138221096,3.264016499,2.445634334,2.025938452,2.970530324,2.285131707,1.897440408,2.747530833,2.100386873,1.754876848,2.474168793,1.948412458,1.686253397,2.255920199,1.822316601,1.592960784,2.070176451,1.683436494,1.483252476,1.870995803,1.564573354,1.421105567,1.73248167,1.453452136,1.329228429,1.573096102,1.345748812,1.260354108,1.440682816,1.251315728,1.190298818,1.311614881
3.558571641,2.588620892,4.742889672,3.329586462,2.475481126,4.28422535,3.082197192,2.34267464,3.881550858,2.8694544,2.188015857,3.552531773,2.655232043,2.140005998,3.267546582,2.447508173,2.026930437,2.973248758,2.286752541,1.898575844,2.74931453,2.101725768,1.7558943,2.475730372,1.949525568,1.687097382,2.257901521,1.823254605,1.593804546,2.071776823,1.684188748,1.483624762,1.872074242,1.56517349,1.421550817,1.733389917,1.453916819,1.32961306,1.573639115,1.346089979,1.26053818,1.441180387,1.2515557,1.190530694,1.311826925
3.562446552,2.590949184,4.749441507,3.333018897,2.476503972,4.290094466,3.085189206,2.344669865,3.888164885,2.87205102,2.189636682,3.557332852,2.657457061,2.14179093,3.27107899,2.449382088,2.02792184,2.975700562,2.288373351,1.899710828,2.751096965,2.103064536,1.75691188,2.477918432,1.950638491,1.687941445,2.259882944,1.824192398,1.594648474,2.073377928,1.684940779,1.483996696,1.873152866,1.565773405,1.42199573,1.734298165,1.454381297,1.329997692,1.574177746,1.346430971,1.26072206,1.44167764,1.251795533,1.190762517,1.312038696
3.566322987,2.593277354,4.755995507,3.33645246,2.477525953,4.295814922,3.088182047,2.346665739,3.894786245,2.874648155,2.191258058,3.562138627,2.659682359,2.143575887,3.274613723,2.451256082,2.028912663,2.978151909,2.289994138,1.900845359,2.752878143,2.104403178,1.757821883,2.480351598,1.951751228,1.688785586,2.261864464,1.825129982,1.595485877,2.074979766,1.68569259,1.48436828,1.874231675,1.566373097,1.422440305,1.735206413,1.45484557,1.330382325,1.574713029,1.346771789,1.260905749,1.442174573,1.252035229,1.190994288,1.312249507
3.570200945,2.595605397,4.762551657,3.339887151,2.478547072,4.301540674,3.091175714,2.34866226,3.901414931,2.877245805,2.192879988,3.567476932,2.661907937,2.145360868,3.278097808,2.453130153,2.029902906,2.980602059,2.291614903,1.901979434,2.754658071,2.105741694,1.758399145,2.482785301,1.952863779,1.689629805,2.263147519,1.826067357,1.595815906,2.076582337,1.686444179,1.484739514,1.875310669,1.566972568,1.422905886,1.736114659,1.455309638,1.330766959,1.575247863,1.347112432,1.26112983,1.442669906,1.252274786,1.191226006,1.312458166
3.57408043,2.597933312,4.769109943,3.343322973,2.47956733,4.307271725,3.094170209,2.350659428,3.908050935,2.879843971,2.19450247,3.573096622,2.664133795,2.146768449,3.281574159,2.455004304,2.030892572,2.983026031,2.293235645,1.903113053,2.756436754,2.107080085,1.758975916,2.485219538,1.953976145,1.690477609,2.264403408,1.827004523,1.596145582,2.078185642,1.687195547,1.485110401,1.876463691,1.567571818,1.423415171,1.737022905,1.455773503,1.331151594,1.575794517,1.347452902,1.261419385,1.443163575,1.252514206,1.191457671,1.312666554
3.577961442,2.600269691,4.77567035,3.346759927,2.480778868,4.313008078,3.097165533,2.352657241,3.914694249,2.882442654,2.196125504,3.578724417,2.666359936,2.147731878,3.285052686,2.456878534,2.031881662,2.985441716,2.294856366,1.904246214,2.758214201,2.108418351,1.759552196,2.487654305,1.955088326,1.691326431,2.26619059,1.82794148,1.596474905,2.07978968,1.687946696,1.48548094,1.877640208,1.568170848,1.42392445,1.737931149,1.456237164,1.331536231,1.576469991,1.347793199,1.261708902,1.443656927,1.252753489,1.191615151,1.312907089
3.581843983,2.602608079,4.779840484,3.350198013,2.483145123,4.318749738,3.100161686,2.354655699,3.921344865,2.885041856,2.197749092,3.584360325,2.668586358,2.148694651,3.288533388,2.458752845,2.032870178,2.987856869,2.296477067,1.905378917,2.760274189,2.109756494,1.760145747,2.490089601,1.956200323,1.692175337,2.268478876,1.82887823,1.596803877,2.081394451,1.688697624,1.485861168,1.878817084,1.568769657,1.424433725,1.738839391,1.456700622,1.331920868,1.576860056,1.348133322,1.261998381,1.444149962,1.252992634,1.191724118,1.313301999
3.585728054,2.604946326,4.783692786,3.353637232,2.485515759,4.324496708,3.103158671,2.3566548,3.928002777,2.887641576,2.199373233,3.58875971,2.670813064,2.149656769,3.292016269,2.460627237,2.033858122,2.990271491,2.298097748,1.906290817,2.763048614,2.111094513,1.760740041,2.492525421,1.957312136,1.693024328,2.270768993,1.829814772,1.597132498,2.082999956,1.689448333,1.486211737,1.879994318,1.569368247,1.424942994,1.73974763,1.457163877,1.332305507,1.577402356,1.348473272,1.262263292,1.444642678,1.253231642,1.191832968,1.313696724
