Location,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75 to 79,80 to 84,85 to 89,90 to 94,95 plus,,under 25,over 25
GLOBAL,4203.417117,8492.216954,13433.87891,26670.92387,57160.52514,97253.53886,135127.1221,188568.516,210810.6217,217365.97,228607.8071,212738.4417,143150.6334,70326.23291,26993.20905,,5222.053415,1640903.055
Afghanistan,52.81068831,73.07665192,104.9308987,239.560662,700.7708381,741.2615058,647.7314193,753.7512362,895.3287642,847.8737976,750.681279,487.6221602,230.6295529,78.7938402,19.69695784,,68.64191368,6624.520252
Albania,0.278363408,0.466954056,0.407761007,0.557614128,2.349038602,4.397046078,8.778293232,17.30266277,24.38635486,35.37367685,43.43971162,36.22041428,15.87452571,7.406447846,3.115253734,,0.242569715,200.3541182
Algeria,10.44030585,26.39988643,44.01682996,81.55693499,197.2906463,345.7166273,482.7106791,697.2947193,772.2179415,718.8662618,927.8372317,949.3689968,917.9537312,156.1062458,21.2035056,,11.24387908,6348.980544
American Samoa,0.099169002,0.250958471,0.586574755,1.366793244,2.782359749,4.820801939,6.098601805,6.615046351,6.633680518,6.291785674,5.820294501,5.113752836,3.532809443,1.513506331,0.477234873,,0.103152632,52.00336949
Andorra,0.001734399,0.009119821,0.017738313,0.032270179,0.146961518,0.250630692,0.390957142,0.576707408,0.81318661,1.186958434,1.358017306,1.86044167,2.112440996,1.634909259,0.954351309,,0.001123546,11.34642506
Angola,21.41254677,47.42476742,75.9105219,129.540016,261.0973688,496.9872354,589.0704346,715.5552722,579.5906812,587.5648969,508.7722365,328.9358972,155.5570968,67.57607715,15.10642279,,37.18950977,4580.101472
Antigua and Barbuda,0.087932052,0.17563826,0.321814329,0.537696106,1.540156907,3.071540779,4.737009949,6.770123084,7.218688351,8.959063015,8.892266219,9.741318008,5.780597328,3.146720982,1.26936117,,0.102746901,62.24992654
Argentina,11.37483547,26.29490957,45.85576866,75.18119371,211.9678388,359.1725036,680.0321399,1119.352969,1557.163159,1750.308913,1842.459342,1623.66641,1297.780275,658.8391822,285.4821861,,12.40448243,11544.93163
Armenia,0.885965201,2.064275445,3.002834031,6.019033132,20.03355143,44.53491597,116.2666389,185.8659111,218.0365247,175.0249994,276.6994581,192.0051736,64.21274448,29.74418486,5.729365703,,0.809598728,1340.125576
Australia,1.854361288,7.027643911,9.434829948,18.98205155,52.31376739,83.27992948,132.9181764,195.3070203,297.6601823,422.4208089,561.8841534,774.6489325,875.8769771,655.5054057,287.0712292,,1.11481878,4376.185469
Austria,0.503153878,1.743631246,2.551155026,4.739828679,18.19895803,36.82175323,65.51098775,108.3582158,177.3418628,244.4856996,391.1966638,458.7692913,512.9636239,376.4478382,155.0640059,,0.399798246,2554.696669
Azerbaijan,5.697032781,10.12581804,12.4546774,22.39616603,91.06859999,198.8659736,395.7797222,468.6555927,431.1837654,223.5983308,361.8848023,225.9569534,66.36002218,15.16450532,2.188527764,,7.646538834,2531.38049
Bahamas,0.572809094,1.288796778,2.09196563,3.114223494,7.568658976,12.72205713,14.04453723,18.38957255,20.76577438,20.38007961,22.06802656,18.36203206,9.933726081,5.746582805,3.066172721,,0.608223691,160.1150151
Bahrain,2.012586099,3.072266833,6.632665601,14.82988107,31.62765451,48.62378885,87.96830134,110.6033806,105.4725494,103.7892435,116.3546053,83.00761933,42.13449261,7.985790251,0.758260974,,1.605998979,764.8730863
Bangladesh,115.6004002,186.4039209,256.8332498,637.6245745,1474.153273,2115.535761,1809.65096,2730.264683,3607.593308,3380.776705,4118.567857,7596.743514,5795.588288,1924.084714,556.4359479,,192.1319365,36305.85716
Barbados,0.348699569,0.795642865,1.42025704,2.36623837,6.48466557,11.79358289,18.8516062,27.63033725,35.22370246,44.70981326,50.16577012,54.7806121,46.77815219,26.32291781,7.832005264,,0.449580073,335.504003
Belarus,0.760372538,2.544520631,3.165737526,3.0420498,10.93948336,18.49738513,36.77506948,51.01936454,59.04063711,38.08514439,58.91829583,61.37160106,53.19028473,30.41578027,6.790008716,,0.289872726,434.5557351
Belgium,0.381886657,1.447929672,2.191308304,3.92049716,15.30292923,27.18834451,50.69446496,83.2923366,122.6143574,165.3373829,207.6027726,339.5056613,402.8630667,298.1308784,131.9928856,,0.292116523,1852.466702
Belize,0.832269006,2.003127156,2.016304901,3.301830272,7.445555353,12.92050889,17.84276757,18.26302349,19.75074889,19.20425968,18.47778264,15.57237016,10.2297298,5.109372311,2.376832165,,0.985474065,155.3464823
Benin,12.25574643,16.79228965,18.06160996,46.73026967,93.71188566,144.105419,155.661005,216.5966999,266.1829078,234.0457618,261.7551888,216.697284,105.1973648,56.14190747,18.36430433,,26.20858582,1862.299644
Bermuda,0.010438901,0.029219296,0.058001396,0.131577561,0.43907052,0.921784615,1.547751955,2.268301823,2.814321605,3.499324552,4.588236009,4.850478217,3.557065331,2.225142691,1.1319186,,0.012375232,28.07263307
Bhutan,0.397023944,0.871897194,1.134869201,2.360366806,5.15165491,8.414100481,12.28923222,19.69649401,23.17950035,28.1895581,32.29271705,29.87125095,18.91412057,7.547762462,2.633978647,,0.47954406,192.9445269
Bolivia (Plurinational State of),8.761126189,16.23401611,28.17271714,59.54731882,136.9837167,244.6614562,410.1114898,590.4932876,708.8539024,815.1649062,757.3064061,552.1137795,280.1548509,105.416144,26.33389553,,8.903378549,4740.309013
Bosnia and Herzegovina,1.561743277,3.00435664,3.915113152,7.538428731,21.71886927,48.32126813,110.655465,211.4022558,311.7936091,417.2866734,618.3036607,573.0584147,266.8059145,72.49406653,16.57268592,,1.658367899,2684.432525
Botswana,3.748273583,6.119797256,12.10141933,27.59663565,51.1614014,90.28947661,140.9814134,232.7746421,225.9441324,200.3400716,174.5715195,115.4365767,58.23995212,19.64055171,5.225369586,,6.050097965,1364.171233
Brazil,141.6195182,278.163721,476.3327328,803.1844509,1585.041386,2837.78195,4419.853605,6280.933234,7778.644021,8683.169536,9242.063334,8461.200228,6656.347608,3481.663879,1787.029463,,159.6624618,62913.02867
Brunei Darussalam,0.682114907,1.551355051,2.623675004,4.91095319,10.41378326,12.75645061,19.90185644,24.4100076,28.04270151,26.20739962,24.47829746,17.66989928,8.056257833,1.826071752,0.283989137,,0.586099106,183.8148127
Bulgaria,1.898515796,4.106160742,5.160622393,8.427418857,38.2384087,68.07494706,122.9796612,237.0262061,356.5540805,432.0672974,483.4196752,396.1684892,207.9853869,71.12023533,11.14288976,,1.171244093,2444.369995
Burkina Faso,22.93970576,41.46271869,36.94119768,104.0954716,196.2333206,303.1529396,376.5593369,422.4796805,451.7195081,380.0481732,411.614538,357.4484526,188.5297827,94.55663193,28.11770948,,43.03195624,3415.899167
Burundi,6.958994312,15.49990921,26.40695338,39.52359314,87.98578289,152.9253288,209.6141473,274.3345761,220.0588165,226.9929801,197.3031372,154.0323658,81.67007278,33.01132934,7.28096213,,14.11211511,1733.598949
Cabo Verde,0.392996303,0.715044973,0.553016397,1.729172154,4.775592145,6.379565488,8.463783132,9.889033369,11.92012259,11.63807291,20.54637587,34.09689571,21.66802188,11.25343577,7.128757887,,0.559380249,151.1498866
Cambodia,22.18222827,40.09390203,56.66487384,83.05612499,184.1360168,339.9597505,487.8815703,585.2472027,607.5843679,550.736068,521.7616661,415.8748534,239.8845551,87.09770453,24.50639186,,26.00616381,4246.667276
Cameroon,50.38132142,71.85168328,73.72358909,186.9783202,350.494182,543.4652158,634.2454583,805.6248559,954.9338787,792.7573224,831.3439175,664.8590459,293.7668214,127.2152993,35.32785573,,80.34466013,6416.968767
