Location,Under 5,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75 to 79,80 to 84,85 to 89,90 to 94,95 plus,,over 25,Total
All countries (204 in total),671393.9944,27521.82091,14836.05436,13526.98288,15680.59376,18465.41604,21907.79104,27070.22699,32574.93858,40603.60821,56000.82679,74647.05882,109060.0579,141586.4248,184722.1185,222468.2431,278900.8546,262430.4454,180528.8407,97455.04852,,1748505.876,2491470.601
Afghanistan,13769.96648,571.0829366,267.2413459,155.3875248,155.4534012,162.8149745,136.0015786,135.3408722,160.2770079,270.4677866,222.6401421,163.9638762,208.2350401,323.1247551,472.1147971,539.4203325,496.8386134,329.6170593,125.1722539,31.44076214,,3777.469852,18696.60154
Albania,65.47673642,4.972558459,2.522251743,2.172559297,2.609460409,2.495450261,2.242481855,1.828685688,1.9210243,2.611153983,4.605451436,7.877895385,15.44968086,22.19315177,38.5967785,61.42655541,87.72501774,71.17913121,41.40707785,17.41628187,,378.9758181,456.7293844
Algeria,765.5028848,65.24064517,57.17322293,45.03808596,55.42324918,70.34133002,93.47164545,110.174687,113.5273511,118.9243232,137.6504765,173.8010311,267.635859,316.378617,385.1203699,598.0970342,850.8064123,1228.603291,289.9795387,42.83831543,,4797.350282,5785.72837
American Samoa,1.038560221,0.096832434,0.088093776,0.188839397,0.252626333,0.231446199,0.227047248,0.283242994,0.293571492,0.38242442,0.579614862,0.728094826,0.86959516,0.851882909,0.951731992,1.199865358,1.464266897,1.130169432,0.818336635,0.21717555,,10.22846597,11.89341813
Andorra,0.031386062,0.004273416,0.005300825,0.008977273,0.015788159,0.024701088,0.037932526,0.062482312,0.101562371,0.147695436,0.21539034,0.314105955,0.418030773,0.576027307,1.00962346,1.732942309,2.609165628,4.558869655,4.880387063,3.633803936,,20.32272016,20.38844589
Angola,5577.226344,300.0937219,182.8382171,150.2533541,164.5735808,186.0121873,197.6611015,211.3677537,293.8322573,348.1165433,463.4359978,575.7210435,711.3334679,754.0734509,682.3690309,812.3708993,599.1868245,354.5371738,159.4347213,58.26708572,,6407.719539,12782.70476
Antigua and Barbuda,1.001570193,0.069914625,0.049045184,0.074325344,0.137333481,0.171932823,0.177151731,0.242841484,0.282579178,0.430380348,0.697670491,1.062529289,1.593455585,1.851890935,2.776907283,3.790760968,5.116979526,5.095549517,3.401871492,1.770152178,,28.46265283,29.79484166
Argentina,449.7941966,38.30185639,38.92803877,85.77675761,119.5901363,144.3585276,182.0306904,243.5516741,341.7166941,465.9434923,645.1854218,1000.178778,1616.774371,2362.963493,3405.796278,4660.929398,6289.328053,6915.140715,4745.675309,2512.095527,,35531.66842,36264.05941
Armenia,97.29631719,5.964688116,2.765585735,2.057940942,2.301084247,3.238508246,4.567956236,5.822456179,8.338115025,8.683892997,11.21594301,19.33117661,29.7780918,32.86562369,36.73133797,47.80723855,97.92116232,75.60724153,45.79598846,8.019236898,,435.7239695,546.1095858
Australia,27.5354978,1.832389053,1.850818455,1.950201913,3.589177025,5.951823675,9.375063206,14.01367175,18.78413448,28.31884408,35.62797494,51.7096726,77.28209243,117.5766502,194.9177112,312.3053581,576.0589599,919.3600694,1055.530239,815.0107963,,4231.823061,4268.581145
Austria,4.245580797,0.410143615,0.39550492,0.758206087,1.011374404,1.500323063,1.937223796,2.578110885,3.825894451,6.456009319,11.70582565,18.98563897,25.53676842,39.56970377,69.44053153,130.3412392,206.8273622,264.2416217,260.9187818,154.4493417,,1198.314377,1205.135186
Azerbaijan,1315.619086,81.03592843,38.52999626,21.98511447,24.28994001,28.31612294,29.51572107,30.94876825,33.69355313,40.39079327,56.79076213,87.55012355,102.4668043,102.103407,77.74282556,105.0003679,158.7863242,94.20535509,22.43854419,2.722619031,,972.6720916,2454.132156
Bahrain,2.245135692,0.553109323,0.526586805,0.65473655,0.853401998,0.73643841,1.205431617,2.41753876,2.615823468,2.502780556,2.975739797,4.99556693,7.533898316,7.254588716,8.332150088,11.27114698,13.34119281,10.41434255,2.710455067,0.330070672,,78.63716475,83.47013512
Bangladesh,12316.07309,1194.450828,552.8376584,270.8371016,201.6818641,219.036997,202.367091,277.5159886,346.9200845,476.2567862,827.0117072,1025.4652,1696.992275,2269.212278,2946.227951,3276.304606,4230.566572,3138.801602,1447.074645,386.6850519,,22766.43884,37302.31937
Barbados,2.202844214,0.157247654,0.147661723,0.259847518,0.32220237,0.449825879,0.654230515,0.785417406,0.993265116,1.531892931,2.214280514,3.753885853,6.657625062,8.835083689,14.33217834,20.64381395,28.70352242,35.02271924,26.91059347,9.800160827,,161.2884952,164.3782987
Belarus,24.93750996,2.347626374,1.518926217,1.988395573,4.102318763,12.23638727,30.72561547,47.75642863,58.67726796,75.67295297,88.14332002,110.9653713,96.38216083,57.87939138,43.67758279,55.56898479,122.9268893,142.8620398,133.1841545,43.15784925,,1119.816396,1154.711173
Belgium,8.407526362,1.246937801,0.951072619,1.570187088,2.422949944,3.343723196,4.488590905,7.117459548,12.03946118,20.74087471,37.60028094,71.6308798,112.9287865,184.3337253,321.8341304,503.9746091,1044.664667,1674.353161,1460.436609,866.0375908,,6325.524549,6340.123223
Belize,12.03080156,0.744571818,0.617846065,1.123579874,1.496210182,1.980450642,2.468266273,2.257438422,2.539011003,3.108083341,3.726041962,4.897423058,5.762730528,5.971040906,7.748119225,9.574725417,13.8314481,13.91706939,11.16932546,6.784811803,,95.73598554,111.748995
Benin,5195.68641,171.2026686,79.11395604,70.10088931,79.26316338,87.10591871,81.56468499,91.45222623,110.7015158,140.392097,187.772931,226.4546501,285.1609356,340.1497301,454.4100798,510.7912474,482.9715076,270.2775458,133.4065951,55.04937301,,3457.661038,9053.028125
Bermuda,0.116112172,0.009764914,0.00663811,0.012588608,0.018230323,0.021251372,0.032381314,0.050997653,0.079452372,0.12764841,0.205926115,0.335280557,0.526674077,0.770932793,1.240959822,2.059694004,3.096040071,3.769628915,3.126102881,2.255756806,,17.69872716,17.86206129
Bhutan,49.31591345,1.733843439,0.896846351,0.791751554,0.80653392,0.904452906,0.962629038,1.236779951,1.402979527,1.752997811,2.573049371,3.791043376,6.879203081,10.31493657,15.44150655,18.74904895,20.30664157,14.37781215,6.598634578,2.547556527,,107.839272,161.3841607
Bolivia (Plurinational State of),1581.331359,72.24834474,35.66250657,33.92267853,38.30133363,38.96362888,41.75403743,55.11112519,76.63796,101.3443817,141.8822331,195.5460389,298.9497653,416.3038742,615.6358556,777.0412123,824.7414472,742.5859617,360.394151,121.326098,,4808.21777,6569.683992
Bosnia and Herzegovina,4.249123844,0.683015676,0.923326922,1.304401182,1.337733934,1.127859007,1.454772393,1.931243933,3.24685336,4.91772903,7.705237148,15.19014113,21.37982,32.1191523,42.2516794,64.72655202,98.7654369,68.92166323,31.37567814,10.71593111,,405.8297491,414.3273507
Botswana,288.0476873,22.56238103,15.7276221,18.70930386,26.06484228,35.9316513,49.73383867,70.34846893,82.32714062,85.22279548,84.49312274,95.24164954,128.191359,121.6985709,107.6877899,102.0915348,97.42198367,62.63499869,25.62010772,8.649025192,,1157.294037,1528.405874
Brazil,4884.691331,290.3954528,248.9756596,335.7372046,460.4347066,555.3927151,795.4275227,1174.315447,1518.131749,1949.880295,2691.633624,3645.740455,4678.100618,5961.883861,7930.042538,10184.37971,12789.12231,12853.44979,9616.160414,6076.668243,,82420.3293,88640.56366
Brunei Darussalam,3.950885559,0.597486091,0.613649256,0.696403233,0.777021375,0.954392326,1.169031637,1.418563803,1.830889023,2.307003215,2.597348188,3.74812285,5.450061504,7.689959146,10.22517325,12.52455482,13.19188093,9.055117243,2.631929748,0.539462489,,75.33349017,81.96893569
Bulgaria,65.61734649,5.797089403,5.353194906,6.653231469,7.270409024,10.09873513,17.46137916,24.43171209,38.40315582,56.2636582,75.72917703,105.3472323,145.3591518,186.0638975,242.1911001,273.5896836,294.8077361,283.1926284,119.0687595,26.97520975,,1898.983217,1989.674488
Burkina Faso,16512.55767,402.6345758,163.6288517,127.765946,134.1544293,155.2566314,162.7192472,189.6696996,235.6558272,289.9087473,390.8457227,496.5416333,625.2831513,739.4924127,988.7909456,1034.626447,914.2555664,498.7040769,237.5565175,91.6262679,,7050.932893,24391.67436
Burundi,2519.309956,242.2986226,118.5709275,104.9354148,102.1655142,105.2866848,105.3466896,118.1120647,145.1893881,163.3766953,212.311465,282.5862796,381.841963,399.2710488,375.6353132,389.2024928,354.1603275,218.0432152,91.67806837,32.83541669,,3374.877113,6462.157547
Cambodia,3347.158625,107.1092494,63.47345235,90.39609317,114.317869,122.7321222,142.2895011,159.5757648,164.9034406,205.7708022,328.5390581,453.7494643,691.8476338,811.1347709,1049.410675,1160.06579,1315.922622,1083.885104,489.0066547,164.9621906,,8343.795594,12066.25088
Cameroon,7792.486573,339.2709898,175.3821458,166.5380047,195.3794264,226.1087837,234.9039975,261.9615599,306.1177185,373.6208676,481.5180408,614.4959015,776.2885221,894.0136856,1106.079327,1111.616821,1050.108236,576.2781328,254.1516737,78.88488098,,8346.148149,17015.20529
Canada,30.57970944,3.153043552,3.241909076,4.397321825,7.346016098,10.59963782,15.89181316,23.05221119,34.33510499,53.61632151,88.41113314,154.5970545,223.6973076,327.8597071,536.2741581,808.4175633,1308.737321,2108.695251,1985.380212,1396.932066,,9076.496862,9125.214862
Cabo Verde,14.68139488,1.066976317,0.816230006,1.600279311,2.096783152,2.438119888,2.820493763,3.464541454,3.656094286,6.333382256,9.677370154,14.11030379,16.59404533,18.43598732,20.00846671,27.1904426,54.79727716,51.03604767,27.67000755,15.01214043,,273.2447204,293.506384
Central African Republic,3269.744368,98.49272727,60.2448884,57.24128885,61.32971028,62.30675525,65.48644171,84.46738407,127.4176367,176.1752022,217.3189029,250.0138869,278.8668439,238.6874587,213.504299,189.5652272,128.8243342,66.88550242,23.23859612,7.251932129,,2130.010403,5677.063386
Chad,13750.1013,422.0570304,161.5958428,118.9416528,118.3680335,118.8505161,111.8854541,125.6825359,156.9014528,208.5760706,288.8536794,352.3583827,444.3335959,555.0199767,690.7906785,681.3693441,594.8700021,361.7042937,131.2288711,53.17493713,,4875.599791,19446.66365
Chile,57.68888609,4.34837144,3.474905795,5.829191818,6.313036353,11.1114037,16.21766873,23.56854622,32.82056637,48.81008833,76.0172773,105.9466126,146.6021808,188.5153801,296.4893953,476.2565165,720.3403637,1025.822597,891.726554,564.7575774,,4625.002728,4702.657119
China,14748.57816,710.4434801,341.5624689,351.1222463,447.4727394,590.150828,842.6131374,909.0603297,1269.09855,1919.425159,3260.641434,4030.426328,5979.451927,9940.475376,16155.29146,22694.45961,37964.7765,38283.87093,18189.44625,6635.966249,,168665.1541,185264.3332
Colombia,986.1808092,54.38154354,44.36222805,54.48718507,71.50054298,89.92700573,88.11112607,110.8311871,121.2691902,150.2666649,208.6815935,292.4268358,384.0469032,461.317069,611.8306642,786.6712004,974.5416461,1015.320648,769.3539597,623.0575044,,6687.653199,7898.565507
Comoros,122.409709,6.766061777,3.920463107,3.35395487,4.24907208,5.012323163,4.972904592,5.800483813,8.143525533,10.0935204,13.04511887,16.34744192,23.82920542,27.66421627,40.87557984,48.90928408,48.54190141,32.40269873,16.31162968,6.875538022,,308.8253717,449.5246325
Congo,333.0247411,27.44450692,19.8431938,19.95066625,23.98619622,31.67908611,38.37020956,51.74977991,73.96140922,92.04703752,111.6352442,132.5317129,161.9481534,170.2436291,186.4861977,200.1631079,174.3658431,120.3827609,47.854604,15.20150752,,1608.620283,2032.869587
Costa Rica,28.11856598,1.383924558,1.095772179,2.259202111,3.71527022,5.266776522,7.521902824,9.034971425,12.91876443,17.31441223,24.91760819,31.86600543,39.80741547,39.86976147,48.06901545,67.80872979,83.39236943,95.62131844,79.56689909,76.91359688,,639.8895471,676.4622821
Cote d'Ivoire,8921.548284,296.4143535,141.5234326,139.698974,170.3449822,198.3294997,212.8010749,253.6201889,298.7393647,368.0695899,451.8562962,561.5483946,688.9077132,791.7313937,910.173168,934.6476709,850.6283203,492.6294327,218.4359814,78.55419162,,7310.672281,16980.20231
Croatia,2.541159071,0.313293526,0.340987458,0.542789192,0.580788564,0.83263732,1.356287862,2.138560653,3.180151566,4.837571932,8.308949633,14.97403723,25.02531792,37.94991255,46.02821752,77.10638382,120.7482568,135.2585739,76.84258731,20.63536148,,575.2228075,579.5418253
Cuba,47.75652637,2.790663337,2.632666323,4.557265839,6.934243729,9.702060651,15.25662009,18.01173611,32.05575691,71.0647448,122.6305902,199.1933372,257.5956922,380.9348792,643.1697116,965.5914579,1196.276098,1238.400307,1053.267621,857.2775966,,7060.42821,7125.099575
Cyprus,0.689171341,0.064489719,0.059124423,0.08941218,0.136991336,0.284052549,0.391761937,0.656592545,1.260914892,1.264630511,2.050773244,2.839518382,4.504688917,6.855666958,11.71883995,20.55596846,38.01162016,48.34134427,23.5073341,5.648799641,,167.8925065,168.9316955
