Location,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75 to 79,80 to 84,85 to 89,90 to 94,95 plus,,under 5,under 25,over 25,Total
Australia,4.044715007,6.646715858,10.10582866,13.35796827,20.53912635,26.13760896,41.61834528,58.15067124,86.1780815,143.4342974,235.9393867,459.7419375,698.7790977,769.1310002,602.5434319,,20.69552604,26.98559743,3176.348213,3203.33381
Austria,1.04862321,1.352149693,1.835489721,2.595685427,4.532697574,8.445891901,15.02321741,19.45706437,29.62043496,52.85012509,102.1492908,170.4733025,210.0179882,196.4333787,113.1706064,,3.119984742,4.90686317,929.0059461,933.9128093
Azerbaijan,20.11271885,20.27054747,22.13890074,23.06220369,28.24272805,39.02848174,60.27393135,69.73383592,70.9375868,53.60707303,69.69370049,107.9809862,64.35837134,15.55798083,1.892535544,,912.0954796,1035.729618,666.891582,1702.6212
Bahamas,0.807920024,1.092370487,1.353604816,1.501503879,1.910142261,2.580002339,3.143468571,3.882574339,4.286371816,5.257610174,6.946141136,9.396111676,8.341431146,6.634857698,4.438031396,,3.014437589,4.274718957,61.57214176,65.84686072
Bahrain,0.496859282,0.848128453,1.632982363,1.70768654,1.718745566,1.986120704,3.381299741,5.218264676,4.981715209,5.738190986,7.700439884,9.218971026,7.368578005,1.849053191,0.20669851,,1.591206204,3.389993431,54.05373413,57.44372756
Bangladesh,150.3907827,132.8699956,185.2855504,234.8540489,324.8858388,547.0864943,695.7029977,1148.074991,1528.869339,2030.193053,2199.7877,2967.837584,2188.018724,1004.434151,261.3989324,,8270.056691,9759.328406,15599.69018,25359.01859
Barbados,0.292215237,0.429177695,0.516851082,0.632545666,1.006882622,1.402133561,2.637414607,4.368563029,5.797417769,9.65553292,14.28932264,21.9144414,26.15894386,20.096232,7.236713879,,1.439996255,2.020839395,116.434388,118.4552274
Belarus,7.963318628,20.20667307,32.01606825,37.49248883,49.61407971,57.34619673,75.29537402,64.62779848,38.50345426,28.26159567,37.67797547,93.91575536,105.0064208,95.85032129,29.5354487,,16.93193503,23.33798295,773.3129692,796.6509522
Belgium,2.292325613,3.08922456,5.115642883,8.304904553,14.9461614,27.89643396,58.2984452,84.38677463,136.9716188,247.2989513,393.4798804,865.9130964,1325.914273,1095.398945,625.8375186,,6.418649092,10.64278012,4895.144196,4905.786976
Belize,1.372615776,1.678455729,1.54551126,1.709110315,2.154842589,2.529521689,3.640004209,3.982920717,4.053674157,5.580133971,6.845363749,10.81946637,10.59912192,8.079979907,4.761571255,,8.931543461,11.65074449,69.35229362,81.00303811
Benin,52.94439242,50.84970723,56.9648809,68.16608104,90.54432665,121.0891646,146.927124,185.4930379,226.5292625,313.4599215,364.239776,364.638961,195.7694651,93.95636324,37.27770875,,3404.778654,3628.747805,2368.850173,5997.597978
Bermuda,0.014277719,0.021288929,0.033490353,0.050861739,0.0824753,0.135536841,0.241443152,0.350250084,0.521589121,0.840613646,1.405155531,2.357495217,2.696416981,2.257559598,1.52695669,,0.081359251,0.11298923,12.5354109,12.64840013
Bhutan,0.385585112,0.364722819,0.536629799,0.671581635,0.879423214,1.298798155,1.978560297,3.66855377,5.600194941,8.323238179,9.997007836,11.46282669,8.110699194,3.635342047,1.394589182,,30.26359957,32.52664927,58.30775287,90.83440214
Bolivia (Plurinational State of),20.86703175,18.72540286,30.69493857,48.38170853,63.82229098,93.30673256,130.0463399,198.1938142,277.3604869,426.3871336,562.0709886,607.8594642,543.6723734,243.4849485,80.01166841,,1154.789398,1279.095802,3344.885323,4623.981125
Bosnia and Herzegovina,0.744316905,0.931091283,1.248683438,2.108710925,3.093509802,4.850277903,9.827150536,13.82236304,21.4804506,27.37966294,46.69798856,71.13768388,50.10374333,22.17788102,6.992275147,,3.129260359,5.944057242,282.5957893,288.5398465
Botswana,19.56978501,26.65710566,39.9960297,45.76383136,48.42338769,50.69236357,58.07536465,81.30886303,78.99129628,72.30328648,71.91923046,68.9237054,42.73959285,16.20792615,5.501964941,,183.7575953,236.1724654,727.0737332,963.2461986
Brazil,499.1159366,711.3991157,1057.224088,1363.623033,1742.196054,2417.057313,3346.925386,4194.098076,5331.757628,7108.447212,8963.631807,10891.50453,10501.74441,7348.5079,4349.160882,,3880.040234,5049.508313,69826.39338,74875.90169
Brunei Darussalam,0.624960664,0.791004743,0.976048272,1.231639127,1.601560693,1.792417728,2.673960476,3.88285569,5.630215213,7.520280222,9.399998903,10.01000695,7.162775666,1.999550573,0.403653985,,2.838795532,4.360122005,55.70092891,60.06105092
Bulgaria,6.497394766,11.59855567,16.24896531,25.23379464,36.36694705,50.24902099,72.29904281,100.8412262,127.1148946,164.0670203,194.0986687,231.9429443,217.649941,88.51631889,19.10378774,,48.53456243,65.11059689,1361.828523,1426.93912
Burkina Faso,97.4167783,108.0059554,124.6375585,157.9120614,198.5846911,267.4764772,346.9643635,437.0582635,530.5637428,727.3369858,772.621175,702.3284137,371.6926645,170.484583,63.65319106,,11237.46477,11732.28502,5076.736905,16809.02193
Burundi,69.39729948,67.46759881,73.61606492,91.65453577,101.6670106,135.7127778,181.8451115,253.2683857,272.1184554,264.019159,272.1883783,248.7016468,153.6833407,63.52130255,22.36081216,,1448.001889,1829.876671,2271.22188,4101.098551
Cabo Verde,1.584526329,1.819731411,2.274232443,2.446288723,4.379652948,6.82991602,10.22076167,11.77258266,13.40250793,14.82877742,20.18594424,41.95970683,38.33946996,20.11435926,10.76692512,,7.449613871,11.24929323,200.925383,212.1746762
Cambodia,82.82239393,97.51837662,108.8133832,109.669707,137.5657087,219.3029112,309.6412151,485.5320087,578.8587361,775.1729286,856.8222225,993.8838616,796.0444581,358.1028541,113.8748949,,2508.132933,2765.869125,6023.62566,8789.494785
Cameroon,133.2822489,138.1493809,155.1081248,173.6441582,223.2264532,283.3222185,383.9999508,465.6863522,554.6215779,741.7468463,753.6628225,739.6917757,405.0247291,172.6654964,52.20864076,,5234.996761,5724.408906,5376.040776,11100.44968
Canada,7.23625923,10.99919325,16.58481108,24.21914413,39.3236195,63.8747748,123.6006184,169.0150793,245.1045478,395.7465402,592.3736661,1059.263796,1561.278952,1457.486071,968.0189691,,23.83005787,36.16190152,6734.126042,6770.287944
Central African Republic,39.00142008,40.80192617,53.27176136,80.78014632,106.1679505,135.2122925,157.8981697,185.7828904,157.3259795,143.5697298,125.796777,86.89877669,44.21016221,15.33961699,4.735767721,,2136.076342,2318.321282,1376.793367,3695.114649
Chad,78.11246549,74.46370761,83.33670646,102.4983401,139.7751138,195.0758122,241.6947866,305.9258712,385.2770203,498.0675357,497.6955262,438.0683114,269.4474981,94.69154984,37.7218324,,9705.662032,10223.67397,3441.852077,13665.52605
Chile,7.783333998,11.66317706,17.29650478,23.93071877,36.72312737,55.39470811,83.66591695,111.3557381,141.4117997,222.2638551,364.1294883,592.0721775,812.6640723,680.373842,414.5837507,,39.19528872,53.22549039,3575.312211,3628.537701
China,497.8848572,705.8156432,753.7528711,1047.62049,1553.730973,2614.481965,3255.377594,4923.578275,8248.827619,13476.52076,19269.65593,32363.99949,32806.9603,14613.49749,5051.553111,,12124.07835,13688.96761,141183.2574,154872.225
Colombia,59.54064152,59.33837758,72.81326379,77.46748044,97.64253544,131.7381859,198.3724539,260.0723378,313.0561974,411.8976118,550.0767748,706.4302499,712.9917598,525.9634235,396.3649024,,643.9985313,795.0747624,4573.766196,5368.840958
Comoros,2.47454492,2.604485172,3.146377503,4.54347145,6.24172784,8.134221765,10.9635825,15.6232674,18.67756041,28.31873083,35.35037446,34.88950031,22.20785875,11.36719981,4.631690191,,78.32726129,87.09931699,209.1745933,296.2739103
Congo,19.5969109,24.46765877,31.8217624,43.91349973,55.92766779,69.60163133,87.26228982,107.2286796,115.2602989,123.694,142.9997177,123.4819315,89.29001887,34.15029011,10.66396832,,234.0651834,293.9645892,1079.360326,1373.324915
Cook Islands,0.049428576,0.045487161,0.058988067,0.095749744,0.144572884,0.223178108,0.410053789,0.399757098,0.597332563,0.479002828,1.086164852,1.074203749,1.144849412,0.727301857,0.228977128,,0.046081806,0.150161079,6.765047818,6.915208897
Costa Rica,3.384269563,4.912521035,6.072007156,8.277746698,11.16568239,17.24258692,21.14476838,26.90355279,26.68040968,32.9485656,47.37527028,61.04978058,66.39850637,52.32366532,50.05324212,,18.87074156,24.38536238,435.9325749,460.3179373
Cote d'Ivoire,119.4681643,127.6116756,159.8561439,176.7116307,221.5445767,280.2312112,361.5088629,430.8515438,514.4707703,609.0114216,672.5298593,622.5344096,357.851165,154.6892096,53.31547995,,5951.116969,6371.579727,4862.186124,11233.76585
Croatia,0.525137365,0.962626991,1.493825821,2.109957568,2.973553068,5.086513138,10.14045264,18.12859378,25.16224985,31.33079912,57.88483766,88.44883346,101.1347991,59.39167584,14.91635451,,1.713978952,2.866776746,419.6902099,422.5569866
Cuba,6.395177164,9.942093969,12.440405,21.16454433,48.74921927,87.17703049,143.9846724,183.4193319,265.9673881,467.2096444,713.9288949,953.2935837,937.1555693,788.8753096,621.6035414,,34.70631804,46.07162271,5261.306406,5307.378029
Cyprus,0.197568945,0.266232454,0.477867593,0.830508154,0.899380987,1.38281928,1.991072753,3.22640378,4.978624206,8.561174309,15.35291296,28.42275355,37.64556621,17.49578953,4.152533966,,0.480308343,0.716772299,125.8812087,126.597981
Czechia,5.081941009,7.368354988,12.85694413,21.41481826,29.36985144,41.1518555,65.74688231,102.2981794,172.4060379,265.6742688,338.398002,444.2438664,505.889993,345.9881248,149.708597,,9.439355658,18.29241292,2507.597717,2525.89013
Democratic People's Republic of Korea,28.56628582,25.32525993,30.66292996,41.26252913,80.63844796,136.6225742,176.1323001,246.0869182,282.7548019,482.5899356,707.0581595,899.9839628,644.9157713,358.9575994,120.9668398,,366.8315053,448.6116987,4262.524315,4711.136014
Democratic Republic of the Congo,441.2460292,467.1848923,533.162139,648.8985154,826.2463046,1190.738029,1502.293926,1921.237136,1920.910343,2063.993481,2063.607138,1951.80461,1319.42605,575.2069129,212.701339,,8494.175513,10215.35305,17638.65685,27854.0099
Denmark,0.751677471,1.153507815,1.443980247,3.042637554,4.771786635,9.223965178,17.86634708,28.58601659,49.37947623,108.6425958,182.335152,324.6145219,417.5257259,415.9195219,302.1569102,,2.406133047,3.774943278,1867.413823,1871.188766
Djibouti,4.149466231,4.651368373,5.886196176,7.839343008,10.57209827,12.32799863,15.71395416,22.04431218,25.65776802,29.19264823,29.05491602,24.03029058,13.60905955,5.270020904,1.890584648,,158.95296,174.3945595,211.890025,386.2845845
Dominica,0.104538391,0.136665127,0.160401185,0.165045909,0.243907682,0.39153027,0.548223334,0.805100699,1.178234203,1.653376263,2.668289958,4.286300159,4.012499868,2.560399213,1.105212642,,1.06622645,1.32891318,20.0197249,21.34863808
Dominican Republic,17.98391326,21.57740233,21.81781735,25.82820993,31.69300913,39.01350593,45.1781455,64.78222682,73.23829591,112.0160527,116.9729161,158.2975425,207.7919565,125.5553901,56.24360862,,160.6493602,212.1824913,1117.989993,1330.172484
Ecuador,41.04692238,41.63995748,50.82494471,54.49399392,64.28575359,86.15703428,107.0566526,145.9776914,197.5124072,284.1604794,407.6388743,542.8525866,691.6578457,563.3671971,161.5379983,,422.6005006,575.4469204,3440.210339,4015.657259
Egypt,191.5407842,202.8157315,233.1469864,255.5560824,346.3647482,528.3151461,734.6192291,1146.694855,1153.765169,1157.91898,1092.227786,880.0410666,557.9585424,196.2866652,52.60631404,,3839.495984,4872.01452,8729.858087,13601.87261
El Salvador,14.11289017,15.75200317,18.30884552,21.83380925,28.86732348,36.8510271,48.79068704,64.42013704,82.6588803,129.9274284,167.3046108,218.6375701,261.2443782,163.5951373,156.1797404,,71.06909559,103.8183658,1428.484468,1532.302834
Equatorial Guinea,4.029935932,4.057866046,4.311377847,4.674729455,5.728723339,6.919790638,8.848554272,12.4313769,17.13852818,18.83388339,28.15817531,27.22345233,18.74019656,8.07298393,3.241998929,,40.07045202,51.86838174,172.4115731,224.2799548
Eritrea,44.72936694,44.48966355,55.27942197,78.0568586,98.06882164,118.4852138,141.4966596,175.5890396,174.364961,156.6046208,179.6341365,132.5078903,74.24658924,22.85452432,5.782613614,,889.5848041,1048.933915,1502.190381,2551.124296
Estonia,0.830623889,1.820976468,2.570950885,3.965749976,6.152110569,7.005416144,10.8766307,12.12850165,12.57896176,9.845202813,15.36115883,22.08303814,23.25966413,19.0516518,6.18665688,,2.124843018,3.331232686,153.7172946,157.0485273
Eswatini,8.897810701,10.60199999,14.21138102,17.40435283,18.66607833,21.55663653,21.729974,29.48122521,30.82128496,30.90766989,29.55160697,24.57764348,12.55309396,4.505642478,1.293910388,,159.7681403,187.7974043,276.7603107,464.557715
Ethiopia,432.9666458,394.3747064,445.8477582,556.9978072,638.5883762,793.8928155,1016.919033,1496.170867,1920.159502,2637.863237,3298.33546,3029.551529,1853.611716,764.5937227,262.6810989,,14018.41474,15882.41107,19542.55428,35424.96535
Fiji,3.358978438,3.405163683,4.576265796,3.855471372,4.457875385,6.647693271,8.897531444,11.37345994,10.47509742,10.36379734,12.3902459,12.27473519,8.580676645,3.745761474,0.619019595,,31.09134747,42.8047924,105.0217729,147.8265653
Finland,0.459044682,0.645753316,0.978138488,1.45273374,2.088502101,4.295759677,8.613735518,13.44742161,23.91950343,41.002187,53.66935978,100.8220389,123.3785883,126.305429,77.67861618,,0.712133514,1.564050645,578.7568118,580.3208624
France,9.058118674,13.88564262,22.56776808,32.49453369,61.26093775,92.73945787,169.3574289,250.1692481,389.055482,615.1961031,948.725677,2312.399355,4135.435056,4607.416336,3266.135099,,23.35548902,39.59029701,16925.89624,16965.48654
Gabon,5.58966181,6.024846843,7.691861998,10.15868594,14.53048909,20.24126832,27.76750558,36.90240261,41.72392284,41.63400889,52.27201464,55.4070904,42.04744884,19.36057551,7.539974205,,46.88270377,61.679262,388.8917575,450.5710195
Gambia,10.84764557,10.3642627,12.51601121,14.50585996,18.29762114,26.05593267,33.62130725,45.55399464,58.43911315,77.07053547,100.3515693,107.8028798,59.54430768,20.93357146,6.775713075,,180.905378,217.6923631,602.680325,820.3726881
Georgia,4.451879691,5.517434843,6.76980298,10.12198014,12.8636097,15.98791286,25.71844,38.91478461,45.34711295,53.06785071,76.18812347,97.09835399,56.88617923,46.81237771,20.75136478,,24.38068232,35.27711026,516.4972077,551.774318
Germany,17.02402137,25.54678632,37.59197408,52.30940292,91.11701271,180.8061661,336.3415485,464.6679962,693.0601703,1085.802909,2303.891751,4766.936077,4701.111877,3215.993323,1493.245717,,27.01294706,56.05668639,19465.44673,19521.50342
Ghana,184.1231524,186.4135821,233.3489964,308.2747743,424.9779594,468.7835241,621.7859638,787.606621,994.1962811,1212.660952,1108.747705,1090.668699,592.8876277,231.9377383,77.56241823,,2152.779393,2624.286836,8523.975994,11148.26283
Greece,3.127575149,4.953892005,8.238145199,12.90900287,19.06121084,28.15371686,42.94899693,75.00844684,98.22385089,192.8281004,401.3499382,965.3732612,1416.826481,1025.240715,377.1557393,,8.729735907,15.63632632,4671.399073,4687.035399
Greenland,0.021853071,0.048453221,0.071971927,0.084481574,0.162758278,0.408973589,0.518433273,0.62126034,0.631417626,0.828973677,1.208787602,1.370984372,1.54115593,0.811096813,0.296101763,,0.137837289,0.16763004,8.626703055,8.794333095
Grenada,0.223137527,0.301218323,0.336861435,0.418442317,0.673923362,1.042312184,1.488107139,2.072966217,2.681158714,3.742110517,5.912841375,4.741669632,4.227924662,3.015306504,1.926507927,,1.481315598,1.992632961,32.80448784,34.7971208
Guam,0.381252726,0.434284516,0.578856347,0.486667519,0.59437962,1.028984822,1.311593488,1.612177888,1.647784668,1.616561152,1.837887856,2.492707814,2.53707235,2.611126335,1.086378985,,3.09051555,3.991863996,20.25771609,24.24958009
Guatemala,113.7752317,113.4294212,123.9505543,122.1825584,129.8431357,154.2703941,193.7345602,267.2324698,350.0464905,470.1989847,595.3634694,1057.33641,1005.751808,472.1283226,74.18323942,,1697.684367,2062.112124,5243.427051,7305.539175
Guinea,84.94476814,84.76873259,88.89790038,102.2665375,126.5229374,190.1844726,242.2759215,346.9089567,425.414952,535.9306569,555.0610715,523.4263813,355.362884,190.9772416,69.45534624,,4978.611516,5411.083352,3922.39876,9333.482112
Guinea-Bissau,17.32630782,17.67227374,20.57358206,23.18758381,27.48670092,35.38361111,43.9607996,52.36664775,60.51652631,70.13786658,60.48643457,50.38874228,26.47979989,10.40974744,3.324387236,,185.8960295,234.9289508,519.7010111,754.6299619
Guyana,3.041311396,3.314387601,3.792712673,4.781624125,5.673761811,6.906223607,8.908783885,12.02596637,13.37858587,15.52221109,18.69262682,21.02042284,17.15088203,14.98660495,5.467742018,,16.86934354,23.24075818,154.6638471,177.9046053
Haiti,44.81536001,58.222251,63.03642402,70.69974762,68.67506294,86.59427659,102.1350252,137.664938,166.3225431,195.3477925,223.1169315,244.4161733,164.2400435,81.14985788,27.23875107,,2321.379767,2505.716417,1733.675178,4239.391595
Honduras,4.103652223,4.125613284,5.966820543,8.889256994,13.12616115,18.82385762,26.75040194,37.9906716,50.75926647,71.79118725,85.57225739,93.52690129,77.2660402,36.98590647,13.22384794,,118.958317,137.454065,548.9018424,686.3559074
Hungary,3.052878993,4.009051005,6.812769064,12.71706351,18.16628453,22.98605844,27.83106878,52.97084395,61.39039559,80.31611079,117.7444396,145.0252617,162.2691323,122.8383212,51.9997017,,10.69060139,16.75328263,890.1293812,906.8826638
Iceland,0.122096047,0.138346448,0.204651699,0.277681723,0.386968345,0.622049942,0.966184484,1.485102602,1.998301929,3.30511858,5.444660879,9.379173441,18.16054853,17.2157749,13.85586705,,0.168937511,0.389567018,73.5625266,73.95209362
India,2324.444512,2571.017333,3364.046701,3912.518447,4845.165178,7823.810105,11174.93408,20320.97059,30381.96285,38551.39115,39833.06356,40474.7891,21887.91181,10149.33561,2161.29472,,102741.2378,113780.4985,239776.6557,353557.1542
Indonesia,236.2546158,247.2045629,344.8793785,457.1704515,613.5520585,919.0407514,1328.850622,2270.692994,2924.130766,3763.808475,4134.981863,4402.54211,3311.45169,1440.686035,393.3549425,,6716.23507,7596.245626,26788.60132,34384.84695
Iran (Islamic Republic of),109.1054777,151.9538991,165.2798846,154.4649676,163.1433875,201.6459824,298.5496143,488.4606443,532.6888996,703.8851699,984.1730185,1344.705124,1440.972468,794.511816,267.5554076,,400.2074978,720.6931718,7801.095761,8521.788933
Iraq,35.00666099,37.51795053,38.4782343,47.62120002,69.00202894,70.53416488,80.68767781,109.410851,122.7983452,161.0499961,153.2799183,151.8566684,114.061063,68.56127492,28.86555489,,672.6607958,858.8795182,1288.731589,2147.611107
Ireland,0.781070099,1.156173508,1.836051556,2.844973201,4.396598099,6.825658521,11.04085258,19.82123251,29.74669679,64.40512588,123.8920137,213.5117571,326.6183162,297.4297203,190.6506056,,2.145809797,3.768239858,1294.956846,1298.725086
Israel,2.409303568,2.80232522,3.540106337,4.782272979,6.395478263,9.811446687,16.36368629,30.39750519,52.87460398,93.25824549,138.7223343,237.4842843,299.2598154,249.4350043,157.5562018,,10.07053916,17.21363392,1305.092614,1322.306248
Italy,9.421796706,12.39400644,17.82178034,30.026258,47.55301468,76.31504764,115.7674785,172.6504753,281.7558198,502.8185528,942.3998931,1712.946508,2501.009809,2351.475018,1286.170702,,19.09623758,36.56696486,10060.52616,10097.09312
Jamaica,2.581897117,3.186057901,3.477724009,3.650525632,4.868438519,6.20958828,10.40042313,11.98177205,14.59548306,23.93584358,35.2327026,42.61408545,52.31944531,47.36776905,48.27536761,,12.35248899,17.90560804,310.6971233,328.6027313
Japan,30.27284919,45.64753668,71.99476955,122.5656309,231.9984312,379.4419773,640.6776502,1285.365797,2713.204603,5873.555199,10613.92058,16113.71074,21923.98535,18509.20024,13116.1803,,99.90782772,177.4783076,91671.72166,91849.19997
Jordan,11.12060759,12.408086,14.87746268,17.03771112,18.46272843,21.93146477,28.1575958,32.02270346,36.94045833,55.81906111,82.14455041,75.58634692,56.72756158,26.9401998,11.4529927,,215.034437,251.5175087,501.6295307,753.1470394
Kazakhstan,45.38792019,80.49252919,120.0342872,142.3435528,161.3583239,190.236928,242.2854934,267.0937796,267.0407496,188.747392,267.2052807,299.445568,140.7323332,78.01213389,13.44117998,,406.475139,476.2585259,2503.857452,2980.115978
Kenya,246.0294804,261.8256124,309.73455,385.9413054,480.9275413,587.6929887,752.9454045,993.0226246,1172.406548,1464.044822,1638.020612,1396.375122,900.2897732,383.7633502,148.7446984,,4685.814442,5510.088287,11121.76443,16631.85272
Kiribati,1.05191182,1.018121063,1.181996964,0.878756838,0.874757018,1.148939898,1.619508701,1.959086851,1.473941163,1.414034147,1.69158748,1.431337346,0.69647406,0.26113394,0.035918796,,4.541092778,6.784905753,16.73750609,23.52241184
Kuwait,3.763657073,6.312421693,8.012679042,8.197436866,7.325042865,12.36055891,13.0366,17.73226231,21.77037805,41.69809489,52.24618968,69.04442179,96.53038254,60.63627943,28.72653217,,22.04708964,32.03504434,447.3929373,479.4279816
Kyrgyzstan,8.487559605,10.18385855,13.39960594,12.59788261,13.86210941,14.98021573,19.64639458,18.23595964,16.54219343,9.520013675,14.72460702,21.94808249,26.30329804,22.82374417,5.499722155,,322.810882,362.5358557,228.755247,591.2911027
Lao People's Democratic Republic,20.39844125,21.66870002,24.08591398,27.09886903,34.32560627,47.92355039,64.38234553,89.43982217,109.4195157,140.8587046,178.0542796,199.5416525,150.8658173,74.52994545,27.20683634,,1040.952423,1120.087354,1209.8,2329.887354
Latvia,1.879609698,3.754523103,5.974392513,9.32263264,12.710972,14.76338164,18.77099053,21.10185026,17.62967498,15.85844553,25.58072081,28.41465939,29.76923541,24.53318629,11.24938019,,3.493770329,5.257320918,241.313655,246.5709759
Lebanon,4.116337454,4.795176786,4.91764352,5.080726117,6.109461306,7.57599106,12.06250631,23.883586,39.43888229,70.35387134,95.82827039,119.133326,111.9580627,59.73531292,18.25248728,,18.39375043,27.94127233,583.2416415,611.1829138
Lesotho,25.51174195,32.0284548,44.44126277,53.13331277,58.17238334,66.60048116,77.68662641,104.6821371,106.7706664,89.57825265,76.89469212,68.63860473,42.17499838,16.05715701,4.553477337,,380.416437,449.1451362,866.924249,1316.069385
Liberia,20.05995225,19.23224015,23.7548742,30.66385268,39.86893394,43.24345367,50.67724682,62.56039131,79.25464328,101.0952325,111.7642521,121.1729599,80.0031399,41.40621682,15.73705474,,338.8325119,418.4059894,840.4944443,1258.900434
Libya,7.359646577,11.27328819,15.2675627,18.44423969,21.4508908,21.28485864,24.67565696,34.75375029,39.23202587,49.45250375,63.5272923,65.63500319,69.42812699,46.51560244,23.63075644,,29.57199978,49.16366243,511.9312048,561.0948672
Lithuania,2.409400512,4.691582957,6.809559822,11.23195548,16.987522,20.11776642,30.58573297,32.3621937,30.8444153,25.41446803,42.74882985,51.27647326,52.69070238,39.64632672,12.11266246,,5.884341033,9.075830766,379.9295919,389.0054227
Luxembourg,0.148994304,0.21023572,0.289306344,0.358796467,0.500074457,0.802535471,1.121065582,1.728296271,2.779544776,4.871249183,9.735321496,16.54061472,25.24285027,22.09110821,12.17539895,,0.181999216,0.41157908,98.59539222,99.0069713
Madagascar,194.8506956,174.3452432,184.9402386,227.897952,251.2584639,311.1078757,373.701742,482.5553425,467.6849852,510.3707442,506.5693589,455.7567183,298.1826618,134.3329471,44.95998286,,3954.927536,4691.13765,4618.514952,9309.652602
Malawi,76.39940017,75.27718342,84.19876303,103.246175,126.4532911,146.4716668,186.0859148,280.005313,372.2184906,465.511946,493.7757283,403.5017671,263.6101113,132.6833494,54.62513062,,2881.031054,3243.876625,3264.06423,6507.940855
Malaysia,115.7194514,183.3438955,211.1391904,228.8748243,295.4383676,418.4718384,634.1959667,994.8473978,1349.347468,1922.221836,1920.908285,2037.58359,1450.691738,944.5705483,224.8175378,,130.1366357,318.0259253,12932.17193,13250.19786
Maldives,0.283085487,0.456276779,0.494622699,0.449065917,0.502964598,0.606696015,0.777722769,1.109660764,1.161324788,1.685316939,2.731167427,4.3285562,3.957056295,1.91675062,0.680386989,,2.518472322,2.990779595,21.14065429,24.13143389
Mali,39.00860492,29.88452298,35.34886342,47.66582559,71.15857599,121.6586812,160.6390731,196.1820321,234.7212048,296.0732035,255.5318224,249.2191769,150.3913651,73.99911705,24.19300267,,8293.60574,8538.059876,1985.675072,10523.73495
Malta,0.181526129,0.223429546,0.317537928,0.402369217,0.518945933,0.663997829,1.218170243,2.404895109,4.151463021,9.523796699,14.82307721,27.56615967,34.51660439,25.82227462,16.58108765,,0.446516155,0.749194709,138.9153352,139.6645299
Marshall Islands,0.487795139,0.564053985,0.739776169,0.587631661,0.600406274,0.73040499,0.863312314,0.999438733,0.960564497,0.889348388,0.730778074,0.64797337,0.384350401,0.201132182,0.039418856,,2.654891033,3.724266523,9.426385032,13.15065156
Mauritania,9.567485817,10.24845401,10.8570058,14.34603803,20.20288007,30.18007342,41.51235186,57.9568447,80.00842425,108.822807,137.5206982,153.4288424,109.7951639,45.71016769,23.12315522,,280.8395358,321.3051971,853.2803924,1174.58559
