Location,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75 to 79,80 to 84,85 to 89,90 to 94,95 plus,,under 25,over 25
GLOBAL,13929.03642,23291.79143,40020.66327,73977.87488,123128.3225,206681.6077,276549.169,429927.5643,557511.388,665906.7625,830318.0724,874213.7569,663822.8257,301436.2118,111640.3348,,26637.77377,5192355.382
Afghanistan,163.528673,181.3040295,284.707117,549.9835444,976.9101241,891.3096115,620.8247481,731.6695719,1004.63995,1244.554048,1303.80751,1123.221617,607.6404855,223.9665607,49.37902915,,240.8362835,9957.446621
Albania,6.758174374,8.327230481,7.885894464,11.48885691,19.06932904,34.08424886,68.30020351,147.6739336,253.9609785,465.70363,776.0146786,1008.323576,706.2689987,327.8845216,128.4467375,,16.66866374,3970.190992
Algeria,64.17884055,109.2247051,183.7792223,270.6656642,372.0439972,559.1715945,743.7007055,1136.206556,1434.179148,1617.050388,2671.499815,3498.806527,3845.794045,725.908473,94.70087856,,123.5688874,17326.91056
American Samoa,0.17750207,0.2097794,0.389933274,0.70884044,1.210784139,2.017625267,2.402342239,3.071369285,3.374031429,3.857894458,4.496622544,3.858951496,2.984773617,1.212392984,0.370322119,,0.29151815,30.34316476
Andorra,0.017316113,0.032852658,0.071871286,0.148344848,0.230167623,0.347728897,0.483371589,0.678596164,1.016476659,1.666380229,2.481985374,4.119991415,5.706626428,4.725083127,2.534627241,,0.016576981,24.26141965
Angola,45.1425121,59.64434072,92.72052104,206.9254141,282.3575225,482.5019437,606.1291164,817.1573271,877.5093083,933.6144115,962.1455159,603.5875211,277.7513922,98.5839944,23.26146075,,145.9562308,6369.032302
Antigua and Barbuda,0.092210863,0.124877319,0.261384324,0.485551476,1.091877543,1.984982669,2.825569348,4.106275697,4.926633353,5.902216245,7.43424125,7.657853968,6.738744406,3.556980595,1.456061954,,0.135042399,48.64546101
Argentina,62.69867555,95.13378562,170.3616776,271.8694503,450.9631187,641.6223293,953.8202213,1490.101293,1993.396704,2512.764361,3284.202257,3454.560461,3259.36363,1870.623238,826.6019657,,105.2904896,21338.08317
Armenia,1.393313283,2.108904907,4.962005382,11.86023841,24.35174949,53.91512697,105.7992553,150.0108111,182.638265,179.8698516,434.002294,497.9899541,363.3887179,146.247517,21.84830813,,1.377340716,2180.386313
Australia,5.333517823,11.26026567,20.36287892,41.7384519,72.37457299,102.6877831,146.0117829,207.0694356,317.8652733,571.7653518,1012.905702,1519.539521,2272.783622,1983.20119,1053.526847,,5.237060206,9338.426196
Austria,1.44193492,3.015478928,5.329838408,13.06589839,24.92953759,44.24922142,66.0840261,98.65435974,173.3381152,287.7659339,581.6939675,733.6290917,995.7040133,772.0787932,348.5637689,,1.850646686,4149.543979
Azerbaijan,9.26060521,17.03226127,31.22142496,67.55592313,159.3063385,359.3838279,667.7296372,870.4206979,990.4503304,751.2658947,1743.88585,1838.179224,921.9152432,166.6722414,14.48457484,,13.08784397,8608.764074
Bahamas,0.60936218,1.163458409,2.084284857,3.784196835,6.809697832,10.14295166,11.71839045,13.43022622,15.62339668,17.10541168,23.99703859,21.45018159,14.9745837,7.772926303,4.438114627,,0.752956463,155.1042216
Bahrain,1.405548874,2.075694315,5.511875987,7.173887582,8.133160356,8.826424391,12.40834133,14.44654885,15.32261151,17.76629346,27.66691128,25.35038131,14.77353855,3.149400765,0.287336621,,1.997792473,164.2979552
Bangladesh,485.7597726,722.7268265,1129.040001,1799.949964,2746.306245,5481.353677,6369.983946,10658.87584,13718.85743,15988.9164,16311.29926,17190.13676,12177.50377,4023.08392,1072.635143,,790.7995194,109876.4289
Barbados,0.21241067,0.458925996,0.895442958,1.617453406,3.860935823,5.47422842,9.232162897,13.54467457,18.66519468,27.47891204,32.71248723,39.3688351,43.432802,25.2876961,9.148329503,,0.305010129,231.3904914
Belarus,5.925040216,19.66837579,41.29553208,90.34000554,176.8657016,331.0760677,635.4151924,1021.122683,1362.489946,1237.325001,2320.894675,2701.028696,2485.227525,1077.145036,237.4375278,,3.250698966,13743.25701
Belgium,3.30353223,6.057576143,10.7405732,21.72305979,40.72255324,71.9049387,118.5746173,194.7136928,290.5835416,478.6428343,850.8874941,1413.267302,1833.395924,1282.602544,536.6326996,,4.553353612,7153.752882
Belize,0.596689229,1.177551854,1.253063615,2.347282205,3.998867271,5.327648027,8.103058509,9.273416621,9.272411023,10.28783481,13.11829998,12.79708311,10.94063731,5.828635067,2.710214856,,0.895606838,97.03269349
Benin,18.520044,25.00703945,41.6096978,76.95529518,104.1370658,175.2198228,212.1647409,318.9162546,369.6453279,444.3182371,558.7667004,469.3115073,250.6582487,122.4743526,34.31102218,,112.4285654,3222.015357
Bermuda,0.011955907,0.026105174,0.060172213,0.14535384,0.351947046,0.693869158,1.1075955,1.639408375,2.106304416,3.098529596,4.918070598,6.446621219,6.153479812,3.897813828,2.167369632,,0.019599567,32.82459632
Bhutan,0.561173437,0.837587688,1.402058897,2.449851406,4.407389592,7.856266825,12.6495063,20.8521663,29.02907755,36.35458525,43.26768092,30.7734313,21.81043638,8.914427912,3.294610164,,1.249521465,224.4602499
Bolivia (Plurinational State of),21.33903044,23.22174561,39.71881542,65.36748117,96.44585597,145.9929905,195.2157458,269.6409061,347.8327109,450.3008521,548.5158767,532.8050106,325.8426944,141.4769596,36.70406771,,63.39499649,3240.420743
Bosnia and Herzegovina,2.987128506,6.067570424,9.716908449,20.58829866,37.73625566,78.47471338,166.8712497,280.2458007,456.5015088,716.953559,1366.124922,1623.236021,1048.110797,329.4628855,85.34466713,,6.561516072,6228.422286
Botswana,3.583190892,5.769756835,9.507262207,17.04441587,25.58787811,41.55851696,58.01224687,108.2997166,122.591515,124.2879475,136.9441275,117.9065313,66.46482957,25.04535731,6.342044129,,6.808146599,868.9453367
