Location,Under 5,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75 to 79,80 to 84,85 to 89,90 to 94,95 plus,,over 25,Total
All countries (204 in total),0,0,203.4729541,718.2618876,1401,2844,6257,12226,27097,58460,114035,171854,261789,305222,300676,271479,210418,121323,41194,12798,,1917673,1919996
Afghanistan,0,0,1.486160689,4.423188712,8.223519595,11.93728354,21.33760291,34.27617373,74.6918846,172.5849768,169.1376642,114.9587816,141.7276269,171.7831859,189.0142408,148.9832045,83.96887651,36.58073932,9.425077769,1.668262497,,1382,1396
Albania,0,0,0.311570207,0.97972583,2.351531094,2.787754722,3.954562081,5.455969115,11.85039934,26.79182447,55.99610204,97.32038013,152.0580649,187.0192289,190.9599605,183.2780838,113.3615838,49.21092595,15.21247271,4.064439187,,1099,1103
Algeria,0,0,0.798645632,1.480094935,3.296547936,6.487654391,20.45924637,42.2528568,71.55729469,145.3310585,236.2361414,318.1945138,471.5679942,477.5849289,391.3055256,381.8796048,277.9405891,173.1298101,27.12637098,3.340248062,,3044,3050
American Samoa,0,0,0.004541328,0.02805983,0.044815261,0.037587745,0.052922655,0.094763113,0.307998395,0.542340273,1.017265162,1.392909272,1.750554971,1.853726913,1.719057276,1.660899509,1.019280972,0.47780756,0.149035696,0.06168672,,12.13783623,12.21525265
Andorra,0,0,0.000946135,0.00313967,0.007603309,0.019807392,0.072895629,0.254751549,0.738559128,1.688203626,3.119255559,4.451983861,5.468992816,6.178217548,6.813332867,5.166139199,4.825481016,3.63851405,1.600023715,0.564180285,,44.60033824,44.61202735
Angola,0,0,0.84975645,2.149961044,3.081237885,5.307466731,11.81987686,22.83054868,49.03644379,96.30601479,171.292219,220.7303246,252.6495422,218.2505115,173.5894717,120.8701689,53.8095731,20.76958964,5.564273655,1.106416838,,1424,1430
Antigua and Barbuda,0,0,0.000742815,0.004913799,0.008061132,0.011662154,0.025693682,0.061459359,0.129922278,0.310592151,0.618454277,1.01253009,1.323990685,1.260170865,1.288199605,1.071698728,0.950177762,0.499866961,0.206071268,0.064561207,,8.835051071,8.848768818
Argentina,0,0,1.312984864,7.765961538,11.54649167,15.41512689,35.3836818,77.48211571,157.9216682,350.8977867,733.8046928,1368,1965,2390,2296,1770,1250,729.4130684,283.1821731,98.20921799,,13522,13542
Armenia,0,0,0.060819831,0.678905521,1.317500362,2.644524719,4.105678404,7.283288418,15.17654795,35.0381678,82.59289927,174.7123427,238.8284292,229.8150535,129.3850091,185.0511874,118.2664608,51.93319955,12.49982165,1.351342977,,1289,1291
Australia,0,0,0.289844675,0.486901549,1.226333117,3.416940189,10.09253409,23.7468864,64.40918746,163.1936573,330.7294584,618.0338913,932.0856366,1309,1662,1529,1297,947.5449179,392.062364,97.40569071,,9380,9382
Austria,0,0,0.060167338,0.20087851,0.420772766,1.120936842,3.817733008,9.081230427,26.69779017,79.17905808,204.407093,389.392811,545.8830625,717.224606,735.0400829,670.4724596,401.8940551,291.3525695,116.2383478,28.25069869,,4220,4221
Azerbaijan,0,0,0.319014108,3.245085078,7.087558182,11.1154668,19.82160971,32.7597592,62.36584398,141.0748043,286.6385742,418.0010753,417.4296931,318.6650162,145.4026536,178.8989727,102.6622316,32.49602926,4.901242567,0.511410744,,2173,2183
Bahamas,0,0,0.007751468,0.05696611,0.091312147,0.135277301,0.356289674,0.729842509,1.568269639,3.389275714,5.349715245,7.177080646,7.604961194,7.275804476,6.341124604,5.423039635,3.651846548,1.92879748,0.767518566,0.29181591,,51.99065914,52.14668887
Bahrain,0,0,0.014718621,0.039735069,0.119749465,0.217130169,0.779858179,2.079567988,2.922537704,5.965360802,8.334784997,13.4118855,18.20804651,16.72559149,14.57792647,16.25792426,10.82739662,4.938596152,0.61760343,0.04988346,,115.9140937,116.0882969
Bangladesh,0,0,5.700277441,9.829584751,14.46301175,27.63778699,52.48061763,103.8868387,197.1790021,385.9985665,728.2936099,940.1038031,1271,1477,1433,1122,754.135261,348.3509922,73.46002887,13.97358749,,8928,8958
Barbados,0,0,0.002958196,0.017672996,0.020418889,0.034843863,0.100816916,0.250387036,0.532384377,1.407571601,2.476926853,4.179117001,5.768698902,6.468399744,6.786472965,5.358930168,4.402056274,3.315951967,1.482237241,0.331257338,,42.89605225,42.93710233
Belarus,0,0,0.071438966,0.347876019,0.930889617,2.168064617,5.572776909,13.71425724,37.72259326,107.4878615,261.2346462,549.8122388,653.8171063,678.0589365,390.4654809,389.0243196,230.6213535,104.4120291,29.74213656,5.22044382,,3459,3460
Belgium,0,0,0.117544621,0.453719289,0.704515789,1.876382139,6.447645795,18.83854179,45.15469985,134.4190825,341.0274825,640.3220068,995.8190986,1225,1243,1117,1035,714.6762792,274.7202018,63.84296754,,7856,7858
Belize,0,0,0.008369583,0.068705892,0.0784593,0.127138405,0.356918299,0.548627617,1.1245573,1.998089428,3.053540031,4.616812111,4.908704699,4.336588442,3.963227463,2.919694792,2.373004789,1.433044077,0.525504091,0.177906818,,32.46335836,32.61889314
Benin,0,0,0.610094168,0.660173102,1.150049161,2.184322314,5.710124183,7.298540435,10.18930128,19.98548928,38.39065229,46.00544306,61.98592765,75.99254567,75.35238258,67.34057018,37.22138436,15.13276424,4.664167387,0.992115906,,468.4457308,470.8660472
Bermuda,0,0,0.000718268,0.006186612,0.007904282,0.011340715,0.035290292,0.096590239,0.26657649,0.70816364,1.495680228,2.525340663,3.537839408,4.049417688,4.307413907,4.715215378,4.156201111,2.751434196,1.238307397,0.475446299,,30.37025765,30.38506681
Bhutan,0,0,0.014897901,0.046532099,0.08812973,0.157625293,0.299596978,0.558675904,0.952548214,1.663764951,2.730146533,3.854599979,5.298368159,6.385743866,7.149992907,6.027052583,3.849265882,1.723586755,0.457474569,0.104016014,,41.21245859,41.36201832
Bolivia (Plurinational State of),0,0,0.271734578,1.873550809,2.601494617,3.905261085,6.718918153,11.89863911,20.57667591,37.20824148,61.19834829,94.62458308,144.8236624,175.6785704,202.3566098,170.7338855,112.7688417,57.99748346,16.00719765,3.339361483,,1120,1125
Bosnia and Herzegovina,0,0,0.146568725,0.640453015,1.072264993,1.376303987,3.629253534,7.336741165,20.40315051,55.75313066,148.7817235,316.9471878,421.6585226,409.091078,328.90044,333.7361819,206.2557949,74.65720036,14.40281579,3.028718839,,2346,2348
Botswana,0,0,0.140921212,0.16880184,0.301625094,0.74539711,2.18284481,5.104821608,10.47491038,19.05375089,29.37087194,39.0359193,44.63708734,42.60504891,34.73754099,25.08743138,15.25967623,5.483183469,1.313408015,0.243224084,,275.3351165,275.9464646
Brazil,0,0,4.437667911,28.30925855,45.50003303,62.27169949,140.9868427,268.4873258,503.967744,1150,2342,3889,5127,5524,5283,4568,3200,1878,742.5822967,285.5408422,,34965,35043
Brunei Darussalam,0,0,0.02131018,0.084877027,0.183008979,0.349268576,0.753743839,1.484180712,2.583708772,4.275400554,6.531022436,9.777085514,12.67241103,16.04823141,14.13813886,12.83766929,8.544403147,3.4850588,0.668246871,0.099618632,,94.24818844,94.53738463
Bulgaria,0,0,0.124716301,0.719786746,1.538186831,3.485532137,9.845132179,30.68585246,77.01089868,190.2201811,344.5385858,609.6492966,853.9640091,990.012662,721.0557551,485.8195207,261.0182599,117.5220542,27.2083362,3.21970731,,4725,4728
Burkina Faso,0,0,0.896912825,0.978547163,1.627843845,3.536151428,10.45118444,13.06996849,19.07407844,36.8217262,72.90712993,89.48082193,119.5059208,138.3888873,142.8223354,105.6121448,57.67658652,23.00479286,6.610711319,1.371148394,,840.3335884,843.8368922
Burundi,0,0,0.35721357,0.305452575,0.567737915,0.975058934,2.268364204,4.642321863,9.364929396,16.13032276,26.38078652,40.09133917,49.91876987,47.85787226,42.62062056,30.89752411,15.56109741,5.78205043,1.318446591,0.232724297,,294.0422284,295.2726324
Cabo Verde,0,0,0.059183184,0.10235165,0.151155063,0.294858247,0.974550375,0.959911537,0.997360165,2.245912682,4.185663114,5.38403498,5.899496687,6.715392409,7.039413282,8.803923822,9.574900295,5.497605611,2.019491544,0.797501782,,61.39001653,61.70270643
Cambodia,0,0,0.534136356,3.563149997,6.3710046,10.36457489,16.97600765,29.35908568,51.01130452,108.7737468,225.0472409,341.0750736,425.8471492,472.210271,408.5708294,312.9495235,178.934728,94.38401853,21.12528388,3.705714198,,2700,2711
Cameroon,0,0,1.974891918,2.054806796,3.813776838,7.74201655,21.99706798,26.51763564,36.66956501,66.42227271,129.7224544,162.2262346,218.5006457,242.105545,235.1540409,184.2399272,102.057079,37.72330204,9.642728004,1.739193126,,1482,1490
Canada,0,0,0.528618879,1.104838587,2.735311595,6.921275617,16.794466,39.00301186,90.26311283,261.0023056,781.2942684,1656,2617,3475,3984,3476,2867,1874,879.0569907,306.2130847,,22329,22334
Central African Republic,0,0,0.136029476,0.424273143,0.547824325,0.81293882,1.869711054,4.298508591,10.88284388,25.23650562,41.39793992,51.92697875,49.87490517,39.68500028,26.5518661,14.41430528,6.238336502,1.907637796,0.442008989,0.083692614,,275.6231794,276.7313063
Chad,0,0,0.870394464,0.75912893,1.142849952,2.449264205,6.774332638,8.247562335,12.45144844,24.52026204,50.84996164,58.36454674,86.58757691,101.0920581,109.7984183,83.71069979,44.3589295,16.05852369,4.154380114,0.902920483,,610.320885,613.0932583
Chile,0,0,0.184256872,0.980144473,1.832344788,3.609513876,7.091792528,14.896129,32.56401325,71.64547539,157.4677358,296.6496068,457.797669,608.8238158,647.7401975,554.3768494,466.9896691,300.439457,108.8549102,29.09444505,,3758,3761
China,0,0,28.28492514,166.9519302,427.7579157,1151,2505,4479,10965,23160,44181,54516,98516,113289,114249,103513,79948,40022,7677,1476,,699646,700269
Colombia,0,0,1.323492167,6.326289596,10.08972559,15.16886753,28.69789772,45.94925194,71.19523579,148.6057988,295.8260153,473.7839547,717.6328079,849.2422059,932.2599208,873.2189543,710.7570919,443.5061022,193.5091424,89.67888835,,5889,5907
Comoros,0,0,0.024571064,0.024248416,0.053486947,0.093340528,0.206376553,0.466029916,1.032586447,1.760016723,2.653134418,3.56977206,4.68719569,5.324135785,6.219355908,5.060299086,2.87085786,1.185501006,0.35739778,0.071837296,,35.55783706,35.66014348
Congo,0,0,0.136568863,0.379084218,0.594179571,1.163154084,3.03712105,6.546878373,14.45117488,28.73914473,44.20953454,54.45867493,59.80877433,56.36849295,48.23388661,36.4653392,19.58924462,8.183576441,1.923948842,0.36371918,,383.5426647,384.6524974
Cook Islands,0,0,0.000806138,0.005028591,0.011760603,0.012100472,0.019156114,0.033154909,0.118881983,0.204532324,0.405476324,0.714963278,0.758187763,1.173245872,0.98004044,1.254259309,0.729665371,0.438414332,0.117581501,0.065811376,,7.025471367,7.043066699
Costa Rica,0,0,0.077508407,0.347205918,0.81464794,1.091131316,2.680587782,3.2588533,6.11448756,12.8655339,22.02431356,36.68895566,50.18289261,63.98743448,67.13840042,69.24154853,51.53111415,38.11473061,16.05243359,8.13314916,,449.1055666,450.3449289
