census_id,emis
0001,1132.9614945830892
0002,589.3309866207524
0003,4120.705819801594
0004,666.4585721974702
0005,2247.460406077283
0006,340.9386866610964
0007,1.744857064002518
0008,2691.8680449506282
0009,3.309266799242692
0010,3325.079560077651
0011,164.44205674453312
0012,8.741807550402395
0013,780.7877091054235
0014,1109.860940858281
0015,2930.5974854018123
0016,298.44132258231303
0017,9112.379353493588
0018,7635.202431789785
0019,1640.5335410112675
0020,2121.126266205491
0021,16580.819545650713
0022,9123.551464200726
0023,3529.4153444306626
0024,1180.2999925834747
0025,6671.640611291936
0026,95.3425358314192
0027,12.38051605380055
0028,152.59270812371213
0029,31.528155194632784
0030,3183.8097779595682
0031,9658.238456249785
0032,9843.30651596821
0033,19252.81526352544
0034,9383.202749579903
0035,27708.431986480242
0036,14205.776726997985
0037,7022.740172931895
0038,16555.250028007467
0039,2306.2934796235327
0040,1170.8526721514909
0041,644.462381136483
0042,2177.279669674527
0043,1287.4673888524521
0044,775.324039198852
0045,1343.8945719661347
0046,922.611138468256
0047,261.11524070991237
0048,2916.655736894798
0049,745.6787581619598
0050,4018.321998483261
0051,4630.754451701952
0052,1459.9513545136108
0053,1799.5105505280317
0054,5053.663274740154
0055,15181.382704464137
0056,425.1387711594537
0057,11232.480367390439
0058,1437.1775114223974
0059,2650.1360908809456
0060,840.354438668761
0061,690.0672464282405
0062,3479.7347192001957
0063,2.9387785190920277
0064,6059.891817552098
0065,984.6555858956818
0066,205.43918965030778
0067,3958.799118696663
0068,2123.598372056699
0069,1424.4138149309845
0070,722.4505718557357
0071,1212.1073541955814
0072,1601.190088389249
0073,808.0280082561011
0074,1688.1531898694197
0075,2137.9613318414163
0076,831.057994265771
0077,1292.32528444274
0078,730.316465936344
0079,277.19531780168734
0080,240.0415303543161
0081,60.1429374911477
0082,646.7095670215946
0083,1780.904374348729
0084,5312.775825423791
0085,935.9339006645698
0086,30.55887614561277
0087,5632.624229561576
0088,81.23083327985324
0089,3147.517151453497
0090,570.0177618496878
0091,2392.486925256336
0092,3.3653192042399516
0093,7.036545433686422
0094,0.19294722935451009
0095,528.8254331119483
0096,0.3230852410848868
0097,2244.105758682112
0098,11.537234150563258
0099,11154.09076153301
0100,12093.036570806855
0101,17458.174856367743
0102,11304.509136755509
0103,7711.615154506944
0104,18118.573294856382
0105,11523.945026754654
0106,18639.815229844018
0107,28331.793813325898
0108,12308.579212255921
0109,22527.064938868603
0110,13843.395629281331
0111,34113.76933039565
0112,28923.247016022313
0113,8433.195838228456
0114,6279.016719719012
0115,6814.293279117107
0116,15690.086205265365
0117,7799.54785806597
0118,3902.3566991069633
0119,3164.585977157979
0120,15777.7477602844
0121,2161.133931668139
0122,5929.913736317959
0123,10576.50579094513
0124,2060.933535586803
0125,5531.238228065758
0126,8688.866635279455
0127,54160.44931564105
0128,28676.91354133962
0129,1693.8522444008242
0130,5828.570142938731
0131,1875.2672662744085
0132,11042.54324661565
0133,3789.2221911172733
0134,31984.47443520832
0135,27427.14920648412
0136,116.6781583598216
0137,5.138911225703626
0138,0
0139,0
0140,1.3882654066873426
0141,2283.4914683414586
0142,2629.3382025075507
0143,2509.2461307172057
0144,1659.9808677935448
0145,2439.5069209307876
0146,4608.649778589132
0147,5774.081813914751
0148,5539.8504137154505
0149,618.5967901004867
0150,973.4218046362497
0151,780.6234452945683
0152,10071.668811097084
0153,2160.86198954016
0154,4437.19281326217
0155,1398.4156357127397
0156,771.4335735451152
0157,2710.847321019295
0158,2756.9446342637198
0159,2207.846887228753
0160,636.755440043641
0161,300.8321725497115
0162,1538.9740927366222
0163,0
0164,0
0165,0
0166,1.690780356776168
0167,0
0168,0
0169,0.921768305145096
0170,0.3761537057649277
0171,0
0172,6.83096356847793e-4
0173,0
0174,0
0175,0.0032835468422750492
0176,5.062114983752348e-4
0177,0
0178,5.259333636785385e-7
0179,0
0180,18.452658295379965
0181,0
0182,0
0183,0
0184,20.012323469180462
0185,0
0186,0
0187,1.3563541876622627
0188,0
0189,1.0179198138736023
0190,0
0191,0
0192,0
0193,0
0194,4.768636625609743
0195,29.386486562804848
0196,0.4825878668761106
0197,0.0158070905432892
0198,0
0199,0
0200,0.005457748144101704
0201,0.0069527834140824816
0202,0
0203,0.008670082929716647
0204,2.232404556897966
0205,0
0206,0.2991109609651904
0207,0
0208,0.5866306889212967
0209,0
0210,0
0211,0.06647585951101147
0212,0.053430720363427
0213,0.004063774113330135
0214,0
0215,0
0216,0.06823751143028163
0217,0
0218,0
0219,0.3712030176544471
0220,0.0025349400544166746
0221,0
0222,0.001566689389738379
0223,0.1740512537762528
0224,0.2287774719072676
0225,0
0226,0.36171930682256875
0227,0.07099848223377433
0228,0
0229,0
0230,0.8547874294795722
0231,0
0232,0.016646036132091768
0233,1.3228633443538604
0234,0.04231666692375578
0235,0.020825809309879345
0236,0
0237,0
0238,0
0239,0.0922778346903048
0240,0.02024530342638052
0241,0.08754295848471663
0242,0.07407850454702482
0243,0
0244,0
0245,0.06756812247362748
0246,0.12027979877518014
0247,0
0248,0.06066956542781079
0249,0.015223623687784283
0250,0.027032258146939388
0251,0.007310332390519086
0252,0
0253,0
0254,0
0255,0.007648229243755493
0256,0.01101056461114221
0257,0.004069810681087777
0258,0.16634222739838125
0259,0
0260,0.004409200999825905
0261,0.07557187227672965
0262,0
0263,0.13551148202549862
0264,0.00238432798012854
0265,0
0266,0
0267,0.008321444462639568
0268,0.45383036012095646
0269,0.054873503178089714
