census_id,geo_name,lon,lat,country,poll,emis,eff_height
0001,ANGOLA_BENGO_AMBRIZ,13.500573856748415,-7.941839245075118,Angola,NOx,464.3042586627061,10
0002,ANGOLA_BENGO_BULA ATUMBA,14.820908751789867,-8.634475645495783,Angola,NOx,41.753922998307786,10
0003,ANGOLA_BENGO_DANDE,13.841710609854086,-8.53534736049627,Angola,NOx,513.0873863687201,10
0004,ANGOLA_BENGO_DEMBOS,14.552452662474186,-8.506656679922113,Angola,NOx,45.61685737205384,10
0005,ANGOLA_BENGO_NAMBUANGONGO,14.25926486683566,-8.047643790272277,Angola,NOx,125.13761546505418,10
0006,ANGOLA_BENGO_PANGO ALUQUÉM,14.467187741962098,-8.753291428515478,Angola,NOx,11.57708457040533,10
0007,ANGOLA_BENGUELA_BAÍA FARTA,13.110895429150032,-13.169353899832894,Angola,NOx,1204.1208044509488,10
0008,ANGOLA_BENGUELA_BALOMBO,14.785534807000774,-12.362142938317604,Angola,NOx,645.8077837702037,10
0009,ANGOLA_BENGUELA_BENGUELA,13.613234701433782,-12.750903810317325,Angola,NOx,491.34986270224044,10
0010,ANGOLA_BENGUELA_BOCOIO,14.273806030010297,-12.337517465231237,Angola,NOx,1188.4741128179662,10
0011,ANGOLA_BENGUELA_CAIMBAMBO,13.925466200463916,-13.103370379840863,Angola,NOx,325.839642766068,10
0012,ANGOLA_BENGUELA_CATUMBELA,13.680172800346687,-12.477296385532492,Angola,NOx,285.8021627470504,10
0013,ANGOLA_BENGUELA_CHONGOROI,13.804725364547245,-13.596741410412521,Angola,NOx,189.6407140695383,10
0014,ANGOLA_BENGUELA_CUBAL,14.349577634106108,-13.16149142143734,Angola,NOx,385.03441628738426,10
0015,ANGOLA_BENGUELA_GANDA,14.733920867955561,-13.122131963632688,Angola,NOx,847.80499648044,10
0016,ANGOLA_BENGUELA_LOBITO,13.886545783996153,-12.092395259332209,Angola,NOx,467.37884982485764,10
0017,ANGOLA_BIÉ_ANDULO,16.463299708517784,-11.274658946317146,Angola,NOx,1149.1297323483902,10
0018,ANGOLA_BIÉ_CAMACUPA,17.780227977541617,-12.451681506672221,Angola,NOx,520.7495968412629,10
0019,ANGOLA_BIÉ_CATABOLA,17.254341809340623,-12.147939255129183,Angola,NOx,353.0811439714565,10
0020,ANGOLA_BIÉ_CHINGUAR,16.57220235885333,-12.562961032395926,Angola,NOx,540.4963153860939,10
0021,ANGOLA_BIÉ_CHITEMBO,17.2256685420672,-13.4761375683222,Angola,NOx,1124.4640314610197,10
0022,ANGOLA_BIÉ_CUEMBA,18.450876402365434,-11.812583973776919,Angola,NOx,737.9565451825068,10
0023,ANGOLA_BIÉ_CUITO,17.0195337801636,-12.539053407735349,Angola,NOx,725.4226883806025,10
0024,ANGOLA_BIÉ_CUNHINGA,16.806485043535446,-11.988245606222938,Angola,NOx,301.50121171471784,10
0025,ANGOLA_BIÉ_NHAREA,17.157724905821997,-11.308602978499657,Angola,NOx,193.64929198435476,10
0026,ANGOLA_CABINDA_BELIZE,12.84464336058737,-4.605790961567085,Angola,NOx,21.206355811590402,10
0027,ANGOLA_CABINDA_BUCO ZAU,12.545868870473262,-4.802124175234638,Angola,NOx,36.684203702968475,10
0028,ANGOLA_CABINDA_CABINDA,12.36403326270615,-5.461872414729606,Angola,NOx,532.2413924354668,10
0029,ANGOLA_CABINDA_CACONGO,12.242228043574034,-5.043712430446504,Angola,NOx,172.21110162530113,10
0030,ANGOLA_KUANDO KUBANGO_CALAI,19.414268804995988,-17.367954683212766,Angola,NOx,58.0121643031296,10
0031,ANGOLA_KUANDO KUBANGO_CUANGAR,18.15299180710266,-17.054777832805367,Angola,NOx,108.51908586582859,10
0032,ANGOLA_KUANDO KUBANGO_CUCHI,16.962579756983985,-14.692891199511664,Angola,NOx,798.3441867232469,10
0033,ANGOLA_KUANDO KUBANGO_CUITO CUANAVALE,18.841355039845936,-14.950150376556852,Angola,NOx,1347.9206440398298,10
0034,ANGOLA_KUANDO KUBANGO_DIRICO,20.825162039879295,-17.52729673830151,Angola,NOx,122.61653011480058,10
0035,ANGOLA_KUANDO KUBANGO_MAVINGA,20.292091111981065,-16.124977275218903,Angola,NOx,169.09250076579409,10
0036,ANGOLA_KUANDO KUBANGO_MENONGUE,17.745373647024998,-15.225709939331868,Angola,NOx,2140.2906466549875,10
0037,ANGOLA_KUANDO KUBANGO_NANCOVA,18.73240828489362,-16.388826303005242,Angola,NOx,45.88989037997895,10
0038,ANGOLA_KUANDO KUBANGO_RIVUNGO,21.95105197046031,-16.860900758284263,Angola,NOx,143.40976833112674,10
0039,ANGOLA_KWANZA NORTE_AMBACA,15.509119051943488,-8.223269097816729,Angola,NOx,160.34286975940134,10
0040,ANGOLA_KWANZA NORTE_BANGA,15.153253461606287,-8.689616530469744,Angola,NOx,70.88171737379491,10
0041,ANGOLA_KWANZA NORTE_BOLONGONGO,15.113302487330705,-8.382132376680488,Angola,NOx,19.26483293657478,10
0042,ANGOLA_KWANZA NORTE_CAMBAMBE,14.521816633134614,-9.433964278230446,Angola,NOx,299.6515303266762,10
0043,ANGOLA_KWANZA NORTE_CAZENGO,14.779870946066733,-9.320031680889498,Angola,NOx,229.66869908327217,10
0044,ANGOLA_KWANZA NORTE_GOLUNGO ALTO,14.666387710001,-9.076507922069805,Angola,NOx,32.09337520780769,10
0045,ANGOLA_KWANZA NORTE_LUCALA,15.238258650636386,-9.139267281380702,Angola,NOx,31.154845526867206,10
