census_id,emis,geo_name,lon,lat,country,code,poll
0001,4.207019586369897,ANGOLA_BENGO_AMBRIZ,13.500573856748415,-7.941839245075118,Angola,AWB,NOx
0002,1.982153226427106,ANGOLA_BENGO_BULA ATUMBA,14.820908751789867,-8.634475645495783,Angola,AWB,NOx
0003,21.699827648569578,ANGOLA_BENGO_DANDE,13.841710609854086,-8.53534736049627,Angola,AWB,NOx
0004,2.202409960800612,ANGOLA_BENGO_DEMBOS,14.552452662474186,-8.506656679922113,Angola,AWB,NOx
0005,19.42146801544881,ANGOLA_BENGO_NAMBUANGONGO,14.25926486683566,-8.047643790272277,Angola,AWB,NOx
0006,0.48233423819471805,ANGOLA_BENGO_PANGO ALUQUÉM,14.467187741962098,-8.753291428515478,Angola,AWB,NOx
0007,18.81816315731494,ANGOLA_BENGUELA_BAÍA FARTA,13.110895429150032,-13.169353899832894,Angola,AWB,NOx
0008,63.21832166868553,ANGOLA_BENGUELA_BALOMBO,14.785534807000774,-12.362142938317604,Angola,AWB,NOx
0009,4.941309021188261,ANGOLA_BENGUELA_BENGUELA,13.613234701433782,-12.750903810317325,Angola,AWB,NOx
0010,114.62596890394421,ANGOLA_BENGUELA_BOCOIO,14.273806030010297,-12.337517465231237,Angola,AWB,NOx
0011,21.93770609171993,ANGOLA_BENGUELA_CAIMBAMBO,13.925466200463916,-13.103370379840863,Angola,AWB,NOx
0012,3.7556025802976456,ANGOLA_BENGUELA_CATUMBELA,13.680172800346687,-12.477296385532492,Angola,AWB,NOx
0013,77.42148239299057,ANGOLA_BENGUELA_CHONGOROI,13.804725364547245,-13.596741410412521,Angola,AWB,NOx
0014,101.40646568792887,ANGOLA_BENGUELA_CUBAL,14.349577634106108,-13.16149142143734,Angola,AWB,NOx
0015,108.5319787481156,ANGOLA_BENGUELA_GANDA,14.733920867955561,-13.122131963632688,Angola,AWB,NOx
0016,15.30899774546695,ANGOLA_BENGUELA_LOBITO,13.886545783996153,-12.092395259332209,Angola,AWB,NOx
0017,148.16352110084412,ANGOLA_BIÉ_ANDULO,16.463299708517784,-11.274658946317146,Angola,AWB,NOx
0018,98.02426130549682,ANGOLA_BIÉ_CAMACUPA,17.780227977541617,-12.451681506672221,Angola,AWB,NOx
0019,55.8707258390436,ANGOLA_BIÉ_CATABOLA,17.254341809340623,-12.147939255129183,Angola,AWB,NOx
0020,21.646631886651047,ANGOLA_BIÉ_CHINGUAR,16.57220235885333,-12.562961032395926,Angola,AWB,NOx
0021,138.78022829056164,ANGOLA_BIÉ_CHITEMBO,17.2256685420672,-13.4761375683222,Angola,AWB,NOx
0022,47.85542645122345,ANGOLA_BIÉ_CUEMBA,18.450876402365434,-11.812583973776919,Angola,AWB,NOx
0023,73.02279122921915,ANGOLA_BIÉ_CUITO,17.0195337801636,-12.539053407735349,Angola,AWB,NOx
0024,31.527583060523238,ANGOLA_BIÉ_CUNHINGA,16.806485043535446,-11.988245606222938,Angola,AWB,NOx
0025,83.27361810400912,ANGOLA_BIÉ_NHAREA,17.157724905821997,-11.308602978499657,Angola,AWB,NOx
0026,0.9898992094728012,ANGOLA_CABINDA_BELIZE,12.84464336058737,-4.605790961567085,Angola,AWB,NOx
0027,2.0555193374592347,ANGOLA_CABINDA_BUCO ZAU,12.545868870473262,-4.802124175234638,Angola,AWB,NOx
0028,17.81736667452881,ANGOLA_CABINDA_CABINDA,12.36403326270615,-5.461872414729606,Angola,AWB,NOx
0029,5.947930721473223,ANGOLA_CABINDA_CACONGO,12.242228043574034,-5.043712430446504,Angola,AWB,NOx
0030,7.2584996075357875,ANGOLA_KUANDO KUBANGO_CALAI,19.414268804995988,-17.367954683212766,Angola,AWB,NOx
0031,38.80925536585811,ANGOLA_KUANDO KUBANGO_CUANGAR,18.15299180710266,-17.054777832805367,Angola,AWB,NOx
0032,63.02497592439361,ANGOLA_KUANDO KUBANGO_CUCHI,16.962579756983985,-14.692891199511664,Angola,AWB,NOx
0033,59.05621183540538,ANGOLA_KUANDO KUBANGO_CUITO CUANAVALE,18.841355039845936,-14.950150376556852,Angola,AWB,NOx
0034,6.6259188879451365,ANGOLA_KUANDO KUBANGO_DIRICO,20.825162039879295,-17.52729673830151,Angola,AWB,NOx
0035,91.02350828622603,ANGOLA_KUANDO KUBANGO_MAVINGA,20.292091111981065,-16.124977275218903,Angola,AWB,NOx
0036,58.83532406528886,ANGOLA_KUANDO KUBANGO_MENONGUE,17.745373647024998,-15.225709939331868,Angola,AWB,NOx
0037,25.129370168091835,ANGOLA_KUANDO KUBANGO_NANCOVA,18.73240828489362,-16.388826303005242,Angola,AWB,NOx
0038,34.659418520825604,ANGOLA_KUANDO KUBANGO_RIVUNGO,21.95105197046031,-16.860900758284263,Angola,AWB,NOx
0039,25.485908301799043,ANGOLA_KWANZA NORTE_AMBACA,15.509119051943488,-8.223269097816729,Angola,AWB,NOx
