GEOID10,Base_HNO3_mol,Base_NH3f_mol,Base_NO3_mol
31111,0.006355537547027405,0.08621917749987199,0.006355537547027405
31113,0.0059181143225851265,0.06901995669644617,0.0059181143225851265
31115,0.006218170341190187,0.0753156045459629,0.006218170341190187
31117,0.005744973605686778,0.05390113272366531,0.005744973605686778
31119,0.008768351689789693,0.20205660936951156,0.008768351689789693
31121,0.009797420737809693,0.15175078760294655,0.009797420737809693
31123,0.007811646973161754,0.09230220912305027,0.007811646973161754
31125,0.009026025958326037,0.1443370076545813,0.009026025958326037
31127,0.013786482635258447,0.10566083634553083,0.013786482635258447
31129,0.008892438340388878,0.12066934989863558,0.008892438340388878
31131,0.013959279959798947,0.11640833019353339,0.013959279959798947
31133,0.012691344696936058,0.10392916187412457,0.012691344696936058
31135,0.00602807707381534,0.0858692613923132,0.00602807707381534
31137,0.007351524975458759,0.28808687150811135,0.007351524975458759
31139,0.008234618939152935,0.19041547417609567,0.008234618939152935
31141,0.01047467643152637,0.7219119317046083,0.01047467643152637
31143,0.010531086681888175,0.1955373070267551,0.010531086681888175
31145,0.005998123805338626,0.10345898942628708,0.005998123805338626
31147,0.013298428758228373,0.10294843812366455,0.013298428758228373
31149,0.005589821665558042,0.07711554332735622,0.005589821665558042
31151,0.011686156279735299,0.14006085874992463,0.011686156279735299
31153,0.015577422226440929,0.18388571113865176,0.015577422226440929
31155,0.01355853308658008,0.18296928740359392,0.01355853308658008
31157,0.008419230019175803,0.1720915548116423,0.008419230019175803
31159,0.012422843382073967,0.17058680188837083,0.012422843382073967
31161,0.0055907536186324495,0.036344743941950725,0.004559733242351776
31163,0.007806582698089637,0.11261253621032158,0.007806582698089637
31165,0.006694953457925056,0.042011047647322206,0.005427920788441003
31167,0.009408166074988669,0.21001673469461998,0.009408166074988669
31169,0.009808600296126816,0.14125608238433263,0.009808600296126816
31171,0.005865776770242462,0.05933412275664991,0.005865776770242462
31173,0.010088097650599384,0.19901853000328282,0.010088097650599384
31175,0.007219699317343453,0.14118748687986898,0.007219699317343453
31177,0.012306291066537375,0.1898065458046085,0.012306291066537375
31179,0.00932668923636776,0.2197421583299654,0.00932668923636776
31181,0.008285611238266273,0.13026562300518685,0.008285611238266273
31183,0.00711914942405194,0.13707309317316713,0.00711914942405194
31185,0.010997715199410858,0.21903233081006973,0.010997715199410858
32001,0.006904961166799711,0.016071721802025235,0.0030419224196973366
32003,0.011694065498995666,0.011849288873705064,0.003828309248762348
32005,0.01391382725163211,0.034358938592023505,0.006866637953499435
32007,0.0034714081630304707,0.00790822306284143,0.001451004440333656
32009,0.0047714573663423495,0.005859569353687137,0.0015774346328239332
32011,0.0036305194281561924,0.008489381140796537,0.0015395580085945607
32013,0.0040919973436131345,0.005761383423008854,0.0014098760347740927
32015,0.004022421612631233,0.005628294126689873,0.0013819135762381763
32017,0.0045381040635271135,0.004374503253899676,0.001390486197527796
32019,0.012407696535938338,0.027371727536761745,0.005667794337845232
32021,0.005624784350815491,0.0067055193242654895,0.0018545101753418942
32023,0.013000438845472707,0.008013959532799955,0.003735668442402439
32027,0.006466892990364638,0.012097175759189177,0.0025574466016611425
32029,0.01900381584112902,0.040471056296888935,0.009135499137667612
32031,0.016927427086722947,0.0315243260769889,0.007434801220946863
32033,0.003175637356904152,0.003404954657926784,9.930649187596455e-4
32510,0.015337353072888039,0.06568108739977739,0.010857359838260621
33001,0.020613721299701765,9.360014178105558e-4,0.004662723235581515
33003,0.016237776935268077,0,0.003580094617797336
33005,0.02611869645850252,0.005920025014595709,0.006578329637699029
33007,0.01202636675884895,3.3172005884730266e-4,0.0026868114817275445
33009,0.01811472439381952,5.346004439549246e-4,0.004058164411836704
33011,0.030721907254628804,0.0247859118437462,0.010466221511519016
33013,0.02514888951388304,0.006223390435973919,0.006392716840622517
33015,0.026520202167551146,0.00970860441091187,0.00720033568630963
33017,0.02181231990915663,0.0028236095418696025,0.005172335711693982
33019,0.021814779953530563,0.0038402870081941723,0.005303663591431011
34001,0.02905457262931864,5.948769936719028e-4,0.006492292929574086
34003,0.076113936860755,0.11988163640256533,0.047079468016602594
34005,0.04562196442204851,0.04052373241530077,0.017476114598205653
34007,0.04859947046658892,0.0759240711277711,0.02512892495972573
34009,0.025793512713125657,0.0024997433827218113,0.0060311976804877454
34011,0.03405289011284824,0.021522655593158954,0.01087832534510052
34013,0.07511385001528872,0.12625972183595985,0.0481823080241544
34015,0.04370622142058861,0.06857347229639882,0.021887661629925427
34017,0.08289521368648277,0.16111704362349039,0.06149332822671619
34019,0.05415121569569583,0.03930862392215677,0.0199005346894875
34021,0.050453846332064414,0.04563352323212194,0.01998070492602901
34023,0.05546855275163528,0.07140039014468066,0.02690561707678284
34025,0.044846846596314986,0.023018043804284002,0.014060218402148468
34027,0.06552370287647842,0.05529887417343063,0.027083889295203764
34029,0.036465432883457945,0,0.008039875194871465
34031,0.07607325003474205,0.11361629016839149,0.04547647870629475
34033,0.04261709535169655,0.06726830462240631,0.0212468972914104
34035,0.0590755591110684,0.04954121247693352,0.023616287808591166
34037,0.0587985724966831,0.0311592730525561,0.01960564232408733
34039,0.06702600834192897,0.09928833595930048,0.037808806986102964
34041,0.05428738462768583,0.04283499079049251,0.02065809579325436
35001,0.01632208745516564,0.035641221902581205,0.0077355690988407475
35003,0.00373615500877061,0.0118551223122063,0.0018587393339758978
35005,0.003688333007111003,0.04070030468890126,0.003688333007111003
35006,0.0073048758215738165,0.0028604449251311177,0.001883633266290247
35007,0.0051481579527842564,0.013210864439361446,0.0023310534568627907
35009,0.005244336220102987,0.10214546791716385,0.005244336220102987
35011,0.004148936484986124,0.013003191515578324,0.002062247678472903
35013,0.005686746318865432,0.0596486090697991,0.005686746318865432
35015,0.003385667905421488,0.017098641756130996,0.0022255446246058175
35017,0.0032988076691262253,0.00391462584810885,0.0010651666279633141
35019,0.004875563713353376,0.0077759102411608,0.0017740762196919533
35021,0.004390051615374478,0.01677248060158267,0.0024572803838580565
35023,0.0035760227606134137,0.004219615868440777,0.0011552822616217537
35025,0.004405992273206459,0.026623049888914233,0.003336476927171339
35027,0.0039004641456299007,0.01072188913990474,0.0018000574194260207
35028,0.007542612960588722,0.008566132034402013,0.0024853706683959104
35029,0.0032733035721378406,0.012235806366159873,0.0017769809059762533
35031,0.012665088256251742,0,0.002792390515086635
35033,0.005197397651319381,0.01426982971133373,0.0024393848047463773
35035,0.0045951936368002514,0.008628807488776109,0.001783413013407766
35037,0.004854292546179241,0.023162499759169175,0.0031516348347733875
35039,0.006177823792715119,0.00733133455882428,0.0020430484026827166
35041,0.004856650075816789,0.06253168059406983,0.004856650075816789
35043,0.022098595670967527,0.025992523648327628,0.008232420345607562
35045,0.005001543910966376,0.004788757977367376,0.0015346628227956916
35047,0.005415064139704852,0.01248068258006509,0.0023314105746889096
35049,0.010167432399755118,0.016055492763893033,0.00387941788376107
35051,0.003906941510787797,0.007786029242736246,0.0015441872612869578
35053,0.00605623470008881,0.011422704705705989,0.002393090069260227
35055,0.005874094209398714,0.0145055908454781,0.0026323880331202533
35057,0.010051562221389993,0.011627126544820187,0.003399084847424096
35059,0.0046785407133286775,0.026575154599820204,0.0034088682863580282
35061,0.015825395177086768,0.03283865028990495,0.007263483369492425
36001,0.029948981444604474,0.050931923204424814,0.014101136720981476
36003,0.024924925939201023,0.013314963757248138,0.007302713044676095
36005,0.07130439822648574,0.15821492158426032,0.053967884574860125
36007,0.028985454001688345,0.024822703084484726,0.00999033238289712
36009,0.025343535562417904,3.5223965522605816e-4,0.005635874025003292
36011,0.023804870099057768,0.037086889504590506,0.010187457789156775
